                    *********************************************************************************
                    *  Z= 80 A=200: Positive-Parity Spin-dependent Level Density [MeV-1] for HG200  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   1.50  0.288  3.00E+01 8.25E+01 6.06E+02 1.13E+01 1.79E+01 1.77E+01 1.25E+01 9.29E+00 5.55E+00 3.70E+00 1.39E+00 8.09E-01 5.78E-01 5.78E-01 3.47E-01 3.47E-01 3.47E-01 2.31E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.311  6.00E+01 1.54E+02 1.30E+03 1.96E+01 2.34E+01 2.67E+01 2.43E+01 1.81E+01 1.52E+01 1.07E+01 7.05E+00 4.62E+00 1.39E+00 9.25E-01 5.78E-01 5.78E-01 3.47E-01 3.47E-01 2.31E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.332  1.06E+02 2.17E+02 1.97E+03 2.17E+01 3.26E+01 3.42E+01 3.07E+01 2.93E+01 2.01E+01 1.63E+01 1.32E+01 9.25E+00 5.08E+00 1.39E+00 9.25E-01 5.78E-01 4.62E-01 3.47E-01 3.47E-01 2.31E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.353  1.76E+02 3.42E+02 3.42E+03 2.87E+01 4.26E+01 4.77E+01 4.81E+01 4.48E+01 3.69E+01 2.90E+01 2.13E+01 1.71E+01 1.32E+01 7.05E+00 2.89E+00 8.09E-01 5.78E-01 5.78E-01 3.47E-01 3.47E-01 2.31E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.372  2.76E+02 4.54E+02 4.81E+03 3.72E+01 4.88E+01 5.70E+01 6.00E+01 5.80E+01 5.24E+01 4.00E+01 3.25E+01 2.40E+01 1.85E+01 1.32E+01 7.05E+00 2.89E+00 8.09E-01 5.78E-01 4.62E-01 3.47E-01 3.47E-01 2.31E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.390  4.26E+02 7.48E+02 7.97E+03 6.64E+01 9.18E+01 9.18E+01 9.04E+01 8.88E+01 7.61E+01 6.58E+01 5.27E+01 3.93E+01 3.07E+01 2.13E+01 1.50E+01 1.02E+01 4.62E+00 8.09E-01 5.78E-01 4.62E-01 3.47E-01 3.47E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.407  6.63E+02 1.15E+03 1.18E+04 1.08E+02 1.51E+02 1.63E+02 1.43E+02 1.38E+02 1.07E+02 8.99E+01 7.06E+01 5.53E+01 4.24E+01 3.07E+01 2.13E+01 1.50E+01 9.25E+00 2.89E+00 8.09E-01 5.78E-01 3.47E-01 3.47E-01 2.31E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.424  1.08E+03 2.21E+03 2.25E+04 1.74E+02 2.76E+02 3.41E+02 3.22E+02 2.79E+02 2.22E+02 1.66E+02 1.31E+02 8.90E+01 6.53E+01 4.91E+01 3.57E+01 2.61E+01 1.71E+01 1.02E+01 4.62E+00 8.09E-01 5.78E-01 3.47E-01 3.47E-01 2.31E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.440  1.78E+03 3.37E+03 3.48E+04 2.33E+02 4.08E+02 5.04E+02 4.92E+02 4.48E+02 3.52E+02 2.86E+02 2.08E+02 1.44E+02 9.56E+01 6.53E+01 4.91E+01 3.57E+01 2.44E+01 1.50E+01 9.25E+00 2.54E+00 9.25E-01 5.78E-01 3.47E-01 3.47E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.455  2.94E+03 5.87E+03 6.31E+04 3.44E+02 6.15E+02 8.23E+02 8.31E+02 7.82E+02 6.62E+02 5.46E+02 4.19E+02 3.05E+02 1.99E+02 1.18E+02 7.70E+01 5.66E+01 3.88E+01 2.61E+01 1.71E+01 9.36E+00 2.54E+00 9.25E-01 5.78E-01 3.47E-01 2.31E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.470  4.73E+03 8.45E+03 9.32E+04 4.56E+02 8.07E+02 1.12E+03 1.19E+03 1.15E+03 9.74E+02 7.89E+02 6.35E+02 4.71E+02 3.30E+02 1.97E+02 1.17E+02 7.70E+01 5.32E+01 3.57E+01 2.40E+01 1.44E+01 6.24E+00 1.27E+00 5.78E-01 3.47E-01 3.47E-01 2.31E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.485  7.52E+03 1.38E+04 1.60E+05 6.28E+02 1.17E+03 1.63E+03 1.86E+03 1.86E+03 1.65E+03 1.41E+03 1.14E+03 8.46E+02 6.20E+02 4.07E+02 2.52E+02 1.48E+02 8.63E+01 5.66E+01 3.87E+01 2.50E+01 1.44E+01 6.12E+00 8.09E-01 5.78E-01 3.47E-01 3.47E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.499  1.17E+04 1.97E+04 2.31E+05 9.10E+02 1.68E+03 2.28E+03 2.50E+03 2.54E+03 2.32E+03 2.00E+03 1.64E+03 1.26E+03 9.12E+02 6.13E+02 4.04E+02 2.51E+02 1.38E+02 7.70E+01 5.29E+01 3.42E+01 2.07E+01 1.24E+01 2.89E+00 9.25E-01 5.78E-01 3.47E-01 2.31E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.512  1.83E+04 3.32E+04 3.93E+05 1.59E+03 2.97E+03 3.85E+03 4.12E+03 4.09E+03 3.76E+03 3.31E+03 2.75E+03 2.12E+03 1.62E+03 1.11E+03 7.41E+02 4.95E+02 2.90E+02 1.48E+02 8.53E+01 5.43E+01 3.42E+01 2.02E+01 1.02E+01 2.54E+00 5.78E-01 3.47E-01 3.47E-01 2.31E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.526  2.85E+04 4.85E+04 5.71E+05 2.44E+03 4.33E+03 5.85E+03 6.13E+03 5.96E+03 5.39E+03 4.69E+03 3.87E+03 3.03E+03 2.30E+03 1.61E+03 1.10E+03 7.33E+02 4.58E+02 2.51E+02 1.37E+02 7.37E+01 4.69E+01 2.87E+01 1.50E+01 6.24E+00 8.09E-01 5.78E-01 3.47E-01 2.31E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.551  7.08E+04 1.21E+05 1.44E+06 5.57E+03 1.05E+04 1.42E+04 1.53E+04 1.51E+04 1.37E+04 1.20E+04 9.92E+03 7.60E+03 5.66E+03 3.90E+03 2.71E+03 1.88E+03 1.22E+03 7.30E+02 4.54E+02 2.33E+02 1.08E+02 6.09E+01 3.57E+01 2.07E+01 1.02E+01 1.39E+00 5.78E-01 3.47E-01 3.47E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.576  1.73E+05 2.88E+05 3.54E+06 1.15E+04 2.23E+04 3.13E+04 3.55E+04 3.62E+04 3.34E+04 2.98E+04 2.50E+04 1.95E+04 1.47E+04 1.01E+04 6.86E+03 4.60E+03 2.96E+03 1.88E+03 1.20E+03 6.88E+02 3.74E+02 1.74E+02 7.70E+01 4.69E+01 2.61E+01 1.32E+01 2.89E+00 5.78E-01 3.47E-01 3.47E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.599  4.13E+05 6.71E+05 8.48E+06 2.59E+04 4.91E+04 6.89E+04 7.80E+04 8.11E+04 7.69E+04 7.01E+04 6.05E+04 4.81E+04 3.71E+04 2.61E+04 1.79E+04 1.21E+04 7.64E+03 4.59E+03 2.92E+03 1.75E+03 1.02E+03 5.54E+02 2.51E+02 1.08E+02 5.66E+01 3.07E+01 1.50E+01 5.08E+00 9.25E-01 3.47E-01 3.47E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.622  9.71E+05 1.56E+06 2.01E+07 5.94E+04 1.13E+05 1.58E+05 1.78E+05 1.85E+05 1.76E+05 1.61E+05 1.41E+05 1.14E+05 8.94E+04 6.44E+04 4.53E+04 3.09E+04 1.98E+04 1.22E+04 7.50E+03 4.28E+03 2.50E+03 1.43E+03 7.30E+02 3.74E+02 1.48E+02 6.53E+01 3.57E+01 1.85E+01 6.12E+00 9.25E-01 4.62E-01 3.47E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.644  2.27E+06 3.62E+06 4.71E+07 1.32E+05 2.53E+05 3.57E+05 4.04E+05 4.21E+05 4.05E+05 3.74E+05 3.29E+05 2.67E+05 2.12E+05 1.54E+05 1.10E+05 7.63E+04 5.00E+04 3.12E+04 1.95E+04 1.13E+04 6.29E+03 3.46E+03 1.87E+03 1.02E+03 4.95E+02 1.93E+02 7.70E+01 4.24E+01 2.02E+01 7.05E+00 8.09E-01 4.62E-01 3.47E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.665  5.24E+06 8.26E+06 1.10E+08 2.82E+05 5.47E+05 7.79E+05 8.95E+05 9.48E+05 9.26E+05 8.70E+05 7.67E+05 6.23E+05 5.00E+05 3.67E+05 2.64E+05 1.84E+05 1.22E+05 7.77E+04 4.93E+04 2.91E+04 1.66E+04 9.03E+03 4.55E+03 2.50E+03 1.31E+03 6.03E+02 2.51E+02 9.14E+01 4.60E+01 2.13E+01 8.21E+00 8.09E-01 4.62E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.685  1.20E+07 1.86E+07 2.52E+08 6.15E+05 1.19E+06 1.70E+06 1.96E+06 2.09E+06 2.06E+06 1.96E+06 1.75E+06 1.44E+06 1.18E+06 8.70E+05 6.30E+05 4.44E+05 2.95E+05 1.89E+05 1.20E+05 7.23E+04 4.22E+04 2.34E+04 1.20E+04 6.27E+03 3.17E+03 1.57E+03 7.30E+02 3.18E+02 1.06E+02 4.91E+01 2.27E+01 9.25E+00 8.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.705  2.71E+07 4.18E+07 5.72E+08 1.35E+06 2.61E+06 3.72E+06 4.29E+06 4.59E+06 4.55E+06 4.35E+06 3.93E+06 3.26E+06 2.70E+06 2.03E+06 1.49E+06 1.06E+06 7.06E+05 4.60E+05 2.94E+05 1.77E+05 1.04E+05 5.87E+04 3.11E+04 1.65E+04 8.17E+03 3.79E+03 1.87E+03 8.85E+02 3.65E+02 1.17E+02 5.07E+01 2.40E+01 9.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.725  6.07E+07 9.29E+07 1.29E+09 2.89E+06 5.62E+06 8.05E+06 9.36E+06 1.01E+07 1.00E+07 9.64E+06 8.75E+06 7.33E+06 6.12E+06 4.64E+06 3.44E+06 2.48E+06 1.67E+06 1.11E+06 7.09E+05 4.32E+05 2.54E+05 1.44E+05 7.77E+04 4.21E+04 2.13E+04 9.94E+03 4.55E+03 2.22E+03 9.92E+02 4.00E+02 1.25E+02 5.29E+01 2.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.743  1.35E+08 2.05E+08 2.88E+09 6.13E+06 1.20E+07 1.72E+07 2.01E+07 2.18E+07 2.19E+07 2.12E+07 1.94E+07 1.63E+07 1.37E+07 1.05E+07 7.89E+06 5.74E+06 3.91E+06 2.63E+06 1.70E+06 1.05E+06 6.19E+05 3.53E+05 1.91E+05 1.04E+05 5.40E+04 2.58E+04 1.20E+04 5.46E+03 2.44E+03 1.09E+03 4.22E+02 1.37E+02 5.29E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.780  7.22E+08 9.70E+08 1.40E+10 2.76E+07 5.39E+07 7.79E+07 9.15E+07 9.97E+07 1.01E+08 9.91E+07 9.20E+07 7.87E+07 6.74E+07 5.25E+07 4.01E+07 2.97E+07 2.07E+07 1.42E+07 9.33E+06 5.88E+06 3.56E+06 2.07E+06 1.15E+06 6.25E+05 3.27E+05 1.60E+05 7.76E+04 3.69E+04 1.61E+04 6.70E+03 2.76E+03 1.20E+03 4.54E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.814  3.44E+09 4.47E+09 6.61E+10 1.21E+08 2.37E+08 3.43E+08 4.06E+08 4.46E+08 4.57E+08 4.52E+08 4.24E+08 3.67E+08 3.18E+08 2.52E+08 1.96E+08 1.47E+08 1.05E+08 7.35E+07 4.92E+07 3.17E+07 1.96E+07 1.16E+07 6.66E+06 3.67E+06 1.95E+06 9.79E+05 4.75E+05 2.26E+05 1.01E+05 4.49E+04 1.83E+04 7.43E+03 2.90E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.848  1.57E+10 2.01E+10 3.03E+11 5.19E+08 1.02E+09 1.48E+09 1.76E+09 1.94E+09 2.00E+09 2.00E+09 1.89E+09 1.66E+09 1.46E+09 1.17E+09 9.25E+08 7.05E+08 5.10E+08 3.65E+08 2.49E+08 1.64E+08 1.03E+08 6.30E+07 3.69E+07 2.07E+07 1.13E+07 5.79E+06 2.88E+06 1.38E+06 6.23E+05 2.76E+05 1.16E+05 4.91E+04 1.93E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.880  6.98E+10 8.80E+10 1.36E+12 2.18E+09 4.29E+09 6.26E+09 7.47E+09 8.29E+09 8.60E+09 8.64E+09 8.26E+09 7.30E+09 6.48E+09 5.28E+09 4.23E+09 3.26E+09 2.40E+09 1.75E+09 1.22E+09 8.15E+08 5.26E+08 3.28E+08 1.97E+08 1.13E+08 6.30E+07 3.32E+07 1.69E+07 8.24E+06 3.80E+06 1.71E+06 7.25E+05 3.07E+05 1.20E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.911  1.97E+11 1.67E+11 2.61E+12 4.00E+09 7.87E+09 1.15E+10 1.40E+10 1.57E+10 1.62E+10 1.64E+10 1.56E+10 1.39E+10 1.24E+10 1.01E+10 8.21E+09 6.37E+09 4.73E+09 3.47E+09 2.43E+09 1.65E+09 1.07E+09 6.70E+08 4.10E+08 2.37E+08 1.33E+08 7.10E+07 3.66E+07 1.79E+07 8.42E+06 3.83E+06 1.64E+06 6.89E+05 2.65E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.940  4.40E+11 3.18E+11 5.02E+12 7.34E+09 1.45E+10 2.11E+10 2.63E+10 2.99E+10 3.06E+10 3.10E+10 2.95E+10 2.66E+10 2.37E+10 1.94E+10 1.59E+10 1.24E+10 9.30E+09 6.88E+09 4.85E+09 3.33E+09 2.17E+09 1.37E+09 8.50E+08 4.96E+08 2.81E+08 1.52E+08 7.94E+07 3.91E+07 1.87E+07 8.56E+06 3.70E+06 1.54E+06 5.83E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.969  9.02E+11 6.05E+11 9.65E+12 1.35E+10 2.65E+10 3.88E+10 4.95E+10 5.67E+10 5.78E+10 5.86E+10 5.59E+10 5.08E+10 4.53E+10 3.72E+10 3.09E+10 2.43E+10 1.83E+10 1.36E+10 9.69E+09 6.72E+09 4.42E+09 2.80E+09 1.76E+09 1.04E+09 5.94E+08 3.25E+08 1.72E+08 8.50E+07 4.13E+07 1.92E+07 8.35E+06 3.46E+06 1.28E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.997  1.78E+12 1.15E+12 1.86E+13 2.47E+10 4.87E+10 7.13E+10 9.29E+10 1.08E+11 1.09E+11 1.11E+11 1.06E+11 9.69E+10 8.67E+10 7.12E+10 6.01E+10 4.74E+10 3.60E+10 2.70E+10 1.94E+10 1.36E+10 8.99E+09 5.71E+09 3.66E+09 2.18E+09 1.25E+09 6.94E+08 3.73E+08 1.85E+08 9.16E+07 4.29E+07 1.89E+07 7.76E+06 2.83E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.025  3.46E+12 2.20E+12 3.58E+13 4.54E+10 8.94E+10 1.31E+11 1.74E+11 2.05E+11 2.06E+11 2.10E+11 2.00E+11 1.85E+11 1.66E+11 1.37E+11 1.17E+11 9.24E+10 7.07E+10 5.35E+10 3.86E+10 2.75E+10 1.83E+10 1.17E+10 7.58E+09 4.57E+09 2.65E+09 1.48E+09 8.08E+08 4.03E+08 2.03E+08 9.61E+07 4.26E+07 1.74E+07 6.22E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.051  6.65E+12 4.18E+12 6.89E+13 8.32E+10 1.64E+11 2.41E+11 3.28E+11 3.89E+11 3.89E+11 3.97E+11 3.78E+11 3.53E+11 3.17E+11 2.62E+11 2.27E+11 1.80E+11 1.39E+11 1.06E+11 7.72E+10 5.55E+10 3.72E+10 2.38E+10 1.57E+10 9.57E+09 5.60E+09 3.17E+09 1.75E+09 8.77E+08 4.50E+08 2.15E+08 9.62E+07 3.90E+07 1.37E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.115  3.82E+13 2.10E+13 3.56E+14 3.79E+11 7.50E+11 1.10E+12 1.58E+12 1.93E+12 1.90E+12 1.96E+12 1.86E+12 1.78E+12 1.60E+12 1.33E+12 1.19E+12 9.60E+11 7.55E+11 5.86E+11 4.35E+11 3.22E+11 2.19E+11 1.42E+11 9.75E+10 6.09E+10 3.63E+10 2.12E+10 1.21E+10 6.13E+09 3.29E+09 1.61E+09 7.37E+08 2.94E+08 9.84E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
