                    *********************************************************************************
                    *  Z= 31 A= 70: Positive-Parity Spin-dependent Level Density [MeV-1] for GA 70  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
 110.00  4.099  1.65E+26 3.23E+25 8.65E+26 9.37E+21 4.20E+22 7.97E+22 1.08E+23 1.65E+23 2.40E+23 3.12E+23 4.96E+23 7.20E+23 1.06E+24 1.61E+24 2.05E+24 3.44E+24 4.58E+24 6.79E+24 1.06E+25 1.56E+13 1.53E+13 1.45E+13 1.31E+13 1.35E+13 1.24E+13 1.26E+13 1.48E+13 1.16E+13 1.65E+13 1.93E+13 1.58E+13 2.46E+13 4.03E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.282  1.42E+28 2.78E+27 7.60E+28 4.80E+23 2.25E+24 4.35E+24 5.91E+24 9.29E+24 1.39E+25 1.85E+25 3.09E+25 4.69E+25 7.27E+25 1.16E+26 1.54E+26 2.77E+26 3.88E+26 6.12E+26 1.02E+27 3.10E+13 3.05E+13 2.88E+13 2.60E+13 2.70E+13 2.47E+13 2.51E+13 2.96E+13 2.31E+13 3.30E+13 3.86E+13 3.16E+13 4.91E+13 8.06E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.457  1.24E+30 2.42E+29 6.76E+30 2.46E+25 1.21E+26 2.37E+26 3.24E+26 5.22E+26 8.05E+26 1.10E+27 1.93E+27 3.05E+27 4.97E+27 8.40E+27 1.15E+28 2.24E+28 3.28E+28 5.51E+28 9.88E+28 6.17E+13 6.06E+13 5.74E+13 5.18E+13 5.38E+13 4.92E+13 5.01E+13 5.90E+13 4.61E+13 6.59E+13 7.71E+13 6.31E+13 9.82E+13 1.61E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.625  1.09E+32 2.14E+31 6.06E+32 1.26E+27 6.46E+27 1.29E+28 1.77E+28 2.94E+28 4.67E+28 6.50E+28 1.20E+29 1.99E+29 3.40E+29 6.06E+29 8.67E+29 1.80E+30 2.78E+30 4.97E+30 9.55E+30 1.23E+14 1.21E+14 1.14E+14 1.03E+14 1.07E+14 9.82E+13 1.00E+14 1.18E+14 9.20E+13 1.32E+14 1.54E+14 1.26E+14 1.96E+14 3.22E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  4.787  9.78E+33 1.91E+33 5.48E+34 6.47E+28 3.46E+29 7.06E+29 9.69E+29 1.65E+30 2.70E+30 3.85E+30 7.48E+30 1.29E+31 2.32E+31 4.38E+31 6.51E+31 1.45E+32 2.35E+32 4.47E+32 9.22E+32 2.44E+14 2.40E+14 2.28E+14 2.06E+14 2.14E+14 1.96E+14 1.99E+14 2.35E+14 1.84E+14 2.63E+14 3.07E+14 2.52E+14 3.92E+14 6.43E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  4.944  8.82E+35 1.73E+35 5.00E+36 3.31E+30 1.85E+31 3.85E+31 5.31E+31 9.30E+31 1.57E+32 2.29E+32 4.66E+32 8.43E+32 1.59E+33 3.16E+33 4.89E+33 1.17E+34 1.99E+34 4.03E+34 8.91E+34 4.86E+14 4.79E+14 4.54E+14 4.10E+14 4.26E+14 3.90E+14 3.98E+14 4.69E+14 3.67E+14 5.25E+14 6.14E+14 5.03E+14 7.83E+14 1.28E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  5.096  8.02E+37 1.57E+37 4.58E+38 1.70E+32 9.93E+32 2.10E+33 2.90E+33 5.23E+33 9.07E+33 1.36E+34 2.91E+34 5.49E+34 1.09E+35 2.28E+35 3.67E+35 9.45E+35 1.69E+36 3.63E+36 8.60E+36 9.68E+14 9.53E+14 9.04E+14 8.17E+14 8.49E+14 7.78E+14 7.94E+14 9.35E+14 7.32E+14 1.05E+15 1.23E+15 1.01E+15 1.57E+15 2.57E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  5.244  7.34E+39 1.44E+39 4.22E+40 8.71E+33 5.32E+34 1.15E+35 1.59E+35 2.94E+35 5.26E+35 8.04E+35 1.81E+36 3.57E+36 7.43E+36 1.65E+37 2.76E+37 7.62E+37 1.43E+38 3.27E+38 8.31E+38 1.93E+15 1.90E+15 1.80E+15 1.63E+15 1.69E+15 1.55E+15 1.58E+15 1.87E+15 1.46E+15 2.09E+15 2.45E+15 2.01E+15 3.13E+15 5.13E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  5.388  6.75E+41 1.32E+41 3.91E+42 4.46E+35 2.85E+36 6.25E+36 8.70E+36 1.65E+37 3.04E+37 4.77E+37 1.13E+38 2.33E+38 5.08E+38 1.19E+39 2.07E+39 6.14E+39 1.21E+40 2.95E+40 8.02E+40 3.83E+15 3.78E+15 3.59E+15 3.24E+15 3.37E+15 3.09E+15 3.16E+15 3.72E+15 2.91E+15 4.18E+15 4.89E+15 4.01E+15 6.25E+15 1.03E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  5.528  6.25E+43 1.22E+43 3.64E+44 2.29E+37 1.53E+38 3.41E+38 4.76E+38 9.30E+38 1.76E+39 2.83E+39 7.04E+39 1.51E+40 3.47E+40 8.61E+40 1.56E+41 4.95E+41 1.02E+42 2.65E+42 7.75E+42 7.63E+15 7.52E+15 7.14E+15 6.46E+15 6.72E+15 6.17E+15 6.30E+15 7.43E+15 5.82E+15 8.34E+15 9.77E+15 8.01E+15 1.25E+16 2.05E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 31 A= 72: Negative-parity Spin-dependent Level Density [MeV-1] for GA 72  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.195  1.00E+00 3.00E+00 1.30E+01 1.00E+00 0.00E+00 1.00E+00 1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.276  2.00E+00 3.33E+00 1.17E+01 1.67E+00 0.00E+00 8.33E-01 8.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.339  3.00E+00 4.29E+00 1.57E+01 1.43E+00 7.14E-01 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.391  4.00E+00 5.71E+00 2.14E+01 2.14E+00 7.14E-01 1.43E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.437  6.00E+00 7.37E+00 3.02E+01 2.37E+00 1.43E+00 1.43E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.479  7.00E+00 8.08E+00 3.09E+01 3.08E+00 1.43E+00 1.43E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.517  1.00E+01 1.47E+01 6.45E+01 3.80E+00 3.57E+00 3.57E+00 1.63E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.553  1.50E+01 1.92E+01 7.66E+01 6.65E+00 3.80E+00 4.29E+00 2.34E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.586  2.00E+01 2.70E+01 1.24E+02 1.02E+01 4.00E+00 3.57E+00 3.30E+00 3.71E+00 1.43E+00 8.51E-02 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.618  2.80E+01 3.43E+01 1.72E+02 1.17E+01 4.47E+00 5.00E+00 5.45E+00 4.43E+00 1.82E+00 8.51E-02 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.648  4.00E+01 6.47E+01 4.01E+02 2.29E+01 5.90E+00 6.85E+00 9.73E+00 6.57E+00 2.53E+00 3.66E+00 1.17E+00 2.36E+00 1.43E+00 1.29E-01 7.67E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.677  5.90E+01 8.64E+01 6.11E+02 2.50E+01 7.33E+00 1.04E+01 1.26E+01 9.43E+00 4.30E+00 4.37E+00 2.60E+00 5.22E+00 2.07E+00 1.56E+00 7.67E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.705  8.70E+01 1.34E+02 1.07E+03 3.21E+01 7.33E+00 1.83E+01 1.88E+01 1.23E+01 1.22E+01 7.81E+00 6.88E+00 1.02E+01 3.98E+00 2.99E+00 7.67E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.731  1.27E+02 1.84E+02 1.59E+03 3.00E+01 1.32E+01 2.61E+01 2.48E+01 2.36E+01 1.49E+01 9.87E+00 1.69E+01 1.21E+01 7.55E+00 3.70E+00 7.67E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.757  1.87E+02 3.02E+02 2.62E+03 4.50E+01 2.56E+01 3.63E+01 4.33E+01 3.60E+01 3.34E+01 2.27E+01 1.90E+01 2.17E+01 1.20E+01 4.41E+00 1.48E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.782  2.70E+02 3.60E+02 3.22E+03 4.50E+01 3.63E+01 4.23E+01 4.97E+01 4.18E+01 4.20E+01 2.70E+01 2.47E+01 2.72E+01 1.34E+01 8.70E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.806  3.78E+02 5.05E+02 4.66E+03 6.00E+01 4.28E+01 6.38E+01 6.76E+01 6.46E+01 5.56E+01 3.70E+01 4.07E+01 3.01E+01 2.24E+01 1.36E+01 2.89E+00 2.49E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.829  5.21E+02 6.38E+02 6.16E+03 6.25E+01 5.42E+01 7.95E+01 8.61E+01 8.32E+01 6.59E+01 5.41E+01 4.83E+01 3.80E+01 3.30E+01 1.43E+01 1.07E+01 4.10E+00 3.29E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.852  7.05E+02 8.30E+02 8.51E+03 7.17E+01 6.63E+01 9.38E+01 1.12E+02 9.82E+01 9.10E+01 6.79E+01 6.40E+01 5.94E+01 3.99E+01 3.29E+01 1.43E+01 9.10E+00 6.15E+00 1.04E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.874  9.38E+02 1.04E+03 1.11E+04 8.32E+01 8.09E+01 1.23E+02 1.29E+02 1.17E+02 1.10E+02 8.43E+01 8.55E+01 7.37E+01 4.85E+01 4.14E+01 2.65E+01 1.59E+01 1.14E+01 3.90E+00 2.01E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.917  1.66E+03 1.84E+03 2.20E+04 1.06E+02 1.13E+02 1.86E+02 2.11E+02 2.10E+02 1.94E+02 1.69E+02 1.56E+02 1.27E+02 1.13E+02 7.64E+01 6.15E+01 3.80E+01 3.46E+01 1.89E+01 7.41E+00 1.00E+01 3.69E+00 7.14E-01 1.49E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.957  3.01E+03 3.56E+03 4.50E+04 1.40E+02 2.23E+02 3.59E+02 3.62E+02 4.01E+02 3.66E+02 3.35E+02 3.29E+02 2.49E+02 2.05E+02 1.74E+02 1.29E+02 1.03E+02 6.06E+01 4.85E+01 3.46E+01 1.76E+01 1.74E+01 5.71E+00 2.21E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.997  5.62E+03 6.89E+03 9.05E+04 2.06E+02 3.97E+02 6.04E+02 6.98E+02 7.35E+02 7.35E+02 6.86E+02 5.88E+02 5.57E+02 4.51E+02 3.78E+02 2.69E+02 1.87E+02 1.40E+02 9.71E+01 6.68E+01 5.26E+01 2.45E+01 1.36E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.034  1.06E+04 1.30E+04 1.73E+05 3.22E+02 7.07E+02 1.11E+03 1.32E+03 1.41E+03 1.35E+03 1.35E+03 1.19E+03 1.05E+03 8.90E+02 6.79E+02 5.23E+02 4.00E+02 2.34E+02 2.00E+02 1.14E+02 7.62E+01 6.35E+01 2.40E+01 1.21E+01 5.55E+00 3.41E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.070  1.97E+04 2.35E+04 3.17E+05 5.09E+02 1.26E+03 1.93E+03 2.32E+03 2.50E+03 2.52E+03 2.41E+03 2.15E+03 1.94E+03 1.57E+03 1.32E+03 9.41E+02 6.81E+02 4.96E+02 3.20E+02 2.34E+02 1.61E+02 9.07E+01 6.61E+01 4.00E+01 2.06E+01 1.19E+01 6.74E+00 2.14E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
