                    *********************************************************************************
                    *  Z= 31 A= 70: Positive-Parity Spin-dependent Level Density [MeV-1] for GA 70  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   1.00  0.396  4.00E+00 7.81E+00 3.66E+01 1.78E+00 1.31E+00 1.79E+00 2.21E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.443  6.00E+00 1.20E+01 4.96E+01 2.97E+00 3.10E+00 2.75E+00 2.45E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.486  9.00E+00 1.27E+01 5.32E+01 2.97E+00 3.34E+00 2.99E+00 2.69E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.524  1.30E+01 1.25E+01 5.43E+01 2.97E+00 2.63E+00 3.23E+00 3.10E+00 4.80E-01 1.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.561  1.60E+01 1.31E+01 5.59E+01 2.97E+00 2.87E+00 3.94E+00 2.87E+00 3.60E-01 1.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.595  2.00E+01 1.84E+01 8.70E+01 3.57E+00 5.12E+00 4.71E+00 2.75E+00 8.40E-01 7.99E-01 0.00E+00 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.627  2.60E+01 2.97E+01 1.53E+02 7.13E+00 7.51E+00 4.90E+00 4.01E+00 2.15E+00 1.99E+00 2.23E-01 1.78E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.657  3.60E+01 5.55E+01 3.30E+02 1.25E+01 1.14E+01 8.66E+00 7.11E+00 5.93E+00 3.68E+00 2.25E+00 2.10E+00 6.40E-01 6.47E-01 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.687  5.30E+01 7.56E+01 4.84E+02 1.25E+01 1.62E+01 1.41E+01 1.04E+01 6.92E+00 4.99E+00 4.03E+00 2.51E+00 1.42E+00 1.84E+00 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.715  7.60E+01 1.14E+02 7.77E+02 1.55E+01 2.58E+01 1.83E+01 1.77E+01 1.06E+01 8.00E+00 6.77E+00 3.62E+00 3.21E+00 2.43E+00 5.94E-01 5.94E-01 2.57E-02 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.742  1.09E+02 1.47E+02 1.07E+03 1.66E+01 3.45E+01 2.34E+01 2.12E+01 1.28E+01 1.19E+01 7.82E+00 5.40E+00 6.30E+00 3.09E+00 3.09E+00 5.94E-01 2.57E-02 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.768  1.54E+02 2.16E+02 1.68E+03 2.26E+01 4.62E+01 3.28E+01 3.00E+01 1.80E+01 2.20E+01 1.36E+01 7.67E+00 1.01E+01 3.56E+00 8.44E+00 5.94E-01 2.57E-02 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.793  2.16E+02 2.80E+02 2.24E+03 2.61E+01 5.76E+01 4.31E+01 4.32E+01 2.05E+01 2.66E+01 1.78E+01 1.20E+01 1.30E+01 6.60E+00 9.42E+00 2.38E+00 2.57E-02 7.45E-01 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.817  3.01E+02 3.98E+02 3.41E+03 2.32E+01 8.14E+01 5.57E+01 6.63E+01 3.81E+01 3.57E+01 2.35E+01 1.99E+01 1.84E+01 1.46E+01 1.36E+01 4.75E+00 6.20E-01 7.45E-01 7.36E-01 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.841  4.19E+02 5.48E+02 4.81E+03 2.73E+01 1.08E+02 7.87E+01 8.58E+01 5.79E+01 4.58E+01 3.74E+01 3.09E+01 2.36E+01 2.27E+01 1.66E+01 7.13E+00 1.78E+00 1.17E+00 1.33E+00 1.19E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.864  5.88E+02 7.99E+02 7.28E+03 3.57E+01 1.52E+02 1.16E+02 1.24E+02 8.09E+01 7.03E+01 5.11E+01 4.39E+01 4.03E+01 3.35E+01 2.51E+01 1.10E+01 5.74E+00 4.73E+00 2.26E+00 2.38E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.886  8.18E+02 1.04E+03 9.93E+03 3.99E+01 1.88E+02 1.47E+02 1.72E+02 9.95E+01 8.71E+01 7.72E+01 5.28E+01 5.65E+01 4.47E+01 2.71E+01 2.05E+01 9.52E+00 8.70E+00 5.23E+00 3.17E+00 2.03E+00 1.32E+00 6.73E-01 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.930  1.53E+03 1.82E+03 1.83E+04 4.44E+01 3.18E+02 2.46E+02 2.90E+02 2.03E+02 1.46E+02 1.23E+02 1.16E+02 7.84E+01 7.85E+01 4.84E+01 3.68E+01 3.15E+01 1.98E+01 1.53E+01 7.78E+00 6.78E+00 4.17E+00 3.05E+00 1.19E+00 9.76E-02 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.971  2.82E+03 3.34E+03 3.45E+04 8.25E+01 5.65E+02 4.55E+02 5.47E+02 3.43E+02 2.79E+02 2.25E+02 1.82E+02 1.58E+02 1.25E+02 9.43E+01 8.11E+01 5.72E+01 5.65E+01 2.98E+01 1.67E+01 2.14E+01 7.14E+00 1.14E+01 2.07E+00 6.92E-01 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.011  5.22E+03 6.26E+03 6.45E+04 9.31E+01 1.09E+03 8.76E+02 9.75E+02 7.28E+02 5.23E+02 4.13E+02 3.61E+02 2.64E+02 2.56E+02 1.78E+02 1.30E+02 1.14E+02 7.59E+01 5.27E+01 4.10E+01 3.11E+01 2.60E+01 1.76E+01 5.04E+00 3.07E+00 1.49E+00 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.049  9.68E+03 1.16E+04 1.20E+05 1.55E+02 1.95E+03 1.63E+03 1.84E+03 1.28E+03 1.06E+03 7.87E+02 6.14E+02 5.73E+02 4.29E+02 3.01E+02 2.53E+02 1.71E+02 1.47E+02 9.55E+01 7.83E+01 7.53E+01 3.92E+01 3.54E+01 1.86E+01 1.17E+01 9.28E+00 2.51E+00 3.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.086  1.78E+04 2.07E+04 2.20E+05 1.43E+02 3.39E+03 2.86E+03 3.30E+03 2.39E+03 1.91E+03 1.46E+03 1.24E+03 1.01E+03 7.21E+02 5.61E+02 4.34E+02 3.38E+02 2.36E+02 1.82E+02 1.57E+02 1.20E+02 8.44E+01 6.66E+01 4.61E+01 3.13E+01 2.19E+01 1.62E+01 6.57E+00 2.73E+00 4.33E+00 1.30E+00 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.121  3.24E+04 3.77E+04 4.04E+05 2.72E+02 6.04E+03 5.02E+03 6.01E+03 4.30E+03 3.52E+03 2.76E+03 2.26E+03 2.00E+03 1.22E+03 9.95E+02 8.12E+02 5.78E+02 4.82E+02 3.23E+02 2.98E+02 2.22E+02 1.45E+02 1.29E+02 9.01E+01 6.33E+01 4.53E+01 3.32E+01 1.55E+01 1.21E+01 9.55E+00 4.87E+00 2.03E+00 6.74E-01 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.156  5.86E+04 6.73E+04 7.27E+05 3.43E+02 1.07E+04 9.06E+03 1.05E+04 7.93E+03 6.35E+03 5.06E+03 4.26E+03 3.07E+03 2.16E+03 1.78E+03 1.41E+03 1.11E+03 8.24E+02 6.55E+02 5.14E+02 3.72E+02 3.12E+02 2.43E+02 1.83E+02 1.16E+02 8.75E+01 6.70E+01 3.65E+01 2.81E+01 2.33E+01 1.38E+01 4.40E+00 1.27E+00 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.189  1.05E+05 1.18E+05 1.29E+06 7.65E+02 1.86E+04 1.57E+04 1.89E+04 1.39E+04 1.16E+04 9.00E+03 7.34E+03 4.85E+03 3.56E+03 3.09E+03 2.54E+03 1.96E+03 1.63E+03 1.15E+03 9.68E+02 7.49E+02 5.95E+02 4.92E+02 3.31E+02 2.55E+02 1.65E+02 1.16E+02 8.44E+01 5.68E+01 4.81E+01 2.27E+01 1.57E+01 4.88E+00 2.97E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.222  1.87E+05 2.07E+05 2.28E+06 9.46E+02 3.25E+04 2.74E+04 3.29E+04 2.47E+04 2.02E+04 1.59E+04 1.31E+04 7.49E+03 6.25E+03 5.41E+03 4.47E+03 3.67E+03 2.85E+03 2.26E+03 1.81E+03 1.40E+03 1.23E+03 8.86E+02 6.65E+02 4.93E+02 3.11E+02 2.28E+02 1.50E+02 1.19E+02 8.54E+01 4.11E+01 3.69E+01 1.37E+01 1.25E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.254  3.29E+05 3.61E+05 3.99E+06 1.95E+03 5.64E+04 4.76E+04 5.76E+04 4.32E+04 3.59E+04 2.81E+04 1.93E+04 1.28E+04 1.07E+04 9.39E+03 8.08E+03 6.46E+03 5.32E+03 4.03E+03 3.37E+03 2.76E+03 2.16E+03 1.72E+03 1.23E+03 9.18E+02 6.04E+02 3.96E+02 3.35E+02 2.00E+02 1.62E+02 8.98E+01 6.86E+01 5.47E+01 4.22E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.315  1.04E+06 1.07E+06 1.19E+07 4.57E+03 1.66E+05 1.41E+05 1.73E+05 1.30E+05 1.09E+05 8.10E+04 4.39E+04 3.55E+04 3.14E+04 2.81E+04 2.43E+04 1.99E+04 1.66E+04 1.32E+04 1.11E+04 8.99E+03 7.17E+03 5.66E+03 4.17E+03 3.06E+03 2.20E+03 1.58E+03 1.14E+03 7.76E+02 6.61E+02 4.42E+02 3.21E+02 2.00E+02 2.96E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.373  3.09E+06 3.03E+06 3.44E+07 1.22E+04 4.83E+05 4.09E+05 5.06E+05 3.85E+05 3.09E+05 1.66E+05 1.13E+05 9.84E+04 9.00E+04 8.16E+04 7.12E+04 6.02E+04 5.08E+04 4.17E+04 3.47E+04 2.83E+04 2.29E+04 1.80E+04 1.38E+04 1.05E+04 7.72E+03 5.64E+03 4.19E+03 3.11E+03 2.56E+03 1.74E+03 1.21E+03 8.16E+02 1.21E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.429  8.69E+06 8.16E+06 9.42E+07 3.14E+04 1.37E+06 1.16E+06 1.45E+06 1.00E+06 5.86E+05 3.58E+05 2.91E+05 2.69E+05 2.51E+05 2.30E+05 2.04E+05 1.76E+05 1.51E+05 1.26E+05 1.06E+05 8.75E+04 7.13E+04 5.73E+04 4.50E+04 3.43E+04 2.58E+04 1.94E+04 1.48E+04 1.10E+04 9.04E+03 6.20E+03 4.37E+03 2.96E+03 4.76E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.483  2.30E+07 2.04E+07 2.46E+08 8.22E+04 3.82E+06 3.25E+06 3.34E+06 1.67E+06 1.13E+06 8.32E+05 7.65E+05 7.32E+05 6.94E+05 6.41E+05 5.77E+05 5.05E+05 4.36E+05 3.71E+05 3.14E+05 2.63E+05 2.16E+05 1.75E+05 1.39E+05 1.08E+05 8.29E+04 6.32E+04 4.83E+04 3.63E+04 3.07E+04 2.13E+04 1.54E+04 1.09E+04 1.81E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.535  4.67E+07 2.71E+07 3.49E+08 1.21E+05 5.89E+06 3.83E+06 3.47E+06 1.67E+06 1.42E+06 1.15E+06 1.12E+06 1.09E+06 1.04E+06 9.67E+05 8.76E+05 7.69E+05 6.71E+05 5.75E+05 4.88E+05 4.11E+05 3.38E+05 2.76E+05 2.19E+05 1.72E+05 1.34E+05 1.02E+05 7.90E+04 5.94E+04 5.09E+04 3.60E+04 2.57E+04 1.90E+04 3.12E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.586  7.87E+07 3.70E+07 5.03E+08 1.77E+05 9.08E+06 4.51E+06 3.60E+06 1.67E+06 1.77E+06 1.60E+06 1.65E+06 1.63E+06 1.57E+06 1.46E+06 1.33E+06 1.17E+06 1.03E+06 8.90E+05 7.56E+05 6.43E+05 5.29E+05 4.34E+05 3.46E+05 2.74E+05 2.17E+05 1.64E+05 1.29E+05 9.73E+04 8.45E+04 6.08E+04 4.28E+04 3.30E+04 5.38E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.634  1.23E+08 5.17E+07 7.39E+08 2.59E+05 1.40E+07 5.32E+06 3.74E+06 1.67E+06 2.22E+06 2.21E+06 2.43E+06 2.43E+06 2.36E+06 2.20E+06 2.02E+06 1.79E+06 1.59E+06 1.38E+06 1.17E+06 1.00E+06 8.27E+05 6.83E+05 5.46E+05 4.36E+05 3.52E+05 2.64E+05 2.11E+05 1.59E+05 1.40E+05 1.03E+05 7.13E+04 5.75E+04 9.27E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.682  1.86E+08 7.38E+07 1.10E+09 3.81E+05 2.16E+07 6.27E+06 3.89E+06 1.67E+06 2.77E+06 3.07E+06 3.58E+06 3.63E+06 3.54E+06 3.31E+06 3.07E+06 2.73E+06 2.44E+06 2.14E+06 1.82E+06 1.57E+06 1.29E+06 1.07E+06 8.62E+05 6.96E+05 5.70E+05 4.26E+05 3.44E+05 2.61E+05 2.33E+05 1.74E+05 1.19E+05 1.00E+05 1.60E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.728  2.76E+08 1.07E+08 1.65E+09 5.58E+05 3.32E+07 7.39E+06 4.04E+06 1.67E+06 3.47E+06 4.25E+06 5.26E+06 5.42E+06 5.33E+06 5.00E+06 4.66E+06 4.16E+06 3.76E+06 3.31E+06 2.82E+06 2.46E+06 2.02E+06 1.69E+06 1.36E+06 1.11E+06 9.23E+05 6.86E+05 5.62E+05 4.27E+05 3.87E+05 2.93E+05 1.98E+05 1.74E+05 2.75E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
