                    *********************************************************************************
                    *  Z= 78 A=196: Positive-Parity Spin-dependent Level Density [MeV-1] for PT196  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   9.00  0.713  8.20E+07 1.33E+08 1.81E+09 4.29E+06 8.35E+06 1.20E+07 1.39E+07 1.49E+07 1.48E+07 1.38E+07 1.26E+07 1.04E+07 8.36E+06 6.43E+06 4.64E+06 3.22E+06 2.13E+06 1.40E+06 8.68E+05 5.10E+05 2.86E+05 1.57E+05 7.76E+04 3.84E+04 1.83E+04 8.72E+03 3.84E+03 1.47E+03 5.19E+02 2.12E+02 8.60E+01 2.64E+01 7.05E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.732  1.93E+08 3.09E+08 4.25E+09 9.64E+06 1.88E+07 2.71E+07 3.15E+07 3.39E+07 3.39E+07 3.19E+07 2.93E+07 2.44E+07 1.99E+07 1.55E+07 1.13E+07 7.93E+06 5.29E+06 3.49E+06 2.17E+06 1.29E+06 7.41E+05 4.18E+05 2.12E+05 1.05E+05 4.84E+04 2.25E+04 1.04E+04 4.47E+03 1.65E+03 5.73E+02 2.20E+02 8.60E+01 2.62E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.751  4.47E+08 7.11E+08 9.91E+09 2.16E+07 4.23E+07 6.11E+07 7.11E+07 7.68E+07 7.71E+07 7.28E+07 6.73E+07 5.66E+07 4.65E+07 3.66E+07 2.71E+07 1.92E+07 1.30E+07 8.69E+06 5.44E+06 3.25E+06 1.87E+06 1.07E+06 5.58E+05 2.87E+05 1.34E+05 6.04E+04 2.70E+04 1.20E+04 4.94E+03 1.85E+03 5.93E+02 2.20E+02 8.36E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.788  2.65E+09 3.69E+09 5.26E+10 1.07E+08 2.09E+08 3.04E+08 3.56E+08 3.88E+08 3.93E+08 3.75E+08 3.51E+08 2.98E+08 2.48E+08 1.98E+08 1.49E+08 1.08E+08 7.48E+07 5.12E+07 3.31E+07 2.03E+07 1.20E+07 6.91E+06 3.66E+06 1.94E+06 9.50E+05 4.54E+05 2.04E+05 8.57E+04 3.44E+04 1.44E+04 5.73E+03 1.94E+03 5.73E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.823  1.38E+10 1.86E+10 2.71E+11 5.13E+08 1.01E+09 1.47E+09 1.73E+09 1.89E+09 1.93E+09 1.86E+09 1.76E+09 1.52E+09 1.28E+09 1.04E+09 7.95E+08 5.84E+08 4.13E+08 2.88E+08 1.90E+08 1.19E+08 7.25E+07 4.32E+07 2.35E+07 1.28E+07 6.35E+06 3.09E+06 1.45E+06 6.47E+05 2.68E+05 1.07E+05 4.06E+04 1.56E+04 5.47E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.856  6.85E+10 9.09E+10 1.35E+12 2.41E+09 4.74E+09 6.92E+09 8.19E+09 9.02E+09 9.28E+09 9.02E+09 8.60E+09 7.47E+09 6.39E+09 5.25E+09 4.07E+09 3.04E+09 2.19E+09 1.56E+09 1.05E+09 6.75E+08 4.20E+08 2.55E+08 1.43E+08 8.06E+07 4.15E+07 2.10E+07 9.98E+06 4.55E+06 1.95E+06 8.29E+05 3.27E+05 1.23E+05 3.86E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.889  3.31E+11 4.34E+11 6.59E+12 1.11E+10 2.18E+10 3.19E+10 3.79E+10 4.20E+10 4.34E+10 4.25E+10 4.08E+10 3.58E+10 3.10E+10 2.58E+10 2.02E+10 1.53E+10 1.12E+10 8.12E+09 5.58E+09 3.66E+09 2.33E+09 1.46E+09 8.35E+08 4.85E+08 2.57E+08 1.34E+08 6.64E+07 3.16E+07 1.41E+07 6.12E+06 2.49E+06 1.04E+06 3.11E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.920  9.76E+11 8.56E+11 1.31E+13 2.11E+10 4.16E+10 6.09E+10 7.41E+10 8.29E+10 8.52E+10 8.37E+10 8.01E+10 7.09E+10 6.16E+10 5.12E+10 4.09E+10 3.11E+10 2.29E+10 1.67E+10 1.16E+10 7.65E+09 4.92E+09 3.11E+09 1.80E+09 1.06E+09 5.70E+08 3.02E+08 1.51E+08 7.29E+07 3.33E+07 1.48E+07 6.08E+06 2.60E+06 7.70E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.950  2.25E+12 1.69E+12 2.62E+13 4.03E+10 7.94E+10 1.16E+11 1.45E+11 1.64E+11 1.67E+11 1.65E+11 1.57E+11 1.40E+11 1.23E+11 1.02E+11 8.26E+10 6.32E+10 4.69E+10 3.42E+10 2.41E+10 1.60E+10 1.04E+10 6.65E+09 3.89E+09 2.31E+09 1.27E+09 6.78E+08 3.41E+08 1.68E+08 7.85E+07 3.55E+07 1.48E+07 6.51E+06 1.91E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.979  4.77E+12 3.34E+12 5.24E+13 7.69E+10 1.52E+11 2.22E+11 2.83E+11 3.24E+11 3.28E+11 3.25E+11 3.08E+11 2.77E+11 2.44E+11 2.02E+11 1.67E+11 1.29E+11 9.58E+10 7.01E+10 5.02E+10 3.34E+10 2.19E+10 1.42E+10 8.40E+09 5.05E+09 2.81E+09 1.52E+09 7.74E+08 3.88E+08 1.85E+08 8.56E+07 3.62E+07 1.63E+07 4.72E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.008  9.74E+12 6.61E+12 1.05E+14 1.47E+11 2.89E+11 4.25E+11 5.53E+11 6.41E+11 6.44E+11 6.40E+11 6.03E+11 5.49E+11 4.86E+11 4.01E+11 3.37E+11 2.61E+11 1.96E+11 1.44E+11 1.04E+11 6.97E+10 4.62E+10 3.03E+10 1.81E+10 1.10E+10 6.22E+09 3.42E+09 1.75E+09 8.93E+08 4.36E+08 2.06E+08 8.83E+07 4.08E+07 1.17E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.035  1.96E+13 1.31E+13 2.09E+14 2.80E+11 5.52E+11 8.11E+11 1.08E+12 1.27E+12 1.27E+12 1.26E+12 1.18E+12 1.09E+12 9.67E+11 7.98E+11 6.81E+11 5.31E+11 4.00E+11 2.95E+11 2.17E+11 1.46E+11 9.75E+10 6.47E+10 3.92E+10 2.41E+10 1.38E+10 7.67E+09 3.98E+09 2.06E+09 1.03E+09 4.97E+08 2.15E+08 1.02E+08 2.89E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.062  3.91E+13 2.59E+13 4.18E+14 5.33E+11 1.05E+12 1.55E+12 2.11E+12 2.50E+12 2.48E+12 2.48E+12 2.32E+12 2.15E+12 1.93E+12 1.58E+12 1.38E+12 1.08E+12 8.17E+11 6.06E+11 4.51E+11 3.04E+11 2.06E+11 1.38E+11 8.46E+10 5.26E+10 3.06E+10 1.72E+10 9.01E+09 4.75E+09 2.42E+09 1.20E+09 5.25E+08 2.56E+08 7.16E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.127  2.50E+14 1.43E+14 2.38E+15 2.68E+12 5.30E+12 7.81E+12 1.13E+13 1.38E+13 1.34E+13 1.35E+13 1.25E+13 1.18E+13 1.08E+13 8.81E+12 7.98E+12 6.36E+12 4.88E+12 3.65E+12 2.81E+12 1.92E+12 1.33E+12 9.20E+11 5.79E+11 3.71E+11 2.24E+11 1.30E+11 6.97E+10 3.83E+10 2.07E+10 1.08E+10 4.88E+09 2.53E+09 6.90E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.188  1.42E+15 7.93E+14 1.36E+16 1.35E+13 2.67E+13 3.94E+13 6.03E+13 7.56E+13 7.24E+13 7.36E+13 6.72E+13 6.51E+13 6.02E+13 4.90E+13 4.63E+13 3.75E+13 2.91E+13 2.20E+13 1.75E+13 1.21E+13 8.60E+12 6.13E+12 3.97E+12 2.61E+12 1.64E+12 9.82E+11 5.39E+11 3.09E+11 1.76E+11 9.71E+10 4.54E+10 2.51E+10 6.66E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.301  6.50E+16 2.47E+16 4.49E+17 3.40E+14 6.75E+14 1.00E+15 1.72E+15 2.28E+15 2.11E+15 2.18E+15 1.95E+15 1.97E+15 1.88E+15 1.52E+15 1.56E+15 1.30E+15 1.04E+15 8.01E+14 6.81E+14 4.80E+14 3.60E+14 2.72E+14 1.86E+14 1.30E+14 8.81E+13 5.60E+13 3.23E+13 2.01E+13 1.28E+13 7.88E+12 3.92E+12 2.47E+12 6.19E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.502  1.27E+20 2.54E+19 5.36E+20 2.16E+17 4.32E+17 6.47E+17 1.40E+18 2.08E+18 1.79E+18 1.91E+18 1.63E+18 1.81E+18 1.84E+18 1.45E+18 1.77E+18 1.57E+18 1.32E+18 1.06E+18 1.03E+18 7.58E+17 6.29E+17 5.35E+17 4.10E+17 3.20E+17 2.54E+17 1.82E+17 1.15E+17 8.54E+16 6.80E+16 5.19E+16 2.92E+16 2.38E+16 5.36E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.679  5.09E+20 5.08E+19 1.07E+21 4.33E+17 8.64E+17 1.29E+18 2.79E+18 4.16E+18 3.59E+18 3.83E+18 3.26E+18 3.62E+18 3.67E+18 2.91E+18 3.53E+18 3.14E+18 2.63E+18 2.12E+18 2.06E+18 1.51E+18 1.26E+18 1.07E+18 8.20E+17 6.40E+17 5.08E+17 3.64E+17 2.31E+17 1.71E+17 1.36E+17 1.04E+17 5.84E+16 4.76E+16 1.07E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.840  1.27E+21 1.02E+20 2.14E+21 8.65E+17 1.73E+18 2.58E+18 5.58E+18 8.32E+18 7.17E+18 7.65E+18 6.52E+18 7.23E+18 7.34E+18 5.81E+18 7.06E+18 6.27E+18 5.26E+18 4.23E+18 4.11E+18 3.03E+18 2.51E+18 2.14E+18 1.64E+18 1.28E+18 1.02E+18 7.28E+17 4.62E+17 3.41E+17 2.72E+17 2.08E+17 1.17E+17 9.51E+16 2.14E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.987  2.79E+21 2.03E+20 4.28E+21 1.73E+18 3.45E+18 5.16E+18 1.12E+19 1.66E+19 1.43E+19 1.53E+19 1.30E+19 1.45E+19 1.47E+19 1.16E+19 1.41E+19 1.25E+19 1.05E+19 8.46E+18 8.22E+18 6.06E+18 5.02E+18 4.28E+18 3.28E+18 2.56E+18 2.03E+18 1.46E+18 9.24E+17 6.83E+17 5.44E+17 4.15E+17 2.33E+17 1.90E+17 4.29E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.124  5.84E+21 4.06E+20 8.56E+21 3.45E+18 6.90E+18 1.03E+19 2.23E+19 3.32E+19 2.86E+19 3.06E+19 2.61E+19 2.89E+19 2.93E+19 2.32E+19 2.82E+19 2.51E+19 2.10E+19 1.69E+19 1.64E+19 1.21E+19 1.00E+19 8.56E+18 6.55E+18 5.11E+18 4.06E+18 2.91E+18 1.85E+18 1.37E+18 1.09E+18 8.30E+17 4.67E+17 3.80E+17 8.57E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.253  1.19E+22 8.12E+20 1.71E+22 6.90E+18 1.38E+19 2.06E+19 4.46E+19 6.64E+19 5.72E+19 6.11E+19 5.21E+19 5.78E+19 5.86E+19 4.64E+19 5.64E+19 5.01E+19 4.20E+19 3.38E+19 3.28E+19 2.42E+19 2.01E+19 1.71E+19 1.31E+19 1.02E+19 8.12E+18 5.82E+18 3.69E+18 2.73E+18 2.18E+18 1.66E+18 9.34E+17 7.61E+17 1.71E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.375  2.41E+22 1.62E+21 3.42E+22 1.38E+19 2.75E+19 4.12E+19 8.91E+19 1.33E+20 1.14E+20 1.22E+20 1.04E+20 1.15E+20 1.17E+20 9.28E+19 1.13E+20 1.00E+20 8.40E+19 6.76E+19 6.57E+19 4.84E+19 4.02E+19 3.42E+19 2.62E+19 2.04E+19 1.62E+19 1.16E+19 7.39E+18 5.46E+18 4.35E+18 3.32E+18 1.87E+18 1.52E+18 3.43E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.491  4.84E+22 3.24E+21 6.84E+22 2.76E+19 5.50E+19 8.24E+19 1.78E+20 2.65E+20 2.29E+20 2.44E+20 2.08E+20 2.31E+20 2.34E+20 1.85E+20 2.26E+20 2.00E+20 1.68E+20 1.35E+20 1.31E+20 9.68E+19 8.03E+19 6.84E+19 5.24E+19 4.09E+19 3.25E+19 2.33E+19 1.48E+19 1.09E+19 8.70E+18 6.64E+18 3.73E+18 3.04E+18 6.86E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.602  9.71E+22 6.48E+21 1.37E+23 5.51E+19 1.10E+20 1.65E+20 3.56E+20 5.31E+20 4.57E+20 4.88E+20 4.16E+20 4.61E+20 4.68E+20 3.71E+20 4.51E+20 4.00E+20 3.36E+20 2.70E+20 2.63E+20 1.93E+20 1.61E+20 1.37E+20 1.05E+20 8.18E+19 6.49E+19 4.66E+19 2.95E+19 2.18E+19 1.74E+19 1.33E+19 7.47E+18 6.09E+18 1.37E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.708  1.94E+23 1.30E+22 2.73E+23 1.10E+20 2.20E+20 3.29E+20 7.11E+20 1.06E+21 9.14E+20 9.75E+20 8.32E+20 9.22E+20 9.36E+20 7.41E+20 9.01E+20 8.00E+20 6.72E+20 5.40E+20 5.25E+20 3.87E+20 3.21E+20 2.74E+20 2.09E+20 1.63E+20 1.30E+20 9.31E+19 5.91E+19 4.37E+19 3.48E+19 2.66E+19 1.49E+19 1.22E+19 2.74E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.810  3.89E+23 2.59E+22 5.47E+23 2.20E+20 4.39E+20 6.57E+20 1.42E+21 2.12E+21 1.83E+21 1.95E+21 1.66E+21 1.84E+21 1.87E+21 1.48E+21 1.80E+21 1.60E+21 1.34E+21 1.08E+21 1.05E+21 7.73E+20 6.42E+20 5.47E+20 4.19E+20 3.27E+20 2.59E+20 1.86E+20 1.18E+20 8.73E+19 6.96E+19 5.31E+19 2.99E+19 2.43E+19 5.48E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.909  7.77E+23 5.18E+22 1.09E+24 4.40E+20 8.78E+20 1.31E+21 2.84E+21 4.24E+21 3.65E+21 3.90E+21 3.32E+21 3.68E+21 3.74E+21 2.96E+21 3.60E+21 3.20E+21 2.68E+21 2.16E+21 2.10E+21 1.55E+21 1.28E+21 1.09E+21 8.38E+20 6.54E+20 5.19E+20 3.72E+20 2.36E+20 1.75E+20 1.39E+20 1.06E+20 5.97E+19 4.87E+19 1.10E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.004  1.55E+24 1.04E+23 2.19E+24 8.78E+20 1.75E+21 2.63E+21 5.68E+21 8.47E+21 7.30E+21 7.79E+21 6.64E+21 7.37E+21 7.48E+21 5.92E+21 7.20E+21 6.40E+21 5.37E+21 4.32E+21 4.19E+21 3.09E+21 2.57E+21 2.19E+21 1.67E+21 1.31E+21 1.04E+21 7.45E+20 4.72E+20 3.49E+20 2.78E+20 2.12E+20 1.19E+20 9.74E+19 2.19E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.097  3.11E+24 2.07E+23 4.37E+24 1.76E+21 3.51E+21 5.25E+21 1.14E+22 1.69E+22 1.46E+22 1.56E+22 1.33E+22 1.47E+22 1.49E+22 1.18E+22 1.44E+22 1.28E+22 1.07E+22 8.63E+21 8.39E+21 6.18E+21 5.13E+21 4.37E+21 3.35E+21 2.61E+21 2.07E+21 1.49E+21 9.44E+20 6.98E+20 5.57E+20 4.25E+20 2.39E+20 1.95E+20 4.39E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.187  6.21E+24 4.14E+23 8.73E+24 3.51E+21 7.01E+21 1.05E+22 2.27E+22 3.38E+22 2.92E+22 3.11E+22 2.65E+22 2.94E+22 2.99E+22 2.36E+22 2.88E+22 2.56E+22 2.14E+22 1.73E+22 1.68E+22 1.24E+22 1.03E+22 8.74E+21 6.70E+21 5.23E+21 4.15E+21 2.98E+21 1.89E+21 1.40E+21 1.11E+21 8.49E+20 4.78E+20 3.89E+20 8.77E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.274  1.24E+25 8.27E+23 1.75E+25 7.01E+21 1.40E+22 2.10E+22 4.54E+22 6.77E+22 5.83E+22 6.22E+22 5.30E+22 5.88E+22 5.97E+22 4.73E+22 5.75E+22 5.11E+22 4.29E+22 3.45E+22 3.35E+22 2.47E+22 2.05E+22 1.75E+22 1.34E+22 1.04E+22 8.30E+21 5.96E+21 3.78E+21 2.79E+21 2.23E+21 1.70E+21 9.55E+20 7.79E+20 1.75E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.359  2.48E+25 1.65E+24 3.49E+25 1.40E+22 2.80E+22 4.19E+22 9.07E+22 1.35E+23 1.16E+23 1.24E+23 1.06E+23 1.18E+23 1.19E+23 9.45E+22 1.15E+23 1.02E+23 8.57E+22 6.90E+22 6.70E+22 4.94E+22 4.10E+22 3.49E+22 2.68E+22 2.09E+22 1.66E+22 1.19E+22 7.55E+21 5.58E+21 4.45E+21 3.40E+21 1.91E+21 1.56E+21 3.51E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 78 A=195: Negative-parity Spin-dependent Level Density [MeV-1] for PT195  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.119  2.00E+00 8.23E+00 5.10E+01 2.00E+00 2.47E+00 9.40E-01 7.05E-01 7.05E-01 7.05E-01 4.70E-01 2.35E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
