                    *********************************************************************************
                    *  Z= 66 A=162: Positive-Parity Spin-dependent Level Density [MeV-1] for DY162  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
  11.00  0.856  2.23E+09 3.01E+09 4.73E+10 7.21E+07 1.43E+08 2.10E+08 2.52E+08 2.73E+08 2.88E+08 2.93E+08 2.82E+08 2.47E+08 2.19E+08 1.86E+08 1.46E+08 1.14E+08 8.90E+07 6.47E+07 4.49E+07 3.12E+07 2.13E+07 1.41E+07 8.56E+06 5.42E+06 3.17E+06 1.77E+06 9.61E+05 5.44E+05 2.82E+05 1.47E+05 7.30E+04 3.85E+04 1.56E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.894  1.07E+10 1.40E+10 2.24E+11 3.24E+08 6.41E+08 9.47E+08 1.14E+09 1.24E+09 1.31E+09 1.34E+09 1.30E+09 1.15E+09 1.03E+09 8.79E+08 7.00E+08 5.52E+08 4.38E+08 3.24E+08 2.29E+08 1.63E+08 1.13E+08 7.72E+07 4.84E+07 3.16E+07 1.92E+07 1.11E+07 6.37E+06 3.79E+06 2.07E+06 1.14E+06 6.09E+05 3.46E+05 1.50E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.931  4.94E+10 6.34E+10 1.03E+12 1.42E+09 2.81E+09 4.15E+09 4.99E+09 5.46E+09 5.81E+09 5.96E+09 5.81E+09 5.18E+09 4.67E+09 4.03E+09 3.24E+09 2.59E+09 2.08E+09 1.56E+09 1.12E+09 8.12E+08 5.78E+08 4.02E+08 2.59E+08 1.74E+08 1.09E+08 6.54E+07 3.88E+07 2.40E+07 1.38E+07 7.96E+06 4.46E+06 2.65E+06 1.21E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.966  2.21E+11 2.79E+11 4.64E+12 6.06E+09 1.20E+10 1.78E+10 2.14E+10 2.35E+10 2.51E+10 2.59E+10 2.53E+10 2.27E+10 2.07E+10 1.80E+10 1.46E+10 1.18E+10 9.56E+09 7.27E+09 5.31E+09 3.90E+09 2.82E+09 2.00E+09 1.32E+09 9.06E+08 5.84E+08 3.61E+08 2.21E+08 1.42E+08 8.41E+07 5.05E+07 2.94E+07 1.81E+07 8.72E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.000  6.27E+11 5.33E+11 8.95E+12 1.12E+10 2.22E+10 3.28E+10 4.05E+10 4.48E+10 4.76E+10 4.92E+10 4.79E+10 4.34E+10 3.95E+10 3.42E+10 2.84E+10 2.28E+10 1.86E+10 1.42E+10 1.05E+10 7.77E+09 5.65E+09 4.04E+09 2.69E+09 1.86E+09 1.22E+09 7.60E+08 4.70E+08 3.05E+08 1.84E+08 1.12E+08 6.60E+07 4.13E+07 2.02E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.033  1.40E+12 1.02E+12 1.72E+13 2.07E+10 4.10E+10 6.07E+10 7.67E+10 8.52E+10 9.03E+10 9.36E+10 9.05E+10 8.29E+10 7.54E+10 6.51E+10 5.51E+10 4.41E+10 3.63E+10 2.79E+10 2.09E+10 1.55E+10 1.13E+10 8.16E+09 5.50E+09 3.80E+09 2.53E+09 1.60E+09 1.00E+09 6.56E+08 4.05E+08 2.47E+08 1.48E+08 9.39E+07 4.67E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.065  2.88E+12 1.94E+12 3.32E+13 3.82E+10 7.57E+10 1.12E+11 1.45E+11 1.62E+11 1.71E+11 1.78E+11 1.71E+11 1.58E+11 1.44E+11 1.24E+11 1.07E+11 8.52E+10 7.08E+10 5.48E+10 4.15E+10 3.08E+10 2.26E+10 1.65E+10 1.12E+10 7.78E+09 5.25E+09 3.38E+09 2.13E+09 1.41E+09 8.88E+08 5.46E+08 3.33E+08 2.14E+08 1.08E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.095  5.71E+12 3.71E+12 6.42E+13 7.05E+10 1.40E+11 2.07E+11 2.74E+11 3.09E+11 3.25E+11 3.38E+11 3.23E+11 3.02E+11 2.75E+11 2.36E+11 2.08E+11 1.65E+11 1.38E+11 1.07E+11 8.23E+10 6.14E+10 4.53E+10 3.33E+10 2.29E+10 1.59E+10 1.09E+10 7.12E+09 4.52E+09 3.04E+09 1.95E+09 1.21E+09 7.47E+08 4.86E+08 2.50E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.125  1.11E+13 7.09E+12 1.24E+14 1.30E+11 2.58E+11 3.83E+11 5.19E+11 5.88E+11 6.16E+11 6.43E+11 6.11E+11 5.77E+11 5.25E+11 4.49E+11 4.04E+11 3.19E+11 2.69E+11 2.10E+11 1.63E+11 1.22E+11 9.07E+10 6.71E+10 4.68E+10 3.27E+10 2.27E+10 1.50E+10 9.60E+09 6.54E+09 4.27E+09 2.67E+09 1.68E+09 1.10E+09 5.79E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.155  2.14E+13 1.36E+13 2.39E+14 2.40E+11 4.77E+11 7.07E+11 9.81E+11 1.12E+12 1.17E+12 1.22E+12 1.16E+12 1.10E+12 1.00E+12 8.54E+11 7.86E+11 6.17E+11 5.24E+11 4.12E+11 3.24E+11 2.44E+11 1.81E+11 1.36E+11 9.55E+10 6.69E+10 4.72E+10 3.16E+10 2.04E+10 1.41E+10 9.38E+09 5.91E+09 3.77E+09 2.51E+09 1.34E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.225  1.24E+14 6.86E+13 1.25E+15 1.11E+12 2.21E+12 3.28E+12 4.82E+12 5.61E+12 5.79E+12 6.10E+12 5.68E+12 5.54E+12 5.05E+12 4.27E+12 4.13E+12 3.21E+12 2.78E+12 2.22E+12 1.80E+12 1.37E+12 1.03E+12 7.85E+11 5.69E+11 4.01E+11 2.94E+11 2.04E+11 1.34E+11 9.57E+10 6.68E+10 4.30E+10 2.84E+10 1.96E+10 1.09E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.291  6.46E+14 3.49E+14 6.52E+15 5.16E+12 1.03E+13 1.52E+13 2.37E+13 2.80E+13 2.87E+13 3.04E+13 2.79E+13 2.79E+13 2.54E+13 2.13E+13 2.18E+13 1.67E+13 1.47E+13 1.19E+13 9.98E+12 7.65E+12 5.82E+12 4.54E+12 3.39E+12 2.41E+12 1.84E+12 1.32E+12 8.86E+11 6.51E+11 4.77E+11 3.13E+11 2.15E+11 1.53E+11 8.89E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.414  2.43E+16 9.12E+15 1.82E+17 1.11E+14 2.20E+14 3.28E+14 5.74E+14 7.02E+14 7.05E+14 7.55E+14 6.73E+14 7.08E+14 6.46E+14 5.32E+14 6.03E+14 4.53E+14 4.14E+14 3.46E+14 3.07E+14 2.40E+14 1.87E+14 1.52E+14 1.20E+14 8.68E+13 7.14E+13 5.47E+13 3.85E+13 3.01E+13 2.42E+13 1.66E+13 1.23E+13 9.32E+12 5.90E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.633  3.35E+19 6.68E+18 1.57E+20 5.10E+16 1.02E+17 1.52E+17 3.36E+17 4.40E+17 4.25E+17 4.66E+17 3.92E+17 4.55E+17 4.16E+17 3.32E+17 4.62E+17 3.32E+17 3.28E+17 2.90E+17 2.91E+17 2.36E+17 1.92E+17 1.71E+17 1.51E+17 1.13E+17 1.08E+17 9.47E+16 7.24E+16 6.43E+16 6.25E+16 4.64E+16 3.99E+16 3.45E+16 2.60E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.826  1.34E+20 1.34E+19 3.13E+20 1.02E+17 2.03E+17 3.04E+17 6.71E+17 8.79E+17 8.49E+17 9.32E+17 7.84E+17 9.09E+17 8.32E+17 6.63E+17 9.24E+17 6.64E+17 6.55E+17 5.79E+17 5.82E+17 4.72E+17 3.85E+17 3.42E+17 3.02E+17 2.25E+17 2.16E+17 1.89E+17 1.45E+17 1.29E+17 1.25E+17 9.29E+16 7.97E+16 6.90E+16 5.20E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.000  3.34E+20 2.67E+19 6.26E+20 2.04E+17 4.06E+17 6.06E+17 1.34E+18 1.76E+18 1.70E+18 1.86E+18 1.57E+18 1.82E+18 1.66E+18 1.33E+18 1.85E+18 1.33E+18 1.31E+18 1.16E+18 1.16E+18 9.43E+17 7.69E+17 6.83E+17 6.04E+17 4.51E+17 4.31E+17 3.78E+17 2.90E+17 2.57E+17 2.50E+17 1.86E+17 1.59E+17 1.38E+17 1.04E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.160  7.34E+20 5.33E+19 1.25E+21 4.07E+17 8.11E+17 1.21E+18 2.68E+18 3.51E+18 3.39E+18 3.72E+18 3.13E+18 3.63E+18 3.32E+18 2.65E+18 3.69E+18 2.65E+18 2.62E+18 2.31E+18 2.33E+18 1.88E+18 1.54E+18 1.37E+18 1.21E+18 9.01E+17 8.62E+17 7.57E+17 5.79E+17 5.14E+17 5.00E+17 3.71E+17 3.19E+17 2.76E+17 2.08E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.309  1.53E+21 1.07E+20 2.50E+21 8.12E+17 1.62E+18 2.42E+18 5.36E+18 7.01E+18 6.77E+18 7.44E+18 6.25E+18 7.26E+18 6.64E+18 5.29E+18 7.38E+18 5.30E+18 5.23E+18 4.62E+18 4.65E+18 3.77E+18 3.07E+18 2.73E+18 2.41E+18 1.80E+18 1.72E+18 1.51E+18 1.16E+18 1.03E+18 1.00E+18 7.43E+17 6.37E+17 5.52E+17 4.16E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.449  3.13E+21 2.13E+20 5.00E+21 1.62E+18 3.24E+18 4.84E+18 1.07E+19 1.40E+19 1.35E+19 1.49E+19 1.25E+19 1.45E+19 1.33E+19 1.06E+19 1.48E+19 1.06E+19 1.04E+19 9.24E+18 9.30E+18 7.53E+18 6.14E+18 5.46E+18 4.83E+18 3.60E+18 3.44E+18 3.02E+18 2.32E+18 2.05E+18 2.00E+18 1.48E+18 1.27E+18 1.10E+18 8.32E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.582  6.33E+21 4.26E+20 9.99E+21 3.24E+18 6.47E+18 9.66E+18 2.14E+19 2.80E+19 2.70E+19 2.97E+19 2.50E+19 2.90E+19 2.65E+19 2.11E+19 2.95E+19 2.12E+19 2.09E+19 1.85E+19 1.86E+19 1.51E+19 1.23E+19 1.09E+19 9.65E+18 7.20E+18 6.89E+18 6.05E+18 4.63E+18 4.11E+18 4.00E+18 2.97E+18 2.55E+18 2.21E+18 1.66E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.708  1.27E+22 8.51E+20 2.00E+22 6.48E+18 1.29E+19 1.93E+19 4.28E+19 5.60E+19 5.41E+19 5.94E+19 4.99E+19 5.79E+19 5.30E+19 4.22E+19 5.89E+19 4.23E+19 4.17E+19 3.69E+19 3.72E+19 3.01E+19 2.45E+19 2.18E+19 1.93E+19 1.44E+19 1.38E+19 1.21E+19 9.26E+18 8.21E+18 8.00E+18 5.94E+18 5.10E+18 4.42E+18 3.33E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.828  2.55E+22 1.70E+21 3.99E+22 1.29E+19 2.58E+19 3.86E+19 8.54E+19 1.12E+20 1.08E+20 1.19E+20 9.97E+19 1.16E+20 1.06E+20 8.44E+19 1.18E+20 8.46E+19 8.34E+19 7.38E+19 7.43E+19 6.01E+19 4.91E+19 4.36E+19 3.86E+19 2.88E+19 2.75E+19 2.42E+19 1.85E+19 1.64E+19 1.60E+19 1.19E+19 1.02E+19 8.83E+18 6.65E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.944  5.10E+22 3.40E+21 7.98E+22 2.59E+19 5.16E+19 7.70E+19 1.71E+20 2.24E+20 2.16E+20 2.37E+20 1.99E+20 2.31E+20 2.12E+20 1.69E+20 2.35E+20 1.69E+20 1.67E+20 1.47E+20 1.48E+20 1.20E+20 9.81E+19 8.72E+19 7.71E+19 5.75E+19 5.50E+19 4.83E+19 3.70E+19 3.28E+19 3.20E+19 2.37E+19 2.04E+19 1.77E+19 1.33E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.055  1.02E+23 6.80E+21 1.60E+23 5.16E+19 1.03E+20 1.54E+20 3.41E+20 4.47E+20 4.31E+20 4.74E+20 3.98E+20 4.62E+20 4.23E+20 3.37E+20 4.70E+20 3.38E+20 3.33E+20 2.95E+20 2.97E+20 2.40E+20 1.96E+20 1.74E+20 1.54E+20 1.15E+20 1.10E+20 9.67E+19 7.40E+19 6.57E+19 6.39E+19 4.75E+19 4.07E+19 3.53E+19 2.66E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.162  2.04E+23 1.36E+22 3.19E+23 1.03E+20 2.06E+20 3.08E+20 6.82E+20 8.93E+20 8.62E+20 9.47E+20 7.95E+20 9.24E+20 8.45E+20 6.74E+20 9.40E+20 6.75E+20 6.66E+20 5.89E+20 5.93E+20 4.80E+20 3.92E+20 3.48E+20 3.08E+20 2.30E+20 2.20E+20 1.93E+20 1.48E+20 1.31E+20 1.28E+20 9.49E+19 8.15E+19 7.06E+19 5.32E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.266  4.07E+23 2.71E+22 6.37E+23 2.06E+20 4.11E+20 6.14E+20 1.36E+21 1.78E+21 1.72E+21 1.89E+21 1.59E+21 1.85E+21 1.69E+21 1.35E+21 1.88E+21 1.35E+21 1.33E+21 1.18E+21 1.19E+21 9.60E+20 7.84E+20 6.96E+20 6.16E+20 4.60E+20 4.40E+20 3.86E+20 2.96E+20 2.63E+20 2.56E+20 1.90E+20 1.63E+20 1.41E+20 1.06E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.367  8.14E+23 5.43E+22 1.27E+24 4.12E+20 8.22E+20 1.23E+21 2.72E+21 3.57E+21 3.44E+21 3.78E+21 3.18E+21 3.69E+21 3.37E+21 2.69E+21 3.76E+21 2.70E+21 2.66E+21 2.35E+21 2.37E+21 1.92E+21 1.57E+21 1.39E+21 1.23E+21 9.19E+20 8.80E+20 7.73E+20 5.91E+20 5.25E+20 5.11E+20 3.80E+20 3.26E+20 2.82E+20 2.13E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.464  1.63E+24 1.08E+23 2.55E+24 8.23E+20 1.64E+21 2.45E+21 5.44E+21 7.13E+21 6.88E+21 7.56E+21 6.35E+21 7.37E+21 6.74E+21 5.38E+21 7.51E+21 5.39E+21 5.32E+21 4.70E+21 4.74E+21 3.84E+21 3.13E+21 2.78E+21 2.46E+21 1.84E+21 1.76E+21 1.54E+21 1.18E+21 1.05E+21 1.02E+21 7.59E+20 6.52E+20 5.65E+20 4.25E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.559  3.25E+24 2.17E+23 5.09E+24 1.64E+21 3.28E+21 4.90E+21 1.09E+22 1.42E+22 1.37E+22 1.51E+22 1.27E+22 1.47E+22 1.35E+22 1.07E+22 1.50E+22 1.08E+22 1.06E+22 9.40E+21 9.47E+21 7.67E+21 6.26E+21 5.56E+21 4.92E+21 3.67E+21 3.52E+21 3.09E+21 2.36E+21 2.10E+21 2.04E+21 1.52E+21 1.30E+21 1.13E+21 8.51E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.651  6.50E+24 4.33E+23 1.02E+25 3.28E+21 6.55E+21 9.79E+21 2.17E+22 2.85E+22 2.75E+22 3.02E+22 2.53E+22 2.94E+22 2.69E+22 2.15E+22 3.00E+22 2.15E+22 2.12E+22 1.88E+22 1.89E+22 1.53E+22 1.25E+22 1.11E+22 9.84E+21 7.35E+21 7.03E+21 6.18E+21 4.73E+21 4.20E+21 4.09E+21 3.04E+21 2.61E+21 2.26E+21 1.70E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 66 A=165: Negative-parity Spin-dependent Level Density [MeV-1] for DY165  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.129  3.00E+00 1.73E+01 1.51E+02 2.00E+00 1.54E+00 3.47E+00 2.93E+00 2.93E+00 1.47E+00 7.33E-01 7.33E-01 7.33E-01 7.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.183  7.00E+00 2.01E+01 1.96E+02 1.67E+00 1.29E+00 3.72E+00 3.05E+00 3.05E+00 2.44E+00 2.44E+00 6.11E-01 6.11E-01 6.11E-01 6.11E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.224  1.30E+01 2.92E+01 2.97E+02 1.76E+00 2.86E+00 5.48E+00 4.19E+00 2.64E+00 3.33E+00 3.14E+00 2.09E+00 2.09E+00 5.24E-01 5.24E-01 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.258  2.30E+01 4.47E+01 4.65E+02 2.29E+00 3.99E+00 8.67E+00 6.28E+00 5.26E+00 4.93E+00 3.86E+00 3.14E+00 2.62E+00 2.09E+00 5.24E-01 5.24E-01 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
