                    *********************************************************************************
                    *  Z= 68 A=168: Positive-Parity Spin-dependent Level Density [MeV-1] for ER168  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
  10.00  0.809  1.45E+07 2.11E+07 2.78E+08 6.94E+05 6.90E+05 2.04E+06 1.75E+06 2.56E+06 2.27E+06 2.48E+06 1.93E+06 1.81E+06 1.36E+06 1.15E+06 7.90E+05 5.94E+05 3.93E+05 2.63E+05 1.57E+05 9.40E+04 5.23E+04 2.91E+04 1.31E+04 5.17E+03 1.83E+03 6.42E+02 2.03E+02 8.14E+01 2.20E+01 1.54E+01 6.07E+00 2.62E+00 1.30E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.849  7.21E+07 9.41E+07 1.27E+09 2.97E+06 2.96E+06 8.75E+06 7.57E+06 1.11E+07 9.91E+06 1.09E+07 8.61E+06 8.15E+06 6.19E+06 5.32E+06 3.73E+06 2.86E+06 1.94E+06 1.33E+06 8.26E+05 5.12E+05 2.69E+05 1.31E+05 5.47E+04 2.30E+04 8.98E+03 3.68E+03 1.37E+03 6.35E+02 2.67E+02 1.31E+02 6.39E+01 3.10E+01 2.31E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.886  3.23E+08 4.07E+08 5.53E+09 1.25E+07 1.24E+07 3.68E+07 3.20E+07 4.71E+07 4.23E+07 4.68E+07 3.73E+07 3.56E+07 2.74E+07 2.38E+07 1.71E+07 1.32E+07 9.23E+06 6.15E+06 3.42E+06 1.94E+06 9.20E+05 4.72E+05 2.06E+05 9.32E+04 3.97E+04 1.81E+04 8.07E+03 4.02E+03 2.00E+03 1.04E+03 5.52E+02 3.02E+02 2.76E+02 5.28E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.923  1.37E+09 1.68E+09 2.26E+10 5.13E+07 5.11E+07 1.52E+08 1.32E+08 1.96E+08 1.76E+08 1.96E+08 1.58E+08 1.52E+08 1.18E+08 1.04E+08 7.22E+07 5.17E+07 3.18E+07 1.94E+07 1.02E+07 5.82E+06 2.89E+06 1.54E+06 7.09E+05 3.58E+05 1.65E+05 8.50E+04 4.23E+04 2.33E+04 1.26E+04 7.34E+03 4.05E+03 2.33E+03 2.61E+03 1.58E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.957  5.30E+09 6.18E+09 7.76E+10 2.07E+08 2.07E+08 6.13E+08 5.37E+08 7.96E+08 7.21E+08 7.82E+08 5.89E+08 5.52E+08 3.92E+08 2.99E+08 1.78E+08 1.29E+08 7.58E+07 4.81E+07 2.48E+07 1.55E+07 7.56E+06 4.55E+06 2.20E+06 1.21E+06 6.22E+05 3.58E+05 2.00E+05 1.22E+05 7.21E+04 4.45E+04 2.67E+04 1.60E+04 2.01E+04 8.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.991  1.32E+10 9.62E+09 1.12E+11 3.74E+08 3.72E+08 1.11E+09 9.99E+08 1.42E+09 1.17E+09 1.19E+09 8.14E+08 7.49E+08 4.74E+08 3.69E+08 2.04E+08 1.60E+08 9.01E+07 6.21E+07 3.06E+07 2.02E+07 9.19E+06 6.50E+06 3.22E+06 1.83E+06 1.04E+06 6.42E+05 3.78E+05 2.42E+05 1.48E+05 9.39E+04 5.78E+04 3.53E+04 4.64E+04 1.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.024  2.57E+10 1.53E+10 1.66E+11 6.73E+08 6.71E+08 1.99E+09 1.86E+09 2.52E+09 1.90E+09 1.81E+09 1.12E+09 1.02E+09 5.72E+08 4.57E+08 2.34E+08 1.98E+08 1.07E+08 8.03E+07 3.78E+07 2.65E+07 1.12E+07 9.29E+06 4.71E+06 2.78E+06 1.73E+06 1.15E+06 7.15E+05 4.80E+05 3.03E+05 1.98E+05 1.25E+05 7.81E+04 1.07E+05 1.95E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.055  4.57E+10 2.48E+10 2.52E+11 1.21E+09 1.21E+09 3.59E+09 3.46E+09 4.48E+09 3.07E+09 2.75E+09 1.55E+09 1.38E+09 6.92E+08 5.65E+08 2.68E+08 2.45E+08 1.27E+08 1.04E+08 4.66E+07 3.47E+07 1.36E+07 1.33E+07 6.89E+06 4.20E+06 2.90E+06 2.07E+06 1.35E+06 9.50E+05 6.22E+05 4.18E+05 2.70E+05 1.73E+05 2.48E+05 2.50E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.086  7.87E+10 4.10E+10 3.90E+11 2.19E+09 2.18E+09 6.48E+09 6.43E+09 7.96E+09 4.98E+09 4.18E+09 2.15E+09 1.87E+09 8.36E+08 6.99E+08 3.06E+08 3.03E+08 1.51E+08 1.34E+08 5.76E+07 4.54E+07 1.65E+07 1.90E+07 1.01E+07 6.35E+06 4.84E+06 3.70E+06 2.56E+06 1.88E+06 1.28E+06 8.81E+05 5.85E+05 3.81E+05 5.73E+05 3.05E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.115  1.34E+11 6.88E+10 6.17E+11 3.94E+09 3.93E+09 1.17E+10 1.20E+10 1.42E+10 8.08E+09 6.36E+09 2.97E+09 2.53E+09 1.01E+09 8.65E+08 3.51E+08 3.74E+08 1.80E+08 1.73E+08 7.10E+07 5.93E+07 2.01E+07 2.71E+07 1.47E+07 9.62E+06 8.08E+06 6.64E+06 4.84E+06 3.73E+06 2.62E+06 1.86E+06 1.27E+06 8.43E+05 1.32E+06 3.60E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.144  2.26E+11 1.17E+11 9.96E+11 7.10E+09 7.08E+09 2.11E+10 2.22E+10 2.52E+10 1.31E+10 9.67E+09 4.10E+09 3.43E+09 1.22E+09 1.07E+09 4.02E+08 4.63E+08 2.13E+08 2.24E+08 8.77E+07 7.77E+07 2.45E+07 3.87E+07 2.16E+07 1.46E+07 1.35E+07 1.19E+07 9.15E+06 7.39E+06 5.36E+06 3.92E+06 2.74E+06 1.86E+06 3.06E+06 4.15E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.214  9.47E+11 4.59E+11 3.54E+12 3.09E+10 3.09E+10 9.19E+10 1.05E+11 1.06E+11 4.38E+10 2.76E+10 9.19E+09 7.35E+09 1.96E+09 1.82E+09 5.63E+08 7.89E+08 3.28E+08 4.25E+08 1.48E+08 1.52E+08 3.99E+07 9.44E+07 5.59E+07 4.10E+07 4.86E+07 5.13E+07 4.50E+07 4.08E+07 3.23E+07 2.53E+07 1.89E+07 1.35E+07 2.49E+07 5.53E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.279  3.88E+12 1.89E+12 1.36E+13 1.35E+11 1.35E+11 4.01E+11 4.95E+11 4.48E+11 1.47E+11 7.86E+10 2.06E+10 1.57E+10 3.15E+09 3.10E+09 7.90E+08 1.34E+09 5.05E+08 8.05E+08 2.51E+08 2.98E+08 6.50E+07 2.30E+08 1.45E+08 1.15E+08 1.75E+08 2.21E+08 2.22E+08 2.26E+08 1.95E+08 1.63E+08 1.30E+08 9.81E+07 2.02E+08 6.91E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.402  9.43E+13 3.43E+13 2.30E+14 2.56E+12 2.56E+12 7.64E+12 1.10E+13 7.96E+12 1.64E+12 6.39E+11 1.04E+11 7.22E+10 8.11E+09 8.96E+09 1.55E+09 3.90E+09 1.20E+09 2.90E+09 7.19E+08 1.14E+09 1.73E+08 1.37E+09 9.71E+08 9.16E+08 2.27E+09 4.10E+09 5.37E+09 6.89E+09 7.05E+09 6.82E+09 6.15E+09 5.17E+09 1.33E+10 9.67E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.618  6.51E+16 1.30E+16 8.79E+16 9.24E+14 9.24E+14 2.77E+15 5.45E+15 2.52E+15 2.06E+14 4.22E+13 2.63E+12 1.52E+12 5.39E+10 7.51E+10 6.01E+09 3.28E+10 6.70E+09 3.76E+10 5.90E+09 1.68E+10 1.22E+09 4.85E+10 4.37E+10 5.77E+10 3.82E+11 1.41E+12 3.15E+12 6.43E+12 9.27E+12 1.19E+13 1.38E+13 1.44E+13 5.79E+13 1.52E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.809  2.73E+17 2.87E+16 2.12E+17 1.85E+15 1.85E+15 5.53E+15 1.09E+16 5.03E+15 4.10E+14 2.79E+15 6.66E+13 3.19E+13 3.58E+11 6.30E+11 2.32E+10 2.76E+11 3.76E+10 4.87E+11 4.83E+10 2.47E+11 8.65E+09 1.72E+12 1.97E+12 3.63E+12 7.62E+11 2.82E+12 6.29E+12 1.28E+13 1.85E+13 2.38E+13 2.76E+13 2.87E+13 1.16E+14 2.07E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.982  1.61E+18 2.39E+17 2.80E+18 3.69E+15 3.69E+15 1.10E+16 2.18E+16 1.00E+16 8.17E+14 1.84E+17 1.69E+15 6.71E+14 2.38E+12 5.28E+12 8.99E+10 2.32E+12 2.10E+11 6.32E+12 3.96E+11 3.64E+12 6.12E+10 6.09E+13 8.87E+13 2.29E+14 1.52E+12 5.64E+12 1.26E+13 2.57E+13 3.71E+13 4.75E+13 5.53E+13 5.74E+13 2.31E+14 2.62E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.141  6.46E+19 1.24E+19 1.61E+20 7.37E+15 7.36E+15 2.21E+16 4.35E+16 2.00E+16 1.63E+15 1.22E+19 4.27E+16 1.41E+16 1.58E+13 4.42E+13 3.48E+11 1.95E+13 1.18E+12 8.19E+13 3.25E+12 5.36E+13 4.33E+11 2.16E+15 3.99E+15 1.44E+16 3.03E+12 1.13E+13 2.51E+13 5.13E+13 7.41E+13 9.50E+13 1.11E+14 1.15E+14 4.63E+14 3.17E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.289  4.17E+21 8.08E+20 1.05E+22 1.47E+16 1.47E+16 4.41E+16 8.69E+16 4.00E+16 3.24E+15 8.05E+20 1.08E+18 2.97E+17 1.05E+14 3.71E+14 1.34E+12 1.64E+14 6.61E+12 1.06E+15 2.67E+13 7.88E+14 3.06E+12 7.64E+16 1.80E+17 9.07E+17 6.04E+12 2.25E+13 5.02E+13 1.03E+14 1.48E+14 1.90E+14 2.21E+14 2.30E+14 9.26E+14 3.72E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.428  2.75E+23 5.33E+22 6.95E+23 2.94E+16 2.94E+16 8.80E+16 1.74E+17 7.99E+16 6.46E+15 5.32E+22 2.74E+19 6.24E+18 6.98E+14 3.11E+15 5.20E+12 1.38E+15 3.71E+13 1.38E+16 2.19E+14 1.16E+16 2.16E+13 2.71E+18 8.09E+18 5.71E+19 1.21E+13 4.49E+13 1.00E+14 2.05E+14 2.96E+14 3.80E+14 4.42E+14 4.59E+14 1.85E+15 4.27E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.559  1.81E+25 3.52E+24 4.59E+25 5.87E+16 5.86E+16 1.76E+17 3.47E+17 1.60E+17 1.29E+16 3.52E+24 6.94E+20 1.31E+20 4.64E+15 2.61E+16 2.01E+13 1.16E+16 2.08E+14 1.78E+17 1.79E+15 1.71E+17 1.53E+14 9.58E+19 3.64E+20 3.59E+21 2.40E+13 8.97E+13 2.00E+14 4.10E+14 5.92E+14 7.59E+14 8.84E+14 9.18E+14 3.70E+15 4.83E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.684  1.20E+27 2.33E+26 3.03E+27 1.17E+17 1.17E+17 3.51E+17 6.93E+17 3.19E+17 2.56E+16 2.32E+26 1.76E+22 2.76E+21 3.08E+16 2.18E+17 7.78E+13 9.77E+16 1.16E+15 2.31E+18 1.47E+16 2.51E+18 1.08E+15 3.39E+21 1.64E+22 2.26E+23 4.79E+13 1.79E+14 4.00E+14 8.20E+14 1.18E+15 1.52E+15 1.77E+15 1.84E+15 7.40E+15 5.38E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.803  7.92E+28 1.54E+28 2.00E+29 2.34E+17 2.34E+17 7.01E+17 1.39E+18 6.36E+17 5.11E+16 1.54E+28 4.46E+23 5.80E+22 2.05E+17 1.83E+18 3.01E+14 8.22E+17 6.52E+15 3.00E+19 1.20E+17 3.70E+19 7.65E+15 1.20E+23 7.38E+23 1.42E+25 9.56E+13 3.58E+14 8.00E+14 1.64E+15 2.37E+15 3.03E+15 3.53E+15 3.67E+15 1.48E+16 5.93E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.918  5.23E+30 1.02E+30 1.32E+31 4.67E+17 4.67E+17 1.40E+18 2.77E+18 1.27E+18 1.02E+17 1.01E+30 1.13E+25 1.22E+24 1.36E+18 1.53E+19 1.16E+15 6.92E+18 3.66E+16 3.88E+20 9.88E+17 5.44E+20 5.41E+16 4.26E+24 3.32E+25 8.97E+26 1.91E+14 7.15E+14 1.60E+15 3.28E+15 4.73E+15 6.07E+15 7.06E+15 7.34E+15 2.96E+16 6.48E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.028  3.46E+32 6.71E+31 8.74E+32 9.34E+17 9.33E+17 2.80E+18 5.53E+18 2.54E+18 2.03E+17 6.70E+31 2.86E+26 2.56E+25 9.04E+18 1.29E+20 4.50E+15 5.82E+19 2.05E+17 5.03E+21 8.10E+18 8.00E+21 3.83E+17 1.51E+26 1.50E+27 5.65E+28 3.80E+14 1.43E+15 3.19E+15 6.55E+15 9.46E+15 1.21E+16 1.41E+16 1.47E+16 5.92E+16 7.03E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.134  2.28E+34 4.43E+33 5.77E+34 1.86E+18 1.86E+18 5.59E+18 1.10E+19 5.07E+18 4.04E+17 4.43E+33 7.24E+27 5.39E+26 6.00E+19 1.08E+21 1.74E+16 4.89E+20 1.15E+18 6.53E+22 6.64E+19 1.18E+23 2.71E+18 5.34E+27 6.74E+28 3.56E+30 7.58E+14 2.85E+15 6.38E+15 1.31E+16 1.89E+16 2.43E+16 2.82E+16 2.93E+16 1.18E+17 7.58E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.237  1.51E+36 2.93E+35 3.82E+36 3.72E+18 3.72E+18 1.12E+19 2.21E+19 1.01E+19 8.04E+17 2.93E+35 1.83E+29 1.13E+28 3.99E+20 9.03E+21 6.74E+16 4.12E+21 6.44E+18 8.46E+23 5.45E+20 1.73E+24 1.91E+19 1.89E+29 3.03E+30 2.24E+32 1.51E+15 5.69E+15 1.28E+16 2.62E+16 3.78E+16 4.85E+16 5.65E+16 5.87E+16 2.37E+17 8.13E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.336  9.98E+37 1.94E+37 2.52E+38 7.44E+18 7.43E+18 2.23E+19 4.41E+19 2.02E+19 1.60E+18 1.93E+37 4.65E+30 2.38E+29 2.65E+21 7.57E+22 2.61E+17 3.46E+22 3.61E+19 1.10E+25 4.47E+21 2.55E+25 1.35E+20 6.70E+30 1.37E+32 1.41E+34 3.01E+15 1.14E+16 2.55E+16 5.23E+16 7.56E+16 9.70E+16 1.13E+17 1.17E+17 4.73E+17 8.69E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.433  6.59E+39 1.28E+39 1.67E+40 1.49E+19 1.48E+19 4.45E+19 8.81E+19 4.03E+19 3.19E+18 1.28E+39 1.18E+32 5.00E+30 1.76E+22 6.35E+23 1.01E+18 2.91E+23 2.02E+20 1.42E+26 3.66E+22 3.75E+26 9.57E+20 2.37E+32 6.15E+33 8.88E+35 6.01E+15 2.27E+16 5.09E+16 1.05E+17 1.51E+17 1.94E+17 2.26E+17 2.35E+17 9.47E+17 9.24E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.527  4.36E+41 8.45E+40 1.10E+42 2.97E+19 2.97E+19 8.89E+19 1.76E+20 8.05E+19 6.36E+18 8.45E+40 2.98E+33 1.05E+32 1.17E+23 5.32E+24 3.90E+18 2.45E+24 1.13E+21 1.84E+27 3.00E+23 5.52E+27 6.77E+21 8.40E+33 2.77E+35 5.59E+37 1.20E+16 4.53E+16 1.02E+17 2.09E+17 3.02E+17 3.88E+17 4.52E+17 4.69E+17 1.89E+18 9.79E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.619  2.88E+43 5.59E+42 7.27E+43 5.93E+19 5.92E+19 1.78E+20 3.52E+20 1.61E+20 1.27E+19 5.58E+42 7.55E+34 2.21E+33 7.77E+23 4.46E+25 1.51E+19 2.06E+25 6.35E+21 2.39E+28 2.46E+24 8.12E+28 4.79E+22 2.98E+35 1.25E+37 3.52E+39 2.39E+16 9.05E+16 2.03E+17 4.18E+17 6.04E+17 7.75E+17 9.03E+17 9.38E+17 3.79E+18 1.03E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 68 A=168: Negative-parity Spin-dependent Level Density [MeV-1] for ER168  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.128  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.181  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.222  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.256  1.00E+00 3.23E+00 1.68E+01 2.10E-01 1.24E+00 5.28E-01 5.40E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
