                    *********************************************************************************
                    *  Z= 26 A= 58: Positive-Parity Spin-dependent Level Density [MeV-1] for FE 58  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   4.75  0.941  1.52E+02 2.05E+02 1.04E+03 4.48E+01 6.49E+01 5.72E+01 2.34E+01 1.06E+01 2.21E+00 1.03E+00 5.49E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.966  2.10E+02 2.59E+02 1.35E+03 5.06E+01 8.47E+01 6.92E+01 3.29E+01 1.53E+01 3.75E+00 1.74E+00 5.49E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  1.013  3.96E+02 4.83E+02 2.61E+03 9.67E+01 1.32E+02 1.38E+02 7.16E+01 2.95E+01 9.37E+00 3.67E+00 7.14E-01 5.49E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  1.058  7.35E+02 8.75E+02 4.92E+03 1.58E+02 2.59E+02 2.16E+02 1.36E+02 6.94E+01 2.05E+01 8.18E+00 4.88E+00 2.91E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.101  1.36E+03 1.61E+03 9.35E+03 3.03E+02 4.11E+02 4.14E+02 2.63E+02 1.31E+02 5.29E+01 2.11E+01 9.97E+00 6.31E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.142  2.47E+03 2.84E+03 1.73E+04 4.53E+02 7.39E+02 6.82E+02 4.90E+02 2.78E+02 1.14E+02 4.81E+01 2.21E+01 1.26E+01 5.49E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.182  4.44E+03 5.04E+03 3.16E+04 8.03E+02 1.17E+03 1.24E+03 8.86E+02 5.14E+02 2.44E+02 1.07E+02 4.52E+01 2.19E+01 4.72E+00 7.43E-01 0.00E+00 5.49E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.221  7.89E+03 8.75E+03 5.68E+04 1.29E+03 2.01E+03 2.05E+03 1.57E+03 9.73E+02 4.83E+02 2.14E+02 9.88E+01 3.92E+01 1.47E+01 4.50E+00 7.14E-01 1.16E+00 5.49E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.259  1.39E+04 1.51E+04 1.01E+05 2.13E+03 3.31E+03 3.55E+03 2.69E+03 1.76E+03 9.39E+02 4.37E+02 1.80E+02 8.70E+01 3.16E+01 8.46E+00 2.91E+00 2.43E+00 5.49E-01 5.49E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.295  2.41E+04 2.60E+04 1.78E+05 3.49E+03 5.48E+03 5.91E+03 4.72E+03 3.13E+03 1.75E+03 8.59E+02 3.76E+02 1.60E+02 6.36E+01 2.45E+01 7.80E+00 4.24E+00 3.10E+00 2.19E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.331  4.17E+04 4.42E+04 3.10E+05 5.57E+03 9.04E+03 9.93E+03 7.98E+03 5.56E+03 3.18E+03 1.65E+03 7.25E+02 3.29E+02 1.32E+02 5.09E+01 2.25E+01 1.23E+01 6.01E+00 4.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.365  7.15E+04 7.49E+04 5.38E+05 9.12E+03 1.47E+04 1.64E+04 1.36E+04 9.65E+03 5.72E+03 3.05E+03 1.44E+03 6.26E+02 2.86E+02 1.25E+02 4.80E+01 2.71E+01 1.52E+01 9.99E+00 5.49E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.432  2.14E+05 2.10E+05 1.57E+06 2.36E+04 3.89E+04 4.44E+04 3.80E+04 2.81E+04 1.77E+04 9.88E+03 5.06E+03 2.39E+03 1.13E+03 5.49E+02 2.27E+02 1.21E+02 5.91E+01 3.39E+01 7.53E+00 3.39E+00 5.49E-01 5.73E-01 5.49E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.496  6.07E+05 5.75E+05 4.47E+06 6.09E+04 1.01E+05 1.17E+05 1.03E+05 7.86E+04 5.16E+04 3.05E+04 1.64E+04 8.40E+03 4.12E+03 2.11E+03 9.87E+02 5.03E+02 2.33E+02 1.23E+02 4.53E+01 1.64E+01 5.10E+00 2.93E+00 1.72E+00 2.19E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.557  1.66E+06 1.54E+06 1.24E+07 1.54E+05 2.58E+05 3.03E+05 2.71E+05 2.13E+05 1.45E+05 8.96E+04 5.07E+04 2.72E+04 1.42E+04 7.52E+03 3.82E+03 1.91E+03 9.56E+02 4.71E+02 2.15E+02 9.95E+01 3.44E+01 1.96E+01 9.29E+00 9.32E+00 5.49E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.616  4.46E+06 4.04E+06 3.35E+07 3.85E+05 6.49E+05 7.69E+05 6.99E+05 5.63E+05 3.93E+05 2.53E+05 1.49E+05 8.36E+04 4.57E+04 2.52E+04 1.34E+04 6.92E+03 3.58E+03 1.84E+03 9.03E+02 4.29E+02 1.84E+02 9.50E+01 4.34E+01 2.84E+01 5.80E+00 2.23E+00 0.00E+00 5.56E-01 5.49E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.672  9.50E+06 6.05E+06 5.08E+07 5.53E+05 9.59E+05 1.15E+06 1.04E+06 8.42E+05 5.98E+05 3.89E+05 2.32E+05 1.33E+05 7.36E+04 4.14E+04 2.24E+04 1.17E+04 6.21E+03 3.18E+03 1.63E+03 7.80E+02 3.62E+02 1.75E+02 8.42E+01 4.22E+01 1.50E+01 4.27E+00 1.71E+00 8.65E-01 8.53E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.727  1.71E+07 9.05E+06 7.71E+07 7.96E+05 1.42E+06 1.71E+06 1.53E+06 1.26E+06 9.10E+05 5.99E+05 3.60E+05 2.12E+05 1.18E+05 6.81E+04 3.74E+04 1.99E+04 1.08E+04 5.50E+03 2.36E+03 1.13E+03 5.40E+02 2.56E+02 1.25E+02 5.59E+01 2.42E+01 6.30E+00 3.41E+00 1.17E+00 1.16E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.780  2.84E+07 1.36E+07 1.17E+08 1.14E+06 2.09E+06 2.54E+06 2.27E+06 1.88E+06 1.38E+06 9.23E+05 5.59E+05 3.39E+05 1.91E+05 1.12E+05 6.24E+04 3.36E+04 1.87E+04 9.50E+03 3.41E+03 1.48E+03 7.17E+02 3.36E+02 1.66E+02 6.97E+01 3.34E+01 8.34E+00 5.12E+00 1.48E+00 1.46E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.832  4.53E+07 2.03E+07 1.78E+08 1.64E+06 3.09E+06 3.79E+06 3.35E+06 2.81E+06 2.11E+06 1.42E+06 8.68E+05 5.40E+05 3.07E+05 1.84E+05 1.04E+05 5.70E+04 3.24E+04 1.64E+04 4.93E+03 1.94E+03 8.95E+02 4.16E+02 2.07E+02 8.34E+01 4.26E+01 1.04E+01 6.83E+00 1.79E+00 1.77E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.882  7.07E+07 3.05E+07 2.71E+08 2.36E+06 4.56E+06 5.64E+06 4.96E+06 4.20E+06 3.21E+06 2.19E+06 1.35E+06 8.61E+05 4.94E+05 3.03E+05 1.74E+05 9.65E+04 5.62E+04 2.84E+04 7.12E+03 2.54E+03 1.07E+03 4.97E+02 2.47E+02 9.71E+01 5.18E+01 1.24E+01 8.53E+00 2.10E+00 2.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.931  1.09E+08 4.58E+07 4.12E+08 3.40E+06 6.73E+06 8.40E+06 7.34E+06 6.28E+06 4.88E+06 3.37E+06 2.10E+06 1.37E+06 7.95E+05 4.99E+05 2.91E+05 1.63E+05 9.75E+04 4.92E+04 1.03E+04 3.33E+03 1.25E+03 5.77E+02 2.88E+02 1.11E+02 6.10E+01 1.45E+01 1.02E+01 2.41E+00 2.38E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  2.048  3.25E+08 1.27E+08 1.19E+09 8.42E+06 1.78E+07 2.27E+07 1.96E+07 1.72E+07 1.39E+07 9.93E+06 6.30E+06 4.40E+06 2.61E+06 1.73E+06 1.05E+06 6.10E+05 3.86E+05 1.94E+05 2.59E+04 6.55E+03 1.83E+03 7.78E+02 3.90E+02 1.45E+02 8.39E+01 1.95E+01 1.45E+01 3.18E+00 3.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.159  9.26E+08 3.54E+08 3.45E+09 2.09E+07 4.73E+07 6.16E+07 5.21E+07 4.69E+07 3.98E+07 2.92E+07 1.90E+07 1.41E+07 8.58E+06 6.02E+06 3.78E+06 2.28E+06 1.53E+06 7.61E+05 6.51E+04 1.29E+04 2.69E+03 9.79E+02 4.92E+02 1.80E+02 1.07E+02 2.46E+01 1.88E+01 3.96E+00 3.90E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.365  8.83E+09 2.81E+09 3.00E+10 1.28E+08 3.32E+08 4.52E+08 3.70E+08 3.50E+08 3.24E+08 2.53E+08 1.71E+08 1.45E+08 9.27E+07 7.27E+07 4.92E+07 3.17E+07 2.40E+07 1.18E+07 4.11E+05 4.97E+04 5.79E+03 1.38E+03 6.96E+02 2.48E+02 1.53E+02 3.48E+01 2.73E+01 5.50E+00 5.42E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.731  1.01E+12 1.98E+11 2.65E+12 4.82E+09 1.64E+10 2.43E+10 1.86E+10 1.95E+10 2.15E+10 1.90E+10 1.40E+10 1.54E+10 1.08E+10 1.06E+10 8.30E+09 6.15E+09 5.92E+09 2.83E+09 1.64E+07 7.42E+05 2.68E+04 2.18E+03 1.10E+03 3.86E+02 2.45E+02 5.52E+01 4.44E+01 8.59E+00 8.47E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  3.053  4.42E+13 8.45E+12 8.80E+13 1.82E+11 8.07E+11 1.31E+12 9.36E+11 1.09E+12 1.43E+12 1.43E+12 1.15E+12 3.07E+10 2.15E+10 2.11E+10 1.66E+10 1.23E+10 1.18E+10 5.64E+09 6.56E+08 1.11E+07 1.24E+05 3.46E+03 1.51E+03 5.23E+02 3.37E+02 7.56E+01 6.14E+01 1.17E+01 1.15E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.345  2.69E+15 5.21E+14 5.73E+15 6.85E+12 3.98E+13 7.03E+13 4.71E+13 6.04E+13 9.52E+13 1.07E+14 9.39E+13 6.11E+10 4.29E+10 4.20E+10 3.30E+10 2.45E+10 2.36E+10 1.13E+10 2.62E+10 1.65E+08 5.75E+05 5.47E+03 2.07E+03 6.61E+02 4.29E+02 9.59E+01 7.85E+01 1.48E+01 1.46E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  3.613  1.74E+17 3.38E+16 3.95E+17 2.58E+14 1.96E+15 3.78E+15 2.37E+15 3.37E+15 6.33E+15 8.05E+15 7.69E+15 1.22E+11 8.54E+10 8.37E+10 6.58E+10 4.88E+10 4.71E+10 2.25E+10 1.05E+12 2.46E+09 2.66E+06 8.65E+03 2.84E+03 7.98E+02 5.21E+02 1.16E+02 9.56E+01 1.79E+01 1.76E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.862  1.17E+19 2.27E+18 2.80E+19 9.72E+15 9.66E+16 2.04E+17 1.19E+17 1.88E+17 4.21E+17 6.04E+17 6.29E+17 2.42E+11 1.70E+11 1.67E+11 1.31E+11 9.74E+10 9.40E+10 4.48E+10 4.18E+13 3.68E+10 1.23E+07 1.37E+04 3.88E+03 9.36E+02 6.13E+02 1.37E+02 1.13E+02 2.09E+01 2.07E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  4.096  8.10E+20 1.57E+20 2.03E+21 3.66E+17 4.76E+18 1.09E+19 6.01E+18 1.04E+19 2.80E+19 4.54E+19 5.15E+19 4.82E+11 3.39E+11 3.33E+11 2.62E+11 1.94E+11 1.88E+11 8.95E+10 1.67E+15 5.49E+11 5.71E+07 2.16E+04 5.32E+03 1.07E+03 7.04E+02 1.57E+02 1.30E+02 2.40E+01 2.37E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  4.318  5.76E+22 1.12E+22 1.50E+23 1.38E+19 2.35E+20 5.89E+20 3.02E+20 5.82E+20 1.86E+21 3.41E+21 4.21E+21 9.60E+11 6.74E+11 6.63E+11 5.22E+11 3.88E+11 3.74E+11 1.79E+11 6.66E+16 8.19E+12 2.64E+08 3.42E+04 7.28E+03 1.21E+03 7.96E+02 1.77E+02 1.47E+02 2.71E+01 2.68E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  4.529  4.19E+24 8.15E+23 1.13E+25 5.20E+20 1.16E+22 3.17E+22 1.52E+22 3.24E+22 1.24E+23 2.56E+23 3.45E+23 1.91E+12 1.34E+12 1.32E+12 1.04E+12 7.73E+11 7.47E+11 3.56E+11 2.66E+18 1.22E+14 1.22E+09 5.42E+04 9.97E+03 1.37E+03 8.88E+02 1.98E+02 1.64E+02 3.02E+01 2.98E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.730  3.11E+26 6.05E+25 8.55E+26 1.96E+22 5.71E+23 1.70E+24 7.66E+23 1.80E+24 8.21E+24 1.92E+25 2.82E+25 3.80E+12 2.67E+12 2.63E+12 2.08E+12 1.54E+12 1.49E+12 7.11E+11 1.06E+20 1.82E+15 5.67E+09 8.57E+04 1.37E+04 1.54E+03 9.80E+02 2.18E+02 1.81E+02 3.33E+01 3.29E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.923  2.34E+28 4.56E+27 6.56E+28 7.39E+23 2.81E+25 9.17E+25 3.85E+25 1.01E+26 5.46E+26 1.44E+27 2.31E+27 7.57E+12 5.32E+12 5.25E+12 4.14E+12 3.08E+12 2.98E+12 1.42E+12 4.24E+21 2.72E+16 2.63E+10 1.36E+05 1.87E+04 1.74E+03 1.07E+03 2.39E+02 1.98E+02 3.64E+01 3.59E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  5.109  1.78E+30 3.47E+29 5.08E+30 2.78E+25 1.39E+27 4.93E+27 1.94E+27 5.60E+27 3.63E+28 1.08E+29 1.89E+29 1.51E+13 1.06E+13 1.05E+13 8.25E+12 6.14E+12 5.94E+12 2.83E+12 1.69E+23 4.06E+17 1.22E+11 2.15E+05 2.56E+04 1.96E+03 1.16E+03 2.59E+02 2.15E+02 3.95E+01 3.89E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
