                    *********************************************************************************
                    *  Z= 73 A=181: Positive-Parity Spin-dependent Level Density [MeV-1] for TA181  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   4.25  0.505  9.10E+03 1.70E+04 2.04E+05 6.87E+02 1.35E+03 1.85E+03 2.06E+03 2.23E+03 2.07E+03 1.84E+03 1.43E+03 1.14E+03 8.28E+02 5.52E+02 3.63E+02 2.43E+02 1.53E+02 7.51E+01 4.54E+01 2.17E+01 1.22E+01 5.44E+00 2.48E+00 2.26E-01 3.80E-02 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.520  1.43E+04 2.47E+04 2.97E+05 1.01E+03 1.99E+03 2.74E+03 2.98E+03 3.22E+03 2.90E+03 2.68E+03 2.07E+03 1.62E+03 1.23E+03 8.44E+02 5.40E+02 3.71E+02 2.25E+02 1.13E+02 7.12E+01 3.65E+01 1.87E+01 6.61E+00 4.34E+00 8.49E-01 7.17E-01 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.534  2.27E+04 4.21E+04 5.14E+05 1.66E+03 3.28E+03 4.55E+03 5.03E+03 5.55E+03 5.00E+03 4.49E+03 3.57E+03 2.82E+03 2.12E+03 1.50E+03 9.84E+02 6.51E+02 4.01E+02 2.35E+02 1.39E+02 7.48E+01 3.85E+01 1.57E+01 9.90E+00 2.77E+00 2.18E+00 7.14E-01 4.52E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.548  3.54E+04 6.01E+04 7.40E+05 2.33E+03 4.61E+03 6.41E+03 7.09E+03 7.77E+03 7.12E+03 6.48E+03 5.06E+03 4.10E+03 3.06E+03 2.17E+03 1.47E+03 9.73E+02 6.06E+02 3.56E+02 2.21E+02 1.20E+02 6.75E+01 2.86E+01 1.49E+01 5.40E+00 3.35E+00 1.17E+00 6.79E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.575  8.66E+04 1.44E+05 1.81E+06 5.51E+03 1.09E+04 1.52E+04 1.68E+04 1.83E+04 1.67E+04 1.54E+04 1.23E+04 1.00E+04 7.55E+03 5.45E+03 3.74E+03 2.63E+03 1.61E+03 9.60E+02 6.27E+02 3.50E+02 2.13E+02 1.11E+02 6.06E+01 2.81E+01 1.42E+01 7.67E+00 4.51E+00 1.02E+00 1.20E+00 7.14E-01 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.601  2.07E+05 3.39E+05 4.33E+06 1.25E+04 2.46E+04 3.44E+04 3.82E+04 4.21E+04 3.91E+04 3.63E+04 2.91E+04 2.38E+04 1.86E+04 1.34E+04 9.38E+03 6.62E+03 4.24E+03 2.60E+03 1.70E+03 1.00E+03 5.89E+02 3.36E+02 2.03E+02 9.46E+01 5.69E+01 3.17E+01 2.04E+01 1.09E+01 6.65E+00 3.08E+00 1.75E+00 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.625  4.90E+05 7.92E+05 1.03E+07 2.84E+04 5.62E+04 7.87E+04 8.78E+04 9.70E+04 9.01E+04 8.39E+04 6.81E+04 5.65E+04 4.40E+04 3.27E+04 2.33E+04 1.66E+04 1.07E+04 6.76E+03 4.58E+03 2.77E+03 1.70E+03 9.85E+02 6.30E+02 3.24E+02 2.02E+02 1.06E+02 6.78E+01 3.67E+01 2.20E+01 1.19E+01 7.16E+00 1.20E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.649  1.14E+06 1.82E+06 2.40E+07 6.38E+04 1.26E+05 1.77E+05 1.97E+05 2.18E+05 2.04E+05 1.92E+05 1.58E+05 1.31E+05 1.04E+05 7.73E+04 5.58E+04 4.10E+04 2.68E+04 1.72E+04 1.18E+04 7.41E+03 4.75E+03 2.86E+03 1.83E+03 9.95E+02 6.17E+02 3.72E+02 2.28E+02 1.37E+02 8.69E+01 4.83E+01 2.25E+01 4.25E+00 9.76E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.671  2.63E+06 4.12E+06 5.53E+07 1.41E+05 2.80E+05 3.90E+05 4.37E+05 4.87E+05 4.61E+05 4.34E+05 3.56E+05 3.00E+05 2.39E+05 1.80E+05 1.32E+05 9.73E+04 6.59E+04 4.31E+04 3.00E+04 1.91E+04 1.25E+04 7.80E+03 5.16E+03 2.88E+03 1.85E+03 1.15E+03 7.19E+02 4.48E+02 3.01E+02 1.49E+02 6.54E+01 1.86E+01 3.90E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.693  5.99E+06 9.30E+06 1.26E+08 3.12E+05 6.18E+05 8.62E+05 9.69E+05 1.09E+06 1.03E+06 9.67E+05 8.04E+05 6.81E+05 5.45E+05 4.17E+05 3.08E+05 2.31E+05 1.58E+05 1.05E+05 7.43E+04 4.85E+04 3.23E+04 2.06E+04 1.40E+04 8.14E+03 5.33E+03 3.42E+03 2.16E+03 1.38E+03 9.49E+02 5.01E+02 2.40E+02 8.80E+01 1.66E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.715  1.35E+07 2.07E+07 2.86E+08 6.79E+05 1.35E+06 1.88E+06 2.12E+06 2.38E+06 2.27E+06 2.14E+06 1.79E+06 1.52E+06 1.23E+06 9.47E+05 7.09E+05 5.38E+05 3.72E+05 2.50E+05 1.80E+05 1.20E+05 8.15E+04 5.31E+04 3.67E+04 2.18E+04 1.46E+04 9.56E+03 6.21E+03 4.06E+03 2.77E+03 1.48E+03 7.24E+02 2.84E+02 6.39E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.736  3.01E+07 4.58E+07 6.40E+08 1.47E+06 2.91E+06 4.07E+06 4.61E+06 5.20E+06 4.96E+06 4.70E+06 3.96E+06 3.38E+06 2.76E+06 2.14E+06 1.61E+06 1.23E+06 8.67E+05 5.92E+05 4.31E+05 2.91E+05 2.01E+05 1.33E+05 9.38E+04 5.68E+04 3.85E+04 2.59E+04 1.70E+04 1.14E+04 7.88E+03 4.28E+03 2.12E+03 8.98E+02 2.30E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.756  6.66E+07 1.00E+08 1.42E+09 3.16E+06 6.27E+06 8.77E+06 9.93E+06 1.12E+07 1.07E+07 1.02E+07 8.66E+06 7.43E+06 6.10E+06 4.77E+06 3.63E+06 2.80E+06 1.99E+06 1.37E+06 1.01E+06 6.94E+05 4.85E+05 3.28E+05 2.34E+05 1.44E+05 9.94E+04 6.80E+04 4.55E+04 3.11E+04 2.18E+04 1.23E+04 6.11E+03 2.78E+03 7.31E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.775  1.46E+08 2.18E+08 3.12E+09 6.73E+06 1.33E+07 1.87E+07 2.12E+07 2.41E+07 2.31E+07 2.21E+07 1.88E+07 1.62E+07 1.34E+07 1.05E+07 8.07E+06 6.29E+06 4.50E+06 3.15E+06 2.35E+06 1.63E+06 1.15E+06 7.90E+05 5.71E+05 3.57E+05 2.50E+05 1.74E+05 1.18E+05 8.17E+04 5.79E+04 3.32E+04 1.68E+04 8.06E+03 2.25E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.813  7.57E+08 1.00E+09 1.47E+10 3.00E+07 5.95E+07 8.35E+07 9.52E+07 1.08E+08 1.04E+08 1.00E+08 8.61E+07 7.50E+07 6.26E+07 4.99E+07 3.88E+07 3.07E+07 2.24E+07 1.59E+07 1.21E+07 8.59E+06 6.22E+06 4.36E+06 3.23E+06 2.08E+06 1.49E+06 1.07E+06 7.45E+05 5.28E+05 3.84E+05 2.28E+05 1.19E+05 6.12E+04 1.87E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.849  3.51E+09 4.50E+09 6.74E+10 1.30E+08 2.58E+08 3.63E+08 4.15E+08 4.73E+08 4.59E+08 4.44E+08 3.84E+08 3.37E+08 2.84E+08 2.29E+08 1.80E+08 1.44E+08 1.07E+08 7.74E+07 5.98E+07 4.32E+07 3.18E+07 2.28E+07 1.72E+07 1.13E+07 8.31E+06 6.06E+06 4.33E+06 3.14E+06 2.33E+06 1.43E+06 7.63E+05 4.14E+05 1.34E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.884  1.56E+10 1.97E+10 3.00E+11 5.51E+08 1.09E+09 1.54E+09 1.77E+09 2.02E+09 1.97E+09 1.92E+09 1.67E+09 1.48E+09 1.25E+09 1.02E+09 8.09E+08 6.55E+08 4.92E+08 3.62E+08 2.84E+08 2.08E+08 1.56E+08 1.14E+08 8.70E+07 5.86E+07 4.37E+07 3.25E+07 2.37E+07 1.75E+07 1.32E+07 8.28E+06 4.53E+06 2.56E+06 8.67E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.917  6.74E+10 8.39E+10 1.31E+12 2.29E+09 4.55E+09 6.41E+09 7.38E+09 8.45E+09 8.28E+09 8.08E+09 7.08E+09 6.30E+09 5.38E+09 4.41E+09 3.54E+09 2.89E+09 2.20E+09 1.64E+09 1.30E+09 9.66E+08 7.34E+08 5.43E+08 4.22E+08 2.89E+08 2.19E+08 1.65E+08 1.22E+08 9.19E+07 7.07E+07 4.52E+07 2.52E+07 1.47E+07 5.16E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.950  1.88E+11 1.58E+11 2.49E+12 4.17E+09 8.29E+09 1.19E+10 1.38E+10 1.58E+10 1.53E+10 1.51E+10 1.34E+10 1.19E+10 1.03E+10 8.44E+09 6.75E+09 5.57E+09 4.20E+09 3.16E+09 2.53E+09 1.89E+09 1.45E+09 1.07E+09 8.39E+08 5.78E+08 4.41E+08 3.36E+08 2.49E+08 1.87E+08 1.46E+08 9.45E+07 5.29E+07 3.09E+07 1.12E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.981  4.16E+11 2.98E+11 4.73E+12 7.60E+09 1.51E+10 2.20E+10 2.58E+10 2.95E+10 2.84E+10 2.84E+10 2.53E+10 2.26E+10 1.96E+10 1.62E+10 1.29E+10 1.07E+10 8.03E+09 6.12E+09 4.93E+09 3.70E+09 2.85E+09 2.12E+09 1.67E+09 1.15E+09 8.88E+08 6.82E+08 5.06E+08 3.83E+08 3.03E+08 1.98E+08 1.11E+08 6.52E+07 2.42E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.011  8.45E+11 5.61E+11 9.02E+12 1.39E+10 2.76E+10 4.06E+10 4.81E+10 5.51E+10 5.27E+10 5.31E+10 4.78E+10 4.27E+10 3.74E+10 3.09E+10 2.46E+10 2.06E+10 1.53E+10 1.18E+10 9.61E+09 7.25E+09 5.61E+09 4.18E+09 3.31E+09 2.31E+09 1.79E+09 1.38E+09 1.03E+09 7.81E+08 6.27E+08 4.13E+08 2.33E+08 1.37E+08 5.24E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.040  1.65E+12 1.06E+12 1.72E+13 2.52E+10 5.02E+10 7.52E+10 8.98E+10 1.03E+11 9.76E+10 9.96E+10 9.04E+10 8.09E+10 7.13E+10 5.92E+10 4.68E+10 3.95E+10 2.93E+10 2.29E+10 1.87E+10 1.42E+10 1.11E+10 8.26E+09 6.58E+09 4.60E+09 3.60E+09 2.81E+09 2.09E+09 1.59E+09 1.30E+09 8.64E+08 4.88E+08 2.90E+08 1.13E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.069  3.18E+12 1.99E+12 3.28E+13 4.60E+10 9.16E+10 1.39E+11 1.68E+11 1.93E+11 1.81E+11 1.87E+11 1.71E+11 1.53E+11 1.36E+11 1.13E+11 8.93E+10 7.60E+10 5.61E+10 4.42E+10 3.65E+10 2.78E+10 2.18E+10 1.63E+10 1.31E+10 9.20E+09 7.24E+09 5.71E+09 4.25E+09 3.25E+09 2.69E+09 1.81E+09 1.02E+09 6.10E+08 2.46E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.096  6.06E+12 3.76E+12 6.25E+13 8.39E+10 1.67E+11 2.57E+11 3.13E+11 3.60E+11 3.35E+11 3.49E+11 3.23E+11 2.90E+11 2.59E+11 2.17E+11 1.70E+11 1.46E+11 1.07E+11 8.54E+10 7.12E+10 5.44E+10 4.29E+10 3.22E+10 2.60E+10 1.84E+10 1.46E+10 1.16E+10 8.63E+09 6.63E+09 5.56E+09 3.78E+09 2.14E+09 1.29E+09 5.32E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.163  3.38E+13 1.84E+13 3.15E+14 3.76E+11 7.49E+11 1.20E+12 1.49E+12 1.72E+12 1.57E+12 1.68E+12 1.59E+12 1.43E+12 1.30E+12 1.10E+12 8.55E+11 7.49E+11 5.41E+11 4.44E+11 3.77E+11 2.92E+11 2.33E+11 1.76E+11 1.45E+11 1.04E+11 8.38E+10 6.81E+10 5.08E+10 3.94E+10 3.43E+10 2.39E+10 1.36E+10 8.30E+09 3.67E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.226  1.70E+14 9.06E+13 1.59E+15 1.69E+12 3.36E+12 5.58E+12 7.12E+12 8.19E+12 7.31E+12 8.06E+12 7.80E+12 7.04E+12 6.56E+12 5.57E+12 4.29E+12 3.84E+12 2.73E+12 2.30E+12 2.00E+12 1.56E+12 1.27E+12 9.67E+11 8.04E+11 5.84E+11 4.82E+11 4.00E+11 2.99E+11 2.34E+11 2.11E+11 1.51E+11 8.68E+10 5.36E+10 2.53E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.343  5.91E+15 2.21E+15 4.13E+16 3.40E+13 6.77E+13 1.21E+14 1.62E+14 1.87E+14 1.60E+14 1.86E+14 1.88E+14 1.71E+14 1.66E+14 1.43E+14 1.08E+14 1.01E+14 6.97E+13 6.22E+13 5.63E+13 4.50E+13 3.77E+13 2.91E+13 2.49E+13 1.86E+13 1.59E+13 1.38E+13 1.04E+13 8.29E+12 8.03E+12 6.06E+12 3.51E+12 2.23E+12 1.21E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.551  6.85E+18 1.37E+18 2.94E+19 1.38E+16 2.75E+16 5.69E+16 8.36E+16 9.67E+16 7.61E+16 9.91E+16 1.10E+17 1.01E+17 1.06E+17 9.43E+16 6.89E+16 6.95E+16 4.53E+16 4.53E+16 4.45E+16 3.72E+16 3.31E+16 2.62E+16 2.39E+16 1.88E+16 1.74E+16 1.65E+16 1.25E+16 1.04E+16 1.16E+16 9.70E+15 5.76E+15 3.86E+15 2.74E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.734  2.74E+19 2.73E+18 5.87E+19 2.75E+16 5.49E+16 1.14E+17 1.67E+17 1.93E+17 1.52E+17 1.98E+17 2.19E+17 2.02E+17 2.11E+17 1.88E+17 1.38E+17 1.39E+17 9.06E+16 9.05E+16 8.89E+16 7.43E+16 6.61E+16 5.24E+16 4.78E+16 3.75E+16 3.48E+16 3.30E+16 2.50E+16 2.07E+16 2.32E+16 1.94E+16 1.15E+16 7.72E+15 5.48E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.899  6.83E+19 5.46E+18 1.17E+20 5.49E+16 1.10E+17 2.27E+17 3.34E+17 3.86E+17 3.04E+17 3.96E+17 4.38E+17 4.03E+17 4.23E+17 3.77E+17 2.75E+17 2.78E+17 1.81E+17 1.81E+17 1.78E+17 1.49E+17 1.32E+17 1.05E+17 9.55E+16 7.49E+16 6.95E+16 6.59E+16 4.99E+16 4.14E+16 4.64E+16 3.88E+16 2.30E+16 1.54E+16 1.10E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.051  1.50E+20 1.09E+19 2.34E+20 1.10E+17 2.19E+17 4.54E+17 6.67E+17 7.71E+17 6.07E+17 7.90E+17 8.75E+17 8.06E+17 8.45E+17 7.53E+17 5.50E+17 5.55E+17 3.62E+17 3.62E+17 3.55E+17 2.97E+17 2.64E+17 2.10E+17 1.91E+17 1.50E+17 1.39E+17 1.32E+17 9.98E+16 8.28E+16 9.27E+16 7.75E+16 4.60E+16 3.09E+16 2.19E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.193  3.14E+20 2.18E+19 4.69E+20 2.19E+17 4.38E+17 9.07E+17 1.33E+18 1.54E+18 1.21E+18 1.58E+18 1.75E+18 1.61E+18 1.69E+18 1.50E+18 1.10E+18 1.11E+18 7.23E+17 7.23E+17 7.10E+17 5.94E+17 5.28E+17 4.19E+17 3.81E+17 3.00E+17 2.78E+17 2.63E+17 2.00E+17 1.66E+17 1.85E+17 1.55E+17 9.21E+16 6.17E+16 4.38E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.326  6.41E+20 4.36E+19 9.36E+20 4.38E+17 8.74E+17 1.81E+18 2.66E+18 3.08E+18 2.42E+18 3.16E+18 3.49E+18 3.22E+18 3.37E+18 3.01E+18 2.20E+18 2.22E+18 1.44E+18 1.44E+18 1.42E+18 1.19E+18 1.06E+18 8.37E+17 7.62E+17 5.99E+17 5.55E+17 5.26E+17 3.99E+17 3.31E+17 3.70E+17 3.10E+17 1.84E+17 1.23E+17 8.76E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.452  1.29E+21 8.71E+19 1.87E+21 8.74E+17 1.75E+18 3.62E+18 5.32E+18 6.15E+18 4.84E+18 6.30E+18 6.98E+18 6.43E+18 6.74E+18 6.01E+18 4.39E+18 4.43E+18 2.89E+18 2.89E+18 2.84E+18 2.37E+18 2.11E+18 1.67E+18 1.52E+18 1.20E+18 1.11E+18 1.05E+18 7.98E+17 6.62E+17 7.41E+17 6.20E+17 3.68E+17 2.47E+17 1.75E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.571  2.60E+21 1.74E+20 3.74E+21 1.75E+18 3.49E+18 7.23E+18 1.06E+19 1.23E+19 9.67E+18 1.26E+19 1.40E+19 1.29E+19 1.35E+19 1.20E+19 8.77E+18 8.85E+18 5.77E+18 5.77E+18 5.67E+18 4.74E+18 4.22E+18 3.35E+18 3.05E+18 2.39E+18 2.22E+18 2.10E+18 1.59E+18 1.32E+18 1.48E+18 1.24E+18 7.36E+17 4.93E+17 3.50E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
