                    *********************************************************************************
                    *  Z= 37 A= 86: Positive-Parity Spin-dependent Level Density [MeV-1] for RB 86  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   1.00  0.358  1.00E+00 1.48E+00 7.41E+00 7.14E-01 0.00E+00 5.33E-02 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.400  1.00E+00 2.97E+00 1.94E+01 7.14E-01 0.00E+00 7.68E-01 0.00E+00 7.72E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.438  2.00E+00 5.23E+00 3.64E+01 7.24E-01 7.85E-01 7.68E-01 7.14E-01 7.72E-01 7.54E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.473  4.00E+00 8.96E+00 6.14E+01 1.44E+00 1.50E+00 1.48E+00 8.15E-01 1.49E+00 7.54E-01 7.69E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.506  7.00E+00 1.67E+01 8.83E+01 5.72E+00 2.21E+00 2.64E+00 1.53E+00 1.68E+00 1.47E+00 7.69E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.536  1.20E+01 1.98E+01 1.13E+02 5.75E+00 2.93E+00 2.64E+00 2.34E+00 2.40E+00 1.55E+00 1.48E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.565  1.70E+01 1.83E+01 9.49E+01 6.47E+00 2.93E+00 1.87E+00 2.34E+00 1.63E+00 8.40E-01 1.48E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.593  2.20E+01 2.20E+01 1.32E+02 7.17E+00 2.93E+00 2.70E+00 2.34E+00 2.41E+00 1.52E+00 7.69E-01 7.61E-01 7.28E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.619  2.80E+01 2.58E+01 1.75E+02 7.17E+00 3.57E+00 2.78E+00 2.24E+00 2.49E+00 2.34E+00 2.20E+00 8.47E-01 1.44E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.645  3.40E+01 2.57E+01 2.08E+02 4.35E+00 3.03E+00 3.77E+00 1.61E+00 3.91E+00 3.06E+00 2.21E+00 8.47E-01 1.44E+00 7.47E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.669  4.20E+01 3.82E+01 3.06E+02 7.93E+00 3.03E+00 4.90E+00 3.54E+00 3.78E+00 5.54E+00 5.07E+00 8.47E-01 2.16E+00 7.47E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.693  5.40E+01 5.55E+01 4.44E+02 1.02E+01 4.71E+00 7.41E+00 5.68E+00 6.04E+00 7.60E+00 7.92E+00 1.56E+00 2.87E+00 7.47E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.715  7.10E+01 8.17E+01 6.52E+02 1.74E+01 5.91E+00 8.37E+00 9.25E+00 1.03E+01 8.58E+00 1.22E+01 3.66E+00 3.18E+00 2.18E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.737  9.80E+01 1.37E+02 1.16E+03 2.56E+01 1.06E+01 1.25E+01 1.74E+01 1.70E+01 1.29E+01 1.72E+01 7.33E+00 9.70E+00 5.75E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.759  1.37E+02 1.75E+02 1.51E+03 3.13E+01 1.21E+01 1.60E+01 2.34E+01 2.06E+01 1.85E+01 2.21E+01 9.37E+00 1.26E+01 6.46E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.779  1.89E+02 2.43E+02 2.24E+03 3.00E+01 1.80E+01 2.56E+01 3.18E+01 3.58E+01 2.46E+01 2.78E+01 1.67E+01 1.83E+01 1.07E+01 2.41E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.800  2.60E+02 3.23E+02 2.98E+03 4.14E+01 2.94E+01 2.91E+01 4.30E+01 4.10E+01 3.35E+01 3.64E+01 2.53E+01 2.11E+01 1.46E+01 5.19E+00 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.839  4.61E+02 4.79E+02 4.70E+03 5.77E+01 4.15E+01 4.38E+01 5.30E+01 5.18E+01 5.47E+01 5.37E+01 3.89E+01 3.73E+01 2.73E+01 1.23E+01 4.75E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.876  7.63E+02 7.32E+02 7.46E+03 7.10E+01 6.27E+01 7.64E+01 7.96E+01 7.26E+01 9.04E+01 7.81E+01 6.38E+01 5.39E+01 3.80E+01 2.70E+01 1.37E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.912  1.21E+03 1.07E+03 1.16E+04 8.23E+01 8.46E+01 1.10E+02 1.15E+02 1.12E+02 1.01E+02 1.22E+02 9.93E+01 8.68E+01 6.29E+01 4.64E+01 2.51E+01 1.34E+01 5.46E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.946  1.90E+03 1.67E+03 1.96E+04 8.69E+01 1.20E+02 1.51E+02 1.62E+02 1.86E+02 1.81E+02 1.81E+02 1.58E+02 1.48E+02 1.16E+02 8.85E+01 4.90E+01 2.63E+01 1.55E+01 3.57E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.979  3.04E+03 2.87E+03 3.56E+04 1.18E+02 1.88E+02 2.08E+02 2.65E+02 3.19E+02 2.97E+02 3.27E+02 3.03E+02 2.62E+02 2.06E+02 1.64E+02 1.04E+02 6.61E+01 2.83E+01 1.29E+01 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.012  5.03E+03 5.11E+03 6.54E+04 1.75E+02 2.80E+02 3.54E+02 4.41E+02 5.55E+02 5.72E+02 6.01E+02 5.39E+02 4.71E+02 3.85E+02 3.04E+02 1.99E+02 1.29E+02 6.14E+01 3.57E+01 5.71E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.043  8.59E+03 9.13E+03 1.18E+05 2.76E+02 4.55E+02 6.32E+02 8.30E+02 9.96E+02 1.03E+03 1.05E+03 9.81E+02 8.49E+02 6.79E+02 5.27E+02 3.59E+02 2.33E+02 1.31E+02 7.15E+01 2.79E+01 4.29E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.073  1.48E+04 1.58E+04 2.06E+05 3.72E+02 7.37E+02 1.21E+03 1.50E+03 1.72E+03 1.79E+03 1.83E+03 1.66E+03 1.43E+03 1.16E+03 8.82E+02 6.20E+02 4.01E+02 2.53E+02 1.37E+02 6.50E+01 1.93E+01 3.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.102  2.54E+04 2.63E+04 3.44E+05 6.10E+02 1.25E+03 1.98E+03 2.57E+03 2.94E+03 3.02E+03 2.96E+03 2.70E+03 2.31E+03 1.89E+03 1.47E+03 1.04E+03 7.19E+02 4.38E+02 2.44E+02 1.26E+02 5.14E+01 1.71E+01 3.75E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.131  4.26E+04 4.26E+04 5.63E+05 7.91E+02 2.00E+03 3.27E+03 4.11E+03 4.69E+03 4.87E+03 4.76E+03 4.30E+03 3.72E+03 3.08E+03 2.40E+03 1.75E+03 1.22E+03 7.70E+02 4.32E+02 2.28E+02 1.16E+02 4.92E+01 1.23E+01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.186  1.19E+05 1.10E+05 1.50E+06 1.73E+03 4.98E+03 7.78E+03 9.99E+03 1.15E+04 1.20E+04 1.20E+04 1.11E+04 9.91E+03 8.28E+03 6.61E+03 4.94E+03 3.50E+03 2.35E+03 1.43E+03 8.17E+02 4.32E+02 1.99E+02 7.64E+01 3.08E+01 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.239  3.23E+05 2.98E+05 4.20E+06 4.51E+03 1.28E+04 2.02E+04 2.59E+04 3.01E+04 3.20E+04 3.20E+04 3.02E+04 2.71E+04 2.30E+04 1.86E+04 1.43E+04 1.04E+04 7.06E+03 4.58E+03 2.72E+03 1.54E+03 7.77E+02 3.76E+02 1.49E+02 4.93E+01 6.43E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.289  8.78E+05 8.12E+05 1.16E+07 1.17E+04 3.37E+04 5.42E+04 6.96E+04 8.04E+04 8.57E+04 8.55E+04 8.12E+04 7.30E+04 6.24E+04 5.12E+04 3.98E+04 2.95E+04 2.07E+04 1.39E+04 8.65E+03 5.07E+03 2.78E+03 1.40E+03 6.52E+02 2.68E+02 9.14E+01 2.21E+01 1.56E+01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.338  2.33E+06 2.09E+06 3.05E+07 2.94E+04 8.59E+04 1.36E+05 1.75E+05 2.03E+05 2.16E+05 2.17E+05 2.06E+05 1.87E+05 1.61E+05 1.34E+05 1.06E+05 8.00E+04 5.75E+04 3.95E+04 2.56E+04 1.57E+04 9.03E+03 4.86E+03 2.38E+03 1.10E+03 4.46E+02 1.63E+02 5.98E+01 2.53E+01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.385  4.89E+06 3.02E+06 4.44E+07 4.21E+04 1.22E+05 1.92E+05 2.49E+05 2.88E+05 3.07E+05 3.10E+05 2.96E+05 2.69E+05 2.34E+05 1.95E+05 1.55E+05 1.18E+05 8.66E+04 6.00E+04 3.97E+04 2.47E+04 1.45E+04 7.92E+03 4.06E+03 1.97E+03 8.19E+02 3.34E+02 9.89E+01 5.49E+01 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.431  8.57E+06 4.36E+06 6.48E+07 6.03E+04 1.74E+05 2.70E+05 3.52E+05 4.10E+05 4.36E+05 4.43E+05 4.24E+05 3.88E+05 3.40E+05 2.85E+05 2.29E+05 1.75E+05 1.30E+05 9.09E+04 6.16E+04 3.90E+04 2.32E+04 1.29E+04 6.91E+03 3.52E+03 1.19E+03 5.06E+02 1.38E+02 8.46E+01 5.95E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.475  1.39E+07 6.29E+06 9.47E+07 8.63E+04 2.47E+05 3.80E+05 5.00E+05 5.84E+05 6.20E+05 6.33E+05 6.08E+05 5.59E+05 4.92E+05 4.17E+05 3.36E+05 2.59E+05 1.96E+05 1.38E+05 9.55E+04 6.15E+04 3.73E+04 2.10E+04 1.18E+04 6.28E+03 1.57E+03 6.78E+02 1.77E+02 1.14E+02 8.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.517  2.16E+07 9.09E+06 1.38E+08 1.24E+05 3.52E+05 5.36E+05 7.08E+05 8.30E+05 8.82E+05 9.04E+05 8.71E+05 8.07E+05 7.14E+05 6.10E+05 4.95E+05 3.84E+05 2.96E+05 2.09E+05 1.48E+05 9.71E+04 5.98E+04 3.41E+04 2.01E+04 1.12E+04 2.06E+03 8.49E+02 2.16E+02 1.44E+02 1.12E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.559  3.27E+07 1.32E+07 2.03E+08 1.77E+05 5.00E+05 7.54E+05 1.00E+06 1.18E+06 1.25E+06 1.29E+06 1.25E+06 1.16E+06 1.04E+06 8.91E+05 7.28E+05 5.68E+05 4.46E+05 3.17E+05 2.30E+05 1.53E+05 9.60E+04 5.55E+04 3.42E+04 2.00E+04 2.70E+03 1.02E+03 2.55E+02 1.73E+02 1.38E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
