                    *********************************************************************************
                    *  Z= 44 A=100: Positive-Parity Spin-dependent Level Density [MeV-1] for RU100  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   6.50  0.841  3.17E+04 4.52E+04 3.76E+05 3.92E+03 6.75E+03 8.53E+03 8.10E+03 6.66E+03 4.96E+03 3.14E+03 1.74E+03 8.06E+02 3.76E+02 1.55E+02 5.07E+01 1.29E+01 3.92E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.873  6.64E+04 9.37E+04 7.97E+05 7.57E+03 1.36E+04 1.72E+04 1.67E+04 1.39E+04 1.05E+04 6.86E+03 3.94E+03 1.98E+03 9.01E+02 3.62E+02 1.27E+02 4.30E+01 1.11E+01 4.04E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.904  1.38E+05 1.94E+05 1.68E+06 1.56E+04 2.72E+04 3.49E+04 3.40E+04 2.88E+04 2.22E+04 1.47E+04 8.75E+03 4.54E+03 2.22E+03 9.09E+02 3.36E+02 1.11E+02 3.30E+01 1.09E+01 3.32E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.933  2.87E+05 4.00E+05 3.53E+06 3.04E+04 5.46E+04 7.00E+04 6.96E+04 5.94E+04 4.62E+04 3.15E+04 1.91E+04 1.04E+04 5.21E+03 2.26E+03 8.61E+02 3.11E+02 9.83E+01 3.26E+01 9.04E+00 2.14E+00 0.00E+00 5.98E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.962  5.91E+05 8.17E+05 7.33E+06 6.02E+04 1.08E+05 1.40E+05 1.40E+05 1.21E+05 9.64E+04 6.68E+04 4.13E+04 2.30E+04 1.21E+04 5.42E+03 2.22E+03 8.28E+02 2.70E+02 1.00E+02 3.22E+01 8.92E+00 3.11E+00 1.31E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.990  1.21E+06 1.65E+06 1.51E+07 1.17E+05 2.10E+05 2.75E+05 2.78E+05 2.44E+05 1.97E+05 1.40E+05 8.82E+04 5.04E+04 2.71E+04 1.28E+04 5.48E+03 2.14E+03 7.62E+02 2.72E+02 8.44E+01 3.12E+01 7.74E+00 4.42E+00 1.79E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.017  2.44E+06 3.30E+06 3.07E+07 2.28E+05 4.10E+05 5.38E+05 5.47E+05 4.87E+05 3.98E+05 2.88E+05 1.86E+05 1.09E+05 6.02E+04 2.91E+04 1.31E+04 5.45E+03 2.03E+03 7.30E+02 2.65E+02 1.00E+02 3.05E+01 1.08E+01 3.14E+00 1.79E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.044  4.91E+06 6.57E+06 6.21E+07 4.41E+05 7.96E+05 1.05E+06 1.08E+06 9.64E+05 7.96E+05 5.86E+05 3.85E+05 2.31E+05 1.32E+05 6.58E+04 3.06E+04 1.33E+04 5.32E+03 1.99E+03 7.30E+02 2.76E+02 8.89E+01 3.76E+01 1.43E+01 3.34E+00 0.00E+00 5.98E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.095  2.10E+07 2.56E+07 2.49E+08 1.63E+06 2.95E+06 3.93E+06 4.07E+06 3.71E+06 3.13E+06 2.36E+06 1.60E+06 1.01E+06 6.03E+05 3.20E+05 1.59E+05 7.46E+04 3.27E+04 1.34E+04 5.36E+03 2.17E+03 8.17E+02 3.13E+02 1.17E+02 4.09E+01 1.29E+01 6.33E+00 1.31E+00 1.20E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.143  8.24E+07 9.71E+07 9.72E+08 5.88E+06 1.07E+07 1.43E+07 1.50E+07 1.39E+07 1.19E+07 9.22E+06 6.43E+06 4.17E+06 2.61E+06 1.46E+06 7.66E+05 3.85E+05 1.81E+05 8.09E+04 3.52E+04 1.51E+04 6.15E+03 2.51E+03 9.96E+02 3.86E+02 1.36E+02 5.60E+01 1.90E+01 7.89E+00 2.51E+00 1.31E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.190  3.11E+08 3.60E+08 3.69E+09 2.08E+07 3.81E+07 5.13E+07 5.41E+07 5.07E+07 4.42E+07 3.48E+07 2.49E+07 1.66E+07 1.08E+07 6.27E+06 3.47E+06 1.85E+06 9.24E+05 4.40E+05 2.05E+05 9.43E+04 4.08E+04 1.76E+04 7.43E+03 3.04E+03 1.19E+03 4.69E+02 1.82E+02 7.31E+01 2.71E+01 1.13E+01 2.63E+00 1.79E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.235  1.14E+09 1.30E+09 1.37E+10 7.25E+07 1.33E+08 1.80E+08 1.91E+08 1.81E+08 1.60E+08 1.28E+08 9.35E+07 6.41E+07 4.28E+07 2.59E+07 1.49E+07 8.34E+06 4.40E+06 2.21E+06 1.10E+06 5.35E+05 2.45E+05 1.13E+05 5.02E+04 2.17E+04 8.98E+03 3.74E+03 1.53E+03 6.07E+02 2.39E+02 9.19E+01 3.43E+01 1.83E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.278  2.93E+09 2.28E+09 2.42E+10 1.22E+08 2.28E+08 3.09E+08 3.32E+08 3.15E+08 2.80E+08 2.24E+08 1.66E+08 1.15E+08 7.74E+07 4.74E+07 2.77E+07 1.58E+07 8.51E+06 4.38E+06 2.22E+06 1.11E+06 5.17E+05 2.42E+05 1.11E+05 4.89E+04 2.09E+04 8.87E+03 3.65E+03 1.48E+03 5.94E+02 2.37E+02 8.65E+01 5.23E+01 1.81E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.320  6.06E+09 3.97E+09 4.27E+10 2.05E+08 3.90E+08 5.31E+08 5.74E+08 5.47E+08 4.89E+08 3.92E+08 2.94E+08 2.05E+08 1.40E+08 8.69E+07 5.13E+07 3.00E+07 1.65E+07 8.66E+06 4.48E+06 2.29E+06 1.09E+06 5.21E+05 2.44E+05 1.10E+05 4.87E+04 2.10E+04 8.69E+03 2.34E+03 9.48E+02 3.82E+02 1.39E+02 8.62E+01 3.61E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.361  1.15E+10 6.94E+09 7.55E+10 3.45E+08 6.69E+08 9.13E+08 9.95E+08 9.51E+08 8.56E+08 6.85E+08 5.22E+08 3.68E+08 2.53E+08 1.59E+08 9.51E+07 5.68E+07 3.18E+07 1.71E+07 9.07E+06 4.73E+06 2.30E+06 1.12E+06 5.38E+05 2.49E+05 1.13E+05 4.98E+04 2.07E+04 3.72E+03 1.30E+03 5.26E+02 1.91E+02 1.20E+02 5.42E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.400  2.10E+10 1.21E+10 1.34E+11 5.80E+08 1.15E+09 1.57E+09 1.72E+09 1.65E+09 1.50E+09 1.20E+09 9.26E+08 6.58E+08 4.58E+08 2.92E+08 1.76E+08 1.08E+08 6.16E+07 3.39E+07 1.83E+07 9.78E+06 4.85E+06 2.42E+06 1.19E+06 5.60E+05 2.64E+05 1.18E+05 4.92E+04 5.92E+03 1.66E+03 6.71E+02 2.43E+02 1.54E+02 7.22E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.439  3.77E+10 2.12E+10 2.36E+11 9.76E+08 1.97E+09 2.70E+09 2.99E+09 2.87E+09 2.62E+09 2.10E+09 1.64E+09 1.18E+09 8.28E+08 5.35E+08 3.27E+08 2.04E+08 1.19E+08 6.69E+07 3.71E+07 2.02E+07 1.02E+07 5.20E+06 2.62E+06 1.26E+06 6.15E+05 2.80E+05 1.17E+05 9.40E+03 2.11E+03 8.16E+02 2.96E+02 1.88E+02 9.03E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.476  6.68E+10 3.71E+10 4.19E+11 1.64E+09 3.37E+09 4.64E+09 5.17E+09 4.99E+09 4.58E+09 3.67E+09 2.92E+09 2.11E+09 1.50E+09 9.80E+08 6.06E+08 3.87E+08 2.30E+08 1.32E+08 7.50E+07 4.18E+07 2.15E+07 1.12E+07 5.77E+06 2.84E+06 1.43E+06 6.64E+05 2.79E+05 1.49E+04 2.68E+03 9.61E+02 3.48E+02 2.22E+02 1.08E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.565  3.01E+11 1.51E+11 1.76E+12 6.02E+09 1.30E+10 1.79E+10 2.04E+10 1.99E+10 1.85E+10 1.48E+10 1.22E+10 9.03E+09 6.58E+09 4.46E+09 2.84E+09 1.92E+09 1.20E+09 7.28E+08 4.36E+08 2.57E+08 1.39E+08 7.61E+07 4.17E+07 2.17E+07 1.18E+07 5.74E+06 2.44E+06 4.75E+04 4.90E+03 1.32E+03 4.78E+02 3.07E+02 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.650  1.26E+12 6.14E+11 7.45E+12 2.21E+10 4.98E+10 6.95E+10 8.07E+10 7.90E+10 7.50E+10 6.00E+10 5.13E+10 3.87E+10 2.89E+10 2.03E+10 1.33E+10 9.48E+09 6.23E+09 4.00E+09 2.54E+09 1.58E+09 8.97E+08 5.17E+08 3.01E+08 1.65E+08 9.80E+07 4.97E+07 2.13E+07 1.51E+05 8.94E+03 1.69E+03 6.09E+02 3.92E+02 1.99E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.808  2.89E+13 1.04E+13 1.38E+14 2.97E+11 7.37E+11 1.04E+12 1.26E+12 1.25E+12 1.23E+12 9.81E+11 9.01E+11 7.11E+11 5.59E+11 4.19E+11 2.91E+11 2.32E+11 1.69E+11 1.21E+11 8.58E+10 5.99E+10 3.73E+10 2.39E+10 1.57E+10 9.61E+09 6.71E+09 3.72E+09 1.63E+09 1.53E+06 2.98E+04 2.73E+03 8.70E+02 5.62E+02 2.89E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.087  1.77E+16 3.52E+15 6.22E+16 5.39E+13 1.61E+14 2.34E+14 3.06E+14 3.14E+14 3.29E+14 2.62E+14 2.78E+14 2.40E+14 2.09E+14 1.79E+14 1.40E+14 1.39E+14 1.24E+14 1.10E+14 9.81E+13 8.56E+13 6.47E+13 5.10E+13 4.27E+13 3.25E+13 3.14E+13 2.09E+13 9.49E+12 1.57E+08 3.31E+05 7.19E+03 1.39E+03 9.02E+02 4.69E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.334  7.04E+16 7.02E+15 1.24E+17 1.07E+14 3.22E+14 4.67E+14 6.12E+14 6.28E+14 6.57E+14 5.24E+14 5.56E+14 4.79E+14 4.17E+14 3.58E+14 2.79E+14 2.78E+14 2.47E+14 2.21E+14 1.96E+14 1.71E+14 1.29E+14 1.02E+14 8.53E+13 6.50E+13 6.29E+13 4.17E+13 1.90E+13 3.12E+08 3.67E+06 1.89E+04 1.92E+03 1.24E+03 6.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.556  1.76E+17 1.40E+16 2.48E+17 2.14E+14 6.42E+14 9.32E+14 1.22E+15 1.25E+15 1.31E+15 1.05E+15 1.11E+15 9.56E+14 8.33E+14 7.15E+14 5.58E+14 5.56E+14 4.94E+14 4.41E+14 3.92E+14 3.42E+14 2.59E+14 2.04E+14 1.71E+14 1.30E+14 1.26E+14 8.34E+13 3.80E+13 6.20E+08 4.08E+07 4.98E+04 2.63E+03 1.58E+03 8.30E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.761  3.86E+17 2.80E+16 4.96E+17 4.27E+14 1.28E+15 1.86E+15 2.44E+15 2.50E+15 2.62E+15 2.09E+15 2.22E+15 1.91E+15 1.66E+15 1.43E+15 1.12E+15 1.11E+15 9.87E+14 8.82E+14 7.84E+14 6.84E+14 5.17E+14 4.08E+14 3.41E+14 2.60E+14 2.51E+14 1.67E+14 7.59E+13 1.23E+09 4.53E+08 1.31E+05 3.62E+03 2.01E+03 1.01E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.952  8.06E+17 5.59E+16 9.91E+17 8.52E+14 2.56E+15 3.71E+15 4.86E+15 4.99E+15 5.22E+15 4.17E+15 4.43E+15 3.81E+15 3.32E+15 2.85E+15 2.23E+15 2.22E+15 1.97E+15 1.76E+15 1.57E+15 1.37E+15 1.03E+15 8.16E+14 6.82E+14 5.20E+14 5.03E+14 3.34E+14 1.52E+14 2.46E+09 5.03E+09 3.45E+05 4.98E+03 2.56E+03 1.19E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.131  1.64E+18 1.12E+17 1.98E+18 1.70E+15 5.10E+15 7.41E+15 9.70E+15 9.96E+15 1.04E+16 8.32E+15 8.84E+15 7.62E+15 6.64E+15 5.70E+15 4.45E+15 4.44E+15 3.94E+15 3.53E+15 3.13E+15 2.74E+15 2.07E+15 1.63E+15 1.36E+15 1.04E+15 1.01E+15 6.67E+14 3.04E+14 4.89E+09 5.59E+10 9.08E+05 6.85E+03 3.27E+03 1.37E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  3.300  3.32E+18 2.23E+17 3.95E+18 3.39E+15 1.02E+16 1.48E+16 1.94E+16 1.99E+16 2.08E+16 1.66E+16 1.76E+16 1.52E+16 1.33E+16 1.14E+16 8.89E+15 8.87E+15 7.88E+15 7.05E+15 6.26E+15 5.47E+15 4.13E+15 3.26E+15 2.73E+15 2.08E+15 2.01E+15 1.33E+15 6.07E+14 9.73E+09 6.20E+11 2.39E+06 9.42E+03 4.16E+03 1.55E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  3.461  6.66E+18 4.46E+17 7.90E+18 6.76E+15 2.03E+16 2.95E+16 3.87E+16 3.97E+16 4.16E+16 3.31E+16 3.52E+16 3.04E+16 2.65E+16 2.28E+16 1.78E+16 1.77E+16 1.57E+16 1.41E+16 1.25E+16 1.09E+16 8.26E+15 6.52E+15 5.45E+15 4.15E+15 4.02E+15 2.67E+15 1.21E+15 1.94E+10 6.89E+12 6.29E+06 1.30E+04 5.30E+03 1.73E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  3.615  1.33E+19 8.90E+17 1.58E+19 1.35E+16 4.05E+16 5.89E+16 7.72E+16 7.92E+16 8.30E+16 6.62E+16 7.04E+16 6.06E+16 5.29E+16 4.55E+16 3.55E+16 3.54E+16 3.15E+16 2.82E+16 2.50E+16 2.19E+16 1.65E+16 1.30E+16 1.09E+16 8.31E+15 8.04E+15 5.34E+15 2.43E+15 3.85E+10 7.65E+13 1.66E+07 1.78E+04 6.75E+03 1.91E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.763  2.67E+19 1.78E+18 3.16E+19 2.69E+16 8.09E+16 1.17E+17 1.54E+17 1.58E+17 1.66E+17 1.32E+17 1.40E+17 1.21E+17 1.06E+17 9.08E+16 7.09E+16 7.08E+16 6.29E+16 5.63E+16 5.00E+16 4.37E+16 3.30E+16 2.61E+16 2.18E+16 1.66E+16 1.61E+16 1.07E+16 4.86E+15 7.67E+10 8.50E+14 4.36E+07 2.45E+04 8.60E+03 2.09E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.905  5.34E+19 3.56E+18 6.35E+19 5.37E+16 1.61E+17 2.34E+17 3.07E+17 3.16E+17 3.31E+17 2.64E+17 2.81E+17 2.42E+17 2.11E+17 1.81E+17 1.42E+17 1.41E+17 1.26E+17 1.13E+17 1.00E+17 8.74E+16 6.60E+16 5.21E+16 4.36E+16 3.32E+16 3.22E+16 2.13E+16 9.71E+15 1.53E+11 9.44E+15 1.15E+08 3.37E+04 1.09E+04 2.27E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  4.042  1.07E+20 7.19E+18 1.31E+20 1.07E+17 3.22E+17 4.68E+17 6.13E+17 6.30E+17 6.60E+17 5.26E+17 5.60E+17 4.83E+17 4.22E+17 3.62E+17 2.83E+17 2.83E+17 2.51E+17 2.25E+17 2.00E+17 1.75E+17 1.32E+17 1.04E+17 8.72E+16 6.64E+16 6.43E+16 4.27E+16 1.94E+16 3.04E+11 1.05E+17 3.02E+08 4.63E+04 1.39E+04 2.45E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  4.174  2.20E+20 1.53E+19 3.12E+20 2.13E+17 6.42E+17 9.34E+17 1.22E+18 1.26E+18 1.32E+18 1.05E+18 1.12E+18 9.65E+17 8.42E+17 7.24E+17 5.66E+17 5.65E+17 5.02E+17 4.50E+17 4.00E+17 3.49E+17 2.64E+17 2.08E+17 1.74E+17 1.33E+17 1.29E+17 8.53E+16 3.88E+16 6.05E+11 1.16E+18 7.94E+08 6.37E+04 1.78E+04 2.64E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  4.303  5.02E+20 4.12E+19 1.17E+21 4.26E+17 1.28E+18 1.86E+18 2.44E+18 2.51E+18 2.63E+18 2.10E+18 2.23E+18 1.93E+18 1.68E+18 1.45E+18 1.13E+18 1.13E+18 1.00E+18 8.99E+17 7.99E+17 6.98E+17 5.28E+17 4.17E+17 3.49E+17 2.66E+17 2.57E+17 1.71E+17 7.77E+16 1.20E+12 1.29E+19 2.09E+09 8.76E+04 2.26E+04 2.82E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  4.428  1.71E+21 2.00E+20 8.46E+21 8.49E+17 2.56E+18 3.72E+18 4.88E+18 5.01E+18 5.25E+18 4.19E+18 4.46E+18 3.85E+18 3.36E+18 2.89E+18 2.26E+18 2.26E+18 2.01E+18 1.80E+18 1.60E+18 1.40E+18 1.06E+18 8.33E+17 6.97E+17 5.31E+17 5.14E+17 3.41E+17 1.55E+17 2.40E+12 1.43E+20 5.50E+09 1.20E+05 2.88E+04 3.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
