                    *********************************************************************************
                    *  Z= 44 A=100: Positive-Parity Spin-dependent Level Density [MeV-1] for RU100  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   2.50  0.519  7.00E+00 1.51E+01 6.63E+01 1.86E+00 5.93E+00 3.34E+00 2.90E+00 1.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.545  1.20E+01 2.31E+01 1.03E+02 4.25E+00 6.99E+00 4.91E+00 4.74E+00 2.26E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.569  1.80E+01 2.85E+01 1.30E+02 4.25E+00 1.04E+01 4.41E+00 6.32E+00 3.09E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.592  2.70E+01 3.98E+01 2.04E+02 4.23E+00 1.28E+01 6.95E+00 9.64E+00 4.36E+00 1.78E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.614  3.80E+01 5.14E+01 2.69E+02 6.57E+00 1.42E+01 9.79E+00 1.14E+01 6.85E+00 2.01E+00 5.97E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.636  5.40E+01 7.34E+01 4.13E+02 6.77E+00 1.94E+01 1.43E+01 1.72E+01 8.76E+00 6.30E+00 5.97E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.657  7.50E+01 9.47E+01 5.41E+02 8.33E+00 2.53E+01 2.00E+01 1.93E+01 1.14E+01 7.98E+00 2.38E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.677  1.03E+02 1.33E+02 8.12E+02 7.24E+00 3.24E+01 3.11E+01 3.04E+01 1.43E+01 1.27E+01 4.04E+00 1.19E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.697  1.41E+02 1.73E+02 1.07E+03 7.83E+00 4.10E+01 4.09E+01 3.98E+01 1.92E+01 1.48E+01 6.70E+00 2.39E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.716  1.97E+02 2.73E+02 1.73E+03 1.32E+01 6.83E+01 6.17E+01 5.56E+01 3.19E+01 2.47E+01 1.17E+01 4.61E+00 1.79E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.734  2.79E+02 3.81E+02 2.46E+03 1.83E+01 9.39E+01 7.90E+01 7.95E+01 4.80E+01 3.31E+01 1.50E+01 1.11E+01 2.17E+00 5.97E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.770  5.75E+02 8.04E+02 5.36E+03 3.35E+01 2.00E+02 1.50E+02 1.69E+02 1.10E+02 7.12E+01 3.24E+01 2.26E+01 1.02E+01 3.46E+00 5.97E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.804  1.19E+03 1.64E+03 1.14E+04 5.11E+01 3.82E+02 3.05E+02 3.38E+02 2.40E+02 1.61E+02 7.57E+01 4.73E+01 2.23E+01 1.23E+01 2.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.837  2.40E+03 3.22E+03 2.33E+04 7.53E+01 6.92E+02 5.90E+02 6.93E+02 4.58E+02 3.36E+02 1.88E+02 9.66E+01 4.25E+01 3.11E+01 1.09E+01 2.39E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.869  4.78E+03 6.32E+03 4.71E+04 1.20E+02 1.28E+03 1.17E+03 1.34E+03 9.05E+02 6.99E+02 3.80E+02 2.30E+02 9.35E+01 6.21E+01 2.80E+01 1.03E+01 2.39E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.899  9.51E+03 1.26E+04 9.58E+04 2.60E+02 2.50E+03 2.18E+03 2.61E+03 1.85E+03 1.38E+03 8.09E+02 5.06E+02 2.36E+02 1.38E+02 5.77E+01 3.33E+01 7.77E+00 2.39E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.929  1.90E+04 2.54E+04 1.97E+05 4.57E+02 5.01E+03 4.29E+03 5.10E+03 3.78E+03 2.87E+03 1.65E+03 1.10E+03 5.73E+02 3.12E+02 1.27E+02 7.08E+01 2.45E+01 1.41E+01 2.51E+00 5.97E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.957  3.81E+04 5.12E+04 4.06E+05 8.80E+02 9.68E+03 8.64E+03 1.01E+04 7.62E+03 5.76E+03 3.59E+03 2.28E+03 1.28E+03 7.20E+02 3.25E+02 1.54E+02 6.99E+01 4.18E+01 1.09E+01 1.76E+00 5.97E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.985  7.62E+04 1.01E+05 8.20E+05 1.25E+03 1.85E+04 1.68E+04 2.00E+04 1.50E+04 1.16E+04 7.39E+03 4.75E+03 2.78E+03 1.59E+03 7.79E+02 3.64E+02 1.75E+02 8.75E+01 3.24E+01 1.18E+01 2.39E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.012  1.51E+05 1.97E+05 1.63E+06 2.16E+03 3.51E+04 3.19E+04 3.89E+04 2.93E+04 2.27E+04 1.47E+04 9.92E+03 5.77E+03 3.14E+03 1.66E+03 9.00E+02 4.12E+02 2.03E+02 9.02E+01 3.03E+01 1.43E+01 1.19E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.038  2.95E+05 3.80E+05 3.18E+06 4.23E+03 6.64E+04 5.97E+04 7.39E+04 5.66E+04 4.44E+04 2.89E+04 1.99E+04 1.21E+04 6.33E+03 3.44E+03 2.03E+03 9.97E+02 4.95E+02 1.98E+02 9.66E+01 3.34E+01 8.36E+00 2.39E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.089  1.18E+06 1.40E+06 1.20E+07 1.48E+04 2.37E+05 2.14E+05 2.65E+05 2.07E+05 1.66E+05 1.12E+05 7.85E+04 4.25E+04 2.54E+04 1.54E+04 9.26E+03 5.12E+03 2.83E+03 1.28E+03 5.98E+02 2.35E+02 1.04E+02 2.88E+01 1.29E+01 3.26E+00 5.97E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.138  4.40E+06 5.03E+06 4.38E+07 4.70E+04 8.39E+05 7.58E+05 9.50E+05 7.47E+05 6.09E+05 4.20E+05 2.52E+05 1.50E+05 9.99E+04 6.53E+04 4.15E+04 2.42E+04 1.38E+04 7.18E+03 3.59E+03 1.56E+03 6.85E+02 2.75E+02 1.01E+02 3.92E+01 1.21E+01 2.39E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.184  1.54E+07 1.71E+07 1.49E+08 1.55E+05 2.89E+06 2.61E+06 3.31E+06 2.64E+06 1.98E+06 1.16E+06 7.69E+05 5.27E+05 3.76E+05 2.58E+05 1.71E+05 1.06E+05 6.32E+04 3.48E+04 1.85E+04 9.10E+03 4.30E+03 1.77E+03 7.67E+02 2.70E+02 1.04E+02 3.77E+01 7.77E+00 1.79E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.229  5.06E+07 5.32E+07 4.66E+08 4.91E+05 9.80E+06 8.85E+06 1.05E+07 6.92E+06 4.94E+06 3.22E+06 2.45E+06 1.84E+06 1.38E+06 9.88E+05 6.76E+05 4.39E+05 2.72E+05 1.59E+05 8.86E+04 4.65E+04 2.34E+04 1.09E+04 4.85E+03 1.98E+03 7.90E+02 2.85E+02 9.80E+01 2.69E+01 1.27E+01 3.61E+00 5.97E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.272  1.17E+08 7.92E+07 7.06E+08 7.95E+05 1.66E+07 1.29E+07 1.42E+07 8.47E+06 6.92E+06 4.91E+06 4.01E+06 3.10E+06 2.37E+06 1.73E+06 1.20E+06 7.92E+05 5.00E+05 2.99E+05 1.71E+05 9.12E+04 4.73E+04 2.28E+04 1.06E+04 4.39E+03 1.85E+03 6.91E+02 2.36E+02 8.27E+01 3.27E+01 1.03E+01 9.29E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.314  2.16E+08 1.20E+08 1.09E+09 1.29E+06 2.83E+07 1.89E+07 1.91E+07 1.04E+07 9.70E+06 7.47E+06 6.56E+06 5.22E+06 4.08E+06 3.02E+06 2.14E+06 1.43E+06 9.19E+05 5.60E+05 3.30E+05 1.79E+05 9.55E+04 4.74E+04 2.33E+04 9.75E+03 2.91E+03 1.10E+03 3.74E+02 1.39E+02 5.28E+01 1.69E+01 1.26E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.354  3.68E+08 1.83E+08 1.70E+09 2.08E+06 4.80E+07 2.76E+07 2.57E+07 1.27E+07 1.36E+07 1.14E+07 1.07E+07 8.80E+06 7.02E+06 5.27E+06 3.82E+06 2.58E+06 1.69E+06 1.05E+06 6.37E+05 3.52E+05 1.93E+05 9.86E+04 5.11E+04 2.17E+04 4.58E+03 1.50E+03 5.12E+02 1.94E+02 7.28E+01 2.36E+01 1.59E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.393  6.02E+08 2.85E+08 2.71E+09 3.37E+06 8.16E+07 4.03E+07 3.46E+07 1.55E+07 1.90E+07 1.73E+07 1.76E+07 1.48E+07 1.21E+07 9.21E+06 6.80E+06 4.67E+06 3.11E+06 1.97E+06 1.23E+06 6.90E+05 3.89E+05 2.05E+05 1.12E+05 4.81E+04 7.20E+03 2.06E+03 6.50E+02 2.50E+02 9.29E+01 3.02E+01 1.92E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.431  9.68E+08 4.47E+08 4.36E+09 5.46E+06 1.39E+08 5.89E+07 4.65E+07 1.89E+07 2.66E+07 2.64E+07 2.88E+07 2.50E+07 2.08E+07 1.61E+07 1.21E+07 8.42E+06 5.71E+06 3.69E+06 2.38E+06 1.36E+06 7.86E+05 4.27E+05 2.45E+05 1.07E+05 1.13E+04 2.82E+03 7.88E+02 3.06E+02 1.13E+02 3.69E+01 2.26E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.469  1.55E+09 7.11E+08 7.13E+09 8.83E+06 2.35E+08 8.61E+07 6.26E+07 2.31E+07 3.73E+07 4.03E+07 4.71E+07 4.22E+07 3.57E+07 2.81E+07 2.16E+07 1.52E+07 1.05E+07 6.93E+06 4.59E+06 2.66E+06 1.59E+06 8.88E+05 5.38E+05 2.37E+05 1.78E+04 3.86E+03 9.26E+02 3.62E+02 1.33E+02 4.35E+01 2.59E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.558  5.41E+09 2.38E+09 2.56E+10 2.94E+07 8.85E+08 2.22E+08 1.31E+08 3.82E+07 8.66E+07 1.15E+08 1.61E+08 1.56E+08 1.39E+08 1.13E+08 9.13E+07 6.66E+07 4.81E+07 3.34E+07 2.38E+07 1.44E+07 9.20E+06 5.55E+06 3.83E+06 1.74E+06 5.53E+04 8.49E+03 1.27E+03 5.01E+02 1.83E+02 6.02E+01 3.42E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.642  1.89E+10 8.38E+09 9.78E+10 9.81E+07 3.33E+09 5.74E+08 2.76E+08 6.32E+07 2.01E+08 3.31E+08 5.54E+08 5.74E+08 5.39E+08 4.58E+08 3.86E+08 2.92E+08 2.20E+08 1.61E+08 1.23E+08 7.76E+07 5.33E+07 3.47E+07 2.72E+07 1.28E+07 1.72E+05 1.86E+04 1.62E+03 6.41E+02 2.33E+02 7.68E+01 4.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.799  3.37E+11 1.19E+11 1.66E+12 1.09E+09 4.70E+10 3.82E+09 1.22E+09 1.73E+08 1.08E+09 2.71E+09 6.50E+09 7.82E+09 8.12E+09 7.46E+09 6.92E+09 5.60E+09 4.62E+09 3.72E+09 3.31E+09 2.26E+09 1.79E+09 1.35E+09 1.38E+09 6.93E+08 1.65E+06 9.00E+04 2.61E+03 9.20E+02 3.33E+02 1.10E+02 5.91E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.077  1.93E+14 3.84E+13 8.68E+14 1.35E+11 9.40E+12 1.70E+11 2.36E+10 1.29E+09 3.15E+10 1.83E+11 8.98E+11 1.45E+12 1.84E+12 1.98E+12 2.22E+12 2.06E+12 2.03E+12 2.00E+12 2.38E+12 1.93E+12 2.02E+12 2.07E+12 3.53E+12 2.02E+12 1.54E+08 2.09E+06 6.83E+03 1.48E+03 5.34E+02 1.77E+02 9.23E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.322  8.70E+14 9.71E+13 1.94E+15 2.68E+11 1.88E+13 7.53E+12 4.59E+11 9.63E+09 9.15E+11 1.23E+13 1.79E+12 2.89E+12 3.68E+12 3.95E+12 4.43E+12 4.12E+12 4.06E+12 4.00E+12 4.76E+12 3.85E+12 4.04E+12 4.13E+12 7.06E+12 4.05E+12 1.43E+10 4.88E+07 1.78E+04 2.04E+03 7.34E+02 2.43E+02 1.25E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
