                    *********************************************************************************
                    *  Z= 72 A=178: Positive-Parity Spin-dependent Level Density [MeV-1] for HF178  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
  50.00  1.758  3.80E+17 3.79E+16 2.66E+17 3.59E+12 5.18E+15 5.16E+15 2.24E+16 4.29E+15 4.05E+14 6.54E+12 8.69E+12 2.96E+11 1.84E+11 5.14E+09 3.34E+10 1.77E+08 7.24E+09 1.32E+09 2.36E+11 1.84E+11 3.52E+12 2.91E+13 4.05E+12 1.15E+13 2.71E+13 3.46E+13 3.73E+13 4.56E+13 4.13E+13 3.85E+13 4.16E+13 4.83E+13 1.17E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.926  9.62E+17 7.85E+16 6.27E+17 7.17E+12 1.03E+16 1.03E+16 4.48E+16 8.57E+15 8.06E+14 8.10E+13 1.18E+14 1.73E+12 1.00E+12 1.19E+10 1.43E+11 2.10E+08 2.73E+10 3.71E+09 3.22E+12 2.82E+12 1.41E+14 2.44E+15 8.08E+12 2.29E+13 5.41E+13 6.92E+13 7.45E+13 9.12E+13 8.26E+13 7.70E+13 8.32E+13 9.65E+13 2.35E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.080  3.18E+18 3.65E+17 8.88E+18 1.43E+13 2.07E+16 2.06E+16 8.94E+16 1.71E+16 1.60E+15 1.00E+15 1.60E+15 1.01E+13 5.48E+12 2.76E+10 6.09E+11 2.49E+08 1.03E+11 1.04E+10 4.39E+13 4.32E+13 5.65E+15 2.05E+17 1.61E+13 4.57E+13 1.08E+14 1.38E+14 1.49E+14 1.82E+14 1.65E+14 1.54E+14 1.66E+14 1.93E+14 4.70E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.223  9.40E+19 1.78E+19 6.48E+20 2.86E+13 4.13E+16 4.11E+16 1.79E+17 3.42E+16 3.20E+15 1.24E+16 2.18E+16 5.92E+13 3.00E+13 6.40E+10 2.60E+12 2.95E+08 3.87E+11 2.94E+10 5.99E+14 6.62E+14 2.26E+17 1.72E+19 3.22E+13 9.13E+13 2.16E+14 2.76E+14 2.98E+14 3.64E+14 3.30E+14 3.08E+14 3.32E+14 3.86E+14 9.39E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.358  7.47E+21 1.46E+21 5.39E+22 5.71E+13 8.24E+16 8.21E+16 3.57E+17 6.82E+16 6.36E+15 1.53E+17 2.95E+17 3.46E+14 1.64E+14 1.48E+11 1.11E+13 3.50E+08 1.46E+12 8.26E+10 8.16E+15 1.01E+16 9.06E+18 1.45E+21 6.42E+13 1.82E+14 4.32E+14 5.52E+14 5.95E+14 7.28E+14 6.60E+14 6.15E+14 6.65E+14 7.71E+14 1.88E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.486  6.25E+23 1.22E+23 4.51E+24 1.14E+14 1.65E+17 1.64E+17 7.14E+17 1.36E+17 1.27E+16 1.90E+18 4.01E+18 2.03E+15 8.94E+14 3.44E+11 4.75E+13 4.15E+08 5.50E+12 2.32E+11 1.11E+17 1.55E+17 3.63E+20 1.22E+23 1.28E+14 3.64E+14 8.63E+14 1.10E+15 1.19E+15 1.46E+15 1.32E+15 1.23E+15 1.33E+15 1.54E+15 3.75E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.607  5.24E+25 1.02E+25 3.79E+26 2.27E+14 3.29E+17 3.28E+17 1.43E+18 2.72E+17 2.52E+16 2.35E+19 5.45E+19 1.18E+16 4.88E+15 7.96E+11 2.03E+14 4.92E+08 2.07E+13 6.53E+11 1.51E+18 2.38E+18 1.45E+22 1.02E+25 2.55E+14 7.28E+14 1.72E+15 2.21E+15 2.38E+15 2.91E+15 2.64E+15 2.46E+15 2.66E+15 3.08E+15 7.51E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.723  4.40E+27 8.59E+26 3.18E+28 4.54E+14 6.57E+17 6.54E+17 2.85E+18 5.43E+17 5.02E+16 2.91E+20 7.39E+20 6.92E+16 2.67E+16 1.84E+12 8.66E+14 5.83E+08 7.81E+13 1.84E+12 2.06E+19 3.65E+19 5.82E+23 8.59E+26 5.09E+14 1.45E+15 3.45E+15 4.41E+15 4.75E+15 5.82E+15 5.27E+15 4.92E+15 5.31E+15 6.16E+15 1.50E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.834  3.70E+29 7.22E+28 2.67E+30 9.07E+14 1.31E+18 1.31E+18 5.69E+18 1.08E+18 1.00E+17 3.60E+21 1.00E+22 4.05E+17 1.46E+17 4.27E+12 3.70E+15 6.92E+08 2.94E+14 5.16E+12 2.81E+20 5.59E+20 2.33E+25 7.22E+28 1.02E+15 2.90E+15 6.89E+15 8.81E+15 9.50E+15 1.16E+16 1.05E+16 9.83E+15 1.06E+16 1.23E+16 3.00E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.941  3.11E+31 6.06E+30 2.24E+32 1.81E+15 2.62E+18 2.61E+18 1.14E+19 2.17E+18 1.99E+17 4.45E+22 1.36E+23 2.37E+18 7.96E+17 9.91E+12 1.58E+16 8.20E+08 1.11E+15 1.45E+13 3.83E+21 8.57E+21 9.33E+26 6.06E+30 2.03E+15 5.79E+15 1.38E+16 1.76E+16 1.90E+16 2.32E+16 2.11E+16 1.96E+16 2.12E+16 2.46E+16 6.00E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.045  2.61E+33 5.09E+32 1.88E+34 3.62E+15 5.23E+18 5.21E+18 2.27E+19 4.32E+18 3.97E+17 5.51E+23 1.85E+24 1.38E+19 4.35E+18 2.30E+13 6.75E+16 9.73E+08 4.18E+15 4.08E+13 5.23E+22 1.31E+23 3.74E+28 5.09E+32 4.04E+15 1.16E+16 2.75E+16 3.52E+16 3.79E+16 4.64E+16 4.21E+16 3.93E+16 4.24E+16 4.93E+16 1.20E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.144  2.19E+35 4.28E+34 1.58E+36 7.22E+15 1.05E+19 1.04E+19 4.54E+19 8.63E+18 7.90E+17 6.82E+24 2.51E+25 8.09E+19 2.37E+19 5.32E+13 2.88E+17 1.15E+09 1.57E+16 1.15E+14 7.12E+23 2.01E+24 1.50E+30 4.28E+34 8.07E+15 2.31E+16 5.49E+16 7.03E+16 7.58E+16 9.29E+16 8.41E+16 7.85E+16 8.49E+16 9.85E+16 2.40E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.241  1.84E+37 3.60E+36 1.33E+38 1.44E+16 2.09E+19 2.08E+19 9.08E+19 1.72E+19 1.57E+18 8.44E+25 3.41E+26 4.73E+20 1.30E+20 1.23E+14 1.23E+18 1.37E+09 5.93E+16 3.23E+14 9.71E+24 3.08E+25 5.99E+31 3.60E+36 1.61E+16 4.62E+16 1.10E+17 1.41E+17 1.52E+17 1.86E+17 1.68E+17 1.57E+17 1.70E+17 1.97E+17 4.80E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.335  1.55E+39 3.02E+38 1.12E+40 2.88E+16 4.17E+19 4.15E+19 1.81E+20 3.44E+19 3.13E+18 1.04E+27 4.63E+27 2.77E+21 7.08E+20 2.86E+14 5.26E+18 1.62E+09 2.23E+17 9.08E+14 1.32E+26 4.72E+26 2.40E+33 3.02E+38 3.21E+16 9.22E+16 2.19E+17 2.81E+17 3.03E+17 3.71E+17 3.36E+17 3.14E+17 3.39E+17 3.94E+17 9.59E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.427  1.30E+41 2.54E+40 9.39E+41 5.75E+16 8.33E+19 8.30E+19 3.62E+20 6.87E+19 6.23E+18 1.29E+28 6.29E+28 1.62E+22 3.87E+21 6.62E+14 2.25E+19 1.92E+09 8.42E+17 2.55E+15 1.80E+27 7.24E+27 9.61E+34 2.54E+40 6.40E+16 1.84E+17 4.38E+17 5.62E+17 6.06E+17 7.42E+17 6.72E+17 6.27E+17 6.78E+17 7.87E+17 1.92E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.516  1.09E+43 2.13E+42 7.89E+43 1.15E+17 1.66E+20 1.66E+20 7.24E+20 1.37E+20 1.24E+19 1.60E+29 8.54E+29 9.45E+22 2.11E+22 1.53E+15 9.60E+19 2.28E+09 3.17E+18 7.18E+15 2.46E+28 1.11E+29 3.85E+36 2.13E+42 1.28E+17 3.68E+17 8.76E+17 1.12E+18 1.21E+18 1.48E+18 1.34E+18 1.25E+18 1.36E+18 1.57E+18 3.83E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 72 A=180: Positive-Parity Spin-dependent Level Density [MeV-1] for HF180  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.124  1.00E+00 4.87E+00 3.04E+01 1.00E+00 0.00E+00 1.72E+00 7.17E-01 7.17E-01 0.00E+00 7.17E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.175  2.00E+00 5.25E+00 4.09E+01 8.33E-01 0.00E+00 1.43E+00 5.98E-01 1.20E+00 0.00E+00 5.98E-01 0.00E+00 5.98E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.214  4.00E+00 5.53E+00 4.73E+01 7.14E-01 0.00E+00 1.23E+00 5.12E-01 1.02E+00 5.12E-01 1.02E+00 0.00E+00 5.12E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.247  5.00E+00 7.27E+00 5.83E+01 1.43E+00 0.00E+00 1.74E+00 5.12E-01 1.02E+00 5.12E-01 1.02E+00 5.12E-01 5.12E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.276  8.00E+00 1.53E+01 1.13E+02 3.37E+00 7.14E-01 3.79E+00 1.05E+00 2.25E+00 1.02E+00 1.02E+00 5.12E-01 1.02E+00 0.00E+00 5.12E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.303  1.30E+01 2.31E+01 1.80E+02 3.88E+00 1.43E+00 4.81E+00 1.60E+00 5.02E+00 1.54E+00 2.25E+00 5.12E-01 1.02E+00 5.12E-01 5.12E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.327  2.00E+01 3.32E+01 2.74E+02 4.60E+00 1.94E+00 6.55E+00 2.63E+00 6.04E+00 2.56E+00 5.33E+00 1.54E+00 1.02E+00 5.12E-01 5.12E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.350  3.00E+01 4.86E+01 4.18E+02 5.13E+00 3.37E+00 9.39E+00 5.80E+00 8.14E+00 3.79E+00 6.35E+00 2.56E+00 2.05E+00 5.12E-01 1.02E+00 0.00E+00 5.12E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.371  4.60E+01 7.90E+01 7.20E+02 5.65E+00 4.92E+00 1.48E+01 9.93E+00 1.40E+01 7.40E+00 9.83E+00 3.09E+00 5.84E+00 1.54E+00 1.02E+00 5.12E-01 5.12E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.391  6.90E+01 1.06E+02 9.91E+02 6.47E+00 6.66E+00 1.84E+01 1.35E+01 1.86E+01 1.17E+01 1.29E+01 5.19E+00 7.78E+00 3.07E+00 1.02E+00 5.12E-01 5.12E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.410  1.04E+02 1.70E+02 1.64E+03 1.28E+01 9.84E+00 2.79E+01 1.78E+01 2.60E+01 1.96E+01 2.22E+01 1.08E+01 1.21E+01 4.12E+00 4.81E+00 5.12E-01 1.02E+00 0.00E+00 5.12E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.428  1.57E+02 2.56E+02 2.46E+03 1.90E+01 1.69E+01 4.16E+01 3.13E+01 3.91E+01 2.52E+01 2.90E+01 1.86E+01 1.64E+01 7.94E+00 6.35E+00 1.77E+00 1.74E+00 5.12E-01 5.12E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.446  2.45E+02 4.47E+02 4.41E+03 3.18E+01 2.47E+01 6.79E+01 4.85E+01 7.45E+01 5.20E+01 5.02E+01 3.18E+01 3.03E+01 1.37E+01 1.24E+01 4.36E+00 3.17E+00 5.36E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.462  3.78E+02 6.19E+02 6.34E+03 3.87E+01 2.97E+01 8.92E+01 6.61E+01 1.01E+02 7.27E+01 8.25E+01 4.51E+01 3.78E+01 2.21E+01 1.69E+01 7.63E+00 6.31E+00 1.25E+00 1.94E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.479  5.81E+02 1.01E+03 1.06E+04 5.43E+01 5.29E+01 1.44E+02 1.04E+02 1.54E+02 1.11E+02 1.31E+02 8.53E+01 6.59E+01 3.85E+01 3.09E+01 1.40E+01 1.24E+01 4.53E+00 2.48E+00 8.86E-03 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.494  8.87E+02 1.44E+03 1.53E+04 7.32E+01 7.26E+01 2.04E+02 1.62E+02 2.09E+02 1.58E+02 1.78E+02 1.17E+02 1.06E+02 5.91E+01 4.25E+01 2.25E+01 1.72E+01 7.17E+00 3.91E+00 1.55E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.510  1.37E+03 2.43E+03 2.64E+04 1.16E+02 1.14E+02 3.28E+02 2.73E+02 3.66E+02 2.79E+02 2.81E+02 1.92E+02 1.83E+02 1.14E+02 7.69E+01 4.31E+01 3.16E+01 1.50E+01 9.24E+00 2.83E+00 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.524  2.10E+03 3.41E+03 3.76E+04 1.71E+02 1.48E+02 4.48E+02 3.64E+02 5.08E+02 3.96E+02 4.12E+02 2.73E+02 2.57E+02 1.61E+02 1.15E+02 5.96E+01 4.88E+01 2.29E+01 1.52E+01 4.97E+00 5.11E+00 5.42E-01 2.02E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.539  3.23E+03 5.65E+03 6.34E+04 2.73E+02 2.51E+02 7.29E+02 5.84E+02 8.11E+02 6.40E+02 6.89E+02 4.95E+02 4.10E+02 2.73E+02 2.13E+02 1.19E+02 7.61E+01 3.94E+01 2.82E+01 1.33E+01 7.05E+00 1.57E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
