                    *********************************************************************************
                    *  Z= 72 A=178: Positive-Parity Spin-dependent Level Density [MeV-1] for HF178  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   2.25  0.372  3.62E+02 7.44E+02 8.58E+03 3.03E+01 5.84E+01 8.49E+01 9.73E+01 9.66E+01 9.57E+01 8.73E+01 7.50E+01 4.73E+01 2.80E+01 1.72E+01 1.34E+01 6.95E+00 3.12E+00 2.08E+00 5.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.392  6.02E+02 1.18E+03 1.34E+04 5.08E+01 9.83E+01 1.42E+02 1.65E+02 1.54E+02 1.38E+02 1.22E+02 1.04E+02 7.86E+01 5.28E+01 2.69E+01 2.04E+01 1.29E+01 5.93E+00 2.79E+00 1.56E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.411  1.02E+03 2.17E+03 2.57E+04 8.88E+01 1.66E+02 2.33E+02 2.77E+02 2.96E+02 2.74E+02 2.44E+02 1.80E+02 1.38E+02 1.07E+02 7.51E+01 4.17E+01 2.40E+01 1.52E+01 6.65E+00 3.31E+00 1.56E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.429  1.68E+03 3.07E+03 3.74E+04 1.15E+02 2.15E+02 3.04E+02 3.76E+02 3.98E+02 3.87E+02 3.61E+02 2.97E+02 1.99E+02 1.57E+02 1.06E+02 7.78E+01 3.44E+01 2.11E+01 1.24E+01 5.07E+00 2.08E+00 5.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.447  2.75E+03 5.53E+03 6.78E+04 2.12E+02 3.99E+02 5.76E+02 6.73E+02 7.02E+02 6.37E+02 6.11E+02 5.28E+02 4.01E+02 2.93E+02 1.89E+02 1.38E+02 8.48E+01 4.22E+01 2.18E+01 1.36E+01 4.87E+00 2.08E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.464  4.49E+03 8.36E+03 1.03E+05 3.20E+02 6.06E+02 8.75E+02 1.03E+03 1.05E+03 9.91E+02 9.00E+02 7.43E+02 5.94E+02 4.68E+02 3.01E+02 2.08E+02 1.32E+02 7.69E+01 3.45E+01 2.21E+01 9.82E+00 3.51E+00 1.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.480  7.35E+03 1.46E+04 1.84E+05 5.10E+02 9.74E+02 1.44E+03 1.71E+03 1.80E+03 1.75E+03 1.63E+03 1.35E+03 1.03E+03 8.12E+02 5.92E+02 4.19E+02 2.47E+02 1.57E+02 8.44E+01 4.06E+01 2.21E+01 1.07E+01 3.86E+00 1.23E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.496  1.18E+04 2.12E+04 2.71E+05 7.26E+02 1.42E+03 2.09E+03 2.44E+03 2.54E+03 2.50E+03 2.40E+03 2.02E+03 1.55E+03 1.20E+03 8.48E+02 6.33E+02 3.81E+02 2.39E+02 1.35E+02 6.93E+01 3.42E+01 1.74E+01 7.37E+00 2.27E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.511  1.92E+04 3.73E+04 4.83E+05 1.25E+03 2.45E+03 3.58E+03 4.25E+03 4.41E+03 4.36E+03 4.10E+03 3.50E+03 2.79E+03 2.24E+03 1.55E+03 1.11E+03 7.42E+02 4.61E+02 2.66E+02 1.56E+02 6.66E+01 3.66E+01 1.60E+01 5.46E+00 1.56E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.526  3.06E+04 5.46E+04 7.12E+05 1.82E+03 3.56E+03 5.17E+03 6.14E+03 6.44E+03 6.30E+03 5.96E+03 5.07E+03 4.07E+03 3.32E+03 2.35E+03 1.69E+03 1.10E+03 7.37E+02 4.16E+02 2.42E+02 1.26E+02 5.79E+01 2.92E+01 1.16E+01 2.72E+00 3.89E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.540  4.92E+04 9.36E+04 1.24E+06 2.99E+03 5.88E+03 8.58E+03 1.02E+04 1.08E+04 1.07E+04 1.03E+04 8.85E+03 7.12E+03 5.77E+03 4.22E+03 3.12E+03 2.03E+03 1.33E+03 8.28E+02 4.69E+02 2.49E+02 1.30E+02 6.02E+01 2.88E+01 9.99E+00 2.99E+00 2.27E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.554  7.79E+04 1.36E+05 1.81E+06 4.42E+03 8.57E+03 1.25E+04 1.48E+04 1.55E+04 1.53E+04 1.48E+04 1.28E+04 1.04E+04 8.45E+03 6.09E+03 4.61E+03 3.04E+03 2.01E+03 1.25E+03 7.49E+02 3.94E+02 2.25E+02 9.73E+01 5.01E+01 2.20E+01 5.52E+00 8.84E-01 9.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.581  1.96E+05 3.36E+05 4.57E+06 1.04E+04 2.04E+04 3.00E+04 3.55E+04 3.76E+04 3.72E+04 3.62E+04 3.15E+04 2.58E+04 2.14E+04 1.59E+04 1.19E+04 8.19E+03 5.65E+03 3.56E+03 2.19E+03 1.26E+03 7.12E+02 3.68E+02 1.81E+02 8.38E+01 4.21E+01 1.41E+01 6.79E+00 4.50E+00 1.90E+00 1.12E+00 1.43E+00 1.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.607  4.84E+05 8.15E+05 1.13E+07 2.44E+04 4.81E+04 7.07E+04 8.41E+04 8.90E+04 8.85E+04 8.69E+04 7.63E+04 6.31E+04 5.30E+04 3.96E+04 3.04E+04 2.13E+04 1.49E+04 9.77E+03 6.18E+03 3.67E+03 2.23E+03 1.21E+03 6.39E+02 3.14E+02 1.64E+02 8.11E+01 3.78E+01 1.55E+01 1.27E+01 4.11E+00 2.34E+00 2.14E+00 5.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.632  1.17E+06 1.95E+06 2.75E+07 5.64E+04 1.11E+05 1.64E+05 1.95E+05 2.08E+05 2.08E+05 2.05E+05 1.82E+05 1.52E+05 1.29E+05 9.78E+04 7.61E+04 5.42E+04 3.87E+04 2.60E+04 1.69E+04 1.04E+04 6.42E+03 3.76E+03 2.08E+03 1.11E+03 6.22E+02 3.23E+02 1.79E+02 9.60E+01 5.68E+01 2.81E+01 1.73E+01 1.00E+01 3.12E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.656  2.81E+06 4.60E+06 6.60E+07 1.29E+05 2.56E+05 3.77E+05 4.51E+05 4.82E+05 4.84E+05 4.80E+05 4.28E+05 3.60E+05 3.09E+05 2.37E+05 1.87E+05 1.35E+05 9.80E+04 6.73E+04 4.48E+04 2.84E+04 1.82E+04 1.09E+04 6.31E+03 3.57E+03 2.04E+03 1.16E+03 6.38E+02 3.62E+02 2.23E+02 1.00E+02 5.40E+01 3.60E+01 7.80E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.679  6.63E+06 1.07E+07 1.56E+08 2.93E+05 5.81E+05 8.56E+05 1.02E+06 1.09E+06 1.11E+06 1.10E+06 9.92E+05 8.43E+05 7.28E+05 5.62E+05 4.48E+05 3.29E+05 2.43E+05 1.69E+05 1.15E+05 7.46E+04 4.90E+04 3.05E+04 1.83E+04 1.08E+04 6.53E+03 3.81E+03 2.25E+03 1.32E+03 8.49E+02 4.15E+02 2.11E+02 1.40E+02 4.42E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.701  1.55E+07 2.46E+07 3.66E+08 6.59E+05 1.30E+06 1.92E+06 2.29E+06 2.47E+06 2.53E+06 2.52E+06 2.27E+06 1.94E+06 1.69E+06 1.32E+06 1.07E+06 7.91E+05 5.90E+05 4.20E+05 2.91E+05 1.92E+05 1.30E+05 8.30E+04 5.11E+04 3.10E+04 1.93E+04 1.18E+04 7.08E+03 4.38E+03 2.89E+03 1.45E+03 7.72E+02 5.12E+02 1.41E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.723  3.56E+07 5.61E+07 8.46E+08 1.46E+06 2.90E+06 4.28E+06 5.11E+06 5.52E+06 5.69E+06 5.68E+06 5.15E+06 4.45E+06 3.90E+06 3.06E+06 2.49E+06 1.87E+06 1.42E+06 1.02E+06 7.19E+05 4.84E+05 3.33E+05 2.18E+05 1.38E+05 8.61E+04 5.49E+04 3.47E+04 2.14E+04 1.35E+04 9.06E+03 4.72E+03 2.57E+03 1.71E+03 5.31E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.744  8.14E+07 1.27E+08 1.94E+09 3.23E+06 6.40E+06 9.45E+06 1.13E+07 1.23E+07 1.27E+07 1.27E+07 1.16E+07 1.01E+07 8.87E+06 7.01E+06 5.76E+06 4.37E+06 3.34E+06 2.44E+06 1.74E+06 1.19E+06 8.37E+05 5.59E+05 3.62E+05 2.32E+05 1.51E+05 9.75E+04 6.17E+04 4.03E+04 2.76E+04 1.48E+04 8.18E+03 5.54E+03 1.76E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.764  1.84E+08 2.84E+08 4.40E+09 7.06E+06 1.40E+07 2.07E+07 2.48E+07 2.70E+07 2.80E+07 2.81E+07 2.57E+07 2.25E+07 1.99E+07 1.59E+07 1.31E+07 1.01E+07 7.79E+06 5.75E+06 4.16E+06 2.90E+06 2.06E+06 1.40E+06 9.23E+05 6.04E+05 4.03E+05 2.65E+05 1.71E+05 1.14E+05 7.95E+04 4.39E+04 2.44E+04 1.67E+04 5.60E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.784  4.12E+08 6.28E+08 9.88E+09 1.53E+07 3.04E+07 4.49E+07 5.40E+07 5.88E+07 6.11E+07 6.17E+07 5.67E+07 4.98E+07 4.44E+07 3.56E+07 2.97E+07 2.29E+07 1.79E+07 1.34E+07 9.78E+06 6.90E+06 4.98E+06 3.44E+06 2.31E+06 1.54E+06 1.04E+06 7.00E+05 4.60E+05 3.12E+05 2.22E+05 1.26E+05 7.11E+04 4.90E+04 1.69E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.822  2.23E+09 3.01E+09 4.86E+10 7.05E+07 1.40E+08 2.07E+08 2.50E+08 2.73E+08 2.86E+08 2.90E+08 2.68E+08 2.38E+08 2.14E+08 1.74E+08 1.47E+08 1.15E+08 9.13E+07 6.95E+07 5.20E+07 3.75E+07 2.77E+07 1.97E+07 1.36E+07 9.34E+06 6.54E+06 4.52E+06 3.08E+06 2.15E+06 1.57E+06 9.26E+05 5.39E+05 3.76E+05 1.38E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.859  1.07E+10 1.40E+10 2.31E+11 3.16E+08 6.28E+08 9.31E+08 1.12E+09 1.24E+09 1.30E+09 1.32E+09 1.23E+09 1.10E+09 1.00E+09 8.20E+08 6.99E+08 5.56E+08 4.47E+08 3.46E+08 2.63E+08 1.94E+08 1.46E+08 1.06E+08 7.51E+07 5.30E+07 3.80E+07 2.70E+07 1.88E+07 1.35E+07 1.01E+07 6.15E+06 3.66E+06 2.59E+06 9.99E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.894  4.95E+10 6.35E+10 1.07E+12 1.38E+09 2.75E+09 4.08E+09 4.94E+09 5.45E+09 5.74E+09 5.88E+09 5.51E+09 4.96E+09 4.54E+09 3.75E+09 3.23E+09 2.60E+09 2.12E+09 1.66E+09 1.28E+09 9.60E+08 7.37E+08 5.46E+08 3.94E+08 2.83E+08 2.08E+08 1.51E+08 1.08E+08 7.88E+07 6.02E+07 3.76E+07 2.28E+07 1.63E+07 6.55E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.928  2.21E+11 2.80E+11 4.82E+12 5.91E+09 1.18E+10 1.75E+10 2.12E+10 2.34E+10 2.48E+10 2.55E+10 2.40E+10 2.18E+10 2.00E+10 1.67E+10 1.45E+10 1.18E+10 9.69E+09 7.69E+09 6.02E+09 4.57E+09 3.57E+09 2.68E+09 1.97E+09 1.44E+09 1.08E+09 7.96E+08 5.79E+08 4.32E+08 3.36E+08 2.14E+08 1.33E+08 9.57E+07 3.97E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.960  6.29E+11 5.35E+11 9.31E+12 1.09E+10 2.17E+10 3.23E+10 4.01E+10 4.46E+10 4.70E+10 4.83E+10 4.56E+10 4.14E+10 3.80E+10 3.22E+10 2.80E+10 2.30E+10 1.89E+10 1.51E+10 1.19E+10 9.07E+09 7.13E+09 5.39E+09 3.95E+09 2.93E+09 2.21E+09 1.65E+09 1.21E+09 9.05E+08 7.07E+08 4.55E+08 2.83E+08 2.04E+08 8.62E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.992  1.41E+12 1.02E+12 1.80E+13 2.02E+10 4.01E+10 5.96E+10 7.58E+10 8.50E+10 8.91E+10 9.17E+10 8.64E+10 7.88E+10 7.21E+10 6.23E+10 5.40E+10 4.48E+10 3.69E+10 2.97E+10 2.33E+10 1.80E+10 1.42E+10 1.08E+10 7.93E+09 5.96E+09 4.52E+09 3.43E+09 2.52E+09 1.90E+09 1.49E+09 9.64E+08 6.05E+08 4.36E+08 1.87E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.022  2.90E+12 1.96E+12 3.48E+13 3.73E+10 7.41E+10 1.10E+11 1.43E+11 1.62E+11 1.69E+11 1.74E+11 1.64E+11 1.50E+11 1.37E+11 1.20E+11 1.04E+11 8.74E+10 7.19E+10 5.84E+10 4.59E+10 3.57E+10 2.85E+10 2.17E+10 1.59E+10 1.21E+10 9.26E+09 7.11E+09 5.24E+09 3.98E+09 3.13E+09 2.04E+09 1.29E+09 9.32E+08 4.06E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.052  5.75E+12 3.74E+12 6.73E+13 6.88E+10 1.37E+11 2.04E+11 2.71E+11 3.08E+11 3.20E+11 3.30E+11 3.11E+11 2.85E+11 2.60E+11 2.32E+11 2.01E+11 1.70E+11 1.40E+11 1.15E+11 9.03E+10 7.09E+10 5.69E+10 4.35E+10 3.20E+10 2.46E+10 1.90E+10 1.47E+10 1.09E+10 8.33E+09 6.58E+09 4.33E+09 2.76E+09 1.99E+09 8.81E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.081  1.12E+13 7.16E+12 1.30E+14 1.27E+11 2.53E+11 3.76E+11 5.13E+11 5.86E+11 6.07E+11 6.25E+11 5.90E+11 5.42E+11 4.93E+11 4.49E+11 3.89E+11 3.32E+11 2.74E+11 2.26E+11 1.78E+11 1.41E+11 1.14E+11 8.74E+10 6.42E+10 5.01E+10 3.88E+10 3.06E+10 2.28E+10 1.75E+10 1.38E+10 9.18E+09 5.89E+09 4.25E+09 1.91E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.109  2.16E+13 1.37E+13 2.53E+14 2.35E+11 4.67E+11 6.95E+11 9.69E+11 1.12E+12 1.15E+12 1.19E+12 1.12E+12 1.03E+12 9.36E+11 8.66E+11 7.51E+11 6.48E+11 5.34E+11 4.43E+11 3.50E+11 2.79E+11 2.27E+11 1.75E+11 1.29E+11 1.02E+11 7.96E+10 6.34E+10 4.75E+10 3.66E+10 2.91E+10 1.95E+10 1.26E+10 9.09E+09 4.15E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.176  1.26E+14 6.97E+13 1.33E+15 1.09E+12 2.17E+12 3.23E+12 4.77E+12 5.58E+12 5.69E+12 5.87E+12 5.55E+12 5.15E+12 4.64E+12 4.49E+12 3.89E+12 3.44E+12 2.84E+12 2.40E+12 1.90E+12 1.55E+12 1.28E+12 1.00E+12 7.35E+11 5.99E+11 4.77E+11 3.93E+11 2.98E+11 2.33E+11 1.87E+11 1.27E+11 8.40E+10 6.06E+10 2.88E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.239  6.58E+14 3.56E+14 6.99E+15 5.05E+12 1.01E+13 1.50E+13 2.34E+13 2.79E+13 2.82E+13 2.91E+13 2.75E+13 2.57E+13 2.30E+13 2.33E+13 2.01E+13 1.83E+13 1.51E+13 1.30E+13 1.03E+13 8.58E+12 7.24E+12 5.71E+12 4.20E+12 3.53E+12 2.87E+12 2.44E+12 1.87E+12 1.48E+12 1.20E+12 8.33E+11 5.60E+11 4.04E+11 2.00E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.358  2.50E+16 9.40E+15 1.98E+17 1.09E+14 2.16E+14 3.23E+14 5.67E+14 6.98E+14 6.90E+14 7.13E+14 6.75E+14 6.40E+14 5.67E+14 6.25E+14 5.41E+14 5.17E+14 4.26E+14 3.81E+14 3.05E+14 2.64E+14 2.31E+14 1.86E+14 1.37E+14 1.22E+14 1.03E+14 9.35E+13 7.34E+13 5.97E+13 4.94E+13 3.57E+13 2.49E+13 1.80E+13 9.60E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.568  3.48E+19 6.96E+18 1.71E+20 5.01E+16 1.00E+17 1.50E+17 3.31E+17 4.36E+17 4.14E+17 4.29E+17 4.07E+17 3.97E+17 3.44E+17 4.51E+17 3.90E+17 4.12E+17 3.39E+17 3.28E+17 2.65E+17 2.49E+17 2.35E+17 1.97E+17 1.45E+17 1.47E+17 1.34E+17 1.38E+17 1.13E+17 9.75E+16 8.39E+16 6.54E+16 4.92E+16 3.55E+16 2.22E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
