                    *********************************************************************************
                    *  Z= 60 A=144: Positive-Parity Spin-dependent Level Density [MeV-1] for ND144  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   2.00  0.384  7.20E+01 1.40E+02 1.00E+03 1.75E+01 2.77E+01 3.18E+01 2.49E+01 1.76E+01 9.61E+00 6.09E+00 2.88E+00 1.28E+00 6.41E-01 3.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.408  1.23E+02 2.68E+02 1.98E+03 2.96E+01 5.19E+01 5.99E+01 4.67E+01 3.37E+01 2.19E+01 1.29E+01 6.09E+00 2.88E+00 1.28E+00 6.41E-01 3.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.430  2.05E+02 3.88E+02 2.95E+03 3.88E+01 7.43E+01 7.85E+01 7.31E+01 5.14E+01 3.39E+01 2.09E+01 9.93E+00 4.16E+00 1.92E+00 6.41E-01 6.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.451  3.37E+02 6.71E+02 5.32E+03 6.68E+01 1.14E+02 1.29E+02 1.23E+02 9.12E+01 6.89E+01 3.96E+01 2.23E+01 9.93E+00 4.16E+00 1.60E+00 6.41E-01 3.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.471  5.42E+02 9.63E+02 7.83E+03 9.05E+01 1.57E+02 1.83E+02 1.73E+02 1.30E+02 9.60E+01 6.90E+01 3.41E+01 1.70E+01 8.01E+00 2.88E+00 1.28E+00 6.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.490  8.65E+02 1.62E+03 1.35E+04 1.43E+02 2.52E+02 3.02E+02 2.90E+02 2.23E+02 1.65E+02 1.17E+02 6.97E+01 3.47E+01 1.63E+01 6.09E+00 1.92E+00 6.41E-01 3.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.508  1.36E+03 2.32E+03 1.96E+04 1.99E+02 3.64E+02 4.22E+02 4.05E+02 3.25E+02 2.38E+02 1.68E+02 1.00E+02 5.58E+01 2.67E+01 9.61E+00 3.84E+00 1.28E+00 6.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.526  2.14E+03 3.91E+03 3.37E+04 3.21E+02 5.95E+02 6.82E+02 6.97E+02 5.52E+02 4.16E+02 2.85E+02 1.75E+02 1.04E+02 5.40E+01 2.08E+01 8.01E+00 1.92E+00 6.41E-01 3.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.543  3.33E+03 5.62E+03 4.86E+04 4.55E+02 8.46E+02 9.94E+02 9.85E+02 7.91E+02 5.92E+02 4.18E+02 2.52E+02 1.50E+02 8.49E+01 3.30E+01 1.25E+01 3.84E+00 1.28E+00 6.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.560  5.23E+03 9.56E+03 8.33E+04 7.86E+02 1.41E+03 1.66E+03 1.66E+03 1.37E+03 1.01E+03 7.14E+02 4.39E+02 2.55E+02 1.47E+02 7.02E+01 2.67E+01 8.65E+00 1.92E+00 6.41E-01 3.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.576  8.15E+03 1.38E+04 1.21E+05 1.10E+03 2.02E+03 2.43E+03 2.43E+03 1.94E+03 1.49E+03 1.04E+03 6.37E+02 3.71E+02 2.10E+02 1.03E+02 4.01E+01 1.25E+01 3.84E+00 1.28E+00 6.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.592  1.28E+04 2.33E+04 2.07E+05 1.78E+03 3.26E+03 4.02E+03 4.07E+03 3.41E+03 2.56E+03 1.82E+03 1.09E+03 6.61E+02 3.59E+02 1.79E+02 8.43E+01 2.67E+01 8.33E+00 1.92E+00 6.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.608  1.99E+04 3.33E+04 2.98E+05 2.48E+03 4.66E+03 5.62E+03 5.84E+03 4.76E+03 3.78E+03 2.63E+03 1.64E+03 9.48E+02 5.23E+02 2.57E+02 1.23E+02 4.27E+01 1.47E+01 3.84E+00 6.41E-01 3.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.637  4.78E+04 7.85E+04 7.19E+05 5.57E+03 1.04E+04 1.28E+04 1.34E+04 1.13E+04 9.19E+03 6.61E+03 4.23E+03 2.46E+03 1.38E+03 6.64E+02 3.06E+02 1.25E+02 4.69E+01 1.25E+01 3.52E+00 6.41E-01 3.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.666  1.13E+05 1.82E+05 1.70E+06 1.22E+04 2.31E+04 2.87E+04 3.04E+04 2.63E+04 2.16E+04 1.58E+04 1.05E+04 6.34E+03 3.64E+03 1.74E+03 7.92E+02 3.18E+02 1.32E+02 4.31E+01 1.09E+01 1.92E+00 6.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.693  2.62E+05 4.16E+05 3.97E+06 2.71E+04 5.13E+04 6.39E+04 6.85E+04 5.97E+04 4.99E+04 3.72E+04 2.51E+04 1.57E+04 9.22E+03 4.64E+03 2.14E+03 8.51E+02 3.43E+02 1.29E+02 3.72E+01 8.97E+00 1.60E+00 6.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.719  6.02E+05 9.44E+05 9.15E+06 5.94E+04 1.13E+05 1.42E+05 1.54E+05 1.35E+05 1.14E+05 8.59E+04 5.90E+04 3.77E+04 2.26E+04 1.17E+04 5.71E+03 2.31E+03 9.16E+02 3.34E+02 1.21E+02 3.09E+01 6.09E+00 1.28E+00 3.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.744  1.37E+06 2.12E+06 2.09E+07 1.29E+05 2.47E+05 3.07E+05 3.39E+05 3.03E+05 2.60E+05 1.97E+05 1.37E+05 8.88E+04 5.45E+04 2.88E+04 1.44E+04 6.22E+03 2.51E+03 9.16E+02 3.04E+02 1.05E+02 2.22E+01 3.84E+00 6.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.769  3.07E+06 4.71E+06 4.71E+07 2.77E+05 5.32E+05 6.67E+05 7.41E+05 6.74E+05 5.79E+05 4.48E+05 3.17E+05 2.08E+05 1.30E+05 6.98E+04 3.57E+04 1.60E+04 6.71E+03 2.52E+03 8.45E+02 2.71E+02 8.34E+01 1.58E+01 1.92E+00 6.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.792  6.84E+06 1.04E+07 1.05E+08 5.92E+05 1.14E+06 1.44E+06 1.61E+06 1.48E+06 1.28E+06 1.01E+06 7.19E+05 4.81E+05 3.05E+05 1.67E+05 8.67E+04 3.99E+04 1.74E+04 6.89E+03 2.35E+03 7.41E+02 2.19E+02 5.52E+01 1.09E+01 1.68E+00 3.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.815  1.51E+07 2.26E+07 2.33E+08 1.25E+06 2.42E+06 3.07E+06 3.45E+06 3.20E+06 2.81E+06 2.23E+06 1.61E+06 1.10E+06 7.07E+05 3.96E+05 2.10E+05 9.85E+04 4.40E+04 1.81E+04 6.58E+03 2.09E+03 5.97E+02 1.74E+02 3.46E+01 5.67E+00 6.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.837  3.30E+07 4.90E+07 5.12E+08 2.64E+06 5.11E+06 6.51E+06 7.37E+06 6.87E+06 6.09E+06 4.89E+06 3.58E+06 2.47E+06 1.62E+06 9.23E+05 5.00E+05 2.41E+05 1.10E+05 4.66E+04 1.76E+04 5.98E+03 1.73E+03 4.76E+02 1.30E+02 2.28E+01 3.10E+00 6.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.859  7.15E+07 1.05E+08 1.11E+09 5.54E+06 1.07E+07 1.37E+07 1.56E+07 1.47E+07 1.31E+07 1.06E+07 7.86E+06 5.50E+06 3.65E+06 2.12E+06 1.17E+06 5.79E+05 2.71E+05 1.18E+05 4.61E+04 1.66E+04 5.09E+03 1.47E+03 3.83E+02 9.83E+01 1.56E+01 2.86E+00 3.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.901  3.62E+08 4.75E+08 5.16E+09 2.38E+07 4.63E+07 5.96E+07 6.85E+07 6.52E+07 5.91E+07 4.86E+07 3.69E+07 2.64E+07 1.80E+07 1.08E+07 6.18E+06 3.20E+06 1.58E+06 7.27E+05 3.02E+05 1.17E+05 3.97E+04 1.31E+04 3.74E+03 1.01E+03 2.72E+02 5.19E+01 1.29E+01 1.90E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.941  1.64E+09 2.09E+09 2.32E+10 1.00E+08 1.95E+08 2.53E+08 2.93E+08 2.82E+08 2.59E+08 2.16E+08 1.67E+08 1.22E+08 8.52E+07 5.28E+07 3.11E+07 1.68E+07 8.63E+06 4.21E+06 1.86E+06 7.73E+05 2.85E+05 1.03E+05 3.37E+04 1.04E+04 2.97E+03 7.83E+02 1.99E+02 4.36E+01 1.42E+01 3.37E+00 7.88E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.980  7.17E+09 8.96E+09 1.02E+11 4.13E+08 8.07E+08 1.05E+09 1.22E+09 1.19E+09 1.11E+09 9.34E+08 7.34E+08 5.47E+08 3.90E+08 2.48E+08 1.50E+08 8.42E+07 4.50E+07 2.30E+07 1.08E+07 4.78E+06 1.90E+06 7.52E+05 2.71E+05 9.46E+04 3.08E+04 8.99E+03 2.77E+03 7.98E+02 2.10E+02 5.46E+01 1.12E+01 2.68E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.017  3.04E+10 3.76E+10 4.34E+11 1.67E+09 3.27E+09 4.27E+09 5.00E+09 4.91E+09 4.60E+09 3.93E+09 3.14E+09 2.38E+09 1.73E+09 1.12E+09 6.99E+08 4.05E+08 2.24E+08 1.20E+08 5.88E+07 2.76E+07 1.17E+07 5.01E+06 1.96E+06 7.54E+05 2.72E+05 8.91E+04 3.05E+04 9.92E+03 3.20E+03 9.63E+02 2.55E+02 8.68E+01 2.24E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.052  8.43E+10 7.02E+10 8.21E+11 3.01E+09 5.89E+09 7.94E+09 9.26E+09 9.07E+09 8.58E+09 7.39E+09 5.96E+09 4.53E+09 3.31E+09 2.19E+09 1.36E+09 7.99E+08 4.50E+08 2.44E+08 1.22E+08 5.90E+07 2.54E+07 1.13E+07 4.54E+06 1.80E+06 6.75E+05 2.29E+05 8.15E+04 2.75E+04 9.13E+03 2.88E+03 8.33E+02 2.84E+02 1.35E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.087  1.85E+11 1.31E+11 1.55E+12 5.42E+09 1.06E+10 1.48E+10 1.71E+10 1.68E+10 1.60E+10 1.39E+10 1.13E+10 8.64E+09 6.34E+09 4.25E+09 2.64E+09 1.58E+09 9.03E+08 4.97E+08 2.55E+08 1.26E+08 5.52E+07 2.53E+07 1.05E+07 4.31E+06 1.68E+06 5.88E+05 2.18E+05 7.65E+04 2.61E+04 4.80E+03 1.41E+03 4.82E+02 2.47E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.120  3.73E+11 2.45E+11 2.93E+12 9.76E+09 1.91E+10 2.75E+10 3.17E+10 3.10E+10 2.98E+10 2.61E+10 2.16E+10 1.65E+10 1.21E+10 8.26E+09 5.14E+09 3.11E+09 1.81E+09 1.01E+09 5.31E+08 2.69E+08 1.20E+08 5.69E+07 2.43E+07 1.03E+07 4.17E+06 1.51E+06 5.83E+05 2.12E+05 7.43E+04 7.99E+03 1.99E+03 6.79E+02 3.59E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.153  7.26E+11 4.59E+11 5.55E+12 1.76E+10 3.45E+10 5.11E+10 5.87E+10 5.73E+10 5.55E+10 4.90E+10 4.10E+10 3.14E+10 2.33E+10 1.61E+10 1.00E+10 6.13E+09 3.64E+09 2.07E+09 1.11E+09 5.74E+08 2.60E+08 1.28E+08 5.62E+07 2.46E+07 1.03E+07 3.88E+06 1.56E+06 5.89E+05 2.12E+05 1.33E+04 2.81E+03 8.77E+02 4.71E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.184  1.39E+12 8.60E+11 1.05E+13 3.17E+10 6.22E+10 9.49E+10 1.09E+11 1.06E+11 1.03E+11 9.20E+10 7.79E+10 5.99E+10 4.46E+10 3.12E+10 1.95E+10 1.21E+10 7.30E+09 4.21E+09 2.31E+09 1.23E+09 5.64E+08 2.87E+08 1.30E+08 5.88E+07 2.57E+07 9.97E+06 4.17E+06 1.64E+06 6.05E+05 2.22E+04 3.96E+03 1.07E+03 5.83E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.215  2.62E+12 1.61E+12 1.99E+13 5.71E+10 1.12E+11 1.76E+11 2.01E+11 1.96E+11 1.93E+11 1.73E+11 1.48E+11 1.14E+11 8.54E+10 6.07E+10 3.78E+10 2.39E+10 1.46E+10 8.58E+09 4.80E+09 2.62E+09 1.22E+09 6.45E+08 3.01E+08 1.41E+08 6.38E+07 2.56E+07 1.11E+07 4.54E+06 1.73E+06 3.69E+04 5.58E+03 1.27E+03 6.95E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.289  1.43E+13 7.76E+12 9.88E+13 2.49E+11 4.90E+11 8.32E+11 9.36E+11 9.10E+11 9.14E+11 8.36E+11 7.38E+11 5.73E+11 4.34E+11 3.20E+11 2.00E+11 1.30E+11 8.36E+10 5.09E+10 3.01E+10 1.74E+10 8.48E+09 4.88E+09 2.45E+09 1.24E+09 6.20E+08 2.71E+08 1.30E+08 5.83E+07 2.37E+07 1.32E+05 1.32E+04 1.94E+03 9.75E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.359  7.10E+13 3.75E+13 4.93E+14 1.08E+12 2.14E+12 3.92E+12 4.36E+12 4.23E+12 4.33E+12 4.04E+12 3.67E+12 2.87E+12 2.21E+12 1.69E+12 1.05E+12 7.13E+11 4.77E+11 3.02E+11 1.88E+11 1.16E+11 5.88E+10 3.70E+10 2.00E+10 1.10E+10 6.03E+09 2.87E+09 1.52E+09 7.48E+08 3.26E+08 4.73E+05 3.10E+04 2.96E+03 1.26E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.488  2.39E+15 8.91E+14 1.26E+16 2.05E+13 4.07E+13 8.71E+13 9.47E+13 9.14E+13 9.73E+13 9.46E+13 9.12E+13 7.24E+13 5.70E+13 4.68E+13 2.93E+13 2.13E+13 1.55E+13 1.06E+13 7.38E+12 5.15E+12 2.82E+12 2.12E+12 1.33E+12 8.54E+11 5.70E+11 3.21E+11 2.08E+11 1.23E+11 6.17E+10 6.06E+06 1.73E+05 6.88E+03 1.82E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
