                    *********************************************************************************
                    *  Z= 40 A= 92: Positive-Parity Spin-dependent Level Density [MeV-1] for ZR 92  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   9.50  1.066  3.26E+04 3.70E+04 4.34E+05 9.09E+02 2.31E+03 3.70E+03 4.36E+03 4.79E+03 4.56E+03 4.21E+03 3.48E+03 2.83E+03 2.05E+03 1.50E+03 9.46E+02 6.29E+02 3.45E+02 2.11E+02 9.36E+01 5.64E+01 1.71E+01 1.07E+01 1.43E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.093  5.81E+04 6.52E+04 7.83E+05 1.49E+03 3.90E+03 6.22E+03 7.45E+03 8.24E+03 7.96E+03 7.42E+03 6.24E+03 5.13E+03 3.82E+03 2.81E+03 1.85E+03 1.22E+03 6.89E+02 4.11E+02 2.03E+02 1.10E+02 4.43E+01 2.43E+01 5.71E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.147  1.94E+05 2.07E+05 2.62E+06 4.20E+03 1.14E+04 1.80E+04 2.20E+04 2.45E+04 2.43E+04 2.31E+04 2.01E+04 1.69E+04 1.32E+04 1.00E+04 7.04E+03 4.88E+03 3.07E+03 1.95E+03 1.10E+03 6.54E+02 3.24E+02 1.89E+02 7.93E+01 4.64E+01 1.50E+01 1.14E+01 1.43E+00 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.198  6.15E+05 6.34E+05 8.36E+06 1.16E+04 3.24E+04 5.10E+04 6.34E+04 7.12E+04 7.22E+04 6.94E+04 6.20E+04 5.32E+04 4.28E+04 3.34E+04 2.44E+04 1.73E+04 1.15E+04 7.50E+03 4.52E+03 2.71E+03 1.47E+03 8.11E+02 3.94E+02 1.99E+02 8.50E+01 4.00E+01 1.29E+01 5.00E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.247  1.90E+06 1.95E+06 2.67E+07 3.26E+04 9.24E+04 1.46E+05 1.83E+05 2.08E+05 2.14E+05 2.09E+05 1.90E+05 1.67E+05 1.38E+05 1.10E+05 8.31E+04 6.08E+04 4.21E+04 2.84E+04 1.80E+04 1.12E+04 6.52E+03 3.78E+03 2.00E+03 1.09E+03 5.23E+02 2.78E+02 1.17E+02 6.07E+01 2.07E+01 1.29E+01 2.14E+00 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.294  5.76E+06 5.77E+06 8.20E+07 8.95E+04 2.56E+05 4.04E+05 5.14E+05 5.86E+05 6.12E+05 6.04E+05 5.61E+05 4.98E+05 4.21E+05 3.43E+05 2.67E+05 2.00E+05 1.43E+05 9.96E+04 6.58E+04 4.23E+04 2.58E+04 1.54E+04 8.62E+03 4.80E+03 2.46E+03 1.29E+03 5.96E+02 2.95E+02 1.22E+02 5.86E+01 1.93E+01 8.57E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.339  1.32E+07 9.06E+06 1.31E+08 1.35E+05 3.89E+05 6.15E+05 7.85E+05 8.99E+05 9.45E+05 9.37E+05 8.77E+05 7.86E+05 6.71E+05 5.52E+05 4.34E+05 3.30E+05 2.40E+05 1.69E+05 1.14E+05 7.49E+04 4.69E+04 2.86E+04 1.66E+04 9.49E+03 5.07E+03 2.71E+03 1.33E+03 6.69E+02 2.99E+02 1.41E+02 5.00E+01 2.11E+01 4.44E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.383  2.48E+07 1.43E+07 2.10E+08 2.05E+05 5.92E+05 9.35E+05 1.20E+06 1.38E+06 1.46E+06 1.45E+06 1.37E+06 1.24E+06 1.07E+06 8.87E+05 7.07E+05 5.44E+05 4.02E+05 2.88E+05 1.98E+05 1.33E+05 8.51E+04 5.33E+04 3.20E+04 1.88E+04 1.05E+04 5.72E+03 2.06E+03 1.04E+03 4.76E+02 2.24E+02 8.07E+01 3.37E+01 6.75E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.426  4.32E+07 2.25E+07 3.38E+08 3.10E+05 9.00E+05 1.42E+06 1.83E+06 2.11E+06 2.25E+06 2.26E+06 2.14E+06 1.95E+06 1.70E+06 1.43E+06 1.15E+06 8.97E+05 6.74E+05 4.90E+05 3.44E+05 2.34E+05 1.55E+05 9.92E+04 6.17E+04 3.71E+04 2.16E+04 1.21E+04 3.20E+03 1.42E+03 6.52E+02 3.06E+02 1.11E+02 4.62E+01 9.05E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.467  7.22E+07 3.55E+07 5.45E+08 4.69E+05 1.37E+06 2.16E+06 2.80E+06 3.24E+06 3.47E+06 3.50E+06 3.35E+06 3.08E+06 2.71E+06 2.29E+06 1.87E+06 1.48E+06 1.13E+06 8.34E+05 5.97E+05 4.15E+05 2.81E+05 1.85E+05 1.19E+05 7.34E+04 4.47E+04 2.55E+04 4.97E+03 1.92E+03 8.29E+02 3.89E+02 1.42E+02 5.87E+01 1.13E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.507  1.18E+08 5.62E+07 8.80E+08 7.10E+05 2.08E+06 3.29E+06 4.28E+06 4.97E+06 5.35E+06 5.43E+06 5.25E+06 4.85E+06 4.31E+06 3.69E+06 3.05E+06 2.44E+06 1.89E+06 1.42E+06 1.04E+06 7.34E+05 5.11E+05 3.44E+05 2.29E+05 1.45E+05 9.22E+04 5.37E+04 7.71E+03 2.61E+03 1.01E+03 4.71E+02 1.73E+02 7.13E+01 1.37E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.546  1.91E+08 8.90E+07 1.43E+09 1.07E+06 3.16E+06 5.01E+06 6.53E+06 7.62E+06 8.26E+06 8.43E+06 8.21E+06 7.64E+06 6.86E+06 5.93E+06 4.97E+06 4.02E+06 3.17E+06 2.42E+06 1.80E+06 1.30E+06 9.28E+05 6.39E+05 4.42E+05 2.87E+05 1.90E+05 1.13E+05 1.20E+04 3.55E+03 1.18E+03 5.54E+02 2.04E+02 8.38E+01 1.60E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.640  6.57E+08 2.84E+08 4.85E+09 3.03E+06 9.00E+06 1.43E+07 1.89E+07 2.22E+07 2.44E+07 2.53E+07 2.51E+07 2.38E+07 2.20E+07 1.95E+07 1.68E+07 1.41E+07 1.15E+07 9.12E+06 7.14E+06 5.41E+06 4.13E+06 3.02E+06 2.28E+06 1.58E+06 1.17E+06 7.32E+05 3.59E+04 7.64E+03 1.77E+03 7.60E+02 2.80E+02 1.15E+02 2.17E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.729  2.17E+09 9.25E+08 1.69E+10 8.52E+06 2.56E+07 4.08E+07 5.44E+07 6.46E+07 7.22E+07 7.58E+07 7.68E+07 7.43E+07 7.02E+07 6.38E+07 5.70E+07 4.91E+07 4.18E+07 3.44E+07 2.83E+07 2.25E+07 1.84E+07 1.43E+07 1.18E+07 8.69E+06 7.15E+06 4.73E+06 1.08E+05 1.64E+04 2.66E+03 9.67E+02 3.57E+02 1.47E+02 2.75E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.894  3.10E+10 1.06E+10 2.31E+11 6.76E+07 2.08E+08 3.33E+08 4.53E+08 5.48E+08 6.31E+08 6.81E+08 7.18E+08 7.23E+08 7.18E+08 6.86E+08 6.53E+08 5.99E+08 5.52E+08 4.91E+08 4.46E+08 3.90E+08 3.64E+08 3.19E+08 3.13E+08 2.63E+08 2.68E+08 1.98E+08 9.67E+05 7.61E+04 5.97E+03 1.38E+03 5.11E+02 2.09E+02 3.90E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.187  1.30E+13 2.58E+12 8.53E+13 4.25E+09 1.37E+10 2.21E+10 3.14E+10 3.94E+10 4.82E+10 5.51E+10 6.29E+10 6.84E+10 7.52E+10 7.93E+10 8.56E+10 8.90E+10 9.62E+10 9.98E+10 1.11E+11 1.17E+11 1.42E+11 1.59E+11 2.21E+11 2.41E+11 3.78E+11 3.45E+11 7.82E+07 1.63E+06 3.01E+04 2.20E+03 8.18E+02 3.35E+02 6.20E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.445  1.87E+14 3.23E+13 5.05E+14 2.68E+11 9.00E+11 1.47E+12 2.18E+12 2.84E+12 3.68E+12 4.46E+12 5.51E+12 6.47E+12 1.50E+11 1.58E+11 1.71E+11 1.77E+11 1.92E+11 1.99E+11 2.21E+11 2.34E+11 2.85E+11 3.17E+11 4.42E+11 4.81E+11 7.56E+11 6.90E+11 6.32E+09 3.49E+07 1.52E+05 3.52E+03 1.13E+03 4.60E+02 8.50E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.678  1.17E+16 2.27E+15 2.94E+16 1.68E+13 5.92E+13 9.76E+13 1.51E+14 2.04E+14 2.81E+14 3.60E+14 4.82E+14 6.13E+14 2.98E+11 3.15E+11 3.40E+11 3.54E+11 3.83E+11 3.97E+11 4.40E+11 4.68E+11 5.68E+11 6.33E+11 8.84E+11 9.61E+11 1.51E+12 1.38E+12 5.11E+11 7.47E+08 7.67E+05 5.63E+03 1.43E+03 5.85E+02 1.08E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.893  9.61E+17 1.87E+17 2.49E+18 1.06E+15 3.90E+15 6.48E+15 1.05E+16 1.47E+16 2.15E+16 2.91E+16 4.22E+16 5.80E+16 5.93E+11 6.27E+11 6.77E+11 7.05E+11 7.63E+11 7.93E+11 8.79E+11 9.34E+11 1.14E+12 1.27E+12 1.77E+12 1.92E+12 3.02E+12 2.76E+12 4.13E+13 1.60E+10 3.87E+06 9.00E+03 1.82E+03 7.11E+02 1.31E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.093  8.05E+19 1.57E+19 2.15E+20 6.67E+16 2.56E+17 4.31E+17 7.27E+17 1.06E+18 1.64E+18 2.36E+18 3.70E+18 5.48E+18 1.18E+12 1.25E+12 1.35E+12 1.41E+12 1.52E+12 1.58E+12 1.75E+12 1.86E+12 2.27E+12 2.53E+12 3.53E+12 3.84E+12 6.04E+12 5.51E+12 3.34E+15 3.43E+11 1.95E+07 1.44E+04 2.32E+03 8.36E+02 1.54E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.280  6.83E+21 1.34E+21 1.88E+22 4.20E+18 1.69E+19 2.86E+19 5.04E+19 7.60E+19 1.25E+20 1.91E+20 3.24E+20 5.19E+20 2.35E+12 2.48E+12 2.69E+12 2.80E+12 3.03E+12 3.16E+12 3.50E+12 3.72E+12 4.53E+12 5.05E+12 7.06E+12 7.68E+12 1.21E+13 1.10E+13 2.70E+17 7.34E+12 9.86E+07 2.30E+04 2.95E+03 9.62E+02 1.77E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  3.458  5.87E+23 1.15E+23 1.65E+24 2.64E+20 1.11E+21 1.90E+21 3.50E+21 5.47E+21 9.58E+21 1.54E+22 2.83E+22 4.91E+22 4.68E+12 4.95E+12 5.36E+12 5.58E+12 6.05E+12 6.30E+12 6.99E+12 7.43E+12 9.05E+12 1.01E+13 1.41E+13 1.53E+13 2.41E+13 2.20E+13 2.18E+19 1.57E+14 4.98E+08 3.68E+04 3.76E+03 1.09E+03 2.00E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  3.627  5.10E+25 9.96E+24 1.47E+26 1.66E+22 7.31E+22 1.26E+23 2.43E+23 3.93E+23 7.32E+23 1.25E+24 2.48E+24 4.65E+24 9.31E+12 9.85E+12 1.07E+13 1.11E+13 1.21E+13 1.26E+13 1.39E+13 1.48E+13 1.81E+13 2.02E+13 2.82E+13 3.07E+13 4.83E+13 4.41E+13 1.77E+21 3.37E+15 2.51E+09 5.88E+04 4.79E+03 1.21E+03 2.23E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  3.788  4.47E+27 8.73E+26 1.31E+28 1.05E+24 4.81E+24 8.39E+24 1.68E+25 2.83E+25 5.59E+25 1.01E+26 2.17E+26 4.40E+26 1.85E+13 1.96E+13 2.13E+13 2.22E+13 2.41E+13 2.51E+13 2.78E+13 2.96E+13 3.61E+13 4.03E+13 5.63E+13 6.13E+13 9.65E+13 8.81E+13 1.43E+23 7.21E+16 1.27E+10 9.40E+04 6.10E+03 1.35E+03 2.46E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.943  3.95E+29 7.72E+28 1.18E+30 6.58E+25 3.16E+26 5.58E+26 1.17E+27 2.04E+27 4.27E+27 8.16E+27 1.90E+28 4.16E+28 3.69E+13 3.91E+13 4.24E+13 4.42E+13 4.80E+13 5.00E+13 5.56E+13 5.92E+13 7.21E+13 8.05E+13 1.13E+14 1.23E+14 1.93E+14 1.76E+14 1.15E+25 1.54E+18 6.40E+10 1.50E+05 7.76E+03 1.51E+03 2.69E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.091  3.52E+31 6.88E+30 1.06E+32 4.14E+27 2.08E+28 3.70E+28 8.09E+28 1.46E+29 3.26E+29 6.60E+29 1.67E+30 3.94E+30 7.34E+13 7.78E+13 8.44E+13 8.81E+13 9.57E+13 9.97E+13 1.11E+14 1.18E+14 1.44E+14 1.61E+14 2.25E+14 2.45E+14 3.86E+14 3.52E+14 9.33E+26 3.31E+19 3.23E+11 2.40E+05 9.88E+03 1.68E+03 2.92E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  4.235  3.15E+33 6.17E+32 9.64E+33 2.61E+29 1.37E+30 2.46E+30 5.61E+30 1.05E+31 2.49E+31 5.33E+31 1.46E+32 3.72E+32 1.46E+14 1.55E+14 1.68E+14 1.76E+14 1.91E+14 1.99E+14 2.21E+14 2.36E+14 2.88E+14 3.21E+14 4.50E+14 4.90E+14 7.71E+14 7.04E+14 7.54E+28 7.09E+20 1.63E+12 3.84E+05 1.26E+04 1.88E+03 3.15E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  4.374  2.85E+35 5.57E+34 8.79E+35 1.64E+31 9.01E+31 1.63E+32 3.89E+32 7.58E+32 1.90E+33 4.31E+33 1.28E+34 3.52E+34 2.91E+14 3.09E+14 3.35E+14 3.50E+14 3.81E+14 3.97E+14 4.42E+14 4.71E+14 5.75E+14 6.42E+14 8.99E+14 9.79E+14 1.54E+15 1.41E+15 6.10E+30 1.52E+22 8.22E+12 6.13E+05 1.60E+04 2.09E+03 3.38E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  4.508  2.58E+37 5.05E+36 8.04E+37 1.03E+33 5.93E+33 1.09E+34 2.70E+34 5.45E+34 1.45E+35 3.49E+35 1.12E+36 3.33E+36 5.79E+14 6.14E+14 6.68E+14 6.98E+14 7.59E+14 7.92E+14 8.82E+14 9.40E+14 1.15E+15 1.28E+15 1.80E+15 1.96E+15 3.08E+15 2.82E+15 4.93E+32 3.25E+23 4.15E+13 9.80E+05 2.04E+04 2.33E+03 3.61E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  4.639  2.35E+39 4.60E+38 7.38E+39 6.49E+34 3.90E+35 7.21E+35 1.87E+36 3.92E+36 1.11E+37 2.82E+37 9.79E+37 3.16E+38 1.15E+15 1.22E+15 1.33E+15 1.39E+15 1.51E+15 1.58E+15 1.76E+15 1.88E+15 2.29E+15 2.56E+15 3.59E+15 3.91E+15 6.16E+15 5.63E+15 3.99E+34 6.96E+24 2.09E+14 1.57E+06 2.59E+04 2.60E+03 3.84E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  4.766  2.15E+41 4.21E+40 6.79E+41 4.08E+36 2.57E+37 4.79E+37 1.30E+38 2.82E+38 8.49E+38 2.28E+39 8.57E+39 2.99E+40 2.29E+15 2.44E+15 2.65E+15 2.77E+15 3.02E+15 3.15E+15 3.51E+15 3.75E+15 4.58E+15 5.12E+15 7.18E+15 7.82E+15 1.23E+16 1.13E+16 3.22E+36 1.49E+26 1.06E+15 2.51E+06 3.30E+04 2.90E+03 4.07E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  4.890  1.97E+43 3.86E+42 6.27E+43 2.57E+38 1.69E+39 3.18E+39 9.00E+39 2.03E+40 6.48E+40 1.85E+41 7.51E+41 2.83E+42 4.56E+15 4.85E+15 5.28E+15 5.53E+15 6.02E+15 6.29E+15 7.01E+15 7.48E+15 9.15E+15 1.02E+16 1.43E+16 1.56E+16 2.46E+16 2.25E+16 2.61E+38 3.19E+27 5.34E+15 4.00E+06 4.20E+04 3.24E+03 4.30E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 40 A= 92: Negative-parity Spin-dependent Level Density [MeV-1] for ZR 92  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.173  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.245  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.299  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
