                    *********************************************************************************
                    *  Z= 98 A=250: Positive-Parity Spin-dependent Level Density [MeV-1] for CF250  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   1.00  0.210  7.00E+00 2.36E+01 2.68E+02 1.83E-01 1.25E+00 1.07E+00 3.05E+00 3.58E+00 3.74E+00 3.38E+00 3.21E+00 3.03E+00 1.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.235  1.70E+01 5.58E+01 6.87E+02 1.89E-01 2.32E+00 3.60E+00 6.43E+00 6.27E+00 7.13E+00 8.21E+00 8.02E+00 5.71E+00 4.72E+00 2.67E+00 5.34E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.257  3.60E+01 9.13E+01 1.14E+03 7.36E-01 5.88E+00 4.72E+00 9.32E+00 1.14E+01 1.16E+01 9.81E+00 1.18E+01 1.07E+01 7.57E+00 4.54E+00 2.67E+00 5.34E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.277  6.90E+01 1.76E+02 2.26E+03 9.17E-01 1.12E+01 8.67E+00 1.84E+01 1.75E+01 2.38E+01 2.19E+01 2.19E+01 1.66E+01 1.40E+01 1.13E+01 5.60E+00 2.94E+00 1.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.297  1.27E+02 2.84E+02 3.69E+03 9.27E-01 1.83E+01 1.58E+01 3.21E+01 3.04E+01 3.43E+01 2.89E+01 3.47E+01 2.80E+01 2.43E+01 1.51E+01 1.19E+01 5.07E+00 3.47E+00 1.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.315  2.35E+02 5.82E+02 7.58E+03 1.85E+00 3.88E+01 3.41E+01 6.89E+01 5.70E+01 7.68E+01 6.13E+01 6.23E+01 4.68E+01 4.84E+01 3.53E+01 2.22E+01 1.45E+01 8.45E+00 4.00E+00 1.60E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.332  4.30E+02 9.76E+02 1.26E+04 2.79E+00 6.89E+01 5.99E+01 1.17E+02 1.07E+02 1.19E+02 9.49E+01 1.11E+02 8.26E+01 6.84E+01 5.26E+01 4.01E+01 2.41E+01 1.53E+01 7.20E+00 3.47E+00 1.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.348  8.25E+02 2.19E+03 2.84E+04 3.50E+00 1.51E+02 1.32E+02 2.65E+02 2.35E+02 2.84E+02 2.20E+02 2.36E+02 1.80E+02 1.60E+02 1.09E+02 8.62E+01 5.80E+01 3.64E+01 1.88E+01 9.34E+00 3.65E+00 1.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.363  1.54E+03 3.53E+03 4.69E+04 3.14E+00 2.24E+02 2.08E+02 4.02E+02 3.56E+02 4.47E+02 3.68E+02 4.06E+02 3.09E+02 2.48E+02 1.86E+02 1.45E+02 9.44E+01 6.65E+01 3.76E+01 1.81E+01 8.29E+00 3.47E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.378  2.91E+03 7.42E+03 9.99E+04 9.07E+00 4.73E+02 4.41E+02 8.45E+02 7.49E+02 9.06E+02 7.30E+02 7.84E+02 6.42E+02 5.82E+02 4.06E+02 3.11E+02 2.21E+02 1.42E+02 8.78E+01 4.93E+01 2.54E+01 9.97E+00 4.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.392  5.36E+03 1.22E+04 1.67E+05 9.93E+00 7.57E+02 7.16E+02 1.38E+03 1.22E+03 1.50E+03 1.20E+03 1.32E+03 1.03E+03 9.22E+02 6.99E+02 5.42E+02 3.56E+02 2.56E+02 1.58E+02 9.49E+01 4.62E+01 2.27E+01 7.75E+00 2.97E+00 1.79E+00 6.89E-02 1.81E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.406  9.94E+03 2.43E+04 3.41E+05 2.18E+01 1.44E+03 1.33E+03 2.55E+03 2.30E+03 2.87E+03 2.42E+03 2.65E+03 2.14E+03 1.88E+03 1.40E+03 1.14E+03 8.04E+02 5.45E+02 3.71E+02 2.31E+02 1.28E+02 6.03E+01 2.80E+01 1.37E+01 5.35E+00 1.68E+00 1.43E+00 4.45E-02 1.81E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.420  1.79E+04 3.90E+04 5.51E+05 2.31E+01 2.29E+03 2.15E+03 4.11E+03 3.73E+03 4.52E+03 3.76E+03 4.16E+03 3.40E+03 3.03E+03 2.28E+03 1.85E+03 1.30E+03 9.54E+02 6.14E+02 4.04E+02 2.32E+02 1.28E+02 5.54E+01 3.06E+01 1.22E+01 6.76E+00 2.14E+00 8.64E-01 8.95E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.432  3.24E+04 7.75E+04 1.11E+06 3.40E+01 4.39E+03 4.18E+03 7.96E+03 7.23E+03 8.84E+03 7.44E+03 8.30E+03 6.66E+03 5.99E+03 4.58E+03 3.79E+03 2.68E+03 1.98E+03 1.38E+03 8.90E+02 5.83E+02 3.16E+02 1.64E+02 8.24E+01 3.98E+01 1.88E+01 9.28E+00 4.16E+00 2.14E+00 1.16E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.445  5.76E+04 1.24E+05 1.79E+06 3.81E+01 6.92E+03 6.67E+03 1.27E+04 1.16E+04 1.41E+04 1.18E+04 1.30E+04 1.07E+04 9.49E+03 7.32E+03 6.07E+03 4.35E+03 3.20E+03 2.25E+03 1.57E+03 9.77E+02 5.83E+02 3.09E+02 1.66E+02 8.27E+01 3.83E+01 2.01E+01 1.21E+01 4.37E+00 2.42E+00 3.61E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.457  1.04E+05 2.45E+05 3.60E+06 5.80E+01 1.32E+04 1.28E+04 2.44E+04 2.23E+04 2.75E+04 2.34E+04 2.60E+04 2.12E+04 1.88E+04 1.46E+04 1.22E+04 8.78E+03 6.64E+03 4.70E+03 3.31E+03 2.24E+03 1.34E+03 7.81E+02 4.40E+02 2.33E+02 1.17E+02 5.83E+01 3.25E+01 1.19E+01 6.08E+00 2.32E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.469  1.83E+05 3.91E+05 5.77E+06 8.59E+01 2.11E+04 2.05E+04 3.88E+04 3.55E+04 4.33E+04 3.69E+04 4.07E+04 3.37E+04 3.00E+04 2.34E+04 1.95E+04 1.41E+04 1.07E+04 7.66E+03 5.52E+03 3.74E+03 2.36E+03 1.40E+03 8.34E+02 4.46E+02 2.30E+02 1.23E+02 5.97E+01 2.29E+01 1.14E+01 4.64E+00 5.42E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.492  5.84E+05 1.21E+06 1.83E+07 1.54E+02 6.31E+04 6.17E+04 1.17E+05 1.07E+05 1.32E+05 1.13E+05 1.25E+05 1.04E+05 9.34E+04 7.36E+04 6.20E+04 4.55E+04 3.49E+04 2.54E+04 1.88E+04 1.31E+04 8.72E+03 5.54E+03 3.53E+03 2.08E+03 1.17E+03 6.36E+02 3.44E+02 1.56E+02 6.92E+01 3.54E+01 1.20E+01 5.06E+00 1.08E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.514  1.80E+06 3.67E+06 5.65E+07 3.69E+02 1.85E+05 1.81E+05 3.43E+05 3.17E+05 3.89E+05 3.35E+05 3.73E+05 3.14E+05 2.84E+05 2.27E+05 1.93E+05 1.43E+05 1.11E+05 8.26E+04 6.20E+04 4.44E+04 3.04E+04 2.02E+04 1.36E+04 8.47E+03 5.18E+03 3.06E+03 1.76E+03 8.63E+02 4.19E+02 2.25E+02 1.22E+02 5.14E+01 2.79E+01 6.40E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.535  5.46E+06 1.10E+07 1.72E+08 7.22E+02 5.37E+05 5.29E+05 1.00E+06 9.25E+05 1.14E+06 9.88E+05 1.10E+06 9.32E+05 8.47E+05 6.82E+05 5.86E+05 4.41E+05 3.47E+05 2.62E+05 2.00E+05 1.46E+05 1.02E+05 6.96E+04 4.88E+04 3.19E+04 2.06E+04 1.30E+04 7.93E+03 4.23E+03 2.26E+03 1.29E+03 7.07E+02 3.64E+02 2.31E+02 6.27E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.555  1.63E+07 3.24E+07 5.16E+08 2.04E+03 1.55E+06 1.53E+06 2.89E+06 2.68E+06 3.31E+06 2.87E+06 3.21E+06 2.73E+06 2.50E+06 2.03E+06 1.75E+06 1.33E+06 1.06E+06 8.09E+05 6.26E+05 4.65E+05 3.32E+05 2.32E+05 1.67E+05 1.13E+05 7.56E+04 5.00E+04 3.23E+04 1.83E+04 1.03E+04 6.33E+03 3.60E+03 2.00E+03 1.37E+03 2.98E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.574  4.79E+07 9.39E+07 1.52E+09 4.29E+03 4.40E+06 4.35E+06 8.20E+06 7.57E+06 9.39E+06 8.22E+06 9.22E+06 7.87E+06 7.26E+06 5.93E+06 5.16E+06 3.94E+06 3.16E+06 2.44E+06 1.91E+06 1.44E+06 1.04E+06 7.45E+05 5.46E+05 3.79E+05 2.61E+05 1.79E+05 1.20E+05 7.22E+04 4.26E+04 2.73E+04 1.65E+04 9.54E+03 5.44E+03 7.65E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.593  1.39E+08 2.71E+08 4.44E+09 1.04E+04 1.24E+07 1.23E+07 2.31E+07 2.13E+07 2.66E+07 2.35E+07 2.64E+07 2.26E+07 2.08E+07 1.71E+07 1.50E+07 1.15E+07 9.33E+06 7.30E+06 5.78E+06 4.40E+06 3.22E+06 2.35E+06 1.75E+06 1.24E+06 8.76E+05 6.15E+05 4.25E+05 2.66E+05 1.63E+05 1.08E+05 6.82E+04 3.22E+04 1.69E+04 1.67E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.612  3.99E+08 7.69E+08 1.28E+10 2.56E+04 3.45E+07 3.41E+07 6.44E+07 5.96E+07 7.44E+07 6.59E+07 7.42E+07 6.38E+07 5.91E+07 4.90E+07 4.30E+07 3.32E+07 2.72E+07 2.14E+07 1.71E+07 1.32E+07 9.74E+06 7.22E+06 5.47E+06 3.95E+06 2.84E+06 2.05E+06 1.45E+06 9.32E+05 5.88E+05 4.06E+05 2.11E+05 8.00E+04 4.98E+04 3.11E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.629  1.13E+09 2.16E+09 3.65E+10 6.46E+04 9.51E+07 9.42E+07 1.78E+08 1.65E+08 2.06E+08 1.83E+08 2.07E+08 1.78E+08 1.66E+08 1.38E+08 1.22E+08 9.46E+07 7.80E+07 6.20E+07 5.00E+07 3.88E+07 2.90E+07 2.17E+07 1.67E+07 1.23E+07 8.97E+06 6.58E+06 4.74E+06 3.13E+06 2.03E+06 1.10E+06 4.49E+05 1.81E+05 1.56E+05 6.25E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.647  3.18E+09 6.01E+09 1.02E+11 1.58E+05 2.60E+08 2.58E+08 4.86E+08 4.52E+08 5.66E+08 5.04E+08 5.70E+08 4.93E+08 4.60E+08 3.85E+08 3.41E+08 2.66E+08 2.21E+08 1.77E+08 1.44E+08 1.13E+08 8.50E+07 6.44E+07 5.01E+07 3.72E+07 2.76E+07 2.06E+07 1.51E+07 1.02E+07 5.23E+06 2.28E+06 9.25E+05 4.18E+05 4.95E+05 1.20E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.663  8.82E+09 1.65E+10 2.84E+11 3.93E+05 7.04E+08 6.98E+08 1.32E+09 1.23E+09 1.54E+09 1.37E+09 1.56E+09 1.35E+09 1.26E+09 1.06E+09 9.44E+08 7.42E+08 6.19E+08 4.98E+08 4.08E+08 3.22E+08 2.45E+08 1.88E+08 1.47E+08 1.11E+08 8.33E+07 6.29E+07 4.26E+07 2.26E+07 1.04E+07 4.10E+06 1.95E+06 1.02E+06 1.57E+06 2.13E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.696  7.78E+10 1.21E+11 2.10E+12 2.46E+06 5.04E+09 5.00E+09 9.45E+09 8.81E+09 1.11E+10 9.94E+09 1.13E+10 9.86E+09 9.29E+09 7.87E+09 7.04E+09 5.59E+09 4.70E+09 3.83E+09 3.17E+09 2.54E+09 1.96E+09 1.53E+09 1.22E+09 9.36E+08 5.82E+08 3.14E+08 1.47E+08 6.77E+07 3.30E+07 1.74E+07 1.07E+07 7.69E+06 1.53E+07 7.15E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.727  5.63E+11 8.49E+11 1.46E+13 1.50E+07 3.49E+10 3.47E+10 6.57E+10 6.13E+10 7.75E+10 6.96E+10 7.95E+10 6.96E+10 6.60E+10 5.62E+10 5.06E+10 4.05E+10 3.44E+10 2.83E+10 2.36E+10 1.91E+10 1.50E+10 1.00E+10 5.68E+09 3.20E+09 1.77E+09 8.45E+08 4.30E+08 2.33E+08 1.46E+08 9.83E+07 7.64E+07 6.27E+07 1.39E+08 2.37E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.756  2.97E+12 3.96E+12 7.42E+13 8.99E+07 9.89E+10 9.85E+10 1.88E+11 1.92E+11 2.89E+11 2.79E+11 3.68E+11 3.61E+11 3.89E+11 3.40E+11 3.18E+11 2.82E+11 2.42E+11 1.86E+11 1.23E+11 8.63E+10 5.20E+10 2.88E+10 1.49E+10 8.07E+09 4.90E+09 2.71E+09 1.65E+09 1.12E+09 8.35E+08 6.66E+08 5.74E+08 5.02E+08 1.17E+09 7.22E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.785  7.03E+12 4.18E+12 1.02E+14 4.27E+08 3.32E+10 3.51E+10 5.22E+10 6.12E+10 1.19E+11 1.23E+11 1.81E+11 2.07E+11 2.97E+11 3.26E+11 3.96E+11 4.21E+11 6.00E+11 5.15E+11 3.08E+11 1.98E+11 1.20E+11 6.68E+10 3.56E+10 2.08E+10 1.56E+10 9.65E+09 6.79E+09 5.09E+09 3.60E+09 3.76E+09 4.26E+09 3.87E+09 9.22E+09 2.07E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.812  1.04E+13 2.52E+12 7.21E+13 8.09E+08 1.50E+10 1.57E+10 1.87E+10 1.46E+10 3.07E+10 2.94E+10 5.50E+10 8.33E+10 7.05E+10 5.82E+10 9.61E+10 1.37E+11 3.51E+11 5.33E+11 3.66E+11 2.33E+11 1.48E+11 7.91E+10 4.86E+10 2.98E+10 2.34E+10 1.56E+10 8.76E+09 9.25E+09 9.36E+09 7.86E+09 6.52E+09 5.35E+09 2.19E+10 2.78E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.839  1.28E+13 2.23E+12 7.17E+13 1.53E+09 6.77E+09 7.07E+09 6.66E+09 3.48E+09 7.92E+09 7.06E+09 1.67E+10 3.35E+10 1.67E+10 1.04E+10 2.33E+10 4.47E+10 2.05E+11 5.51E+11 4.35E+11 2.75E+11 1.81E+11 9.37E+10 6.63E+10 4.27E+10 3.53E+10 2.51E+10 1.13E+10 1.68E+10 2.43E+10 1.65E+10 9.97E+09 7.40E+09 5.21E+10 3.73E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.865  1.51E+13 2.46E+12 8.55E+13 2.91E+09 3.05E+09 3.18E+09 2.38E+09 8.31E+08 2.04E+09 1.69E+09 5.08E+09 1.35E+10 3.96E+09 1.86E+09 5.64E+09 1.46E+10 1.20E+11 5.70E+11 5.18E+11 3.24E+11 2.22E+11 1.11E+11 9.04E+10 6.12E+10 5.31E+10 4.04E+10 1.46E+10 3.05E+10 6.33E+10 3.44E+10 1.53E+10 1.02E+10 1.24E+11 5.01E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.890  1.79E+13 3.09E+12 1.15E+14 5.52E+09 1.38E+09 1.43E+09 8.50E+08 1.98E+08 5.28E+08 4.06E+08 1.54E+09 5.42E+09 9.39E+08 3.32E+08 1.37E+09 4.74E+09 6.99E+10 5.90E+11 6.16E+11 3.83E+11 2.72E+11 1.31E+11 1.23E+11 8.77E+10 8.00E+10 6.51E+10 1.88E+10 5.54E+10 1.65E+11 7.20E+10 2.33E+10 1.41E+10 2.94E+11 6.72E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.914  2.16E+13 4.32E+12 1.76E+14 1.05E+10 6.22E+08 6.41E+08 3.03E+08 4.73E+07 1.36E+08 9.72E+07 4.69E+08 2.18E+09 2.23E+08 5.94E+07 3.32E+08 1.55E+09 4.08E+10 6.10E+11 7.33E+11 4.51E+11 3.34E+11 1.55E+11 1.68E+11 1.26E+11 1.20E+11 1.05E+11 2.43E+10 1.01E+11 4.28E+11 1.51E+11 3.57E+10 1.95E+10 6.99E+11 9.03E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
