                    *********************************************************************************
                    *  Z= 77 A=193: Positive-Parity Spin-dependent Level Density [MeV-1] for IR193  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   9.50  0.736  1.37E+07 2.07E+07 2.65E+08 9.12E+05 1.81E+06 2.29E+06 2.53E+06 2.45E+06 2.18E+06 1.90E+06 1.59E+06 1.19E+06 9.31E+05 7.40E+05 5.73E+05 4.12E+05 3.16E+05 2.42E+05 1.74E+05 1.31E+05 9.70E+04 7.02E+04 4.88E+04 3.47E+04 2.43E+04 1.65E+04 1.06E+04 7.06E+03 4.61E+03 2.87E+03 1.75E+03 2.09E+03 3.83E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.755  3.01E+07 4.52E+07 5.88E+08 1.96E+06 3.88E+06 4.93E+06 5.45E+06 5.30E+06 4.73E+06 4.15E+06 3.47E+06 2.62E+06 2.06E+06 1.65E+06 1.29E+06 9.32E+05 7.24E+05 5.58E+05 4.05E+05 3.08E+05 2.31E+05 1.71E+05 1.20E+05 8.67E+04 6.15E+04 4.31E+04 2.80E+04 1.90E+04 1.31E+04 7.84E+03 5.17E+03 6.53E+03 1.37E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.792  1.59E+08 2.12E+08 2.83E+09 8.86E+06 1.76E+07 2.24E+07 2.49E+07 2.43E+07 2.18E+07 1.93E+07 1.63E+07 1.24E+07 9.88E+06 7.99E+06 6.32E+06 4.64E+06 3.64E+06 2.86E+06 2.11E+06 1.63E+06 1.26E+06 9.47E+05 6.87E+05 5.09E+05 3.72E+05 2.68E+05 1.81E+05 1.30E+05 9.17E+04 5.79E+04 3.90E+04 5.49E+04 1.52E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.827  7.47E+08 9.65E+08 1.32E+10 3.93E+07 7.79E+07 9.96E+07 1.11E+08 1.09E+08 9.84E+07 8.75E+07 7.44E+07 5.72E+07 4.59E+07 3.75E+07 3.00E+07 2.22E+07 1.77E+07 1.40E+07 1.06E+07 8.29E+06 6.48E+06 4.99E+06 3.68E+06 2.80E+06 2.09E+06 1.55E+06 1.07E+06 7.99E+05 5.85E+05 3.74E+05 2.66E+05 3.99E+05 1.34E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.861  3.38E+09 4.30E+09 6.01E+10 1.70E+08 3.38E+08 4.33E+08 4.84E+08 4.77E+08 4.33E+08 3.87E+08 3.31E+08 2.57E+08 2.07E+08 1.71E+08 1.38E+08 1.03E+08 8.30E+07 6.66E+07 5.07E+07 4.04E+07 3.20E+07 2.50E+07 1.88E+07 1.46E+07 1.11E+07 8.40E+06 5.93E+06 4.56E+06 3.43E+06 2.23E+06 1.65E+06 2.60E+06 1.01E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.893  1.49E+10 1.87E+10 2.67E+11 7.23E+08 1.44E+09 1.84E+09 2.07E+09 2.05E+09 1.87E+09 1.68E+09 1.44E+09 1.13E+09 9.15E+08 7.58E+08 6.16E+08 4.65E+08 3.78E+08 3.06E+08 2.35E+08 1.90E+08 1.53E+08 1.21E+08 9.21E+07 7.24E+07 5.62E+07 4.33E+07 3.11E+07 2.45E+07 1.89E+07 1.25E+07 9.47E+06 1.56E+07 6.78E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.925  4.21E+10 3.56E+10 5.13E+11 1.33E+09 2.65E+09 3.48E+09 3.88E+09 3.89E+09 3.57E+09 3.21E+09 2.76E+09 2.14E+09 1.75E+09 1.45E+09 1.18E+09 8.92E+08 7.27E+08 5.94E+08 4.59E+08 3.70E+08 2.99E+08 2.38E+08 1.81E+08 1.42E+08 1.12E+08 8.63E+07 6.34E+07 5.05E+07 3.92E+07 2.60E+07 1.98E+07 3.31E+07 1.53E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.955  9.38E+10 6.78E+10 9.84E+11 2.45E+09 4.88E+09 6.55E+09 7.27E+09 7.41E+09 6.84E+09 6.15E+09 5.29E+09 4.08E+09 3.34E+09 2.78E+09 2.27E+09 1.71E+09 1.40E+09 1.15E+09 8.95E+08 7.21E+08 5.87E+08 4.68E+08 3.54E+08 2.79E+08 2.22E+08 1.72E+08 1.29E+08 1.04E+08 8.15E+07 5.43E+07 4.15E+07 7.00E+07 3.45E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.984  1.92E+11 1.29E+11 1.89E+12 4.52E+09 8.99E+09 1.24E+10 1.36E+10 1.41E+10 1.31E+10 1.18E+10 1.01E+10 7.76E+09 6.39E+09 5.34E+09 4.35E+09 3.27E+09 2.69E+09 2.24E+09 1.74E+09 1.41E+09 1.15E+09 9.22E+08 6.94E+08 5.49E+08 4.42E+08 3.44E+08 2.64E+08 2.14E+08 1.69E+08 1.13E+08 8.70E+07 1.48E+08 7.78E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.013  3.79E+11 2.45E+11 3.63E+12 8.34E+09 1.66E+10 2.33E+10 2.56E+10 2.68E+10 2.50E+10 2.26E+10 1.94E+10 1.48E+10 1.22E+10 1.02E+10 8.35E+09 6.27E+09 5.17E+09 4.34E+09 3.40E+09 2.74E+09 2.26E+09 1.82E+09 1.36E+09 1.08E+09 8.78E+08 6.86E+08 5.39E+08 4.41E+08 3.51E+08 2.36E+08 1.82E+08 3.14E+08 1.75E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.041  7.35E+11 4.67E+11 6.97E+12 1.54E+10 3.06E+10 4.39E+10 4.80E+10 5.10E+10 4.79E+10 4.32E+10 3.71E+10 2.81E+10 2.34E+10 1.96E+10 1.60E+10 1.20E+10 9.94E+09 8.42E+09 6.63E+09 5.34E+09 4.43E+09 3.58E+09 2.67E+09 2.12E+09 1.74E+09 1.37E+09 1.10E+09 9.08E+08 7.30E+08 4.92E+08 3.81E+08 6.64E+08 3.96E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.068  1.41E+12 8.88E+11 1.34E+13 2.83E+10 5.63E+10 8.28E+10 8.99E+10 9.70E+10 9.17E+10 8.28E+10 7.10E+10 5.35E+10 4.47E+10 3.75E+10 3.07E+10 2.30E+10 1.91E+10 1.63E+10 1.29E+10 1.04E+10 8.69E+09 7.04E+09 5.23E+09 4.16E+09 3.47E+09 2.73E+09 2.25E+09 1.87E+09 1.52E+09 1.03E+09 7.99E+08 1.41E+09 8.92E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.132  8.08E+12 4.45E+12 6.86E+13 1.31E+11 2.60E+11 4.04E+11 4.33E+11 4.84E+11 4.65E+11 4.20E+11 3.60E+11 2.68E+11 2.26E+11 1.91E+11 1.57E+11 1.17E+11 9.81E+10 8.57E+10 6.86E+10 5.52E+10 4.68E+10 3.83E+10 2.81E+10 2.25E+10 1.93E+10 1.54E+10 1.34E+10 1.14E+10 9.43E+09 6.45E+09 5.07E+09 9.17E+09 6.81E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.194  4.15E+13 2.23E+13 3.53E+14 6.02E+11 1.20E+12 1.97E+12 2.08E+12 2.41E+12 2.35E+12 2.13E+12 1.83E+12 1.34E+12 1.14E+12 9.69E+11 7.98E+11 5.95E+11 5.03E+11 4.50E+11 3.64E+11 2.93E+11 2.52E+11 2.09E+11 1.51E+11 1.22E+11 1.08E+11 8.63E+10 7.95E+10 6.92E+10 5.86E+10 4.05E+10 3.22E+10 5.98E+10 5.20E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.308  1.51E+15 5.65E+14 9.43E+15 1.28E+13 2.55E+13 4.69E+13 4.83E+13 6.01E+13 6.05E+13 5.50E+13 4.70E+13 3.34E+13 2.91E+13 2.50E+13 2.08E+13 1.54E+13 1.33E+13 1.24E+13 1.02E+13 8.22E+12 7.33E+12 6.18E+12 4.38E+12 3.55E+12 3.34E+12 2.73E+12 2.82E+12 2.56E+12 2.27E+12 1.60E+12 1.30E+12 2.54E+12 3.04E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.510  1.87E+18 3.73E+17 7.10E+18 5.78E+15 1.15E+16 2.65E+16 2.60E+16 3.72E+16 3.99E+16 3.65E+16 3.11E+16 2.08E+16 1.90E+16 1.67E+16 1.40E+16 1.03E+16 9.18E+15 9.36E+15 8.11E+15 6.50E+15 6.18E+15 5.42E+15 3.67E+15 3.03E+15 3.21E+15 2.73E+15 3.53E+15 3.52E+15 3.38E+15 2.48E+15 2.10E+15 4.61E+15 1.03E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.688  7.47E+18 7.46E+17 1.42E+19 1.15E+16 2.31E+16 5.30E+16 5.19E+16 7.44E+16 7.97E+16 7.30E+16 6.21E+16 4.17E+16 3.80E+16 3.34E+16 2.80E+16 2.05E+16 1.83E+16 1.87E+16 1.62E+16 1.30E+16 1.23E+16 1.08E+16 7.33E+15 6.06E+15 6.42E+15 5.46E+15 7.06E+15 7.03E+15 6.76E+15 4.97E+15 4.21E+15 9.21E+15 2.07E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.849  1.87E+19 1.49E+18 2.84E+19 2.31E+16 4.61E+16 1.06E+17 1.04E+17 1.49E+17 1.59E+17 1.46E+17 1.24E+17 8.33E+16 7.59E+16 6.67E+16 5.60E+16 4.10E+16 3.67E+16 3.74E+16 3.24E+16 2.60E+16 2.47E+16 2.17E+16 1.46E+16 1.21E+16 1.28E+16 1.09E+16 1.41E+16 1.41E+16 1.35E+16 9.93E+15 8.41E+15 1.84E+16 4.13E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.997  4.10E+19 2.98E+18 5.67E+19 4.61E+16 9.20E+16 2.12E+17 2.07E+17 2.97E+17 3.18E+17 2.91E+17 2.48E+17 1.66E+17 1.52E+17 1.33E+17 1.12E+17 8.19E+16 7.33E+16 7.47E+16 6.48E+16 5.19E+16 4.93E+16 4.33E+16 2.93E+16 2.42E+16 2.56E+16 2.18E+16 2.82E+16 2.81E+16 2.70E+16 1.99E+16 1.68E+16 3.68E+16 8.26E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.135  8.57E+19 5.96E+18 1.13E+20 9.20E+16 1.84E+17 4.23E+17 4.14E+17 5.94E+17 6.36E+17 5.82E+17 4.96E+17 3.32E+17 3.03E+17 2.66E+17 2.24E+17 1.64E+17 1.46E+17 1.49E+17 1.29E+17 1.04E+17 9.86E+16 8.65E+16 5.85E+16 4.84E+16 5.12E+16 4.36E+16 5.64E+16 5.62E+16 5.41E+16 3.97E+16 3.36E+16 7.36E+16 1.65E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.265  1.75E+20 1.19E+19 2.26E+20 1.84E+17 3.67E+17 8.45E+17 8.27E+17 1.19E+18 1.27E+18 1.16E+18 9.91E+17 6.64E+17 6.06E+17 5.32E+17 4.47E+17 3.27E+17 2.93E+17 2.98E+17 2.59E+17 2.07E+17 1.97E+17 1.73E+17 1.17E+17 9.68E+16 1.02E+17 8.72E+16 1.13E+17 1.12E+17 1.08E+17 7.94E+16 6.72E+16 1.47E+17 3.30E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.387  3.53E+20 2.38E+19 4.53E+20 3.67E+17 7.34E+17 1.69E+18 1.65E+18 2.37E+18 2.54E+18 2.33E+18 1.98E+18 1.33E+18 1.21E+18 1.06E+18 8.93E+17 6.54E+17 5.85E+17 5.97E+17 5.17E+17 4.14E+17 3.94E+17 3.46E+17 2.34E+17 1.93E+17 2.05E+17 1.74E+17 2.26E+17 2.25E+17 2.16E+17 1.59E+17 1.34E+17 2.94E+17 6.61E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.504  7.10E+20 4.75E+19 9.05E+20 7.34E+17 1.47E+18 3.38E+18 3.30E+18 4.74E+18 5.07E+18 4.65E+18 3.96E+18 2.65E+18 2.42E+18 2.13E+18 1.78E+18 1.31E+18 1.17E+18 1.19E+18 1.03E+18 8.28E+17 7.87E+17 6.91E+17 4.67E+17 3.87E+17 4.09E+17 3.48E+17 4.51E+17 4.49E+17 4.32E+17 3.17E+17 2.69E+17 5.88E+17 1.32E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.615  1.42E+21 9.50E+19 1.81E+21 1.47E+18 2.93E+18 6.75E+18 6.60E+18 9.47E+18 1.01E+19 9.29E+18 7.91E+18 5.30E+18 4.84E+18 4.25E+18 3.57E+18 2.61E+18 2.34E+18 2.38E+18 2.07E+18 1.66E+18 1.57E+18 1.38E+18 9.34E+17 7.73E+17 8.18E+17 6.97E+17 9.02E+17 8.98E+17 8.64E+17 6.34E+17 5.37E+17 1.18E+18 2.64E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.722  2.85E+21 1.90E+20 3.61E+21 2.93E+18 5.85E+18 1.35E+19 1.32E+19 1.89E+19 2.03E+19 1.86E+19 1.58E+19 1.06E+19 9.67E+18 8.49E+18 7.13E+18 5.22E+18 4.67E+18 4.76E+18 4.13E+18 3.31E+18 3.15E+18 2.76E+18 1.87E+18 1.55E+18 1.64E+18 1.39E+18 1.80E+18 1.80E+18 1.73E+18 1.27E+18 1.07E+18 2.35E+18 5.28E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.825  5.69E+21 3.79E+20 7.22E+21 5.85E+18 1.17E+19 2.69E+19 2.63E+19 3.78E+19 4.05E+19 3.71E+19 3.16E+19 2.12E+19 1.93E+19 1.70E+19 1.42E+19 1.04E+19 9.33E+18 9.52E+18 8.25E+18 6.61E+18 6.29E+18 5.52E+18 3.73E+18 3.09E+18 3.27E+18 2.78E+18 3.60E+18 3.59E+18 3.45E+18 2.54E+18 2.15E+18 4.70E+18 1.06E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.924  1.14E+22 7.58E+20 1.44E+22 1.17E+19 2.33E+19 5.38E+19 5.26E+19 7.56E+19 8.09E+19 7.42E+19 6.32E+19 4.23E+19 3.86E+19 3.39E+19 2.85E+19 2.09E+19 1.87E+19 1.90E+19 1.65E+19 1.32E+19 1.26E+19 1.10E+19 7.46E+18 6.17E+18 6.54E+18 5.56E+18 7.20E+18 7.17E+18 6.90E+18 5.07E+18 4.30E+18 9.40E+18 2.11E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.020  2.28E+22 1.52E+21 2.89E+22 2.34E+19 4.66E+19 1.08E+20 1.05E+20 1.51E+20 1.62E+20 1.48E+20 1.26E+20 8.46E+19 7.72E+19 6.77E+19 5.69E+19 4.17E+19 3.73E+19 3.80E+19 3.30E+19 2.64E+19 2.51E+19 2.20E+19 1.49E+19 1.23E+19 1.31E+19 1.11E+19 1.44E+19 1.43E+19 1.38E+19 1.01E+19 8.59E+18 1.88E+19 4.23E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.113  4.55E+22 3.03E+21 5.77E+22 4.67E+19 9.32E+19 2.15E+20 2.10E+20 3.02E+20 3.23E+20 2.96E+20 2.52E+20 1.69E+20 1.54E+20 1.35E+20 1.14E+20 8.33E+19 7.45E+19 7.60E+19 6.59E+19 5.28E+19 5.02E+19 4.41E+19 2.98E+19 2.47E+19 2.61E+19 2.22E+19 2.88E+19 2.87E+19 2.76E+19 2.03E+19 1.72E+19 3.76E+19 8.45E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.203  9.09E+22 6.05E+21 1.15E+23 9.32E+19 1.86E+20 4.29E+20 4.20E+20 6.03E+20 6.46E+20 5.92E+20 5.04E+20 3.38E+20 3.08E+20 2.71E+20 2.27E+20 1.66E+20 1.49E+20 1.52E+20 1.32E+20 1.06E+20 1.00E+20 8.81E+19 5.96E+19 4.93E+19 5.22E+19 4.44E+19 5.76E+19 5.73E+19 5.52E+19 4.05E+19 3.43E+19 7.52E+19 1.69E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.291  1.82E+23 1.21E+22 2.30E+23 1.86E+20 3.72E+20 8.58E+20 8.39E+20 1.21E+21 1.29E+21 1.18E+21 1.01E+21 6.75E+20 6.16E+20 5.41E+20 4.54E+20 3.33E+20 2.98E+20 3.04E+20 2.63E+20 2.11E+20 2.01E+20 1.76E+20 1.19E+20 9.85E+19 1.04E+20 8.88E+19 1.15E+20 1.15E+20 1.10E+20 8.10E+19 6.86E+19 1.50E+20 3.38E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.376  3.63E+23 2.42E+22 4.60E+23 3.72E+20 7.43E+20 1.71E+21 1.68E+21 2.41E+21 2.58E+21 2.36E+21 2.01E+21 1.35E+21 1.23E+21 1.08E+21 9.08E+20 6.65E+20 5.95E+20 6.07E+20 5.26E+20 4.22E+20 4.01E+20 3.52E+20 2.38E+20 1.97E+20 2.09E+20 1.78E+20 2.30E+20 2.29E+20 2.21E+20 1.62E+20 1.37E+20 3.00E+20 6.76E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 77 A=193: Negative-parity Spin-dependent Level Density [MeV-1] for IR193  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.119  1.00E+00 2.29E+00 2.53E+01 0.00E+00 0.00E+00 0.00E+00 3.31E-02 1.00E+00 1.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.169  1.00E+00 2.12E+00 2.41E+01 0.00E+00 0.00E+00 0.00E+00 2.75E-02 8.33E-01 1.04E+00 2.12E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
