                    *********************************************************************************
                    *  Z= 54 A=130: Positive-Parity Spin-dependent Level Density [MeV-1] for XE130  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   9.50  0.897  1.63E+05 2.11E+05 1.92E+06 2.07E+04 2.14E+04 3.90E+04 3.03E+04 2.63E+04 1.92E+04 1.49E+04 1.08E+04 7.29E+03 5.68E+03 4.62E+03 3.42E+03 2.62E+03 1.78E+03 1.26E+03 7.78E+02 5.04E+02 2.82E+02 1.89E+02 1.12E+02 7.42E+01 3.33E+01 2.24E+01 1.02E+01 6.13E+00 1.22E+00 1.23E+00 1.20E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.920  3.19E+05 4.11E+05 3.80E+06 4.00E+04 4.07E+04 7.52E+04 5.80E+04 5.10E+04 3.75E+04 2.95E+04 1.91E+04 1.45E+04 1.17E+04 9.56E+03 7.21E+03 5.40E+03 3.80E+03 2.68E+03 1.69E+03 1.17E+03 6.86E+02 4.57E+02 2.53E+02 1.80E+02 8.36E+01 5.26E+01 2.80E+01 1.21E+01 4.17E+00 4.82E+00 1.28E+00 5.98E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.965  1.30E+06 1.55E+06 1.48E+07 1.48E+05 1.49E+05 2.77E+05 2.15E+05 1.91E+05 1.45E+05 1.03E+05 6.73E+04 5.65E+04 4.70E+04 3.88E+04 3.05E+04 2.36E+04 1.74E+04 1.26E+04 8.62E+03 6.00E+03 3.88E+03 2.58E+03 1.60E+03 1.03E+03 5.77E+02 3.52E+02 1.78E+02 1.06E+02 5.32E+01 3.90E+01 1.32E+01 1.21E+01 4.19E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.008  4.88E+06 5.62E+06 5.51E+07 5.37E+05 5.36E+05 1.01E+06 7.92E+05 7.05E+05 4.88E+05 2.99E+05 2.40E+05 2.11E+05 1.81E+05 1.52E+05 1.22E+05 9.68E+04 7.34E+04 5.48E+04 3.92E+04 2.77E+04 1.86E+04 1.25E+04 8.12E+03 5.35E+03 3.27E+03 2.09E+03 1.15E+03 6.97E+02 3.57E+02 2.12E+02 1.16E+02 7.12E+01 5.56E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.049  1.75E+07 1.97E+07 1.98E+08 1.93E+06 1.91E+06 3.64E+06 2.85E+06 2.33E+06 1.25E+06 9.67E+05 8.53E+05 7.73E+05 6.77E+05 5.78E+05 4.76E+05 3.82E+05 2.97E+05 2.26E+05 1.66E+05 1.21E+05 8.45E+04 5.86E+04 3.92E+04 2.60E+04 1.65E+04 1.06E+04 6.33E+03 3.88E+03 2.18E+03 1.31E+03 6.93E+02 4.28E+02 3.98E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.088  5.98E+07 6.49E+07 6.81E+08 6.88E+06 6.74E+06 1.30E+07 7.93E+06 5.46E+06 3.55E+06 3.24E+06 3.00E+06 2.77E+06 2.47E+06 2.14E+06 1.80E+06 1.47E+06 1.17E+06 9.12E+05 6.89E+05 5.11E+05 3.68E+05 2.61E+05 1.80E+05 1.23E+05 8.11E+04 5.34E+04 3.37E+04 2.12E+04 1.27E+04 7.88E+03 4.54E+03 2.74E+03 3.15E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.127  1.43E+08 1.01E+08 1.11E+09 1.17E+07 1.19E+07 1.84E+07 8.85E+06 7.31E+06 5.54E+06 5.36E+06 5.07E+06 4.72E+06 4.24E+06 3.70E+06 3.13E+06 2.59E+06 2.08E+06 1.63E+06 1.25E+06 9.32E+05 6.78E+05 4.86E+05 3.40E+05 2.34E+05 1.57E+05 1.05E+05 6.73E+04 4.28E+04 2.64E+04 1.61E+04 9.57E+03 5.85E+03 7.10E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.164  2.72E+08 1.59E+08 1.83E+09 1.99E+07 2.09E+07 2.62E+07 9.87E+06 9.79E+06 8.67E+06 8.86E+06 8.57E+06 8.04E+06 7.29E+06 6.40E+06 5.46E+06 4.55E+06 3.68E+06 2.92E+06 2.25E+06 1.70E+06 1.25E+06 9.05E+05 6.42E+05 4.47E+05 3.06E+05 2.05E+05 1.34E+05 8.63E+04 5.49E+04 3.30E+04 2.02E+04 1.25E+04 1.60E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.199  4.80E+08 2.56E+08 3.07E+09 3.39E+07 3.69E+07 3.72E+07 1.10E+07 1.31E+07 1.35E+07 1.47E+07 1.45E+07 1.37E+07 1.25E+07 1.11E+07 9.52E+06 7.98E+06 6.53E+06 5.22E+06 4.07E+06 3.10E+06 2.31E+06 1.68E+06 1.21E+06 8.52E+05 5.94E+05 4.02E+05 2.69E+05 1.74E+05 1.14E+05 6.77E+04 4.26E+04 2.67E+04 3.61E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.234  8.17E+08 4.18E+08 5.19E+09 5.76E+07 6.50E+07 5.28E+07 1.23E+07 1.76E+07 2.12E+07 2.42E+07 2.45E+07 2.33E+07 2.15E+07 1.91E+07 1.66E+07 1.40E+07 1.16E+07 9.33E+06 7.36E+06 5.65E+06 4.26E+06 3.14E+06 2.29E+06 1.62E+06 1.15E+06 7.88E+05 5.36E+05 3.51E+05 2.37E+05 1.39E+05 8.99E+04 5.71E+04 8.14E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.268  1.37E+09 6.91E+08 8.88E+09 9.80E+07 1.15E+08 7.51E+07 1.37E+07 2.35E+07 3.31E+07 4.01E+07 4.13E+07 3.97E+07 3.69E+07 3.31E+07 2.89E+07 2.46E+07 2.05E+07 1.67E+07 1.33E+07 1.03E+07 7.86E+06 5.84E+06 4.33E+06 3.10E+06 2.24E+06 1.54E+06 1.07E+06 7.07E+05 4.92E+05 2.84E+05 1.90E+05 1.22E+05 1.84E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.301  2.30E+09 1.15E+09 1.53E+10 1.67E+08 2.02E+08 1.07E+08 1.53E+07 3.15E+07 5.18E+07 6.63E+07 6.99E+07 6.76E+07 6.34E+07 5.72E+07 5.04E+07 4.32E+07 3.64E+07 2.99E+07 2.41E+07 1.88E+07 1.45E+07 1.09E+07 8.19E+06 5.91E+06 4.35E+06 3.03E+06 2.14E+06 1.43E+06 1.02E+06 5.81E+05 4.00E+05 2.61E+05 4.14E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.380  9.11E+09 4.29E+09 6.11E+10 6.29E+08 8.32E+08 2.57E+08 2.01E+07 6.53E+07 1.58E+08 2.33E+08 2.59E+08 2.56E+08 2.45E+08 2.25E+08 2.02E+08 1.77E+08 1.53E+08 1.28E+08 1.06E+08 8.45E+07 6.71E+07 5.14E+07 4.02E+07 2.97E+07 2.28E+07 1.63E+07 1.21E+07 8.23E+06 6.36E+06 3.48E+06 2.59E+06 1.74E+06 3.16E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.454  3.52E+10 1.66E+10 2.52E+11 2.38E+09 3.43E+09 6.18E+08 2.64E+07 1.35E+08 4.83E+08 8.22E+08 9.62E+08 9.66E+08 9.47E+08 8.82E+08 8.12E+08 7.22E+08 6.39E+08 5.46E+08 4.66E+08 3.79E+08 3.10E+08 2.43E+08 1.97E+08 1.49E+08 1.20E+08 8.76E+07 6.79E+07 4.75E+07 3.96E+07 2.09E+07 1.67E+07 1.16E+07 2.42E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.593  7.36E+11 2.64E+11 4.61E+12 3.38E+10 5.83E+10 3.58E+09 4.55E+07 5.83E+08 4.51E+09 1.02E+10 1.32E+10 1.38E+10 1.41E+10 1.36E+10 1.31E+10 1.21E+10 1.12E+10 1.00E+10 9.01E+09 7.66E+09 6.64E+09 5.44E+09 4.75E+09 3.76E+09 3.31E+09 2.53E+09 2.16E+09 1.58E+09 1.53E+09 7.51E+08 7.00E+08 5.19E+08 1.41E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.840  4.39E+14 8.74E+13 2.24E+15 6.86E+12 1.68E+13 1.20E+11 1.36E+08 1.08E+10 3.94E+11 1.56E+12 2.51E+12 2.83E+12 3.16E+12 3.24E+12 3.38E+12 3.36E+12 3.45E+12 3.35E+12 3.37E+12 3.12E+12 3.04E+12 2.72E+12 2.76E+12 2.39E+12 2.52E+12 2.12E+12 2.18E+12 1.76E+12 2.30E+12 9.72E+11 1.23E+12 1.03E+12 4.80E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.057  1.94E+15 2.12E+14 4.86E+15 1.37E+13 3.36E+13 4.04E+12 4.05E+08 2.00E+11 3.43E+13 3.11E+12 5.01E+12 5.64E+12 6.30E+12 6.47E+12 6.75E+12 6.72E+12 6.88E+12 6.69E+12 6.73E+12 6.23E+12 6.07E+12 5.44E+12 5.52E+12 4.78E+12 5.04E+12 4.24E+12 4.35E+12 3.52E+12 4.59E+12 1.94E+12 2.45E+12 2.06E+12 9.61E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.253  2.04E+16 3.48E+15 4.26E+16 2.73E+13 6.72E+13 1.36E+14 1.21E+09 3.70E+12 2.99E+15 6.21E+12 1.00E+13 1.13E+13 1.26E+13 1.29E+13 1.35E+13 1.34E+13 1.37E+13 1.34E+13 1.34E+13 1.24E+13 1.21E+13 1.09E+13 1.10E+13 9.55E+12 1.01E+13 8.48E+12 8.70E+12 7.03E+12 9.18E+12 3.88E+12 4.90E+12 4.13E+12 1.92E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.434  1.37E+18 2.66E+17 2.91E+18 5.45E+13 1.34E+14 4.56E+15 3.60E+09 6.85E+13 2.61E+17 1.24E+13 1.99E+13 2.25E+13 2.51E+13 2.58E+13 2.69E+13 2.68E+13 2.74E+13 2.67E+13 2.68E+13 2.48E+13 2.42E+13 2.17E+13 2.20E+13 1.91E+13 2.01E+13 1.69E+13 1.74E+13 1.40E+13 1.83E+13 7.77E+12 9.79E+12 8.25E+12 3.84E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.602  1.17E+20 2.29E+19 2.51E+20 1.09E+14 2.68E+14 1.53E+17 1.07E+10 1.27E+15 2.28E+19 2.47E+13 3.98E+13 4.48E+13 5.01E+13 5.14E+13 5.37E+13 5.35E+13 5.48E+13 5.33E+13 5.36E+13 4.96E+13 4.84E+13 4.34E+13 4.40E+13 3.81E+13 4.03E+13 3.39E+13 3.48E+13 2.81E+13 3.67E+13 1.55E+13 1.96E+13 1.65E+13 7.68E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.760  1.02E+22 1.99E+21 2.19E+22 2.17E+14 5.35E+14 5.14E+18 3.20E+10 2.35E+16 1.98E+21 4.92E+13 7.93E+13 8.94E+13 9.99E+13 1.03E+14 1.07E+14 1.07E+14 1.09E+14 1.06E+14 1.07E+14 9.91E+13 9.67E+13 8.67E+13 8.79E+13 7.62E+13 8.05E+13 6.77E+13 6.95E+13 5.61E+13 7.33E+13 3.10E+13 3.92E+13 3.30E+13 1.54E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.909  8.86E+23 1.73E+23 1.90E+24 4.33E+14 1.07E+15 1.73E+20 9.54E+10 4.35E+17 1.73E+23 9.80E+13 1.58E+14 1.78E+14 1.99E+14 2.05E+14 2.14E+14 2.13E+14 2.19E+14 2.12E+14 2.14E+14 1.98E+14 1.93E+14 1.73E+14 1.76E+14 1.52E+14 1.61E+14 1.35E+14 1.39E+14 1.12E+14 1.47E+14 6.21E+13 7.83E+13 6.60E+13 3.07E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  3.051  7.72E+25 1.51E+25 1.66E+26 8.64E+14 2.13E+15 5.80E+21 2.84E+11 8.05E+18 1.51E+25 1.95E+14 3.16E+14 3.56E+14 3.98E+14 4.09E+14 4.27E+14 4.25E+14 4.36E+14 4.24E+14 4.27E+14 3.96E+14 3.86E+14 3.46E+14 3.51E+14 3.04E+14 3.22E+14 2.70E+14 2.78E+14 2.24E+14 2.93E+14 1.24E+14 1.57E+14 1.32E+14 6.14E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  3.187  6.73E+27 1.32E+27 1.45E+28 1.72E+15 4.25E+15 1.95E+23 8.48E+11 1.49E+20 1.32E+27 3.90E+14 6.30E+14 7.10E+14 7.94E+14 8.16E+14 8.53E+14 8.49E+14 8.71E+14 8.47E+14 8.53E+14 7.90E+14 7.71E+14 6.91E+14 7.02E+14 6.08E+14 6.43E+14 5.41E+14 5.55E+14 4.49E+14 5.86E+14 2.48E+14 3.13E+14 2.64E+14 1.23E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.317  5.87E+29 1.15E+29 1.26E+30 3.44E+15 8.49E+15 6.54E+24 2.53E+12 2.76E+21 1.15E+29 7.76E+14 1.26E+15 1.42E+15 1.58E+15 1.63E+15 1.70E+15 1.70E+15 1.74E+15 1.69E+15 1.70E+15 1.58E+15 1.54E+15 1.38E+15 1.40E+15 1.22E+15 1.28E+15 1.08E+15 1.11E+15 8.97E+14 1.17E+15 4.96E+14 6.26E+14 5.27E+14 2.46E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.442  5.12E+31 1.00E+31 1.10E+32 6.86E+15 1.70E+16 2.20E+26 7.54E+12 5.11E+22 1.00E+31 1.55E+15 2.51E+15 2.82E+15 3.16E+15 3.25E+15 3.40E+15 3.38E+15 3.47E+15 3.38E+15 3.40E+15 3.15E+15 3.08E+15 2.76E+15 2.80E+15 2.43E+15 2.57E+15 2.16E+15 2.22E+15 1.79E+15 2.34E+15 9.91E+14 1.25E+15 1.05E+15 4.91E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.563  4.46E+33 8.72E+32 9.60E+33 1.37E+16 3.39E+16 7.38E+27 2.25E+13 9.46E+23 8.72E+32 3.09E+15 5.00E+15 5.64E+15 6.31E+15 6.48E+15 6.78E+15 6.76E+15 6.94E+15 6.75E+15 6.80E+15 6.30E+15 6.15E+15 5.51E+15 5.60E+15 4.85E+15 5.13E+15 4.32E+15 4.43E+15 3.58E+15 4.68E+15 1.98E+15 2.50E+15 2.11E+15 9.82E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.679  3.89E+35 7.61E+34 8.37E+35 2.73E+16 6.76E+16 2.48E+29 6.70E+13 1.75E+25 7.61E+34 6.15E+15 9.97E+15 1.12E+16 1.26E+16 1.29E+16 1.35E+16 1.35E+16 1.38E+16 1.35E+16 1.36E+16 1.26E+16 1.23E+16 1.10E+16 1.12E+16 9.70E+15 1.03E+16 8.63E+15 8.86E+15 7.16E+15 9.37E+15 3.96E+15 5.00E+15 4.22E+15 1.96E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.793  3.39E+37 6.63E+36 7.30E+37 5.45E+16 1.35E+17 8.32E+30 2.00E+14 3.24E+26 6.63E+36 1.23E+16 1.99E+16 2.24E+16 2.51E+16 2.58E+16 2.70E+16 2.69E+16 2.77E+16 2.69E+16 2.71E+16 2.51E+16 2.45E+16 2.20E+16 2.24E+16 1.94E+16 2.05E+16 1.72E+16 1.77E+16 1.43E+16 1.87E+16 7.92E+15 1.00E+16 8.43E+15 3.93E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.903  2.96E+39 5.78E+38 6.36E+39 1.09E+17 2.69E+17 2.79E+32 5.95E+14 6.01E+27 5.78E+38 2.44E+16 3.97E+16 4.48E+16 5.01E+16 5.15E+16 5.39E+16 5.38E+16 5.52E+16 5.37E+16 5.42E+16 5.02E+16 4.90E+16 4.40E+16 4.47E+16 3.87E+16 4.10E+16 3.45E+16 3.54E+16 2.86E+16 3.74E+16 1.58E+16 2.00E+16 1.69E+16 7.85E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  4.010  2.58E+41 5.04E+40 5.55E+41 2.17E+17 5.38E+17 9.38E+33 1.78E+15 1.11E+29 5.04E+40 4.87E+16 7.91E+16 8.93E+16 1.00E+17 1.03E+17 1.08E+17 1.07E+17 1.10E+17 1.07E+17 1.08E+17 1.00E+17 9.80E+16 8.79E+16 8.93E+16 7.74E+16 8.19E+16 6.89E+16 7.08E+16 5.72E+16 7.49E+16 3.17E+16 4.00E+16 3.37E+16 1.57E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  4.114  2.25E+43 4.40E+42 4.84E+43 4.32E+17 1.07E+18 3.15E+35 5.29E+15 2.06E+30 4.40E+42 9.71E+16 1.58E+17 1.78E+17 2.00E+17 2.05E+17 2.15E+17 2.14E+17 2.20E+17 2.14E+17 2.16E+17 2.00E+17 1.96E+17 1.76E+17 1.78E+17 1.55E+17 1.64E+17 1.38E+17 1.42E+17 1.14E+17 1.50E+17 6.33E+16 7.99E+16 6.74E+16 3.14E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 54 A=130: Negative-parity Spin-dependent Level Density [MeV-1] for XE130  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.145  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.206  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.252  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
