                    *********************************************************************************
                    *  Z= 27 A= 60: Positive-Parity Spin-dependent Level Density [MeV-1] for CO 60  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
  15.00  1.658  3.17E+06 1.50E+06 1.37E+07 1.30E+05 1.43E+05 3.19E+05 2.12E+05 2.06E+05 1.18E+05 1.04E+05 6.32E+04 5.11E+04 3.64E+04 2.89E+04 2.22E+04 1.69E+04 1.28E+04 9.62E+03 7.00E+03 5.09E+03 3.63E+03 2.64E+03 1.82E+03 1.25E+03 8.93E+02 6.04E+02 3.88E+02 2.68E+02 2.00E+02 1.21E+02 6.94E+01 5.61E+01 5.79E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.713  4.81E+06 1.79E+06 1.63E+07 1.77E+05 1.93E+05 4.20E+05 2.22E+05 2.06E+05 1.12E+05 1.12E+05 7.21E+04 6.33E+04 4.72E+04 3.91E+04 3.07E+04 2.36E+04 1.81E+04 1.39E+04 1.02E+04 7.43E+03 5.38E+03 4.04E+03 2.78E+03 1.70E+03 1.24E+03 8.31E+02 5.33E+02 3.77E+02 2.89E+02 1.67E+02 1.02E+02 8.30E+01 8.88E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.765  6.79E+06 2.17E+06 1.97E+07 2.41E+05 2.60E+05 5.53E+05 2.33E+05 2.06E+05 1.07E+05 1.20E+05 8.21E+04 7.84E+04 6.11E+04 5.29E+04 4.23E+04 3.28E+04 2.54E+04 2.02E+04 1.48E+04 1.09E+04 7.98E+03 6.18E+03 4.25E+03 2.29E+03 1.58E+03 1.06E+03 6.77E+02 4.86E+02 3.78E+02 2.13E+02 1.35E+02 1.10E+02 1.20E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.817  9.21E+06 2.67E+06 2.44E+07 3.27E+05 3.52E+05 7.28E+05 2.45E+05 2.07E+05 1.02E+05 1.29E+05 9.36E+04 9.71E+04 7.92E+04 7.15E+04 5.83E+04 4.56E+04 3.58E+04 2.92E+04 2.15E+04 1.58E+04 1.18E+04 9.44E+03 6.49E+03 3.10E+03 2.02E+03 1.28E+03 8.21E+02 5.95E+02 4.66E+02 2.59E+02 1.68E+02 1.37E+02 1.51E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.866  1.22E+07 3.35E+06 3.06E+07 4.45E+05 4.75E+05 9.58E+05 2.57E+05 2.07E+05 9.67E+04 1.38E+05 1.07E+05 1.20E+05 1.03E+05 9.67E+04 8.04E+04 6.35E+04 5.04E+04 4.23E+04 3.12E+04 2.31E+04 1.75E+04 1.44E+04 9.92E+03 4.20E+03 2.58E+03 1.56E+03 9.66E+02 7.03E+02 5.55E+02 3.06E+02 2.01E+02 1.64E+02 1.82E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.915  1.60E+07 4.25E+06 3.91E+07 6.06E+05 6.42E+05 1.26E+06 2.70E+05 2.08E+05 9.20E+04 1.48E+05 1.21E+05 1.49E+05 1.33E+05 1.31E+05 1.11E+05 8.83E+04 7.10E+04 6.12E+04 4.53E+04 3.38E+04 2.60E+04 2.21E+04 1.52E+04 5.67E+03 3.30E+03 1.90E+03 1.11E+03 8.12E+02 6.44E+02 3.52E+02 2.34E+02 1.91E+02 2.13E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  2.031  3.14E+07 8.08E+06 7.64E+07 1.31E+06 1.36E+06 2.50E+06 3.05E+05 2.09E+05 8.11E+04 1.76E+05 1.68E+05 2.54E+05 2.53E+05 2.79E+05 2.48E+05 2.01E+05 1.67E+05 1.54E+05 1.15E+05 8.69E+04 6.94E+04 6.39E+04 4.38E+04 1.21E+04 6.08E+03 3.08E+03 1.47E+03 1.08E+03 8.66E+02 4.67E+02 3.16E+02 2.58E+02 2.90E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.141  6.17E+07 1.61E+07 1.60E+08 2.82E+06 2.89E+06 4.98E+06 3.45E+05 2.10E+05 7.15E+04 2.10E+05 2.33E+05 4.34E+05 4.84E+05 5.93E+05 5.53E+05 4.60E+05 3.93E+05 3.89E+05 2.94E+05 2.24E+05 1.85E+05 1.85E+05 1.27E+05 2.57E+04 1.12E+04 5.01E+03 1.95E+03 1.36E+03 1.09E+03 5.82E+02 3.98E+02 3.25E+02 3.68E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.345  2.78E+08 7.03E+07 7.92E+08 1.32E+07 1.30E+07 1.96E+07 4.39E+05 2.12E+05 5.57E+04 2.97E+05 4.48E+05 1.27E+06 1.76E+06 2.69E+06 2.76E+06 2.39E+06 2.18E+06 2.48E+06 1.91E+06 1.48E+06 1.33E+06 1.55E+06 1.06E+06 1.16E+05 3.83E+04 1.32E+04 3.42E+03 2.12E+03 1.53E+03 8.13E+02 5.62E+02 4.60E+02 5.22E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.708  8.86E+09 1.65E+09 2.63E+10 2.86E+08 2.64E+08 3.06E+08 7.15E+05 2.16E+05 3.37E+04 5.96E+05 1.65E+06 1.08E+07 2.34E+07 5.52E+07 6.85E+07 6.50E+07 6.67E+07 1.00E+08 8.00E+07 6.53E+07 6.77E+07 1.08E+08 7.36E+07 2.38E+06 4.44E+05 9.26E+04 1.06E+04 5.20E+03 3.03E+03 1.27E+03 8.90E+02 7.29E+02 8.32E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  3.028  2.66E+11 4.98E+10 1.13E+12 6.20E+09 5.34E+09 4.76E+09 1.16E+06 2.21E+05 2.04E+04 1.20E+06 6.11E+06 9.16E+07 3.10E+08 1.13E+09 1.70E+09 1.76E+09 2.04E+09 4.05E+09 3.36E+09 2.87E+09 3.45E+09 7.56E+09 5.12E+09 4.88E+07 5.15E+06 6.47E+05 3.25E+04 1.27E+04 6.02E+03 1.73E+03 1.22E+03 9.98E+02 1.14E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.317  1.05E+13 1.99E+12 5.83E+13 1.35E+11 1.08E+11 7.42E+10 1.89E+06 2.25E+05 1.23E+04 2.40E+06 2.25E+07 7.79E+08 4.11E+09 2.32E+10 4.23E+10 4.78E+10 6.26E+10 1.64E+11 1.41E+11 1.26E+11 1.76E+11 5.29E+11 3.57E+11 1.00E+09 5.98E+07 4.53E+06 1.00E+05 3.12E+04 1.19E+04 2.36E+03 1.55E+03 1.27E+03 1.45E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  3.582  5.21E+14 1.00E+14 3.35E+15 2.93E+12 2.19E+12 1.15E+12 3.08E+06 2.30E+05 7.47E+03 4.82E+06 8.32E+07 6.62E+09 5.46E+10 4.77E+11 1.05E+12 1.30E+12 1.92E+12 6.64E+12 5.93E+12 5.54E+12 9.00E+12 3.70E+13 2.49E+13 2.05E+10 6.94E+08 3.16E+07 3.09E+05 7.64E+04 2.36E+04 3.22E+03 1.96E+03 1.54E+03 1.85E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.830  3.00E+16 5.80E+15 2.07E+17 6.35E+13 4.44E+13 1.80E+13 5.01E+06 2.35E+05 4.52E+03 9.68E+06 3.07E+08 5.63E+10 7.24E+11 9.80E+12 2.62E+13 3.52E+13 5.87E+13 2.69E+14 2.49E+14 2.44E+14 4.60E+14 2.59E+15 1.73E+15 4.20E+11 8.06E+09 2.21E+08 9.54E+05 1.87E+05 4.68E+04 4.38E+03 2.49E+03 1.86E+03 2.35E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  4.062  1.88E+18 3.63E+17 1.33E+19 1.38E+15 9.00E+14 2.80E+14 8.15E+06 2.39E+05 2.74E+03 1.94E+07 1.13E+09 4.79E+11 9.60E+12 2.01E+14 6.50E+14 9.54E+14 1.80E+15 1.09E+16 1.05E+16 1.07E+16 2.35E+16 1.81E+17 1.21E+17 8.62E+12 9.35E+10 1.55E+09 2.94E+06 4.58E+05 9.29E+04 5.97E+03 3.16E+03 2.26E+03 2.98E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  4.282  1.23E+20 2.38E+19 8.83E+20 3.00E+16 1.82E+16 4.36E+15 1.33E+07 2.44E+05 1.66E+03 3.90E+07 4.18E+09 4.07E+12 1.27E+14 4.13E+15 1.62E+16 2.59E+16 5.51E+16 4.40E+17 4.40E+17 4.71E+17 1.20E+18 1.27E+19 8.40E+18 1.77E+14 1.09E+12 1.08E+10 9.07E+06 1.12E+06 1.84E+05 8.13E+03 4.01E+03 2.74E+03 3.79E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  4.491  8.21E+21 1.59E+21 5.96E+22 6.51E+17 3.70E+17 6.79E+16 2.16E+07 2.49E+05 1.00E+03 7.84E+07 1.54E+10 3.46E+13 1.69E+15 8.48E+16 4.02E+17 7.02E+17 1.69E+18 1.78E+19 1.85E+19 2.07E+19 6.12E+19 8.86E+20 5.85E+20 3.62E+15 1.26E+13 7.55E+10 2.80E+07 2.75E+06 3.65E+05 1.11E+04 5.10E+03 3.32E+03 4.82E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.690  5.58E+23 1.08E+23 4.07E+24 1.41E+19 7.49E+18 1.06E+18 3.51E+07 2.55E+05 6.07E+02 1.57E+08 5.70E+10 2.94E+14 2.24E+16 1.74E+18 9.99E+18 1.90E+19 5.18E+19 7.20E+20 7.77E+20 9.10E+20 3.12E+21 6.20E+22 4.07E+22 7.42E+16 1.46E+14 5.28E+11 8.63E+07 6.73E+06 7.23E+05 1.51E+04 6.47E+03 4.02E+03 6.13E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.882  3.83E+25 7.44E+24 2.80E+26 3.07E+20 1.52E+20 1.65E+19 5.71E+07 2.60E+05 2.11E+02 3.16E+08 2.10E+11 2.50E+15 2.98E+17 3.57E+19 2.48E+20 5.17E+20 1.59E+21 2.91E+22 3.26E+22 4.00E+22 1.59E+23 4.34E+24 2.84E+24 1.52E+18 1.70E+15 3.69E+12 2.66E+08 1.65E+07 1.43E+06 2.05E+04 8.21E+03 4.88E+03 7.79E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  5.066  2.64E+27 5.13E+26 1.94E+28 6.66E+21 3.07E+21 2.57E+20 9.28E+07 2.65E+05 0.00E+00 6.34E+08 7.76E+11 2.13E+16 3.95E+18 7.34E+20 6.18E+21 1.40E+22 4.86E+22 1.18E+24 1.37E+24 1.76E+24 8.14E+24 3.03E+26 1.98E+26 3.11E+19 1.97E+16 2.58E+13 8.20E+08 4.03E+07 2.84E+06 2.80E+04 1.04E+04 5.91E+03 9.90E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  5.244  1.83E+29 3.56E+28 1.34E+30 1.45E+23 6.23E+22 4.00E+21 1.51E+08 2.70E+05 0.00E+00 1.27E+09 2.87E+12 1.81E+17 5.24E+19 1.51E+22 1.54E+23 3.80E+23 1.49E+24 4.77E+25 5.76E+25 7.74E+25 4.16E+26 2.12E+28 1.38E+28 6.38E+20 2.29E+17 1.80E+14 2.53E+09 9.88E+07 5.63E+06 3.81E+04 1.32E+04 7.17E+03 1.26E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  5.416  1.27E+31 2.47E+30 9.33E+31 3.14E+24 1.26E+24 6.22E+22 2.46E+08 2.76E+05 0.00E+00 2.56E+09 1.06E+13 1.54E+18 6.95E+20 3.09E+23 3.82E+24 1.03E+25 4.56E+25 1.93E+27 2.42E+27 3.40E+27 2.12E+28 1.48E+30 9.59E+29 1.31E+22 2.65E+18 1.26E+15 7.80E+09 2.42E+08 1.12E+07 5.19E+04 1.68E+04 8.69E+03 1.60E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  5.583  8.85E+32 1.72E+32 6.49E+33 6.82E+25 2.56E+25 9.69E+23 4.00E+08 2.82E+05 0.00E+00 5.13E+09 3.90E+13 1.31E+19 9.22E+21 6.35E+24 9.49E+25 2.80E+26 1.40E+27 7.81E+28 1.02E+29 1.50E+29 1.08E+30 1.04E+32 6.68E+31 2.68E+23 3.08E+19 8.81E+15 2.40E+10 5.93E+08 2.21E+07 7.07E+04 2.13E+04 1.05E+04 2.03E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  5.745  6.17E+34 1.20E+34 4.53E+35 1.48E+27 5.18E+26 1.51E+25 6.50E+08 2.87E+05 0.00E+00 1.03E+10 1.44E+14 1.11E+20 1.22E+23 1.30E+26 2.36E+27 7.59E+27 4.28E+28 3.16E+30 4.27E+30 6.57E+30 5.53E+31 7.26E+33 4.65E+33 5.49E+24 3.58E+20 6.16E+16 7.41E+10 1.45E+09 4.39E+07 9.63E+04 2.71E+04 1.28E+04 2.59E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  5.902  4.30E+36 8.35E+35 3.16E+37 3.22E+28 1.05E+28 2.35E+26 1.06E+09 2.93E+05 0.00E+00 2.07E+10 5.32E+14 9.46E+20 1.62E+24 2.68E+27 5.86E+28 2.06E+29 1.31E+30 1.28E+32 1.79E+32 2.89E+32 2.82E+33 5.08E+35 3.24E+35 1.13E+26 4.15E+21 4.31E+17 2.29E+11 3.55E+09 8.69E+07 1.31E+05 3.44E+04 1.55E+04 3.29E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  6.055  3.00E+38 5.83E+37 2.20E+39 6.99E+29 2.13E+29 3.66E+27 1.72E+09 2.99E+05 0.00E+00 4.15E+10 1.96E+15 8.04E+21 2.15E+25 5.49E+28 1.46E+30 5.59E+30 4.02E+31 5.17E+33 7.54E+33 1.27E+34 1.44E+35 3.55E+37 2.26E+37 2.31E+27 4.82E+22 3.01E+18 7.05E+11 8.70E+09 1.72E+08 1.79E+05 4.36E+04 1.88E+04 4.18E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 27 A= 60: Negative-parity Spin-dependent Level Density [MeV-1] for CO 60  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.214  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.303  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.371  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.428  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.479  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.524  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.566  1.00E+00 9.10E-01 7.69E+00 0.00E+00 0.00E+00 5.41E-02 1.42E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.606  1.00E+00 9.10E-01 7.69E+00 0.00E+00 0.00E+00 5.41E-02 1.42E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.642  1.00E+00 2.38E+00 1.92E+01 0.00E+00 0.00E+00 7.68E-01 1.42E-01 8.94E-01 5.72E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
