                    *********************************************************************************
                    *  Z= 30 A= 65: Positive-Parity Spin-dependent Level Density [MeV-1] for ZN 65  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   2.25  0.590  1.20E+01 1.60E+01 1.34E+02 1.48E+00 2.50E+00 2.37E+00 2.21E+00 3.12E+00 2.89E+00 7.14E-01 4.04E-02 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.622  1.70E+01 2.15E+01 1.75E+02 2.91E+00 3.39E+00 2.68E+00 2.92E+00 3.83E+00 3.61E+00 7.14E-01 7.55E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.653  2.40E+01 3.56E+01 3.26E+02 2.91E+00 4.60E+00 5.17E+00 3.52E+00 7.40E+00 7.42E+00 9.29E-01 1.47E+00 1.43E+00 5.98E-02 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.682  3.50E+01 5.15E+01 4.66E+02 5.74E+00 6.02E+00 5.69E+00 7.80E+00 9.36E+00 8.59E+00 3.07E+00 2.18E+00 1.53E+00 7.74E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.710  5.10E+01 7.58E+01 6.92E+02 7.51E+00 9.70E+00 9.98E+00 9.36E+00 1.36E+01 1.12E+01 6.38E+00 3.61E+00 2.24E+00 1.49E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.736  7.20E+01 8.90E+01 8.22E+02 7.25E+00 1.37E+01 1.01E+01 1.22E+01 1.57E+01 1.18E+01 7.10E+00 5.30E+00 3.67E+00 1.49E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.762  9.70E+01 1.13E+02 1.02E+03 1.15E+01 1.51E+01 1.49E+01 1.64E+01 1.70E+01 1.61E+01 9.96E+00 5.26E+00 4.39E+00 1.49E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.787  1.27E+02 1.27E+02 1.13E+03 1.09E+01 1.81E+01 1.61E+01 2.27E+01 1.73E+01 1.95E+01 1.21E+01 4.54E+00 4.39E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.811  1.61E+02 1.50E+02 1.34E+03 1.01E+01 1.92E+01 2.41E+01 2.61E+01 2.66E+01 1.68E+01 1.26E+01 8.12E+00 3.57E+00 9.13E-01 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.835  2.01E+02 1.68E+02 1.51E+03 1.30E+01 1.93E+01 2.76E+01 3.04E+01 2.53E+01 2.13E+01 1.29E+01 1.03E+01 5.33E+00 9.13E-01 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.858  2.47E+02 2.01E+02 1.89E+03 1.38E+01 2.12E+01 2.81E+01 3.96E+01 3.03E+01 2.64E+01 1.88E+01 1.11E+01 4.62E+00 3.06E+00 2.27E+00 8.25E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.880  3.03E+02 2.44E+02 2.41E+03 1.70E+01 2.23E+01 3.24E+01 4.24E+01 4.02E+01 2.93E+01 2.67E+01 1.50E+01 6.05E+00 6.54E+00 4.09E+00 8.25E-01 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.923  4.74E+02 4.41E+02 4.55E+03 3.40E+01 4.50E+01 4.49E+01 6.02E+01 7.50E+01 5.86E+01 4.88E+01 2.79E+01 1.68E+01 1.30E+01 6.94E+00 5.28E+00 2.14E+00 8.83E-01 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.964  8.02E+02 8.72E+02 9.37E+03 5.63E+01 9.10E+01 9.62E+01 1.14E+02 1.28E+02 1.19E+02 8.57E+01 6.08E+01 5.07E+01 2.39E+01 2.25E+01 1.17E+01 5.53E+00 3.74E+00 2.23E+00 8.00E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.004  1.42E+03 1.61E+03 1.80E+04 8.59E+01 1.39E+02 1.89E+02 2.06E+02 2.31E+02 2.20E+02 1.72E+02 1.29E+02 9.21E+01 5.69E+01 3.93E+01 2.57E+01 1.20E+01 8.03E+00 3.95E+00 2.23E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.041  2.52E+03 2.76E+03 3.15E+04 1.09E+02 2.07E+02 2.99E+02 3.83E+02 4.25E+02 3.59E+02 3.14E+02 2.31E+02 1.70E+02 1.06E+02 7.00E+01 4.05E+01 2.48E+01 1.24E+01 6.01E+00 1.51E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.078  4.35E+03 4.58E+03 5.21E+04 1.93E+02 3.11E+02 5.47E+02 6.11E+02 6.71E+02 6.23E+02 5.48E+02 3.94E+02 2.72E+02 1.60E+02 1.14E+02 6.83E+01 3.36E+01 2.02E+01 8.87E+00 3.93E+00 8.94E-01 0.00E+00 7.38E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.113  7.42E+03 7.71E+03 8.82E+04 3.34E+02 5.59E+02 8.29E+02 1.05E+03 1.14E+03 1.06E+03 8.90E+02 6.46E+02 4.74E+02 2.87E+02 1.86E+02 1.06E+02 6.57E+01 3.87E+01 1.83E+01 8.06E+00 6.23E+00 2.96E+00 1.56E+00 7.34E-01 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.148  1.28E+04 1.36E+04 1.59E+05 5.33E+02 1.03E+03 1.48E+03 1.75E+03 1.97E+03 1.84E+03 1.54E+03 1.16E+03 8.48E+02 5.54E+02 3.79E+02 2.13E+02 1.34E+02 8.06E+01 4.71E+01 2.31E+01 1.55E+01 5.39E+00 7.47E+00 3.59E+00 1.49E+00 7.25E-01 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.181  2.24E+04 2.50E+04 3.00E+05 9.76E+02 1.78E+03 2.59E+03 3.23E+03 3.46E+03 3.25E+03 2.82E+03 2.19E+03 1.64E+03 1.13E+03 7.34E+02 4.87E+02 3.14E+02 1.76E+02 1.00E+02 6.07E+01 3.88E+01 2.17E+01 1.03E+01 9.17E+00 5.30E+00 3.58E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.213  4.02E+04 4.61E+04 5.64E+05 1.66E+03 3.35E+03 4.72E+03 5.70E+03 6.15E+03 5.83E+03 5.09E+03 4.10E+03 3.16E+03 2.21E+03 1.56E+03 1.00E+03 6.46E+02 3.81E+02 2.41E+02 1.37E+02 8.28E+01 4.37E+01 2.85E+01 1.49E+01 9.58E+00 2.87E+00 2.14E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.245  7.24E+04 8.27E+04 1.02E+06 3.03E+03 5.94E+03 8.44E+03 9.94E+03 1.06E+04 1.03E+04 9.06E+03 7.45E+03 5.70E+03 4.12E+03 2.94E+03 1.96E+03 1.28E+03 7.75E+02 4.66E+02 2.66E+02 1.61E+02 7.59E+01 4.90E+01 3.09E+01 1.38E+01 5.99E+00 2.14E+00 1.43E+00 7.42E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.305  2.35E+05 2.42E+05 3.04E+06 8.86E+03 1.72E+04 2.41E+04 2.83E+04 3.03E+04 2.93E+04 2.65E+04 2.20E+04 1.71E+04 1.27E+04 9.11E+03 6.20E+03 4.07E+03 2.54E+03 1.56E+03 9.07E+02 4.92E+02 2.68E+02 1.63E+02 1.14E+02 6.17E+01 2.68E+01 2.30E+01 1.45E+01 8.04E+00 5.77E+00 2.15E+00 3.57E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.364  7.09E+05 7.06E+05 9.18E+06 2.52E+04 4.84E+04 6.68E+04 7.96E+04 8.51E+04 8.30E+04 7.57E+04 6.42E+04 5.17E+04 3.93E+04 2.89E+04 2.02E+04 1.39E+04 9.06E+03 5.85E+03 3.61E+03 2.23E+03 1.31E+03 8.71E+02 5.19E+02 3.41E+02 1.93E+02 1.20E+02 8.35E+01 4.59E+01 2.44E+01 2.08E+01 1.58E+01 7.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.419  2.12E+06 2.12E+06 2.85E+07 7.24E+04 1.38E+05 1.90E+05 2.27E+05 2.43E+05 2.40E+05 2.22E+05 1.93E+05 1.59E+05 1.25E+05 9.46E+04 6.86E+04 4.87E+04 3.32E+04 2.23E+04 1.43E+04 9.16E+03 5.80E+03 3.54E+03 2.23E+03 1.42E+03 8.24E+02 5.04E+02 2.75E+02 1.72E+02 1.14E+02 5.30E+01 2.34E+01 1.93E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.473  6.22E+06 6.08E+06 8.39E+07 1.99E+05 3.79E+05 5.26E+05 6.26E+05 6.76E+05 6.74E+05 6.30E+05 5.55E+05 4.66E+05 3.74E+05 2.88E+05 2.14E+05 1.55E+05 1.08E+05 7.35E+04 4.83E+04 3.15E+04 2.00E+04 1.26E+04 7.83E+03 4.95E+03 3.10E+03 1.90E+03 1.08E+03 6.64E+02 5.09E+02 2.64E+02 1.33E+02 1.57E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.524  1.39E+07 9.25E+06 1.29E+08 2.96E+05 5.67E+05 7.85E+05 9.36E+05 1.01E+06 1.01E+06 9.52E+05 8.46E+05 7.15E+05 5.78E+05 4.48E+05 3.37E+05 2.46E+05 1.73E+05 1.19E+05 7.91E+04 5.24E+04 3.36E+04 2.13E+04 1.36E+04 8.85E+03 5.48E+03 3.38E+03 2.11E+03 1.40E+03 1.05E+03 5.39E+02 3.00E+02 3.73E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.574  2.55E+07 1.41E+07 2.00E+08 4.41E+05 8.47E+05 1.17E+06 1.40E+06 1.52E+06 1.53E+06 1.44E+06 1.29E+06 1.10E+06 8.93E+05 6.98E+05 5.30E+05 3.90E+05 2.78E+05 1.92E+05 1.30E+05 8.71E+04 5.62E+04 3.63E+04 2.36E+04 1.58E+04 9.70E+03 6.01E+03 4.14E+03 2.13E+03 1.58E+03 8.14E+02 4.67E+02 5.90E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.623  4.33E+07 2.15E+07 3.08E+08 6.57E+05 1.27E+06 1.75E+06 2.09E+06 2.29E+06 2.30E+06 2.18E+06 1.97E+06 1.68E+06 1.38E+06 1.09E+06 8.33E+05 6.20E+05 4.45E+05 3.10E+05 2.13E+05 1.45E+05 9.41E+04 6.16E+04 4.09E+04 2.83E+04 1.72E+04 1.07E+04 8.11E+03 3.26E+03 2.39E+03 1.09E+03 6.35E+02 8.06E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.670  7.04E+07 3.28E+07 4.76E+08 9.79E+05 1.89E+06 2.60E+06 3.13E+06 3.43E+06 3.47E+06 3.29E+06 3.00E+06 2.58E+06 2.13E+06 1.69E+06 1.31E+06 9.85E+05 7.14E+05 5.00E+05 3.49E+05 2.41E+05 1.58E+05 1.05E+05 7.09E+04 5.07E+04 3.04E+04 1.90E+04 1.59E+04 4.97E+03 3.62E+03 1.36E+03 8.02E+02 1.02E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.716  1.12E+08 5.00E+07 7.37E+08 1.46E+06 2.83E+06 3.88E+06 4.68E+06 5.15E+06 5.22E+06 4.98E+06 4.57E+06 3.95E+06 3.29E+06 2.64E+06 2.06E+06 1.56E+06 1.15E+06 8.07E+05 5.72E+05 4.01E+05 2.64E+05 1.78E+05 1.23E+05 9.06E+04 5.38E+04 3.37E+04 3.11E+04 7.58E+03 5.48E+03 1.71E+03 9.70E+02 1.24E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.760  1.75E+08 7.64E+07 1.14E+09 2.17E+06 4.23E+06 5.79E+06 7.00E+06 7.73E+06 7.86E+06 7.52E+06 6.97E+06 6.06E+06 5.09E+06 4.11E+06 3.24E+06 2.49E+06 1.84E+06 1.30E+06 9.38E+05 6.67E+05 4.42E+05 3.02E+05 2.13E+05 1.62E+05 9.52E+04 5.99E+04 6.10E+04 1.16E+04 8.29E+03 2.14E+03 1.14E+03 1.50E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.867  5.47E+08 2.21E+08 3.43E+09 5.87E+06 1.15E+07 1.57E+07 1.92E+07 2.14E+07 2.19E+07 2.12E+07 2.00E+07 1.77E+07 1.51E+07 1.24E+07 1.00E+07 7.91E+06 5.99E+06 4.32E+06 3.23E+06 2.38E+06 1.61E+06 1.14E+06 8.44E+05 6.94E+05 3.96E+05 2.52E+05 3.28E+05 3.32E+04 2.33E+04 3.76E+03 1.56E+03 2.42E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.968  1.63E+09 6.44E+08 1.04E+10 1.59E+07 3.15E+07 4.27E+07 5.24E+07 5.89E+07 6.09E+07 5.95E+07 5.74E+07 5.14E+07 4.49E+07 3.76E+07 3.12E+07 2.52E+07 1.95E+07 1.43E+07 1.11E+07 8.49E+06 5.83E+06 4.27E+06 3.34E+06 2.97E+06 1.65E+06 1.06E+06 1.76E+06 9.56E+04 6.57E+04 6.61E+03 2.13E+03 3.92E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.156  1.72E+10 5.60E+09 1.00E+11 1.16E+08 2.35E+08 3.15E+08 3.92E+08 4.49E+08 4.72E+08 4.70E+08 4.73E+08 4.36E+08 3.95E+08 3.45E+08 3.00E+08 2.54E+08 2.07E+08 1.57E+08 1.32E+08 1.08E+08 7.68E+07 6.04E+07 5.25E+07 5.44E+07 2.87E+07 1.88E+07 5.09E+07 7.90E+05 5.21E+05 2.04E+04 3.98E+03 1.02E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
