                    *********************************************************************************
                    *  Z= 38 A= 88: Positive-Parity Spin-dependent Level Density [MeV-1] for SR 88  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
 110.00  3.773  3.97E+26 7.77E+25 1.14E+27 6.01E+23 1.04E+24 2.07E+24 3.78E+24 4.81E+24 7.84E+24 1.15E+25 1.90E+25 2.71E+25 4.13E+13 4.39E+13 4.66E+13 4.88E+13 5.03E+13 5.31E+13 5.33E+13 5.74E+13 5.84E+13 6.16E+13 6.21E+13 6.60E+13 6.68E+13 7.42E+13 7.86E+13 7.76E+13 1.82E+14 2.13E+14 2.14E+14 5.66E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  3.941  3.66E+28 7.17E+27 1.07E+29 4.59E+25 7.86E+25 1.62E+26 3.08E+26 3.96E+26 6.76E+26 1.03E+27 1.80E+27 2.68E+27 8.22E+13 8.74E+13 9.28E+13 9.71E+13 1.00E+14 1.06E+14 1.06E+14 1.14E+14 1.17E+14 1.23E+14 1.24E+14 1.32E+14 1.33E+14 1.48E+14 1.57E+14 1.55E+14 3.63E+14 4.27E+14 4.27E+14 1.13E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.102  3.39E+30 6.64E+29 1.01E+31 3.50E+27 5.93E+27 1.26E+28 2.50E+28 3.27E+28 5.82E+28 9.19E+28 1.70E+29 2.64E+29 1.64E+14 1.74E+14 1.85E+14 1.94E+14 2.00E+14 2.11E+14 2.12E+14 2.28E+14 2.33E+14 2.46E+14 2.48E+14 2.63E+14 2.66E+14 2.96E+14 3.14E+14 3.10E+14 7.26E+14 8.52E+14 8.53E+14 2.26E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.256  3.16E+32 6.19E+31 9.54E+32 2.67E+29 4.48E+29 9.89E+29 2.04E+30 2.69E+30 5.02E+30 8.23E+30 1.61E+31 2.61E+31 3.26E+14 3.46E+14 3.68E+14 3.86E+14 3.99E+14 4.21E+14 4.23E+14 4.55E+14 4.64E+14 4.90E+14 4.94E+14 5.26E+14 5.32E+14 5.91E+14 6.26E+14 6.19E+14 1.45E+15 1.70E+15 1.71E+15 4.53E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  4.406  2.96E+34 5.79E+33 9.04E+34 2.04E+31 3.38E+31 7.73E+31 1.66E+32 2.22E+32 4.32E+32 7.36E+32 1.52E+33 2.58E+33 6.48E+14 6.90E+14 7.34E+14 7.68E+14 7.94E+14 8.39E+14 8.43E+14 9.09E+14 9.26E+14 9.78E+14 9.86E+14 1.05E+15 1.06E+15 1.18E+15 1.25E+15 1.24E+15 2.90E+15 3.41E+15 3.41E+15 9.05E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  4.550  2.78E+36 5.44E+35 8.60E+36 1.56E+33 2.55E+33 6.04E+33 1.35E+34 1.83E+34 3.73E+34 6.59E+34 1.44E+35 2.55E+35 1.29E+15 1.37E+15 1.46E+15 1.53E+15 1.58E+15 1.67E+15 1.68E+15 1.81E+15 1.85E+15 1.95E+15 1.97E+15 2.10E+15 2.12E+15 2.36E+15 2.50E+15 2.47E+15 5.79E+15 6.81E+15 6.81E+15 1.81E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  4.690  2.62E+38 5.13E+37 8.19E+38 1.19E+35 1.92E+35 4.73E+35 1.10E+36 1.51E+36 3.21E+36 5.90E+36 1.36E+37 2.52E+37 2.57E+15 2.73E+15 2.91E+15 3.05E+15 3.16E+15 3.34E+15 3.35E+15 3.62E+15 3.69E+15 3.90E+15 3.93E+15 4.18E+15 4.23E+15 4.71E+15 4.99E+15 4.94E+15 1.16E+16 1.36E+16 1.36E+16 3.62E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  4.826  2.48E+40 4.85E+39 7.83E+40 9.08E+36 1.45E+37 3.69E+37 8.97E+37 1.24E+38 2.77E+38 5.28E+38 1.29E+39 2.48E+39 5.12E+15 5.45E+15 5.80E+15 6.08E+15 6.29E+15 6.65E+15 6.69E+15 7.21E+15 7.36E+15 7.77E+15 7.85E+15 8.35E+15 8.46E+15 9.41E+15 9.97E+15 9.86E+15 2.31E+16 2.72E+16 2.72E+16 7.23E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  4.959  2.35E+42 4.60E+41 7.49E+42 6.93E+38 1.10E+39 2.89E+39 7.31E+39 1.02E+40 2.38E+40 4.73E+40 1.22E+41 2.45E+41 1.02E+16 1.08E+16 1.15E+16 1.21E+16 1.25E+16 1.33E+16 1.33E+16 1.44E+16 1.47E+16 1.55E+16 1.57E+16 1.67E+16 1.69E+16 1.88E+16 1.99E+16 1.97E+16 4.62E+16 5.44E+16 5.44E+16 1.45E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  5.087  2.24E+44 4.38E+43 7.19E+44 5.29E+40 8.28E+40 2.26E+41 5.95E+41 8.44E+41 2.05E+42 4.23E+42 1.15E+43 2.42E+43 2.03E+16 2.16E+16 2.30E+16 2.41E+16 2.50E+16 2.64E+16 2.66E+16 2.87E+16 2.93E+16 3.10E+16 3.13E+16 3.33E+16 3.37E+16 3.75E+16 3.98E+16 3.94E+16 9.24E+16 1.09E+17 1.09E+17 2.89E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 38 A= 87: Positive-Parity Spin-dependent Level Density [MeV-1] for SR 87  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.178  1.00E+00 4.00E+00 2.80E+01 0.00E+00 1.00E+00 1.00E+00 1.00E+00 1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.251  2.00E+00 3.33E+00 2.33E+01 0.00E+00 8.33E-01 8.33E-01 8.33E-01 8.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.308  3.00E+00 2.14E+00 1.29E+01 0.00E+00 7.14E-01 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.356  3.00E+00 2.14E+00 1.29E+01 0.00E+00 7.14E-01 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.398  4.00E+00 1.43E+00 7.14E+00 0.00E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.435  4.00E+00 1.43E+00 7.14E+00 0.00E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.470  4.00E+00 2.87E+00 2.60E+01 7.14E-01 0.00E+00 7.14E-01 0.00E+00 7.14E-01 0.00E+00 0.00E+00 1.73E-02 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.503  6.00E+00 6.53E+00 5.25E+01 7.14E-01 2.14E+00 7.48E-01 7.14E-01 7.14E-01 5.19E-02 0.00E+00 7.32E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.533  8.00E+00 1.31E+01 1.03E+02 4.29E+00 2.14E+00 7.48E-01 7.55E-01 7.14E-01 8.28E-01 7.41E-01 2.16E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.562  1.20E+01 1.99E+01 1.58E+02 4.32E+00 5.71E+00 1.46E+00 8.57E-01 1.43E+00 1.08E+00 7.41E-01 2.16E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.590  1.90E+01 3.65E+01 3.13E+02 6.46E+00 9.29E+00 1.97E+00 2.38E+00 3.37E+00 3.93E+00 1.19E+00 4.30E+00 2.86E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.616  3.00E+01 4.68E+01 4.13E+02 9.32E+00 9.62E+00 3.40E+00 4.15E+00 3.37E+00 4.09E+00 1.90E+00 5.02E+00 3.67E+00 1.55E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.641  4.40E+01 6.40E+01 5.72E+02 1.09E+01 1.48E+01 5.40E+00 4.87E+00 4.09E+00 6.47E+00 4.04E+00 5.20E+00 4.38E+00 1.74E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.665  6.20E+01 8.08E+01 7.51E+02 1.25E+01 1.49E+01 8.85E+00 5.40E+00 6.23E+00 1.00E+01 7.29E+00 4.87E+00 5.34E+00 3.17E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.689  8.40E+01 9.67E+01 9.80E+02 9.86E+00 1.39E+01 8.85E+00 1.04E+01 1.12E+01 1.09E+01 1.12E+01 8.41E+00 5.34E+00 4.60E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.711  1.10E+02 1.10E+02 1.09E+03 1.27E+01 1.44E+01 1.17E+01 1.17E+01 1.17E+01 1.36E+01 1.22E+01 9.12E+00 6.06E+00 4.60E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.733  1.40E+02 1.30E+02 1.31E+03 9.83E+00 1.85E+01 1.83E+01 1.26E+01 1.38E+01 1.56E+01 1.49E+01 1.08E+01 7.39E+00 3.44E+00 3.01E+00 7.51E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.754  1.75E+02 1.50E+02 1.49E+03 1.20E+01 2.19E+01 2.10E+01 1.62E+01 1.74E+01 1.70E+01 1.49E+01 1.14E+01 8.50E+00 4.03E+00 2.46E+00 2.18E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.775  2.15E+02 1.71E+02 1.74E+03 9.49E+00 2.42E+01 2.65E+01 2.28E+01 2.02E+01 1.54E+01 1.59E+01 1.42E+01 1.01E+01 4.00E+00 4.61E+00 2.18E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.795  2.62E+02 2.10E+02 2.25E+03 7.35E+00 3.09E+01 2.84E+01 2.77E+01 2.81E+01 2.40E+01 1.55E+01 1.59E+01 1.10E+01 6.91E+00 6.62E+00 5.04E+00 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.834  4.02E+02 3.49E+02 4.24E+03 9.98E+00 3.06E+01 3.55E+01 4.88E+01 6.66E+01 3.32E+01 2.02E+01 2.33E+01 2.03E+01 1.25E+01 1.96E+01 1.50E+01 9.29E+00 3.57E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.871  6.49E+02 6.40E+02 8.46E+03 2.54E+01 3.90E+01 4.78E+01 7.12E+01 1.24E+02 6.16E+01 4.17E+01 4.84E+01 4.66E+01 2.67E+01 3.26E+01 2.93E+01 2.36E+01 1.57E+01 7.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.907  1.12E+03 1.24E+03 1.72E+04 7.89E+01 6.61E+01 7.84E+01 1.09E+02 1.53E+02 1.10E+02 1.14E+02 1.28E+02 1.03E+02 8.12E+01 6.42E+01 4.57E+01 4.43E+01 3.57E+01 2.00E+01 4.29E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.941  1.97E+03 2.18E+03 3.02E+04 1.75E+02 1.29E+02 1.55E+02 1.73E+02 1.93E+02 2.08E+02 2.05E+02 2.15E+02 1.99E+02 1.49E+02 1.17E+02 9.00E+01 6.29E+01 5.79E+01 3.57E+01 1.21E+01 5.71E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
