                    *********************************************************************************
                    *  Z= 29 A= 64: Positive-Parity Spin-dependent Level Density [MeV-1] for CU 64  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   3.75  0.791  1.07E+02 1.27E+02 8.81E+02 2.67E+01 1.42E+01 2.61E+01 2.00E+01 1.07E+01 9.10E+00 5.19E+00 4.95E+00 2.31E+00 1.76E-01 3.41E+00 3.18E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.816  1.43E+02 1.59E+02 1.15E+03 3.00E+01 1.98E+01 3.41E+01 2.32E+01 1.21E+01 1.14E+01 6.86E+00 6.98E+00 3.29E+00 1.68E+00 6.58E+00 3.16E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.842  1.91E+02 2.21E+02 1.58E+03 4.43E+01 2.73E+01 4.58E+01 3.19E+01 1.50E+01 1.57E+01 1.27E+01 9.10E+00 3.29E+00 4.87E+00 7.29E+00 3.34E+00 0.00E+00 0.00E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.866  2.52E+02 2.67E+02 1.89E+03 4.95E+01 3.64E+01 5.57E+01 3.66E+01 2.41E+01 1.78E+01 1.66E+01 9.78E+00 2.74E+00 6.93E+00 7.82E+00 2.71E+00 0.00E+00 0.00E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.890  3.29E+02 3.49E+02 2.66E+03 5.18E+01 4.68E+01 7.18E+01 4.44E+01 3.83E+01 2.68E+01 2.15E+01 1.80E+01 3.85E+00 1.15E+01 8.38E+00 2.47E+00 1.26E+00 6.32E-01 6.65E-01 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.913  4.25E+02 4.24E+02 3.45E+03 5.11E+01 5.80E+01 8.70E+01 4.74E+01 4.86E+01 3.86E+01 2.96E+01 2.15E+01 8.01E+00 1.37E+01 8.59E+00 6.27E+00 1.63E+00 2.53E+00 1.30E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.957  7.03E+02 6.88E+02 5.82E+03 8.15E+01 7.59E+01 1.31E+02 8.79E+01 8.28E+01 7.53E+01 4.80E+01 2.68E+01 2.18E+01 1.96E+01 1.14E+01 7.72E+00 6.99E+00 5.42E+00 5.09E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  1.000  1.16E+03 1.13E+03 9.96E+03 1.31E+02 1.09E+02 1.89E+02 1.72E+02 1.39E+02 1.17E+02 7.11E+01 5.92E+01 3.63E+01 2.88E+01 2.33E+01 1.79E+01 1.42E+01 1.43E+01 4.46E+00 1.48E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.041  1.91E+03 1.87E+03 1.69E+04 2.08E+02 1.83E+02 3.01E+02 2.93E+02 2.51E+02 1.74E+02 1.28E+02 8.09E+01 5.80E+01 5.19E+01 3.76E+01 3.75E+01 3.38E+01 1.98E+01 8.69E+00 4.99E+00 1.90E+00 8.47E-01 0.00E+00 6.64E-01 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.080  3.16E+03 3.14E+03 2.94E+04 3.12E+02 3.09E+02 5.03E+02 4.74E+02 4.20E+02 2.70E+02 2.14E+02 1.59E+02 1.12E+02 8.58E+01 6.33E+01 7.71E+01 5.97E+01 3.66E+01 1.62E+01 1.38E+01 3.79E+00 1.48E+00 7.67E-01 3.19E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.118  5.23E+03 5.14E+03 4.96E+04 4.62E+02 4.62E+02 8.92E+02 7.42E+02 6.38E+02 4.90E+02 3.55E+02 2.64E+02 1.86E+02 1.35E+02 1.38E+02 1.42E+02 9.10E+01 5.17E+01 4.59E+01 2.53E+01 5.49E+00 4.11E+00 5.19E+00 3.82E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.155  8.66E+03 8.60E+03 8.50E+04 7.40E+02 7.64E+02 1.41E+03 1.20E+03 1.08E+03 8.53E+02 5.94E+02 4.70E+02 3.61E+02 2.42E+02 2.51E+02 2.17E+02 1.34E+02 1.16E+02 8.05E+01 4.17E+01 1.42E+01 1.21E+01 1.15E+01 3.79E+00 0.00E+00 6.32E-01 0.00E+00 3.86E-02 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.190  1.44E+04 1.43E+04 1.45E+05 1.12E+03 1.20E+03 2.31E+03 1.96E+03 1.81E+03 1.43E+03 1.10E+03 8.13E+02 5.64E+02 4.36E+02 4.28E+02 3.24E+02 2.46E+02 2.06E+02 1.51E+02 7.14E+01 3.84E+01 3.17E+01 1.79E+01 5.41E+00 2.20E+00 1.47E+00 1.46E+00 1.94E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.225  2.38E+04 2.34E+04 2.42E+05 1.68E+03 1.92E+03 3.67E+03 3.15E+03 3.09E+03 2.33E+03 1.87E+03 1.45E+03 9.07E+02 7.79E+02 6.57E+02 5.03E+02 4.46E+02 3.88E+02 2.13E+02 1.36E+02 8.99E+01 4.93E+01 2.42E+01 1.50E+01 6.55E+00 8.25E+00 7.40E+00 3.20E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.258  3.92E+04 3.83E+04 4.03E+05 2.68E+03 2.99E+03 5.98E+03 5.09E+03 4.98E+03 3.89E+03 3.09E+03 2.42E+03 1.50E+03 1.27E+03 1.04E+03 8.78E+02 7.82E+02 6.38E+02 3.96E+02 2.59E+02 1.66E+02 8.66E+01 4.70E+01 3.28E+01 2.49E+01 1.82E+01 1.25E+01 3.16E+00 3.53E-01 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.291  6.43E+04 6.20E+04 6.58E+05 4.42E+03 4.81E+03 9.62E+03 8.24E+03 8.04E+03 6.35E+03 5.00E+03 3.55E+03 2.42E+03 2.03E+03 1.76E+03 1.52E+03 1.33E+03 1.01E+03 6.90E+02 4.75E+02 2.86E+02 1.50E+02 9.36E+01 7.29E+01 4.89E+01 4.60E+01 1.71E+01 3.93E+00 4.15E+00 1.43E+00 8.46E-01 0.00E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.354  1.75E+05 1.60E+05 1.74E+06 1.15E+04 1.23E+04 2.44E+04 2.11E+04 2.07E+04 1.63E+04 1.26E+04 7.92E+03 6.29E+03 5.56E+03 4.83E+03 4.26E+03 3.54E+03 2.76E+03 2.03E+03 1.43E+03 9.41E+02 5.48E+02 3.96E+02 3.16E+02 1.93E+02 9.37E+01 6.48E+01 3.43E+01 2.21E+01 8.83E+00 4.49E+00 3.79E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.414  4.58E+05 4.05E+05 4.52E+06 2.84E+04 3.01E+04 6.19E+04 5.28E+04 5.28E+04 4.08E+04 2.64E+04 1.94E+04 1.67E+04 1.47E+04 1.29E+04 1.12E+04 9.38E+03 7.69E+03 5.92E+03 4.35E+03 2.95E+03 2.06E+03 1.43E+03 8.74E+02 5.39E+02 3.79E+02 2.76E+02 1.44E+02 7.33E+01 5.31E+01 2.44E+01 1.19E+01 4.68E+00 1.90E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.472  1.15E+06 9.87E+05 1.13E+07 7.08E+04 7.51E+04 1.56E+05 1.33E+05 1.26E+05 7.73E+04 5.75E+04 4.74E+04 4.22E+04 3.78E+04 3.34E+04 2.92E+04 2.51E+04 2.09E+04 1.63E+04 1.23E+04 8.86E+03 6.14E+03 4.08E+03 2.73E+03 1.93E+03 1.42E+03 8.89E+02 5.36E+02 3.35E+02 1.81E+02 9.65E+01 3.98E+01 2.25E+01 2.78E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.528  2.78E+06 2.27E+06 2.70E+07 1.78E+05 1.85E+05 3.89E+05 2.74E+05 2.21E+05 1.46E+05 1.27E+05 1.13E+05 1.04E+05 9.54E+04 8.55E+04 7.53E+04 6.51E+04 5.40E+04 4.29E+04 3.33E+04 2.45E+04 1.74E+04 1.24E+04 8.88E+03 6.31E+03 4.39E+03 2.82E+03 1.80E+03 1.16E+03 6.71E+02 3.55E+02 2.23E+02 1.45E+02 1.16E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.581  5.39E+06 2.95E+06 3.69E+07 2.53E+05 2.73E+05 4.78E+05 2.64E+05 2.45E+05 1.80E+05 1.71E+05 1.58E+05 1.48E+05 1.37E+05 1.24E+05 1.09E+05 9.44E+04 7.84E+04 6.35E+04 4.98E+04 3.69E+04 2.69E+04 1.96E+04 1.42E+04 9.86E+03 6.75E+03 4.60E+03 2.98E+03 2.01E+03 1.11E+03 5.96E+02 4.75E+02 2.79E+02 1.87E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.633  8.82E+06 3.91E+06 5.10E+07 3.62E+05 4.02E+05 5.87E+05 2.55E+05 2.73E+05 2.21E+05 2.29E+05 2.21E+05 2.12E+05 1.96E+05 1.78E+05 1.58E+05 1.37E+05 1.14E+05 9.40E+04 7.44E+04 5.54E+04 4.17E+04 3.09E+04 2.26E+04 1.54E+04 1.04E+04 7.50E+03 4.92E+03 3.50E+03 1.55E+03 8.37E+02 7.27E+02 4.13E+02 2.58E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.683  1.34E+07 5.26E+06 7.15E+07 5.16E+05 5.92E+05 7.21E+05 2.46E+05 3.03E+05 2.71E+05 3.09E+05 3.09E+05 3.02E+05 2.82E+05 2.58E+05 2.30E+05 1.98E+05 1.65E+05 1.39E+05 1.11E+05 8.32E+04 6.47E+04 4.88E+04 3.61E+04 2.41E+04 1.60E+04 1.22E+04 8.14E+03 6.09E+03 2.17E+03 1.08E+03 9.80E+02 5.47E+02 3.29E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.732  1.96E+07 7.16E+06 1.01E+08 7.37E+05 8.71E+05 8.86E+05 2.38E+05 3.37E+05 3.33E+05 4.15E+05 4.32E+05 4.32E+05 4.04E+05 3.73E+05 3.33E+05 2.87E+05 2.40E+05 2.06E+05 1.66E+05 1.25E+05 1.00E+05 7.70E+04 5.76E+04 3.76E+04 2.46E+04 2.00E+04 1.34E+04 1.06E+04 3.03E+03 1.32E+03 1.23E+03 6.81E+02 4.00E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.780  2.81E+07 9.87E+06 1.44E+08 1.05E+06 1.28E+06 1.09E+06 2.30E+05 3.75E+05 4.09E+05 5.58E+05 6.05E+05 6.16E+05 5.80E+05 5.38E+05 4.83E+05 4.16E+05 3.48E+05 3.05E+05 2.48E+05 1.88E+05 1.55E+05 1.22E+05 9.19E+04 5.88E+04 3.79E+04 3.26E+04 2.22E+04 1.84E+04 4.23E+03 1.61E+03 1.48E+03 8.15E+02 4.71E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.826  3.99E+07 1.37E+07 2.07E+08 1.50E+06 1.89E+06 1.34E+06 2.22E+05 4.17E+05 5.03E+05 7.51E+05 8.47E+05 8.80E+05 8.32E+05 7.78E+05 7.01E+05 6.02E+05 5.05E+05 4.51E+05 3.70E+05 2.82E+05 2.41E+05 1.92E+05 1.47E+05 9.19E+04 5.84E+04 5.32E+04 3.67E+04 3.20E+04 5.90E+03 1.97E+03 1.79E+03 9.49E+02 5.43E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.936  9.76E+07 3.24E+07 5.23E+08 3.65E+06 4.97E+06 2.24E+06 2.03E+05 5.43E+05 8.41E+05 1.58E+06 1.96E+06 2.15E+06 2.05E+06 1.95E+06 1.78E+06 1.52E+06 1.28E+06 1.20E+06 1.01E+06 7.80E+05 7.20E+05 6.01E+05 4.72E+05 2.81E+05 1.72E+05 1.81E+05 1.29E+05 1.28E+05 1.36E+04 3.27E+03 2.85E+03 1.28E+03 7.20E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.041  2.37E+08 7.93E+07 1.36E+09 8.89E+06 1.31E+07 3.75E+06 1.86E+05 7.08E+05 1.41E+06 3.31E+06 4.55E+06 5.23E+06 5.06E+06 4.89E+06 4.50E+06 3.84E+06 3.25E+06 3.20E+06 2.76E+06 2.16E+06 2.15E+06 1.88E+06 1.52E+06 8.57E+05 5.05E+05 6.16E+05 4.53E+05 5.09E+05 3.13E+04 5.41E+03 4.54E+03 1.62E+03 8.98E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.236  1.71E+09 5.12E+08 9.91E+09 5.26E+07 9.07E+07 1.05E+07 1.56E+05 1.20E+06 3.94E+06 1.46E+07 2.44E+07 3.11E+07 3.08E+07 3.08E+07 2.89E+07 2.45E+07 2.10E+07 2.28E+07 2.05E+07 1.65E+07 1.92E+07 1.85E+07 1.57E+07 7.98E+06 4.36E+06 7.13E+06 5.58E+06 8.10E+06 1.66E+05 1.48E+04 1.15E+04 2.57E+03 1.25E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.582  1.39E+11 2.69E+10 6.84E+11 1.85E+09 4.35E+09 8.25E+07 1.10E+05 3.47E+06 3.09E+07 2.82E+08 7.05E+08 1.10E+09 1.14E+09 1.22E+09 1.19E+09 9.97E+08 8.71E+08 1.15E+09 1.14E+09 9.64E+08 1.54E+09 1.78E+09 1.69E+09 6.94E+08 3.26E+08 9.56E+08 8.48E+08 2.05E+09 4.69E+06 1.11E+05 7.44E+04 6.50E+03 1.97E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.887  5.88E+12 1.12E+12 2.68E+13 6.47E+10 2.09E+11 6.47E+08 7.74E+04 1.00E+07 2.42E+08 5.47E+09 2.03E+10 3.87E+10 4.21E+10 4.84E+10 4.91E+10 4.05E+10 3.62E+10 5.80E+10 6.29E+10 5.64E+10 1.23E+11 1.71E+11 3.36E+09 6.02E+10 2.44E+10 1.91E+09 1.69E+09 4.10E+09 1.32E+08 8.36E+05 4.79E+05 1.64E+04 3.08E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.162  3.42E+14 6.61E+13 1.81E+15 2.27E+12 1.00E+13 5.08E+09 5.45E+04 2.88E+07 1.90E+09 1.06E+11 5.87E+11 1.37E+12 1.56E+12 1.92E+12 2.02E+12 1.65E+12 1.50E+12 2.93E+12 3.49E+12 3.30E+12 9.80E+12 1.65E+13 6.68E+09 5.23E+12 1.82E+12 3.80E+09 3.37E+09 8.17E+09 3.72E+09 6.28E+06 3.09E+06 4.15E+04 4.83E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  3.416  2.30E+16 4.47E+15 1.38E+17 7.96E+13 4.80E+14 3.99E+10 3.84E+04 8.31E+07 1.49E+10 2.06E+12 1.69E+13 4.82E+13 5.76E+13 7.59E+13 8.35E+13 6.71E+13 6.23E+13 1.48E+14 1.93E+14 1.93E+14 7.83E+14 1.59E+15 1.33E+10 4.54E+14 1.36E+14 7.56E+09 6.72E+09 1.63E+10 1.05E+11 4.71E+07 1.99E+07 1.05E+05 7.57E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.651  1.73E+18 3.36E+17 1.12E+19 2.79E+15 2.30E+16 3.13E+11 2.70E+04 2.40E+08 1.16E+11 3.98E+13 4.88E+14 1.70E+15 2.13E+15 3.01E+15 3.44E+15 2.73E+15 2.59E+15 7.46E+15 1.07E+16 1.13E+16 6.25E+16 1.53E+17 2.65E+10 3.95E+16 1.02E+16 1.51E+10 1.34E+10 3.26E+10 2.96E+12 3.54E+08 1.28E+08 2.65E+05 1.19E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.873  1.40E+20 2.74E+19 9.61E+20 9.79E+16 1.11E+18 2.46E+12 1.90E+04 6.92E+08 9.12E+11 7.72E+14 1.41E+16 6.01E+16 7.87E+16 1.19E+17 1.42E+17 1.11E+17 1.07E+17 3.76E+17 5.92E+17 6.60E+17 4.99E+18 1.47E+19 5.27E+10 3.43E+18 7.61E+17 3.00E+10 2.67E+10 6.50E+10 8.34E+13 2.66E+09 8.28E+08 6.70E+05 1.86E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  4.082  1.20E+22 2.34E+21 8.46E+22 3.43E+18 5.31E+19 1.93E+13 1.34E+04 1.99E+09 7.15E+12 1.50E+16 4.06E+17 2.12E+18 2.91E+18 4.72E+18 5.85E+18 4.52E+18 4.46E+18 1.90E+19 3.28E+19 3.86E+19 3.99E+20 1.42E+21 1.05E+11 2.98E+20 5.69E+19 5.98E+10 5.32E+10 1.30E+11 2.35E+15 2.00E+10 5.34E+09 1.69E+06 2.91E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
