                    *********************************************************************************
                    *  Z= 48 A=112: Positive-Parity Spin-dependent Level Density [MeV-1] for CD112  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   5.00  0.717  2.76E+03 3.71E+03 2.87E+04 4.23E+02 7.17E+02 7.52E+02 6.73E+02 4.61E+02 2.77E+02 1.57E+02 8.24E+01 6.45E+01 4.29E+01 2.73E+01 1.78E+01 6.33E+00 2.93E+00 3.28E+00 1.20E+00 1.21E+00 1.90E+00 1.90E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.752  5.60E+03 7.64E+03 5.98E+04 8.33E+02 1.46E+03 1.51E+03 1.39E+03 9.57E+02 5.82E+02 3.62E+02 1.88E+02 1.30E+02 9.11E+01 5.27E+01 3.35E+01 1.75E+01 1.01E+01 3.74E+00 3.73E+00 4.45E+00 1.91E+00 2.02E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.785  1.14E+04 1.57E+04 1.25E+05 1.66E+03 2.91E+03 3.05E+03 2.82E+03 2.01E+03 1.28E+03 7.73E+02 4.56E+02 2.81E+02 1.82E+02 1.17E+02 6.66E+01 4.50E+01 2.03E+01 1.53E+01 7.99E+00 6.91E+00 5.89E+00 3.35E+00 1.79E+00 5.95E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.817  2.33E+04 3.18E+04 2.60E+05 3.15E+03 5.64E+03 6.05E+03 5.64E+03 4.21E+03 2.72E+03 1.70E+03 1.03E+03 5.97E+02 3.91E+02 2.41E+02 1.62E+02 9.81E+01 4.78E+01 3.01E+01 1.76E+01 1.61E+01 7.83E+00 7.51E+00 5.36E+00 5.95E-01 5.96E-01 5.95E-01 0.00E+00 5.95E-01 5.95E-01 5.95E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.848  4.71E+04 6.35E+04 5.32E+05 6.05E+03 1.08E+04 1.18E+04 1.12E+04 8.47E+03 5.70E+03 3.64E+03 2.20E+03 1.35E+03 8.49E+02 5.46E+02 3.40E+02 2.11E+02 1.20E+02 6.64E+01 3.80E+01 3.09E+01 1.60E+01 1.74E+01 1.24E+01 3.10E+00 2.38E+00 1.19E+00 4.07E-04 1.19E+00 1.19E+00 1.19E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.878  9.44E+04 1.26E+05 1.08E+06 1.16E+04 2.07E+04 2.28E+04 2.18E+04 1.70E+04 1.18E+04 7.54E+03 4.74E+03 2.87E+03 1.85E+03 1.19E+03 7.58E+02 4.57E+02 2.65E+02 1.49E+02 9.25E+01 6.01E+01 4.07E+01 3.47E+01 2.05E+01 8.18E+00 4.90E+00 4.89E+00 1.19E+00 4.17E+00 2.38E+00 1.31E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.907  1.88E+05 2.49E+05 2.18E+06 2.22E+04 4.00E+04 4.42E+04 4.26E+04 3.35E+04 2.38E+04 1.58E+04 1.00E+04 6.18E+03 4.03E+03 2.56E+03 1.64E+03 1.00E+03 6.10E+02 3.40E+02 2.24E+02 1.39E+02 9.80E+01 6.55E+01 4.77E+01 2.14E+01 1.25E+01 7.40E+00 3.69E+00 5.48E+00 3.09E+00 3.21E+00 3.39E-05 5.95E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.935  3.74E+05 4.93E+05 4.39E+06 4.29E+04 7.72E+04 8.55E+04 8.33E+04 6.60E+04 4.79E+04 3.25E+04 2.11E+04 1.32E+04 8.56E+03 5.54E+03 3.54E+03 2.22E+03 1.38E+03 7.99E+02 5.17E+02 3.28E+02 2.09E+02 1.36E+02 1.02E+02 4.30E+01 2.96E+01 1.84E+01 1.18E+01 1.11E+01 6.91E+00 5.71E+00 2.98E+00 1.19E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.962  7.40E+05 9.70E+05 8.79E+06 8.18E+04 1.48E+05 1.65E+05 1.62E+05 1.30E+05 9.54E+04 6.61E+04 4.36E+04 2.77E+04 1.81E+04 1.17E+04 7.66E+03 4.81E+03 3.01E+03 1.86E+03 1.16E+03 7.39E+02 4.74E+02 3.18E+02 2.02E+02 1.19E+02 6.66E+01 3.93E+01 2.16E+01 1.60E+01 1.31E+01 1.05E+01 7.14E+00 2.38E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.988  1.46E+06 1.90E+06 1.75E+07 1.55E+05 2.82E+05 3.16E+05 3.14E+05 2.54E+05 1.89E+05 1.33E+05 8.91E+04 5.75E+04 3.78E+04 2.48E+04 1.62E+04 1.04E+04 6.60E+03 4.11E+03 2.56E+03 1.61E+03 1.03E+03 6.76E+02 4.43E+02 2.67E+02 1.54E+02 9.05E+01 5.47E+01 3.65E+01 3.12E+01 1.79E+01 1.64E+01 6.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.014  2.85E+06 3.68E+06 3.46E+07 2.94E+05 5.34E+05 6.02E+05 6.02E+05 4.93E+05 3.72E+05 2.64E+05 1.80E+05 1.18E+05 7.87E+04 5.16E+04 3.42E+04 2.20E+04 1.42E+04 8.94E+03 5.54E+03 3.62E+03 2.30E+03 1.53E+03 9.90E+02 6.03E+02 3.20E+02 2.29E+02 1.17E+02 7.62E+01 6.54E+01 3.95E+01 2.77E+01 2.46E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.063  1.15E+07 1.37E+07 1.32E+08 1.04E+06 1.90E+06 2.16E+06 2.18E+06 1.81E+06 1.40E+06 1.02E+06 7.12E+05 4.79E+05 3.27E+05 2.19E+05 1.48E+05 9.68E+04 6.42E+04 4.11E+04 2.63E+04 1.71E+04 1.10E+04 7.17E+03 4.63E+03 2.95E+03 1.81E+03 1.13E+03 6.92E+02 4.34E+02 2.99E+02 1.91E+02 1.40E+02 1.61E+02 5.96E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.111  4.33E+07 4.98E+07 4.97E+08 3.64E+06 6.65E+06 7.61E+06 7.77E+06 6.55E+06 5.14E+06 3.83E+06 2.73E+06 1.88E+06 1.31E+06 8.95E+05 6.18E+05 4.12E+05 2.79E+05 1.82E+05 1.18E+05 7.79E+04 5.04E+04 3.32E+04 2.14E+04 1.38E+04 8.78E+03 5.48E+03 3.48E+03 2.19E+03 1.43E+03 9.70E+02 7.04E+02 8.24E+02 5.60E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.156  1.57E+08 1.78E+08 1.83E+09 1.25E+07 2.30E+07 2.64E+07 2.72E+07 2.32E+07 1.85E+07 1.40E+07 1.02E+07 7.15E+06 5.09E+06 3.54E+06 2.49E+06 1.69E+06 1.17E+06 7.76E+05 5.12E+05 3.43E+05 2.23E+05 1.48E+05 9.64E+04 6.32E+04 4.04E+04 2.59E+04 1.66E+04 1.07E+04 6.95E+03 4.59E+03 3.45E+03 4.19E+03 3.60E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.200  5.60E+08 6.27E+08 6.59E+09 4.25E+07 7.83E+07 9.04E+07 9.38E+07 8.06E+07 6.50E+07 4.99E+07 3.69E+07 2.64E+07 1.92E+07 1.36E+07 9.72E+06 6.72E+06 4.71E+06 3.19E+06 2.14E+06 1.45E+06 9.59E+05 6.43E+05 4.22E+05 2.80E+05 1.81E+05 1.19E+05 7.63E+04 4.99E+04 3.22E+04 2.14E+04 1.62E+04 2.02E+04 1.92E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.242  1.41E+09 1.08E+09 1.14E+10 7.07E+07 1.33E+08 1.55E+08 1.62E+08 1.39E+08 1.11E+08 8.61E+07 6.43E+07 4.62E+07 3.37E+07 2.38E+07 1.72E+07 1.21E+07 8.54E+06 5.80E+06 3.91E+06 2.67E+06 1.78E+06 1.20E+06 7.87E+05 5.23E+05 3.43E+05 2.25E+05 1.46E+05 9.52E+04 6.20E+04 4.11E+04 3.16E+04 3.89E+04 3.88E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.283  2.88E+09 1.86E+09 1.99E+10 1.18E+08 2.25E+08 2.65E+08 2.78E+08 2.39E+08 1.91E+08 1.49E+08 1.12E+08 8.06E+07 5.91E+07 4.17E+07 3.05E+07 2.18E+07 1.55E+07 1.06E+07 7.16E+06 4.92E+06 3.29E+06 2.23E+06 1.47E+06 9.79E+05 6.50E+05 4.27E+05 2.78E+05 1.82E+05 1.19E+05 7.91E+04 6.14E+04 7.48E+04 5.84E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.322  5.41E+09 3.20E+09 3.46E+10 1.96E+08 3.83E+08 4.54E+08 4.80E+08 4.11E+08 3.27E+08 2.56E+08 1.95E+08 1.41E+08 1.04E+08 7.32E+07 5.40E+07 3.92E+07 2.81E+07 1.92E+07 1.31E+07 9.06E+06 6.09E+06 4.14E+06 2.73E+06 1.83E+06 1.23E+06 8.10E+05 5.30E+05 3.47E+05 2.29E+05 1.52E+05 1.19E+05 1.44E+05 7.80E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.360  9.77E+09 5.51E+09 6.02E+10 3.26E+08 6.49E+08 7.78E+08 8.26E+08 7.08E+08 5.60E+08 4.42E+08 3.39E+08 2.46E+08 1.83E+08 1.28E+08 9.56E+07 7.05E+07 5.10E+07 3.49E+07 2.40E+07 1.67E+07 1.13E+07 7.71E+06 5.09E+06 3.42E+06 2.33E+06 1.54E+06 1.01E+06 6.62E+05 4.41E+05 2.92E+05 2.32E+05 2.77E+05 9.76E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.398  1.73E+10 9.50E+09 1.05E+11 5.43E+08 1.10E+09 1.33E+09 1.42E+09 1.22E+09 9.59E+08 7.63E+08 5.89E+08 4.30E+08 3.21E+08 2.25E+08 1.69E+08 1.27E+08 9.24E+07 6.35E+07 4.39E+07 3.07E+07 2.09E+07 1.43E+07 9.49E+06 6.40E+06 4.42E+06 2.91E+06 1.93E+06 1.26E+06 8.49E+05 5.61E+05 4.52E+05 5.34E+05 1.17E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.434  3.02E+10 1.64E+10 1.82E+11 9.04E+08 1.87E+09 2.28E+09 2.45E+09 2.10E+09 1.64E+09 1.32E+09 1.03E+09 7.51E+08 5.64E+08 3.95E+08 3.00E+08 2.29E+08 1.68E+08 1.16E+08 8.03E+07 5.65E+07 3.87E+07 2.67E+07 1.77E+07 1.20E+07 8.37E+06 5.52E+06 3.68E+06 2.41E+06 1.63E+06 1.08E+06 8.78E+05 1.03E+06 1.37E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.521  1.31E+11 6.39E+10 7.30E+11 3.23E+09 7.01E+09 8.77E+09 9.55E+09 8.16E+09 6.31E+09 5.15E+09 4.09E+09 3.03E+09 2.31E+09 1.61E+09 1.25E+09 9.93E+08 7.43E+08 5.15E+08 3.64E+08 2.59E+08 1.81E+08 1.26E+08 8.39E+07 5.72E+07 4.14E+07 2.73E+07 1.85E+07 1.21E+07 8.37E+06 5.53E+06 4.63E+06 5.29E+06 2.01E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.603  5.23E+11 2.50E+11 2.93E+12 1.15E+10 2.63E+10 3.37E+10 3.72E+10 3.17E+10 2.42E+10 2.01E+10 1.64E+10 1.22E+10 9.45E+09 6.55E+09 5.21E+09 4.32E+09 3.29E+09 2.30E+09 1.65E+09 1.19E+09 8.45E+08 5.95E+08 3.98E+08 2.74E+08 2.04E+08 1.35E+08 9.28E+07 6.11E+07 4.30E+07 2.83E+07 2.44E+07 2.72E+07 2.96E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.756  1.08E+13 3.85E+12 4.79E+13 1.47E+11 3.70E+11 4.96E+11 5.64E+11 4.79E+11 3.58E+11 3.08E+11 2.61E+11 1.99E+11 1.58E+11 1.09E+11 9.07E+10 8.16E+10 6.46E+10 4.58E+10 3.38E+10 2.52E+10 1.84E+10 1.33E+10 8.95E+09 6.26E+09 4.99E+09 3.32E+09 2.34E+09 1.55E+09 1.13E+09 7.42E+08 6.80E+08 7.19E+08 6.42E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.028  4.76E+15 9.46E+14 1.35E+16 2.41E+13 7.33E+13 1.08E+14 1.30E+14 1.10E+14 7.79E+13 7.19E+13 6.64E+13 5.28E+13 4.45E+13 2.99E+13 2.75E+13 2.91E+13 2.49E+13 1.82E+13 1.43E+13 1.12E+13 8.77E+12 6.61E+12 4.53E+12 3.27E+12 2.97E+12 1.99E+12 1.49E+12 9.92E+11 7.83E+11 5.10E+11 5.27E+11 5.03E+11 3.01E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.267  1.89E+16 1.89E+15 2.69E+16 4.80E+13 1.46E+14 2.15E+14 2.59E+14 2.19E+14 1.55E+14 1.44E+14 1.33E+14 1.05E+14 8.88E+13 5.96E+13 5.48E+13 5.82E+13 4.97E+13 3.63E+13 2.85E+13 2.24E+13 1.75E+13 1.32E+13 9.05E+12 6.54E+12 5.94E+12 3.99E+12 2.98E+12 1.98E+12 1.56E+12 1.02E+12 1.05E+12 1.00E+12 1.41E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.484  4.72E+16 3.77E+15 5.37E+16 9.57E+13 2.92E+14 4.30E+14 5.18E+14 4.36E+14 3.10E+14 2.87E+14 2.65E+14 2.10E+14 1.77E+14 1.19E+14 1.09E+14 1.16E+14 9.92E+13 7.24E+13 5.69E+13 4.48E+13 3.50E+13 2.64E+13 1.81E+13 1.31E+13 1.19E+13 7.96E+12 5.96E+12 3.96E+12 3.13E+12 2.04E+12 2.10E+12 2.01E+12 6.63E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.683  1.04E+17 7.52E+15 1.07E+17 1.91E+14 5.82E+14 8.57E+14 1.03E+15 8.70E+14 6.19E+14 5.72E+14 5.28E+14 4.20E+14 3.54E+14 2.38E+14 2.19E+14 2.32E+14 1.98E+14 1.45E+14 1.14E+14 8.95E+13 6.99E+13 5.27E+13 3.61E+13 2.61E+13 2.37E+13 1.59E+13 1.19E+13 7.92E+12 6.25E+12 4.07E+12 4.21E+12 4.01E+12 3.11E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.868  2.16E+17 1.50E+16 2.14E+17 3.80E+14 1.16E+15 1.71E+15 2.06E+15 1.74E+15 1.23E+15 1.14E+15 1.05E+15 8.38E+14 7.07E+14 4.74E+14 4.36E+14 4.63E+14 3.96E+14 2.89E+14 2.27E+14 1.79E+14 1.40E+14 1.05E+14 7.22E+13 5.22E+13 4.74E+13 3.18E+13 2.38E+13 1.58E+13 1.25E+13 8.14E+12 8.41E+12 8.02E+12 1.46E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.042  4.41E+17 3.00E+16 4.27E+17 7.58E+14 2.32E+15 3.41E+15 4.11E+15 3.47E+15 2.46E+15 2.28E+15 2.10E+15 1.67E+15 1.41E+15 9.47E+14 8.72E+14 9.25E+14 7.91E+14 5.77E+14 4.54E+14 3.57E+14 2.79E+14 2.10E+14 1.44E+14 1.04E+14 9.47E+13 6.36E+13 4.76E+13 3.16E+13 2.50E+13 1.63E+13 1.68E+13 1.60E+13 6.85E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  3.206  8.90E+17 5.98E+16 8.53E+17 1.51E+15 4.62E+15 6.81E+15 8.21E+15 6.92E+15 4.92E+15 4.55E+15 4.20E+15 3.34E+15 2.82E+15 1.89E+15 1.74E+15 1.85E+15 1.58E+15 1.15E+15 9.06E+14 7.13E+14 5.58E+14 4.21E+14 2.88E+14 2.08E+14 1.89E+14 1.27E+14 9.51E+13 6.32E+13 4.99E+13 3.25E+13 3.36E+13 3.20E+13 3.21E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  3.363  1.79E+18 1.19E+17 1.70E+18 3.02E+15 9.21E+15 1.36E+16 1.64E+16 1.38E+16 9.81E+15 9.07E+15 8.38E+15 6.66E+15 5.62E+15 3.77E+15 3.47E+15 3.69E+15 3.15E+15 2.30E+15 1.81E+15 1.43E+15 1.11E+15 8.40E+14 5.76E+14 4.16E+14 3.78E+14 2.54E+14 1.90E+14 1.26E+14 9.97E+13 6.50E+13 6.71E+13 6.40E+13 1.51E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  3.512  3.57E+18 2.38E+17 3.40E+18 6.01E+15 1.84E+16 2.71E+16 3.27E+16 2.75E+16 1.96E+16 1.81E+16 1.67E+16 1.33E+16 1.12E+16 7.54E+15 6.94E+15 7.37E+15 6.30E+15 4.60E+15 3.62E+15 2.85E+15 2.23E+15 1.68E+15 1.15E+15 8.32E+14 7.55E+14 5.07E+14 3.80E+14 2.52E+14 1.99E+14 1.30E+14 1.34E+14 1.28E+14 7.07E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.656  7.14E+18 4.76E+17 6.79E+18 1.20E+16 3.67E+16 5.41E+16 6.52E+16 5.50E+16 3.91E+16 3.61E+16 3.34E+16 2.66E+16 2.24E+16 1.50E+16 1.39E+16 1.47E+16 1.26E+16 9.19E+15 7.22E+15 5.69E+15 4.45E+15 3.35E+15 2.30E+15 1.66E+15 1.51E+15 1.01E+15 7.59E+14 5.04E+14 3.98E+14 2.60E+14 2.68E+14 2.56E+14 3.32E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.794  1.43E+19 9.49E+17 1.36E+19 2.39E+16 7.32E+16 1.08E+17 1.30E+17 1.10E+17 7.79E+16 7.21E+16 6.67E+16 5.30E+16 4.47E+16 3.00E+16 2.77E+16 2.94E+16 2.51E+16 1.84E+16 1.44E+16 1.14E+16 8.88E+15 6.70E+15 4.59E+15 3.32E+15 3.02E+15 2.03E+15 1.52E+15 1.01E+15 7.96E+14 5.19E+14 5.36E+14 5.11E+14 1.56E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.927  2.85E+19 1.89E+18 2.71E+19 4.77E+16 1.46E+17 2.16E+17 2.60E+17 2.19E+17 1.55E+17 1.44E+17 1.33E+17 1.06E+17 8.93E+16 6.00E+16 5.52E+16 5.87E+16 5.02E+16 3.67E+16 2.88E+16 2.27E+16 1.78E+16 1.34E+16 9.17E+15 6.63E+15 6.03E+15 4.05E+15 3.03E+15 2.01E+15 1.59E+15 1.04E+15 1.07E+15 1.02E+15 7.30E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
