                    *********************************************************************************
                    *  Z= 48 A=112: Positive-Parity Spin-dependent Level Density [MeV-1] for CD112  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
 
                    *********************************************************************************
                    *  Z= 48 A=109: Negative-parity Spin-dependent Level Density [MeV-1] for CD109  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.159  1.00E+00 2.14E+00 6.54E+00 1.00E+00 1.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.225  1.00E+00 2.01E+00 6.81E+00 8.33E-01 9.46E-01 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.275  2.00E+00 2.43E+00 1.01E+01 7.14E-01 8.11E-01 9.08E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.318  3.00E+00 3.34E+00 1.31E+01 1.43E+00 8.11E-01 9.08E-01 1.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.355  4.00E+00 4.91E+00 2.23E+01 1.43E+00 1.62E+00 9.53E-01 9.08E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.389  5.00E+00 6.26E+00 3.24E+01 7.72E-01 2.43E+00 1.86E+00 1.00E+00 1.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.420  7.00E+00 1.16E+01 5.95E+01 2.39E+00 3.25E+00 3.23E+00 2.43E+00 2.90E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.449  1.10E+01 1.49E+01 7.87E+01 2.80E+00 4.54E+00 3.23E+00 3.96E+00 3.87E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.477  1.70E+01 3.38E+01 1.76E+02 7.86E+00 1.06E+01 7.05E+00 4.64E+00 2.73E+00 9.08E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.502  2.70E+01 4.89E+01 2.94E+02 8.73E+00 1.42E+01 1.04E+01 7.59E+00 4.45E+00 1.48E+00 7.28E-01 0.00E+00 6.92E-01 6.18E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.527  4.40E+01 8.39E+01 5.23E+02 1.48E+01 2.03E+01 1.90E+01 1.48E+01 7.89E+00 3.33E+00 1.67E+00 7.14E-01 7.89E-01 6.18E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.550  6.80E+01 1.15E+02 7.42E+02 1.83E+01 2.41E+01 3.19E+01 1.85E+01 1.15E+01 5.34E+00 2.67E+00 7.14E-01 7.89E-01 7.33E-01 6.18E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.573  1.06E+02 1.82E+02 1.20E+03 2.45E+01 4.28E+01 4.36E+01 3.37E+01 1.78E+01 1.07E+01 4.20E+00 2.05E+00 1.41E+00 7.33E-01 6.18E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.594  1.60E+02 2.50E+02 1.68E+03 3.24E+01 6.10E+01 5.83E+01 4.44E+01 2.45E+01 1.19E+01 9.33E+00 3.28E+00 2.28E+00 1.35E+00 7.45E-01 6.18E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.615  2.39E+02 3.86E+02 2.77E+03 4.48E+01 8.20E+01 8.56E+01 7.41E+01 4.25E+01 2.40E+01 1.96E+01 5.81E+00 3.29E+00 1.97E+00 1.46E+00 1.24E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.635  3.52E+02 5.19E+02 3.73E+03 6.43E+01 1.04E+02 1.10E+02 1.03E+02 5.67E+01 4.21E+01 2.02E+01 8.85E+00 4.64E+00 1.97E+00 2.69E+00 1.24E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.655  5.16E+02 7.89E+02 5.82E+03 8.76E+01 1.63E+02 1.72E+02 1.35E+02 9.95E+01 6.05E+01 3.28E+01 1.82E+01 6.07E+00 5.29E+00 3.94E+00 4.42E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.674  7.45E+02 1.05E+03 7.75E+03 1.24E+02 2.08E+02 2.20E+02 1.91E+02 1.32E+02 7.76E+01 4.31E+01 1.97E+01 1.15E+01 7.15E+00 6.51E+00 4.76E+00 1.24E+00 6.18E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.692  1.08E+03 1.62E+03 1.21E+04 2.06E+02 3.00E+02 3.45E+02 2.86E+02 2.12E+02 1.23E+02 6.39E+01 3.25E+01 1.96E+01 1.28E+01 9.27E+00 7.42E+00 2.47E+00 7.08E-01 6.40E-01 0.00E+00 6.21E-01 6.18E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.710  1.56E+03 2.20E+03 1.66E+04 2.66E+02 4.14E+02 4.72E+02 3.83E+02 2.90E+02 1.71E+02 8.42E+01 4.76E+01 2.81E+01 1.74E+01 1.19E+01 1.03E+01 3.35E+00 2.56E+00 1.26E+00 0.00E+00 6.21E-01 6.18E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.745  3.29E+03 4.74E+03 3.60E+04 5.60E+02 9.12E+02 9.82E+02 8.27E+02 6.01E+02 3.61E+02 2.08E+02 1.11E+02 7.06E+01 3.44E+01 2.77E+01 1.94E+01 1.00E+01 8.45E+00 1.94E+00 1.24E+00 1.24E+00 6.20E-01 6.18E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.778  7.00E+03 1.01E+04 7.90E+04 1.14E+03 1.82E+03 2.11E+03 1.74E+03 1.29E+03 8.37E+02 4.87E+02 2.73E+02 1.60E+02 9.41E+01 5.57E+01 4.56E+01 2.32E+01 1.59E+01 1.01E+01 4.01E+00 2.68E+00 1.33E+00 1.24E+00 6.18E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.810  1.48E+04 2.12E+04 1.71E+05 2.18E+03 3.70E+03 4.28E+03 3.69E+03 2.76E+03 1.80E+03 1.15E+03 6.69E+02 3.69E+02 2.36E+02 1.43E+02 1.00E+02 5.96E+01 4.16E+01 2.06E+01 8.62E+00 4.27E+00 2.62E+00 2.61E+00 2.47E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.840  3.10E+04 4.36E+04 3.62E+05 4.23E+03 7.35E+03 8.49E+03 7.49E+03 5.76E+03 3.90E+03 2.51E+03 1.51E+03 9.05E+02 5.40E+02 3.40E+02 2.29E+02 1.31E+02 8.99E+01 4.67E+01 2.02E+01 9.40E+00 1.02E+01 7.20E+00 6.91E+00 1.85E+00 6.18E-01 1.53E-03 0.00E+00 6.18E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.870  6.40E+04 8.84E+04 7.50E+05 8.47E+03 1.44E+04 1.67E+04 1.49E+04 1.17E+04 8.14E+03 5.39E+03 3.34E+03 2.03E+03 1.24E+03 8.11E+02 4.94E+02 3.11E+02 2.01E+02 8.92E+01 5.39E+01 2.53E+01 2.06E+01 1.61E+01 1.27E+01 6.21E+00 3.12E+00 1.86E+00 6.18E-01 6.18E-01 6.18E-01 6.18E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.899  1.31E+05 1.78E+05 1.54E+06 1.65E+04 2.82E+04 3.29E+04 2.94E+04 2.37E+04 1.69E+04 1.13E+04 7.08E+03 4.57E+03 2.86E+03 1.75E+03 1.17E+03 6.94E+02 4.30E+02 2.34E+02 1.31E+02 7.16E+01 5.82E+01 3.43E+01 2.64E+01 1.21E+01 8.24E+00 6.83E+00 2.47E+00 1.24E+00 1.24E+00 6.18E-01 6.18E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.926  2.64E+05 3.56E+05 3.16E+06 3.20E+04 5.49E+04 6.44E+04 5.80E+04 4.73E+04 3.40E+04 2.38E+04 1.51E+04 9.78E+03 6.31E+03 3.95E+03 2.55E+03 1.60E+03 1.01E+03 5.72E+02 3.39E+02 2.04E+02 1.19E+02 7.77E+01 6.54E+01 2.77E+01 2.44E+01 1.45E+01 3.80E+00 1.96E+00 1.34E+00 1.85E+00 1.24E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.953  5.31E+05 7.10E+05 6.43E+06 6.16E+04 1.07E+05 1.26E+05 1.14E+05 9.41E+04 6.88E+04 4.88E+04 3.19E+04 2.12E+04 1.36E+04 8.72E+03 5.68E+03 3.57E+03 2.22E+03 1.40E+03 8.26E+02 4.77E+02 3.03E+02 1.89E+02 1.33E+02 7.00E+01 5.02E+01 2.47E+01 1.14E+01 9.39E+00 5.04E+00 1.95E+00 3.71E+00 1.24E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.979  1.06E+06 1.41E+06 1.30E+07 1.18E+05 2.06E+05 2.43E+05 2.23E+05 1.85E+05 1.38E+05 9.95E+04 6.64E+04 4.44E+04 2.93E+04 1.89E+04 1.23E+04 7.94E+03 5.05E+03 3.13E+03 1.90E+03 1.14E+03 6.92E+02 4.50E+02 2.94E+02 1.81E+02 1.12E+02 4.66E+01 3.48E+01 2.01E+01 1.13E+01 9.37E+00 9.37E+00 4.32E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.005  2.10E+06 2.76E+06 2.60E+07 2.26E+05 3.95E+05 4.68E+05 4.32E+05 3.63E+05 2.73E+05 2.00E+05 1.36E+05 9.28E+04 6.20E+04 4.04E+04 2.68E+04 1.72E+04 1.10E+04 6.96E+03 4.24E+03 2.60E+03 1.71E+03 1.05E+03 6.45E+02 4.29E+02 2.42E+02 1.36E+02 7.69E+01 4.46E+01 2.77E+01 2.26E+01 2.00E+01 1.42E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.054  8.68E+06 1.04E+07 1.01E+08 8.12E+05 1.42E+06 1.70E+06 1.58E+06 1.36E+06 1.04E+06 7.81E+05 5.44E+05 3.84E+05 2.65E+05 1.77E+05 1.20E+05 7.84E+04 5.18E+04 3.30E+04 2.08E+04 1.32E+04 8.40E+03 5.37E+03 3.38E+03 2.18E+03 1.32E+03 8.26E+02 4.93E+02 2.65E+02 1.81E+02 1.07E+02 8.45E+01 9.58E+01 9.68E-02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.100  3.30E+07 3.83E+07 3.85E+08 2.86E+06 5.02E+06 6.04E+06 5.68E+06 4.92E+06 3.84E+06 2.95E+06 2.10E+06 1.52E+06 1.07E+06 7.36E+05 5.12E+05 3.43E+05 2.31E+05 1.51E+05 9.71E+04 6.31E+04 4.05E+04 2.60E+04 1.66E+04 1.06E+04 6.71E+03 4.18E+03 2.60E+03 1.57E+03 9.77E+02 6.62E+02 4.29E+02 5.49E+02 2.13E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.145  1.21E+08 1.38E+08 1.43E+09 9.93E+06 1.75E+07 2.11E+07 2.00E+07 1.75E+07 1.39E+07 1.08E+07 7.88E+06 5.82E+06 4.21E+06 2.94E+06 2.09E+06 1.43E+06 9.88E+05 6.58E+05 4.31E+05 2.85E+05 1.86E+05 1.21E+05 7.81E+04 5.04E+04 3.22E+04 2.04E+04 1.28E+04 8.02E+03 5.14E+03 3.33E+03 2.39E+03 2.98E+03 1.37E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.189  4.34E+08 4.88E+08 5.19E+09 3.39E+07 5.98E+07 7.27E+07 6.93E+07 6.12E+07 4.89E+07 3.88E+07 2.87E+07 2.16E+07 1.59E+07 1.14E+07 8.24E+06 5.75E+06 4.06E+06 2.75E+06 1.84E+06 1.24E+06 8.15E+05 5.39E+05 3.51E+05 2.30E+05 1.49E+05 9.55E+04 6.16E+04 3.91E+04 2.51E+04 1.63E+04 1.20E+04 1.52E+04 7.46E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
