                    *********************************************************************************
                    *  Z= 93 A=237: Positive-Parity Spin-dependent Level Density [MeV-1] for NP237  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   3.00  0.372  8.34E+03 1.85E+04 2.50E+05 5.51E+02 1.12E+03 1.62E+03 1.93E+03 2.11E+03 2.11E+03 1.97E+03 1.77E+03 1.49E+03 1.24E+03 8.64E+02 6.58E+02 4.28E+02 2.71E+02 1.69E+02 9.13E+01 5.29E+01 2.82E+01 1.35E+01 5.40E+00 2.16E+00 1.08E+00 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.387  1.54E+04 3.76E+04 5.17E+05 1.08E+03 2.20E+03 3.24E+03 3.86E+03 4.18E+03 4.22E+03 3.97E+03 3.53E+03 3.03E+03 2.54E+03 1.86E+03 1.40E+03 9.61E+02 6.36E+02 4.04E+02 2.22E+02 1.31E+02 6.85E+01 3.36E+01 1.68E+01 6.11E+00 2.70E+00 1.08E+00 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.401  2.77E+04 6.10E+04 8.45E+05 1.74E+03 3.55E+03 5.19E+03 6.21E+03 6.81E+03 6.76E+03 6.40E+03 5.75E+03 4.90E+03 4.13E+03 3.01E+03 2.33E+03 1.62E+03 1.07E+03 7.17E+02 3.98E+02 2.22E+02 1.27E+02 5.99E+01 2.82E+01 1.14E+01 4.49E+00 1.08E+00 1.08E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.415  5.05E+04 1.21E+05 1.71E+06 3.32E+03 6.73E+03 9.89E+03 1.19E+04 1.31E+04 1.32E+04 1.28E+04 1.15E+04 1.00E+04 8.47E+03 6.23E+03 4.84E+03 3.42E+03 2.31E+03 1.56E+03 9.12E+02 5.24E+02 2.90E+02 1.47E+02 7.30E+01 3.20E+01 1.33E+01 5.03E+00 1.08E+00 1.08E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.429  8.99E+04 1.94E+05 2.76E+06 5.34E+03 1.07E+04 1.57E+04 1.90E+04 2.10E+04 2.10E+04 2.02E+04 1.82E+04 1.59E+04 1.38E+04 1.01E+04 7.96E+03 5.60E+03 3.79E+03 2.61E+03 1.54E+03 9.18E+02 5.16E+02 2.58E+02 1.38E+02 5.49E+01 2.62E+01 9.35E+00 3.41E+00 1.08E+00 1.08E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.442  1.62E+05 3.79E+05 5.48E+06 1.00E+04 2.00E+04 2.95E+04 3.59E+04 3.97E+04 4.01E+04 3.92E+04 3.61E+04 3.16E+04 2.72E+04 2.04E+04 1.63E+04 1.17E+04 7.98E+03 5.57E+03 3.33E+03 2.05E+03 1.19E+03 6.18E+02 3.19E+02 1.47E+02 6.50E+01 2.91E+01 9.35E+00 3.24E+00 1.08E+00 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.455  2.84E+05 6.01E+05 8.74E+06 1.59E+04 3.17E+04 4.66E+04 5.68E+04 6.31E+04 6.35E+04 6.14E+04 5.61E+04 4.97E+04 4.34E+04 3.25E+04 2.60E+04 1.91E+04 1.32E+04 9.16E+03 5.58E+03 3.44E+03 2.05E+03 1.11E+03 5.77E+02 2.66E+02 1.26E+02 5.70E+01 2.41E+01 7.55E+00 1.08E+00 1.08E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.468  5.05E+05 1.16E+06 1.72E+07 2.96E+04 5.92E+04 8.71E+04 1.07E+05 1.19E+05 1.20E+05 1.19E+05 1.10E+05 9.75E+04 8.48E+04 6.45E+04 5.27E+04 3.87E+04 2.71E+04 1.94E+04 1.19E+04 7.45E+03 4.48E+03 2.51E+03 1.40E+03 6.52E+02 3.13E+02 1.41E+02 6.02E+01 2.71E+01 6.38E+00 2.51E+00 1.08E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.480  8.79E+05 1.83E+06 2.72E+07 4.65E+04 9.30E+04 1.37E+05 1.68E+05 1.87E+05 1.89E+05 1.84E+05 1.70E+05 1.52E+05 1.35E+05 1.02E+05 8.30E+04 6.22E+04 4.37E+04 3.14E+04 1.97E+04 1.25E+04 7.64E+03 4.25E+03 2.44E+03 1.18E+03 5.86E+02 2.65E+02 1.11E+02 4.98E+01 1.34E+01 5.92E+00 2.51E+00 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.503  2.70E+06 5.47E+06 8.28E+07 1.35E+05 2.67E+05 3.94E+05 4.85E+05 5.43E+05 5.52E+05 5.42E+05 5.05E+05 4.56E+05 4.07E+05 3.13E+05 2.58E+05 1.96E+05 1.41E+05 1.03E+05 6.61E+04 4.31E+04 2.74E+04 1.59E+04 9.33E+03 4.79E+03 2.53E+03 1.23E+03 5.57E+02 2.57E+02 9.40E+01 4.27E+01 1.35E+01 6.27E+00 2.16E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.526  8.08E+06 1.61E+07 2.48E+08 3.83E+05 7.61E+05 1.12E+06 1.39E+06 1.56E+06 1.59E+06 1.57E+06 1.47E+06 1.34E+06 1.20E+06 9.39E+05 7.85E+05 6.05E+05 4.42E+05 3.29E+05 2.16E+05 1.44E+05 9.43E+04 5.70E+04 3.47E+04 1.85E+04 1.02E+04 5.19E+03 2.54E+03 1.26E+03 4.95E+02 2.29E+02 9.92E+01 3.99E+01 1.46E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.547  2.37E+07 4.64E+07 7.29E+08 1.07E+06 2.13E+06 3.15E+06 3.90E+06 4.39E+06 4.50E+06 4.47E+06 4.22E+06 3.86E+06 3.50E+06 2.76E+06 2.33E+06 1.82E+06 1.35E+06 1.02E+06 6.84E+05 4.67E+05 3.13E+05 1.95E+05 1.22E+05 6.82E+04 3.93E+04 2.09E+04 1.08E+04 5.67E+03 2.52E+03 1.19E+03 5.32E+02 2.50E+02 8.47E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.568  6.83E+07 1.32E+08 2.11E+09 2.97E+06 5.90E+06 8.72E+06 1.08E+07 1.22E+07 1.26E+07 1.25E+07 1.19E+07 1.10E+07 1.00E+07 7.97E+06 6.80E+06 5.37E+06 4.04E+06 3.10E+06 2.11E+06 1.47E+06 1.01E+06 6.45E+05 4.15E+05 2.39E+05 1.43E+05 7.99E+04 4.31E+04 2.39E+04 1.11E+04 5.81E+03 2.79E+03 1.32E+03 5.18E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.588  1.94E+08 3.70E+08 6.00E+09 8.14E+06 1.62E+07 2.39E+07 2.96E+07 3.32E+07 3.43E+07 3.45E+07 3.31E+07 3.06E+07 2.82E+07 2.26E+07 1.95E+07 1.55E+07 1.18E+07 9.21E+06 6.34E+06 4.49E+06 3.14E+06 2.06E+06 1.36E+06 8.09E+05 4.98E+05 2.89E+05 1.63E+05 9.42E+04 4.63E+04 2.50E+04 1.29E+04 6.40E+03 2.55E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.607  5.43E+08 1.03E+09 1.69E+10 2.20E+07 4.37E+07 6.47E+07 8.02E+07 9.04E+07 9.36E+07 9.51E+07 9.14E+07 8.48E+07 7.81E+07 6.33E+07 5.50E+07 4.43E+07 3.41E+07 2.68E+07 1.87E+07 1.35E+07 9.60E+06 6.44E+06 4.32E+06 2.64E+06 1.67E+06 1.00E+06 5.89E+05 3.53E+05 1.81E+05 1.03E+05 5.54E+04 2.87E+04 1.21E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.625  1.50E+09 2.82E+09 4.70E+10 5.90E+07 1.17E+08 1.73E+08 2.15E+08 2.43E+08 2.52E+08 2.57E+08 2.48E+08 2.32E+08 2.14E+08 1.75E+08 1.53E+08 1.24E+08 9.65E+07 7.67E+07 5.43E+07 3.97E+07 2.86E+07 1.96E+07 1.34E+07 8.40E+06 5.44E+06 3.37E+06 2.04E+06 1.26E+06 6.74E+05 3.99E+05 2.25E+05 1.20E+05 5.17E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.644  4.12E+09 7.63E+09 1.29E+11 1.56E+08 3.10E+08 4.60E+08 5.72E+08 6.47E+08 6.74E+08 6.89E+08 6.67E+08 6.25E+08 5.81E+08 4.78E+08 4.21E+08 3.44E+08 2.70E+08 2.16E+08 1.55E+08 1.15E+08 8.37E+07 5.83E+07 4.06E+07 2.60E+07 1.72E+07 1.09E+07 6.81E+06 4.33E+06 2.40E+06 1.47E+06 8.56E+05 4.70E+05 2.10E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.661  1.11E+10 2.05E+10 3.51E+11 4.10E+08 8.15E+08 1.21E+09 1.51E+09 1.71E+09 1.78E+09 1.83E+09 1.77E+09 1.67E+09 1.56E+09 1.29E+09 1.14E+09 9.39E+08 7.42E+08 6.00E+08 4.33E+08 3.26E+08 2.40E+08 1.70E+08 1.20E+08 7.85E+07 5.30E+07 3.44E+07 2.20E+07 1.43E+07 8.17E+06 5.15E+06 3.11E+06 1.75E+06 8.00E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.678  2.99E+10 5.44E+10 9.43E+11 1.07E+09 2.12E+09 3.15E+09 3.93E+09 4.46E+09 4.66E+09 4.79E+09 4.67E+09 4.41E+09 4.13E+09 3.44E+09 3.06E+09 2.53E+09 2.02E+09 1.64E+09 1.20E+09 9.09E+08 6.79E+08 4.88E+08 3.49E+08 2.32E+08 1.59E+08 1.05E+08 6.90E+07 4.61E+07 2.69E+07 1.74E+07 1.08E+07 6.23E+06 2.91E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.712  2.44E+11 3.73E+11 6.62E+12 7.05E+09 1.40E+10 2.08E+10 2.60E+10 2.96E+10 3.11E+10 3.21E+10 3.15E+10 2.99E+10 2.82E+10 2.37E+10 2.13E+10 1.78E+10 1.44E+10 1.19E+10 8.82E+09 6.81E+09 5.19E+09 3.82E+09 2.80E+09 1.92E+09 1.36E+09 9.29E+08 6.30E+08 4.37E+08 2.67E+08 1.80E+08 1.17E+08 7.03E+07 3.40E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.743  1.67E+12 2.47E+12 4.48E+13 4.52E+10 8.98E+10 1.33E+11 1.67E+11 1.91E+11 2.01E+11 2.09E+11 2.05E+11 1.96E+11 1.86E+11 1.58E+11 1.43E+11 1.21E+11 9.86E+10 8.24E+10 6.19E+10 4.86E+10 3.76E+10 2.83E+10 2.11E+10 1.48E+10 1.08E+10 7.57E+09 5.30E+09 3.79E+09 2.40E+09 1.68E+09 1.13E+09 6.99E+08 3.48E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.774  6.32E+12 6.84E+12 1.67E+14 4.78E+10 9.36E+10 1.41E+11 1.86E+11 2.38E+11 2.98E+11 3.27E+11 3.73E+11 3.99E+11 4.34E+11 5.04E+11 5.32E+11 5.58E+11 5.17E+11 4.71E+11 4.07E+11 3.31E+11 2.61E+11 1.99E+11 1.52E+11 1.09E+11 8.04E+10 5.80E+10 4.16E+10 3.05E+10 1.99E+10 1.43E+10 9.94E+09 6.28E+09 3.20E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.803  1.34E+13 7.40E+12 2.62E+14 1.93E+10 3.55E+10 4.91E+10 4.86E+10 7.86E+10 7.38E+10 6.00E+10 5.91E+10 6.86E+10 7.55E+10 1.56E+11 2.12E+11 3.09E+11 4.38E+11 5.00E+11 5.89E+11 6.70E+11 6.99E+11 6.26E+11 5.60E+11 4.57E+11 3.87E+11 3.21E+11 2.66E+11 2.16E+11 1.53E+11 1.13E+11 8.07E+10 5.20E+10 2.70E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.831  2.03E+13 6.29E+12 2.60E+14 6.90E+09 1.12E+10 1.87E+10 1.16E+10 1.83E+10 1.38E+10 2.32E+10 2.89E+10 2.79E+10 5.23E+10 3.40E+10 9.63E+10 8.49E+10 1.05E+11 9.20E+10 2.07E+11 3.10E+11 5.04E+11 6.93E+11 6.77E+11 5.96E+11 5.23E+11 4.68E+11 4.05E+11 3.60E+11 2.89E+11 2.44E+11 1.97E+11 1.29E+11 6.74E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.858  2.73E+13 7.80E+12 3.54E+14 2.47E+09 3.56E+09 7.11E+09 2.78E+09 4.25E+09 2.58E+09 8.98E+09 1.41E+10 1.13E+10 3.63E+10 7.40E+09 4.37E+10 2.33E+10 2.53E+10 1.69E+10 7.26E+10 1.44E+11 3.63E+11 7.67E+11 8.18E+11 7.76E+11 7.08E+11 6.82E+11 6.16E+11 5.99E+11 5.48E+11 5.27E+11 4.78E+11 3.18E+11 1.68E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.885  3.71E+13 1.17E+13 5.63E+14 8.84E+08 1.13E+09 2.70E+09 6.64E+08 9.89E+08 4.83E+08 3.47E+09 6.91E+09 4.60E+09 2.52E+10 1.61E+09 1.98E+10 6.41E+09 6.09E+09 3.11E+09 2.55E+10 6.67E+10 2.62E+11 8.48E+11 9.89E+11 1.01E+12 9.58E+11 9.94E+11 9.36E+11 9.97E+11 1.04E+12 1.14E+12 1.17E+12 7.86E+11 4.21E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.910  5.29E+13 1.98E+13 9.92E+14 3.17E+08 3.56E+08 1.03E+09 1.59E+08 2.30E+08 9.03E+07 1.34E+09 3.38E+09 1.87E+09 1.75E+10 3.51E+08 8.99E+09 1.76E+09 1.47E+09 5.72E+08 8.95E+09 3.09E+10 1.89E+11 9.38E+11 1.20E+12 1.32E+12 1.30E+12 1.45E+12 1.42E+12 1.66E+12 1.96E+12 2.46E+12 2.84E+12 1.94E+12 1.05E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.935  8.10E+13 3.65E+13 1.89E+15 1.13E+08 1.13E+08 3.91E+08 3.79E+07 5.35E+07 1.69E+07 5.20E+08 1.65E+09 7.60E+08 1.21E+10 7.66E+07 4.08E+09 4.85E+08 3.52E+08 1.05E+08 3.14E+09 1.43E+10 1.36E+11 1.04E+12 1.45E+12 1.71E+12 1.76E+12 2.11E+12 2.16E+12 2.76E+12 3.72E+12 5.31E+12 6.91E+12 4.81E+12 2.62E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  0.959  1.35E+14 7.24E+13 3.86E+15 4.06E+07 3.57E+07 1.49E+08 9.07E+06 1.25E+07 3.16E+06 2.01E+08 8.08E+08 3.09E+08 8.40E+09 1.67E+07 1.85E+09 1.33E+08 8.47E+07 1.94E+07 1.10E+09 6.64E+09 9.80E+10 1.15E+12 1.75E+12 2.23E+12 2.38E+12 3.08E+12 3.29E+12 4.60E+12 7.05E+12 1.15E+13 1.68E+13 1.19E+13 6.55E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.018  8.45E+14 4.95E+14 2.75E+16 3.12E+06 2.01E+06 1.33E+07 2.53E+05 3.25E+05 4.78E+04 1.87E+07 1.35E+08 3.25E+07 3.37E+09 3.70E+05 2.56E+08 5.28E+06 2.40E+06 2.81E+05 8.07E+07 9.72E+08 4.32E+10 1.48E+12 2.81E+12 4.32E+12 5.06E+12 7.91E+12 9.36E+12 1.64E+13 3.48E+13 7.87E+13 1.56E+14 1.14E+14 6.46E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.073  6.49E+15 4.02E+15 2.27E+17 2.39E+05 1.13E+05 1.19E+06 7.08E+03 8.48E+03 7.24E+02 1.75E+06 2.26E+07 3.43E+06 1.35E+09 8.20E+03 3.55E+07 2.09E+05 6.81E+04 4.07E+03 5.89E+06 1.42E+08 1.91E+10 1.90E+12 4.52E+12 8.37E+12 1.08E+13 2.03E+13 2.67E+13 5.87E+13 1.72E+14 5.39E+14 1.44E+15 1.10E+15 6.37E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.175  8.10E+17 3.18E+17 1.82E+19 1.41E+03 3.60E+02 9.46E+03 5.52E+00 5.78E+00 0.00E+00 1.51E+04 6.31E+05 3.80E+04 2.17E+08 4.03E+00 6.82E+05 3.28E+02 5.47E+01 8.57E-01 3.15E+04 3.04E+06 3.71E+09 3.15E+12 1.17E+13 3.14E+13 4.90E+13 1.34E+14 2.16E+14 7.49E+14 4.18E+15 2.54E+16 1.23E+17 1.02E+17 6.19E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.357  1.21E+22 2.42E+21 1.39E+23 4.88E-02 0.00E+00 6.01E-01 0.00E+00 0.00E+00 0.00E+00 1.14E+00 4.92E+02 4.67E+00 5.58E+06 0.00E+00 2.51E+02 0.00E+00 0.00E+00 0.00E+00 8.96E-01 1.39E+03 1.40E+08 8.66E+12 7.78E+13 4.41E+14 1.01E+15 5.82E+15 1.42E+16 1.22E+17 2.48E+18 5.60E+19 9.03E+20 8.70E+20 5.85E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.517  4.83E+22 4.83E+21 2.79E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.44E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.38E-01 5.31E+06 2.38E+13 5.19E+14 6.20E+15 2.09E+16 2.53E+17 9.37E+17 2.43E+17 4.96E+18 1.12E+20 1.81E+21 1.74E+21 1.17E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.662  1.21E+23 9.74E+21 5.61E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.71E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.01E+05 6.53E+13 3.46E+15 8.71E+16 4.31E+17 1.10E+19 6.17E+19 4.85E+17 9.90E+18 2.24E+20 3.61E+21 3.48E+21 2.34E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
