                    *********************************************************************************
                    *  Z= 63 A=153: Positive-Parity Spin-dependent Level Density [MeV-1] for EU153  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   3.00  0.461  8.96E+02 1.56E+03 1.70E+04 6.06E+01 1.43E+02 2.09E+02 2.34E+02 2.18E+02 1.93E+02 1.62E+02 1.28E+02 8.84E+01 5.47E+01 3.27E+01 2.05E+01 1.03E+01 5.13E+00 1.54E+00 1.03E+00 1.03E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.480  1.44E+03 2.75E+03 3.04E+04 1.08E+02 2.47E+02 3.53E+02 4.11E+02 3.93E+02 3.46E+02 2.65E+02 2.12E+02 1.64E+02 1.10E+02 7.04E+01 3.67E+01 2.07E+01 9.75E+00 5.13E+00 1.03E+00 1.03E+00 1.03E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.498  2.28E+03 4.03E+03 4.45E+04 1.61E+02 3.63E+02 5.28E+02 6.01E+02 5.59E+02 5.04E+02 4.03E+02 3.04E+02 2.24E+02 1.61E+02 1.11E+02 5.64E+01 2.79E+01 1.59E+01 7.70E+00 2.57E+00 1.03E+00 1.03E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.516  3.66E+03 6.93E+03 7.78E+04 2.80E+02 6.07E+02 8.54E+02 9.87E+02 9.73E+02 8.90E+02 6.95E+02 5.58E+02 3.96E+02 2.69E+02 1.97E+02 1.17E+02 5.67E+01 2.80E+01 1.53E+01 8.21E+00 2.05E+00 1.03E+00 1.03E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.533  5.77E+03 9.99E+03 1.13E+05 4.04E+02 8.59E+02 1.22E+03 1.41E+03 1.37E+03 1.27E+03 1.04E+03 8.08E+02 5.90E+02 3.94E+02 2.73E+02 1.76E+02 9.63E+01 4.45E+01 2.42E+01 9.95E+00 3.59E+00 1.03E+00 1.03E+00 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.549  9.13E+03 1.68E+04 1.94E+05 6.71E+02 1.40E+03 1.98E+03 2.29E+03 2.27E+03 2.14E+03 1.76E+03 1.42E+03 1.05E+03 7.20E+02 4.95E+02 2.99E+02 1.81E+02 9.49E+01 4.28E+01 2.20E+01 9.64E+00 2.57E+00 1.03E+00 1.03E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.565  1.43E+04 2.42E+04 2.80E+05 9.57E+02 1.99E+03 2.85E+03 3.28E+03 3.23E+03 3.03E+03 2.50E+03 2.03E+03 1.53E+03 1.08E+03 7.40E+02 4.36E+02 2.55E+02 1.50E+02 6.62E+01 3.13E+01 1.72E+01 5.13E+00 1.03E+00 1.03E+00 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.581  2.24E+04 4.08E+04 4.78E+05 1.60E+03 3.29E+03 4.66E+03 5.42E+03 5.43E+03 5.15E+03 4.22E+03 3.44E+03 2.63E+03 1.86E+03 1.33E+03 8.04E+02 4.50E+02 2.59E+02 1.39E+02 5.81E+01 3.11E+01 1.14E+01 2.57E+00 1.03E+00 1.03E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.596  3.48E+04 5.84E+04 6.87E+05 2.31E+03 4.71E+03 6.63E+03 7.72E+03 7.74E+03 7.28E+03 6.06E+03 4.96E+03 3.72E+03 2.68E+03 1.92E+03 1.21E+03 6.94E+02 3.86E+02 2.19E+02 9.89E+01 4.31E+01 2.15E+01 8.21E+00 1.03E+00 1.03E+00 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.625  8.37E+04 1.37E+05 1.65E+06 5.32E+03 1.07E+04 1.50E+04 1.75E+04 1.78E+04 1.71E+04 1.45E+04 1.20E+04 9.15E+03 6.61E+03 4.74E+03 3.07E+03 1.86E+03 1.04E+03 5.54E+02 2.89E+02 1.35E+02 5.49E+01 2.57E+01 8.21E+00 1.54E+00 1.03E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.653  1.98E+05 3.20E+05 3.90E+06 1.22E+04 2.43E+04 3.38E+04 3.97E+04 4.07E+04 3.92E+04 3.35E+04 2.83E+04 2.19E+04 1.62E+04 1.17E+04 7.72E+03 4.67E+03 2.75E+03 1.55E+03 7.90E+02 3.94E+02 1.80E+02 6.36E+01 2.83E+01 8.61E+00 1.54E+00 1.03E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.679  4.62E+05 7.35E+05 9.10E+06 2.73E+04 5.43E+04 7.54E+04 8.90E+04 9.22E+04 8.96E+04 7.73E+04 6.58E+04 5.14E+04 3.83E+04 2.83E+04 1.91E+04 1.18E+04 7.04E+03 4.06E+03 2.20E+03 1.07E+03 4.99E+02 2.31E+02 7.27E+01 3.28E+01 1.12E+01 1.83E+00 1.03E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.705  1.06E+06 1.67E+06 2.10E+07 6.04E+04 1.20E+05 1.66E+05 1.97E+05 2.05E+05 2.01E+05 1.76E+05 1.51E+05 1.19E+05 8.99E+04 6.70E+04 4.57E+04 2.91E+04 1.78E+04 1.04E+04 5.67E+03 2.98E+03 1.40E+03 6.13E+02 2.78E+02 9.15E+01 3.55E+01 1.41E+01 4.66E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.730  2.41E+06 3.74E+06 4.77E+07 1.33E+05 2.63E+05 3.63E+05 4.29E+05 4.54E+05 4.47E+05 3.94E+05 3.42E+05 2.72E+05 2.07E+05 1.57E+05 1.09E+05 7.01E+04 4.36E+04 2.63E+04 1.47E+04 7.77E+03 3.89E+03 1.82E+03 7.53E+02 3.44E+02 1.17E+02 4.39E+01 1.58E+01 7.25E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.753  5.43E+06 8.33E+06 1.08E+08 2.90E+05 5.72E+05 7.88E+05 9.34E+05 9.94E+05 9.92E+05 8.78E+05 7.64E+05 6.16E+05 4.73E+05 3.62E+05 2.54E+05 1.67E+05 1.05E+05 6.47E+04 3.72E+04 2.03E+04 1.02E+04 5.01E+03 2.29E+03 9.50E+02 4.26E+02 1.54E+02 5.61E+01 2.19E+01 8.06E+00 1.83E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.777  1.21E+07 1.84E+07 2.41E+08 6.24E+05 1.23E+06 1.70E+06 2.02E+06 2.16E+06 2.17E+06 1.93E+06 1.69E+06 1.38E+06 1.06E+06 8.23E+05 5.85E+05 3.89E+05 2.51E+05 1.57E+05 9.20E+04 5.13E+04 2.68E+04 1.35E+04 6.36E+03 2.92E+03 1.20E+03 5.39E+02 1.96E+02 7.94E+01 2.60E+01 7.51E+00 1.24E+00 6.04E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.799  2.67E+07 4.01E+07 5.33E+08 1.33E+06 2.63E+06 3.63E+06 4.33E+06 4.66E+06 4.69E+06 4.20E+06 3.71E+06 3.05E+06 2.37E+06 1.86E+06 1.33E+06 8.98E+05 5.87E+05 3.74E+05 2.23E+05 1.27E+05 6.80E+04 3.54E+04 1.73E+04 8.19E+03 3.70E+03 1.61E+03 6.75E+02 2.75E+02 1.07E+02 3.51E+01 1.20E+01 4.69E+00 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.821  5.85E+07 8.70E+07 1.17E+09 2.83E+06 5.57E+06 7.71E+06 9.21E+06 9.94E+06 1.01E+07 9.07E+06 8.08E+06 6.68E+06 5.22E+06 4.13E+06 2.99E+06 2.05E+06 1.36E+06 8.76E+05 5.33E+05 3.10E+05 1.69E+05 9.02E+04 4.59E+04 2.25E+04 1.05E+04 4.90E+03 2.05E+03 9.43E+02 3.57E+02 1.34E+02 5.73E+01 1.83E+01 6.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.842  1.27E+08 1.87E+08 2.54E+09 5.95E+06 1.17E+07 1.63E+07 1.95E+07 2.11E+07 2.14E+07 1.94E+07 1.74E+07 1.45E+07 1.14E+07 9.10E+06 6.65E+06 4.61E+06 3.10E+06 2.02E+06 1.25E+06 7.45E+05 4.14E+05 2.26E+05 1.18E+05 6.01E+04 2.92E+04 1.41E+04 6.25E+03 2.92E+03 1.23E+03 4.87E+02 2.11E+02 1.09E+02 2.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.884  6.43E+08 8.45E+08 1.18E+10 2.59E+07 5.10E+07 7.08E+07 8.52E+07 9.28E+07 9.50E+07 8.69E+07 7.87E+07 6.63E+07 5.30E+07 4.29E+07 3.19E+07 2.26E+07 1.55E+07 1.04E+07 6.66E+06 4.09E+06 2.35E+06 1.34E+06 7.38E+05 3.96E+05 2.05E+05 1.06E+05 5.07E+04 2.53E+04 1.15E+04 5.23E+03 2.47E+03 1.26E+03 3.78E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.923  2.92E+09 3.72E+09 5.28E+10 1.10E+08 2.16E+08 3.01E+08 3.64E+08 3.98E+08 4.10E+08 3.78E+08 3.46E+08 2.94E+08 2.38E+08 1.95E+08 1.48E+08 1.06E+08 7.47E+07 5.13E+07 3.36E+07 2.13E+07 1.26E+07 7.46E+06 4.28E+06 2.41E+06 1.31E+06 7.14E+05 3.61E+05 1.91E+05 9.31E+04 4.48E+04 2.29E+04 1.26E+04 3.94E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.961  1.27E+10 1.59E+10 2.31E+11 4.54E+08 8.97E+08 1.25E+09 1.52E+09 1.67E+09 1.73E+09 1.61E+09 1.48E+09 1.27E+09 1.04E+09 8.63E+08 6.61E+08 4.84E+08 3.46E+08 2.42E+08 1.63E+08 1.05E+08 6.44E+07 3.93E+07 2.33E+07 1.36E+07 7.74E+06 4.40E+06 2.34E+06 1.30E+06 6.64E+05 3.38E+05 1.83E+05 1.04E+05 3.54E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.997  5.41E+10 6.68E+10 9.84E+11 1.84E+09 3.64E+09 5.09E+09 6.19E+09 6.83E+09 7.11E+09 6.66E+09 6.18E+09 5.35E+09 4.42E+09 3.71E+09 2.88E+09 2.14E+09 1.55E+09 1.11E+09 7.57E+08 5.02E+08 3.14E+08 1.97E+08 1.21E+08 7.27E+07 4.28E+07 2.53E+07 1.39E+07 8.05E+06 4.30E+06 2.29E+06 1.30E+06 7.63E+05 2.72E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.032  1.50E+11 1.25E+11 1.86E+12 3.32E+09 6.57E+09 9.33E+09 1.16E+10 1.27E+10 1.32E+10 1.22E+10 1.15E+10 1.00E+10 8.38E+09 7.01E+09 5.51E+09 4.12E+09 3.00E+09 2.14E+09 1.49E+09 9.91E+08 6.29E+08 3.98E+08 2.47E+08 1.51E+08 8.97E+07 5.38E+07 3.01E+07 1.76E+07 9.56E+06 5.16E+06 2.98E+06 1.77E+06 6.45E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.066  3.29E+11 2.33E+11 3.51E+12 6.00E+09 1.19E+10 1.71E+10 2.17E+10 2.35E+10 2.45E+10 2.25E+10 2.15E+10 1.88E+10 1.59E+10 1.33E+10 1.06E+10 7.96E+09 5.79E+09 4.15E+09 2.92E+09 1.95E+09 1.26E+09 8.06E+08 5.06E+08 3.12E+08 1.88E+08 1.14E+08 6.49E+07 3.86E+07 2.12E+07 1.16E+07 6.84E+06 4.13E+06 1.53E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.098  6.64E+11 4.36E+11 6.63E+12 1.08E+10 2.14E+10 3.14E+10 4.05E+10 4.35E+10 4.55E+10 4.14E+10 4.01E+10 3.54E+10 3.01E+10 2.51E+10 2.02E+10 1.54E+10 1.12E+10 8.03E+09 5.72E+09 3.86E+09 2.52E+09 1.63E+09 1.04E+09 6.45E+08 3.95E+08 2.44E+08 1.40E+08 8.45E+07 4.72E+07 2.62E+07 1.57E+07 9.59E+06 3.62E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.130  1.29E+12 8.17E+11 1.25E+13 1.95E+10 3.87E+10 5.75E+10 7.59E+10 8.06E+10 8.45E+10 7.61E+10 7.49E+10 6.63E+10 5.71E+10 4.74E+10 3.88E+10 2.97E+10 2.16E+10 1.55E+10 1.12E+10 7.61E+09 5.06E+09 3.30E+09 2.13E+09 1.34E+09 8.28E+08 5.19E+08 3.02E+08 1.85E+08 1.05E+08 5.92E+07 3.61E+07 2.23E+07 8.58E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.161  2.46E+12 1.53E+12 2.37E+13 3.52E+10 6.98E+10 1.05E+11 1.42E+11 1.49E+11 1.57E+11 1.40E+11 1.40E+11 1.24E+11 1.08E+11 8.97E+10 7.43E+10 5.73E+10 4.17E+10 3.01E+10 2.20E+10 1.50E+10 1.01E+10 6.68E+09 4.36E+09 2.76E+09 1.74E+09 1.10E+09 6.53E+08 4.05E+08 2.33E+08 1.34E+08 8.27E+07 5.19E+07 2.03E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.191  4.66E+12 2.87E+12 4.50E+13 6.36E+10 1.26E+11 1.93E+11 2.66E+11 2.77E+11 2.91E+11 2.57E+11 2.61E+11 2.34E+11 2.05E+11 1.70E+11 1.42E+11 1.11E+11 8.06E+10 5.83E+10 4.33E+10 2.96E+10 2.03E+10 1.35E+10 8.93E+09 5.72E+09 3.64E+09 2.35E+09 1.41E+09 8.87E+08 5.18E+08 3.01E+08 1.90E+08 1.21E+08 4.82E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.264  2.55E+13 1.38E+13 2.23E+14 2.78E+11 5.52E+11 8.78E+11 1.27E+12 1.30E+12 1.37E+12 1.18E+12 1.24E+12 1.13E+12 1.01E+12 8.35E+11 7.23E+11 5.73E+11 4.18E+11 3.04E+11 2.33E+11 1.62E+11 1.15E+11 7.87E+10 5.37E+10 3.53E+10 2.32E+10 1.56E+10 9.64E+09 6.30E+09 3.82E+09 2.30E+09 1.52E+09 9.95E+08 4.17E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.332  1.26E+14 6.67E+13 1.11E+15 1.22E+12 2.42E+12 3.99E+12 6.10E+12 6.06E+12 6.43E+12 5.41E+12 5.90E+12 5.43E+12 5.02E+12 4.11E+12 3.68E+12 2.97E+12 2.17E+12 1.59E+12 1.26E+12 8.85E+11 6.53E+11 4.58E+11 3.23E+11 2.18E+11 1.48E+11 1.03E+11 6.59E+10 4.47E+10 2.81E+10 1.76E+10 1.21E+10 8.20E+09 3.60E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.459  4.24E+15 1.58E+15 2.80E+16 2.33E+13 4.63E+13 8.25E+13 1.40E+14 1.33E+14 1.42E+14 1.14E+14 1.34E+14 1.26E+14 1.23E+14 9.95E+13 9.49E+13 7.96E+13 5.83E+13 4.32E+13 3.67E+13 2.64E+13 2.10E+13 1.55E+13 1.17E+13 8.27E+12 6.01E+12 4.50E+12 3.09E+12 2.25E+12 1.52E+12 1.03E+12 7.70E+11 5.58E+11 2.70E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.685  4.76E+18 9.49E+17 1.99E+19 8.53E+15 1.70E+16 3.53E+16 7.37E+16 6.34E+16 6.92E+16 5.02E+16 6.84E+16 6.83E+16 7.35E+16 5.84E+16 6.33E+16 5.73E+16 4.22E+16 3.20E+16 3.11E+16 2.36E+16 2.18E+16 1.79E+16 1.52E+16 1.19E+16 9.92E+15 8.61E+15 6.77E+15 5.71E+15 4.48E+15 3.51E+15 3.12E+15 2.58E+15 1.51E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.884  1.90E+19 1.90E+18 3.99E+19 1.70E+16 3.40E+16 7.05E+16 1.47E+17 1.27E+17 1.38E+17 1.00E+17 1.37E+17 1.36E+17 1.47E+17 1.17E+17 1.27E+17 1.15E+17 8.43E+16 6.40E+16 6.21E+16 4.72E+16 4.36E+16 3.58E+16 3.05E+16 2.39E+16 1.98E+16 1.72E+16 1.35E+16 1.14E+16 8.95E+15 7.03E+15 6.25E+15 5.16E+15 3.01E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.064  4.74E+19 3.79E+18 7.96E+19 3.40E+16 6.79E+16 1.41E+17 2.94E+17 2.53E+17 2.76E+17 2.01E+17 2.73E+17 2.73E+17 2.94E+17 2.33E+17 2.53E+17 2.29E+17 1.68E+17 1.28E+17 1.24E+17 9.44E+16 8.73E+16 7.15E+16 6.09E+16 4.77E+16 3.96E+16 3.44E+16 2.71E+16 2.28E+16 1.79E+16 1.40E+16 1.25E+16 1.03E+16 6.03E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
